Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1474,A,18,18-3,H,3,W,70/72-FORAM,0,2,161.1,161.12,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",C,,F,F,,F,,,R,,,,F,,,F,R,,R,,,R,,,,,F,,R,,,R,,,,,,R,,,,,,F,,,F,F,,R,R,,,,R,,,,,,361-U1474A-18H-3-W 70/72-FORAM,4de8bec4c78a0b2442ac950b4db7ee97
361,U1474,A,18,18-4,H,4,W,70/72-FORAM,0,2,162.6,162.62,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",F,,R,F,,F,,,,,F,,F,,,F,,,F,,,,,,,,F,,,,,,R,R,,,,,R,R,,,,R,R,,F,,,,R,,,,R,,,,,,361-U1474A-18H-4-W 70/72-FORAM,7856ba71b9e1ef0d58bcf447f2d1d1db
361,U1474,A,18,18-5,H,5,W,70/72-FORAM,0,2,164.1,164.12,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",C,,,R,R,F,,,,R,F,,,,,R,,,,,,,,,,,R,,,,,,R,,,,,R,,R,,,,F,,,F,,,R,,F,,,R,,,,,,361-U1474A-18H-5-W 70/72-FORAM,1d1e922c0e978eb4a79b038907673f1f
361,U1474,A,18,18-6,H,6,W,70/72-FORAM,0,2,165.6,165.62,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",C,,R,,R,F,,,,,F,,,,,,F,,,,,,,,,R,,,,,,,,,F,,,R,,F,R,R,,F,,,F,R,,,,R,R,,R,,,,,,361-U1474A-18H-6-W 70/72-FORAM,4aaf1486035727b4bb72023899057a41
361,U1474,A,18,18-CC,H,CC,PAL,FORAM,0,5,167.31,167.36,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,,R,,F,,,R,R,,,F,,,,,,,R,,,,,R,R,,R,,,,,,R,,,,R,,F,A,R,,A,R,,R,R,,R,,R,,,R,,,,,,361-U1474A-18H-CC-PAL-FORAM,929da36f30459de87592104be9c614c5
361,U1474,A,19,19-CC,H,CC,PAL,FORAM,0,5,176.77,176.82,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,R,,,R,,,R,,F,,,,,F,,,R,,,,,,,R,,,,,R,,,R,,,,,R,,,F,,F,R,,F,R,R,R,,,R,,R,,,,,,361-U1474A-19H-CC-PAL-FORAM,f4aa11452df2a639bc4454484c6c6844
361,U1474,A,20,20-1,H,1,W,70/72-FORAM,0,2,177.1,177.12,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",F,,P,,,,,,R,P,P,,,,,R,P,,,,,,,,P,,,,,,,P,,,,,,,,,,R,,R,,,,,,F,,P,P,P,R,,,,,,361-U1474A-20H-1-W 70/72-FORAM,c9cb1e061bea81484c51f9dcda8e162e
361,U1474,A,20,20-2,H,2,W,70/72-FORAM,0,2,178.6,178.62,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",F,,,R,R,R,,,P,R,R,,,,,F,,,,,,,,,P,P,R,,,,,P,,,,,,,,,,F,,F,,,,,,,F,,P,,F,,,,,,361-U1474A-20H-2-W 70/72-FORAM,2555957e171c1394e07e6b6a81054539
361,U1474,A,20,20-3,H,3,W,90/92-FORAM,0,2,180.3,180.32,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",F,,P,R,,R,,,R,,R,,,,,F,P,,,,,,,,,P,,,,,,,,,,,,,,,,F,,F,,,,P,,F,,P,P,P,F,,,,,,361-U1474A-20H-3-W 90/92-FORAM,c882433c129217d8b043f339b8b72827
361,U1474,A,20,20-4,H,4,W,70/72-FORAM,0,2,181.6,181.62,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",F,,P,,R,R,,P,R,P,R,,,,,F,P,,,,,,,,P,,,,,,,,,,,,,P,,,,R,,R,P,,,P,,,,P,,P,P,,,,,,361-U1474A-20H-4-W 70/72-FORAM,5c1e032ee13ab6412edd588a5462023e
361,U1474,A,20,20-5,H,5,W,80/82-FORAM,0,2,183.19,183.21,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",C,,P,,,,,,F,P,A,,,,R,A,P,,,,,,,,P,,R,,,,P,R,,,,,,P,,,,F,,A,,,,,,R,,P,R,P,R,,,,,,361-U1474A-20H-5-W 80/82-FORAM,5ef00bde18192c3aaa2383a2eadffbf3
361,U1474,A,20,20-6,H,6,W,70/72-FORAM,0,2,184.59,184.61,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",C,,P,,,F,,P,R,,F,,,,,A,P,,,,,,,,P,P,,,,,R,R,,P,,,,,,,,R,,A,F,,,,,R,R,P,R,,R,,,,,,361-U1474A-20H-6-W 70/72-FORAM,33beb6e7528355fee379f2ce457cca41
361,U1474,A,20,20-7,H,7,W,28/30-FORAM,0,2,185.67,185.69,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,P,,,,,,P,,P,,,,R,R,,,,,,,,,,P,R,,,,P,,,,,,,,,,,R,,R,,,,,,R,,,P,,P,,,,,,361-U1474A-20H-7-W 28/30-FORAM,6857df53978f8e3fe49d695313f51794
361,U1474,A,20,20-CC,H,CC,PAL,FORAM,0,5,186.46,186.51,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,R,,,,,,R,,F,,R,,,F,R,,,,,,,,R,,,,,R,R,R,,,,,,,,,,F,,F,R,,,F,,R,,R,,,F,,,,,,361-U1474A-20H-CC-PAL-FORAM,d9594aac7dd1ea18e91b1efd3aef9669
361,U1474,A,21,21-1,H,1,W,70/72-FORAM,0,2,186.6,186.62,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,P,,R,R,,P,R,,R,,,,,R,P,,,,,,,,,,,,,,,R,,,,,,P,,R,,P,,R,,,,P,,R,,,P,,P,,,,,,361-U1474A-21H-1-W 70/72-FORAM,e1498fc434ca17d62bb4469a0283278c
361,U1474,A,21,21-2,H,2,W,70/72-FORAM,0,2,188.1,188.12,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,,,,,,,R,P,,,,,P,R,,,,,,,,,,P,R,,,,P,R,P,,,,,P,,R,,,,R,P,P,,P,,R,P,,,,R,,,,,,361-U1474A-21H-2-W 70/72-FORAM,eba0c3348981b620e312ebb2b4a2ec64
361,U1474,A,21,21-3,H,3,W,70/72-FORAM,0,2,189.59,189.61,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,,,,R,,P,P,P,P,,,,P,R,R,,,,,,,,,,,,,,P,,,,,,,P,,R,,P,,R,P,,,,,R,,P,,,R,,,,,,361-U1474A-21H-3-W 70/72-FORAM,c9d46f8a044afc9584c0adce5002dff0
361,U1474,A,21,21-4,H,4,W,70/72-FORAM,0,2,191.09,191.11,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,,,,R,,,R,,F,,,,F,F,R,,R,,,,,,,,R,,,,,,,,,,,R,,,,F,,,,,,,,R,,,R,R,F,,,,,,361-U1474A-21H-4-W 70/72-FORAM,a645503c42c4cdbdc749e1845efdbb3c
361,U1474,A,21,21-5,H,5,W,70/72-FORAM,0,2,192.58,192.6,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,,,,,,,R,,F,,,,,,R,,R,,,,,,,,,,,,,R,,,,,,R,,,,F,,,,,,R,,F,R,,,,F,,,,,,361-U1474A-21H-5-W 70/72-FORAM,f876a02f67207cf45ad752199c3d3330
361,U1474,A,21,21-6,H,6,W,70/72-FORAM,0,2,194.08,194.1,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,R,,,,,,,R,,,,,,F,R,,,,,,,,,,R,,,,R,R,,,,,,,,R,,,,,,,,R,,R,,,,,R,,,,,,361-U1474A-21H-6-W 70/72-FORAM,0338ba4475ac3399296706446e134eea
361,U1474,A,21,21-7,H,7,W,28/30-FORAM,0,2,195.14,195.16,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,,,,,,,,R,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,F,,,,,,R,,R,,,,,F,,,,,,361-U1474A-21H-7-W 28/30-FORAM,92993231a17d8361fe8ca97afac12331
361,U1474,A,21,21-CC,H,CC,PAL,FORAM,0,5,195.87,195.92,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",C,,,R,,P,,,,R,,,,,P,P,R,,R,,,,,P,P,,R,,P,,,,,R,,,,R,,R,,,,F,F,,,,,,,,R,,R,,,,,,361-U1474A-21H-CC-PAL-FORAM,1f17affcd40c35bef12109c92aba1eb4
361,U1474,A,22,22-1,H,1,W,70/72-FORAM,0,2,196.1,196.12,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,,,,,,,,F,R,,,,,F,,,,,,,,,,R,,,,,,R,,R,,,,,,,,,,,,,,,R,F,,R,,,,,,,,,361-U1474A-22H-1-W 70/72-FORAM,4799789d01e25f708ede2a46284a4546
361,U1474,A,22,22-2,H,2,W,70/72-FORAM,0,2,197.6,197.62,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,R,R,,,,,,,,,,,,F,R,,R,,,,,,,,,,,R,,R,,,,,,,,,,A,,A,,,F,,,F,,,,,R,,,,,,361-U1474A-22H-2-W 70/72-FORAM,5176a7c572f862d3facf9042a09b92bf
361,U1474,A,22,22-3,H,3,W,70/72-FORAM,0,2,199.11,199.13,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,P,P,,,,,,,F,,,,,F,P,,P,,,,,,,,,,,,,,,,,,,,,,,A,,,,,P,,,R,,,,,P,,,,,,361-U1474A-22H-3-W 70/72-FORAM,ff2ac2e0c1710b2deb2d8e53ffc8bdc8
361,U1474,A,22,22-4,H,4,W,70/72-FORAM,0,2,200.62,200.64,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,P,,,,,,,P,P,,,,,P,,,P,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,P,,,P,,,,,P,,,,,,361-U1474A-22H-4-W 70/72-FORAM,0c878c15f568307ad689b9fa50a704f5
361,U1474,A,22,22-5,H,5,W,70/72-FORAM,0,2,202.13,202.15,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,,,,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,P,,,,,,361-U1474A-22H-5-W 70/72-FORAM,b1a427555b640e0a0e810837549fe5d0
361,U1474,A,22,22-6,H,6,W,70/72-FORAM,0,2,203.64,203.66,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",R,,,F,,F,,,,R,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,R,,,,,F,,,,,,361-U1474A-22H-6-W 70/72-FORAM,ca50839b0ae7c08c3fb051e44b38ce14
361,U1474,A,22,22-7,H,7,W,28/30-FORAM,0,2,204.72,204.74,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",F,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,F,,,P,,,,,P,,,,,,361-U1474A-22H-7-W 28/30-FORAM,ca868cbfacf0f3fe972ffda4bf8aa952
361,U1474,A,22,22-CC,H,CC,PAL,FORAM,0,5,205.31,205.36,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",C,,,,,,,,,P,,,,,R,,,,,,,,,,,P,,,,,,P,,,,,,P,,,,F,,R,P,P,P,,,F,R,,R,,F,,,,,,361-U1474A-22H-CC-PAL-FORAM,d7694a50c0f8ffaa29ab16288189b808
361,U1474,A,23,23-2,H,2,W,70/72-FORAM,0,2,207.1,207.12,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",F,,,,,,,,,R,F,,,,,F,,,R,,,,,,,,R,,,,,,,,,,,R,,,,A,,A,R,,R,,,R,,,,,F,,,,,,361-U1474A-23H-2-W 70/72-FORAM,80725df2aab68a7fb39a2a7ea2ea6c00
361,U1474,A,23,23-4,H,4,W,70/72-FORAM,0,2,210.1,210.12,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",F,,,F,,,,R,R,,F,,,,,R,,,R,,,,,,,,F,,,,R,,,,,,,R,,F,,R,,A,R,,,R,,R,,,,,F,,,,,,361-U1474A-23H-4-W 70/72-FORAM,039fa7ac5562d250e9a9adc245b287e3
361,U1474,A,23,23-5,H,5,W,70/72-FORAM,0,2,211.59,211.61,,PL1 (Indo-Pacific),"PL1 (Atlantic) - Globorotalia tumida/Globoturborotalita nepenthes Concurrent-range Zone (Atlantic) (Gradstein et al., 2012)",F,,,R,,,,,,R,F,,,,,R,,,,,,,,,,,R,,,R,,R,,,,,,R,,F,,,,F,R,,,R,,R,,,,,R,,,,,,361-U1474A-23H-5-W 70/72-FORAM,497cf50f1835059aff3e635d5c4b93e6
361,U1474,A,23,23-CC,H,CC,PAL,FORAM,0,5,214.87,214.92,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",C,,,,,,,,,,,,,,P,R,R,,F,,,,,P,,,R,,,,,P,P,,,,,,,R,,R,,R,P,,,,,,,,R,,,,,,,,361-U1474A-23H-CC-PAL-FORAM,27f27b6eba5c8863748a6cef3c202407
361,U1474,A,24,24-1,H,1,W,70/72-FORAM,0,2,215.1,215.12,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",F,,,R,P,,,,R,P,R,,,,,R,,,,,,,,,P,,,,,,,R,,,,,,,,R,,R,,,R,,,,,R,,,P,,P,,,,,,361-U1474A-24H-1-W 70/72-FORAM,7ef3f24d24b00757bb10d7b08133de93
361,U1474,A,24,24-2,H,2,W,70/72-FORAM,0,2,216.6,216.62,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,P,,,P,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,P,P,P,,,,P,,P,P,,P,,,,,,361-U1474A-24H-2-W 70/72-FORAM,417424b238dbdaab927e33c5bee80a37
361,U1474,A,24,24-3,H,3,W,70/72-FORAM,0,2,218.09,218.11,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,P,,,,,,P,,,,,P,,,,,,361-U1474A-24H-3-W 70/72-FORAM,4394d38176c9c7d33928152935b5f731
361,U1474,A,24,24-4,H,4,W,70/72-FORAM,0,2,219.57,219.59,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,P,,,P,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,P,P,,P,,P,,,,,,361-U1474A-24H-4-W 70/72-FORAM,fb85c9441320d85d8f86e1082cae8589
361,U1474,A,24,24-CC,H,CC,PAL,FORAM,0,5,221.95,222.0,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",C,,F,,,R,,,,P,R,,,,R,F,F,,R,,,,,,P,P,R,,,,,,,R,,,,,,F,,,,F,F,R,R,,,R,,P,,,A,,,,,,361-U1474A-24H-CC-PAL-FORAM,055541c6f9986bf2d130559c62a6f078
361,U1474,A,25,25-1,H,1,W,80/82-FORAM,0,2,222.8,222.82,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,,,,,,,,,P,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,P,P,,P,,,,,P,,R,,,,,,361-U1474A-25H-1-W 80/82-FORAM,7f62b0d0981a4421338da7ea77c06b9c
361,U1474,A,25,25-2,H,2,W,70/72-FORAM,0,2,224.19,224.21,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,P,P,P,,,,P,P,P,,,,R,R,,,,,,,,,,,P,,,,,,,,,,,,,R,,R,,,P,P,,P,,,,,R,,R,,,,,,361-U1474A-25H-2-W 70/72-FORAM,c1a93f4eff0ace5f02dbcb314c4af0e0
361,U1474,A,25,25-3,H,3,W,70/72-FORAM,0,2,225.7,225.72,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,,P,R,,,,,,,,,,P,,P,,,,,,,,,P,,P,,,,,,361-U1474A-25H-3-W 70/72-FORAM,1574d4012e9ccff3eb3baa272b001a7d
361,U1474,A,25,25-4,H,4,W,70/72-FORAM,0,2,227.2,227.22,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,P,,,,,,,,,,,,P,P,,,,,,,,,,,P,,,,P,,,,,,,,,,,P,,P,,P,,,,,,,P,,P,,,,,,361-U1474A-25H-4-W 70/72-FORAM,193beb6f4dc3e568e8a83917c21199ba
361,U1474,A,25,25-5,H,5,W,60/62-FORAM,0,2,228.6,228.62,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,P,,,,,,P,,,,,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,P,,P,,P,,,,,P,P,,P,P,,P,,,,,,361-U1474A-25H-5-W 60/62-FORAM,390a7d21d98fa3ce1cc515b088f54853
361,U1474,A,25,25-CC,H,CC,PAL,FORAM,0,5,231.39,231.44,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",C,,,,,R,,,,P,,,,,R,R,,,P,,,,,,,,,,,P,,,,P,,,,,,,,F,,F,R,R,,,,,,P,,,F,,,,,,361-U1474A-25H-CC-PAL-FORAM,c3f9302cd5096b8d4b62b7d89addf5f8
361,U1474,A,26,26-1,H,1,W,70/72-FORAM,0,2,232.1,232.12,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,P,,,,,,,,,,,,,361-U1474A-26H-1-W 70/72-FORAM,9d0a63213a5ae51dcf2ca11755019040
361,U1474,A,26,26-2,H,2,W,70/72-FORAM,0,2,233.6,233.62,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,,,,,,,P,,,,,,P,,P,,,,,,,,,R,,,,,,,,P,,,,,,R,,R,,R,,,,,,,,,R,,R,,,,,,361-U1474A-26H-2-W 70/72-FORAM,1d7c9647c52a27315796a89ef1e7b54b
361,U1474,A,26,26-3,H,3,W,70/72-FORAM,0,2,235.09,235.11,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,,,,P,,,,,,,,,P,,P,,,,,,,,,P,,,,,,,,,,,,,,,,F,,F,P,,,P,,P,,,F,,F,,,,,,361-U1474A-26H-3-W 70/72-FORAM,4f14dc47c6ae5a4e2bfee3a35ca255a4
361,U1474,A,26,26-4,H,4,W,70/72-FORAM,0,2,236.59,236.61,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,F,F,,,,,P,,,,,,,R,,,,,,,,,,R,R,,,R,,R,,R,,,,,,F,,F,,,,,F,D,R,R,,R,,,F,,,,,,361-U1474A-26H-4-W 70/72-FORAM,961c048d7f2fbad3af0c43d55b0f3971
361,U1474,A,26,26-CC,H,CC,PAL,FORAM,0,5,239.85,239.9,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",F,,R,,,,,,,P,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,,,R,,F,,R,R,,,,,F,,,F,,F,,,,,,361-U1474A-26H-CC-PAL-FORAM,be3f861b0f1b8eb28f00fc19a8d3238d
361,U1474,A,27,27-1,H,1,W,70/72-FORAM,0,2,240.6,240.62,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,R,R,R,R,,,,,,,,,,R,,,F,,,,,,,,P,R,,,,,,P,,,,,,,,F,,,R,,,,,R,,,,,A,,,,,,361-U1474A-27H-1-W 70/72-FORAM,fb90af9adbbb3ec35668382d56460812
361,U1474,A,27,27-2,H,2,W,70/72-FORAM,0,2,242.1,242.12,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,,P,,F,,,P,,,,,,P,P,,,,,,,,,,,,,,,,P,,,,,,,,R,,R,,F,,,,,,R,,,R,,R,,,,,,361-U1474A-27H-2-W 70/72-FORAM,a00e2aca5015bf6b08a28f53add39402
361,U1474,A,27,27-3,H,3,W,70/72-FORAM,0,2,243.36,243.38,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",R,,,,,,,,,,,,,,,F,,,,,,,,,,P,R,,,,,,,,,,,,,,R,R,,,,,F,F,F,R,,,,,F,,,,,,361-U1474A-27H-3-W 70/72-FORAM,6b1f9744a325eb3d2b5c361fe2f64ff5
361,U1474,A,27,27-CC,H,CC,PAL,FORAM,0,5,248.82,248.87,,M14,"M14 - Globigerinoides extremus Partial-range Zone (Gradstein et al., 2012)",F,,R,R,,R,,,R,,P,,,,R,F,P,,,,,,,,,P,,P,,P,,,,P,,,,,,R,,R,,R,,,,,,,,,R,,R,,,,,,361-U1474A-27H-CC-PAL-FORAM,e037aa8580495dd5511d4da159721ef7
361,U1474,A,28,28-2,F,2,W,70/72-FORAM,0,2,246.02,246.04,,M13b,"M13b - Globorotalia plesiotumida/Globorotalia lenguaensis Concurrent-range Subzone (Gradstein et al., 2012)",R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,P,,,P,,,,,F,,,,,,361-U1474A-28F-2-W 70/72-FORAM,f158d1e132e558e92db9b67117b4e625
361,U1474,A,28,28-3,F,3,W,70/72-FORAM,0,2,247.52,247.54,,M13b,"M13b - Globorotalia plesiotumida/Globorotalia lenguaensis Concurrent-range Subzone (Gradstein et al., 2012)",R,,,,,,,,,,,,,,,P,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,P,,,,,F,,,,,,361-U1474A-28F-3-W 70/72-FORAM,14cf7748614781f091d7a757decf224d
361,U1474,A,28,28-4,F,4,W,40/42-FORAM,0,2,248.73,248.75,,M13b,"M13b - Globorotalia plesiotumida/Globorotalia lenguaensis Concurrent-range Subzone (Gradstein et al., 2012)",R,,R,,,,,,R,,,,,,,R,F,,,,,,,,R,,R,R,,R,,,,,,,,,,R,,R,,,P,,R,,,R,,,,P,R,,,,,,361-U1474A-28F-4-W 40/42-FORAM,44c5aaaef64ceafe5208dec6ea110e4c
361,U1474,A,28,28-CC,F,CC,PAL,FORAM,0,5,249.05,249.1,,M13b,"M13b - Globorotalia plesiotumida/Globorotalia lenguaensis Concurrent-range Subzone (Gradstein et al., 2012)",F,,,,,,,,R,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,P,,,,,F,,,F,,R,,,,,,361-U1474A-28F-CC-PAL-FORAM,9e191b0bee38bc325cfd4baef1e173fe
361,U1474,A,29,29-1,F,1,W,70/72-FORAM,0,2,250.3,250.32,,M13b,"M13b - Globorotalia plesiotumida/Globorotalia lenguaensis Concurrent-range Subzone (Gradstein et al., 2012)",R,,P,,,P,,,,,,,,,P,P,P,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,P,,,P,,P,,,,,,361-U1474A-29F-1-W 70/72-FORAM,aa208d3cd7864f65196d526a0574df17
