Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1474,A,2,2-7,H,7,W,30/32-FORAM,0,2,14.41,14.43,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,,,F,R,,,,R,,,,,,A,F,,,,R,,F,,A,,,R,,,,,,,,,,R,R,,,,,R,,,F,,,R,,,,,,,,,,,,361-U1474A-2H-7-W 30/32-FORAM,fdd3ea7388472fd92e823335316735c2
361,U1474,A,2,2-CC,H,CC,PAL,FORAM,0,5,14.79,14.84,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,P,,,R,R,R,R,A,,,,,,F,A,,,,R,,,,A,,,A,,,,,,,R,,,,F,,,,,R,,,A,,R,,R,F,,,,,,,,,,361-U1474A-2H-CC-PAL-FORAM,c59e9a2d25d2dc90edfad67f368e765b
361,U1474,A,3,3-1,H,1,W,70/72-FORAM,0,2,15.6,15.62,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,,,,,,,,R,,,,,,F,,,,,R,,,,A,,,R,,,,,,,,,,R,R,R,,,,,,,F,,F,,R,,,,,,,,,,,361-U1474A-3H-1-W 70/72-FORAM,7e339675b1600e1877eafb96308e24d8
361,U1474,A,3,3-2,H,2,W,70/72-FORAM,0,2,17.1,17.12,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",F,,,,,,,,F,,,,,,,F,,,,R,,R,,D,,,R,,,,,,,,,,R,R,,,,,,,,F,,,,,R,,,,,,,,,,361-U1474A-3H-2-W 70/72-FORAM,92f9e7b2bf8ea8978030b2008fe33f0a
361,U1474,A,3,3-3,H,3,W,70/72-FORAM,0,2,18.6,18.62,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,R,,,,,R,,F,R,,,,,F,R,,,,R,,,,R,,,F,,,,,,,R,,,R,,,,,,,,,F,,,,R,F,,R,,,,,,,,361-U1474A-3H-3-W 70/72-FORAM,95088658b819d37bc8dded001a0bf655
361,U1474,A,3,3-4,H,4,W,70/72-FORAM,0,2,20.1,20.12,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,,,R,,R,,R,F,,,,,,F,F,,,,,,,,A,,,A,,,,,,,,,,R,R,,,,,,,,F,,,,R,F,,,,,,,,,,361-U1474A-3H-4-W 70/72-FORAM,92b82af1e054363c993de50334f52bdd
361,U1474,A,3,3-5,H,5,W,70/72-FORAM,0,2,21.6,21.62,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,,,F,,,,,R,,,,,,F,A,,,,R,,,,A,,,R,,,,,,,R,,,R,R,,,,,,,,A,,R,,R,R,,,,,,,,,,361-U1474A-3H-5-W 70/72-FORAM,5cf7a9228bb65a4601a142aab6cc6496
361,U1474,A,3,3-6,H,6,W,70/72-FORAM,0,2,23.1,23.12,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,,,,,,R,R,R,R,,,,,,F,,,,R,,R,,F,,,F,,,,,,,,,,R,F,,,,,,,,A,,R,,,F,,R,,,,,,,,361-U1474A-3H-6-W 70/72-FORAM,330e90f8de5aa7a0a208158557ced8a1
361,U1474,A,3,3-7,H,7,W,34/36-FORAM,0,2,23.74,23.76,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,,,R,R,R,,,R,R,,,,,F,F,,,,R,,R,,F,,,R,,,,,,,R,,,,F,,,,,,,,A,,,,R,F,,,,,R,,,,,361-U1474A-3H-7-W 34/36-FORAM,156c8d64c7e8e5ddfd8198c17ead658c
361,U1474,A,3,3-CC,H,CC,PAL,FORAM,0,5,24.16,24.21,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,P,,R,R,R,,R,,F,,,,,A,F,,,,R,,,,A,,,R,,,,,,,R,,,R,F,P,,,,,,,A,,,,A,A,,R,,,,,,,,361-U1474A-3H-CC-PAL-FORAM,f564a8420b01f9d54d21789be745f111
361,U1474,A,4,4-1,H,1,W,70/72-FORAM,0,2,25.1,25.12,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,,,,,,R,R,R,R,,,,,F,F,,,,R,,,,F,,,R,,,,,,,,,,R,R,,,,,R,P,,A,,R,,R,A,,P,,,R,,,,,361-U1474A-4H-1-W 70/72-FORAM,c6749e14e84c4f2fcc812edee1c0dfcb
361,U1474,A,4,4-2,H,2,W,70/72-FORAM,0,2,26.6,26.62,,PT1b,"PT1b - Globorotalia truncatulinoides Partial-range Zone (Gradstein et al., 2012)",C,,,F,,,R,R,R,R,,,,,F,F,,,,R,,,,F,,,R,,,,,,,,,,R,,,,,,,,,F,,,,R,F,,,,,,,,,,361-U1474A-4H-2-W 70/72-FORAM,3c90c5d1ee1ca18b042f672c3b1ccb02
361,U1474,A,4,4-3,H,3,W,70/72-FORAM,0,2,28.1,28.12,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,,,,,,,,F,R,,,,,F,F,,,,R,,,,A,,,R,,,,,,,R,,R,R,R,,,,,,,,F,,,,R,F,,R,,,,,,,,361-U1474A-4H-3-W 70/72-FORAM,f1be5450d884e6e5ddd4b08363aff861
361,U1474,A,4,4-4,H,4,W,70/72-FORAM,0,2,29.6,29.62,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,,,F,,R,R,R,R,,,,,,F,F,,,,,,,,A,,,R,,,,,,,R,,R,R,,,,,,,,,F,,,,,F,,R,,,,,,,,361-U1474A-4H-4-W 70/72-FORAM,d55568e3a483d1787d64a358b1b092e2
361,U1474,A,4,4-5,H,5,W,70/72-FORAM,0,2,31.1,31.12,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",A,,,R,,,,,F,R,,,,,F,R,,,,R,,,,F,,,R,,,,,,,R,,R,R,R,,,,,,,,F,,,,R,F,,R,,,,,,,,361-U1474A-4H-5-W 70/72-FORAM,edb2734871da9dfb7a57cc756ac478dd
361,U1474,A,4,4-6,H,6,W,70/72-FORAM,0,2,32.6,32.62,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,,,,,R,R,,F,R,,,,,F,R,,,,R,,,,A,,,R,,,,,,R,R,,,R,,R,,,,R,,,F,,,,R,R,,,,,,,,,,361-U1474A-4H-6-W 70/72-FORAM,e7f4c1444ed0eb76dc0dbdf534a29e78
361,U1474,A,4,4-7,H,7,W,38/40-FORAM,0,2,33.78,33.8,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",A,,,,F,,R,A,F,R,,,,,R,F,,,,R,,,,A,,,R,,,,,,,,,,R,,,,,,,,,A,,,,,R,,R,,,,,,,,361-U1474A-4H-7-W 38/40-FORAM,6e59e6bbcc2eb20d81b5c78a609151c7
361,U1474,A,4,4-CC,H,CC,PAL,FORAM,0,5,34.38,34.43,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,P,,R,R,R,R,R,F,R,,,,,A,F,,,,R,,,,A,,,F,,,,,,,R,,,F,F,,,,,,,,A,,P,,,F,,P,,,,,,,,361-U1474A-4H-CC-PAL-FORAM,b4df00f244b71147ef9bbfcde3d3b0dc
361,U1474,A,5,5-5,H,5,W,70/72-FORAM,0,2,40.6,40.62,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",A,,,R,F,R,,F,,,,,,,A,F,,,,R,,,,F,,,R,,,,,,R,R,,,,R,R,,,,R,,,A,,,,,F,,,,,,,,,,361-U1474A-5H-5-W 70/72-FORAM,21d98fd5cf796f0f96d23e5748e528a0
361,U1474,A,5,5-6,H,6,W,70/72-FORAM,0,2,42.1,42.12,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",A,,,F,F,,R,F,R,R,,,,,A,F,,,,R,,,,F,,,R,,,,,,R,R,,,R,R,,,,,,,,F,,,,R,R,,R,,,,,,,,361-U1474A-5H-6-W 70/72-FORAM,d680b974953a72ec4e3c8aa775393e24
361,U1474,A,5,5-7,H,7,W,24/26-FORAM,0,2,43.14,43.16,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",F,,,A,,F,,,R,,,,,,A,R,,,,R,,,,A,,,R,,,,,,,,,R,R,R,,,,,R,,,R,F,A,,R,F,,,,,,,,,,361-U1474A-5H-7-W 24/26-FORAM,f3686293c9ff9d5b26acc7aeac2dca09
361,U1474,A,5,5-CC,H,CC,PAL,FORAM,0,5,43.84,43.89,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",F,,,F,R,,,P,,R,,,,,A,,,,,P,,,,A,,,R,,,,,,,R,,R,R,R,,,,,,,,F,,,,,F,,P,,,,,,,,361-U1474A-5H-CC-PAL-FORAM,dbbe4f77463911d0084d401f8e636779
361,U1474,A,6,6-2,H,2,W,70/72-FORAM,0,2,45.6,45.62,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,,,F,,,,,F,R,,,,,F,,,,,R,,,,A,,,R,,,,,,,,,R,R,R,,,,,,,,A,,R,,R,F,,R,,,,,,,,361-U1474A-6H-2-W 70/72-FORAM,a81c4ccde5712a76344da0742e9795dd
361,U1474,A,6,6-4,H,4,W,70/72-FORAM,0,2,48.6,48.62,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,,,F,,F,,A,A,R,,,,,F,A,,,,,,,,F,,,R,,,,,,,R,,F,R,,,,,,R,,,F,,,,R,F,,R,,,,,,,,361-U1474A-6H-4-W 70/72-FORAM,f42ed0f06f3c4bbae36ee75ca709f07f
361,U1474,A,6,6-6,H,6,W,70/72-FORAM,0,2,51.6,51.62,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",F,,,F,,F,,,F,R,,,,,F,,,,,,,,,F,,,R,,,,,,,,,,R,R,,R,,,,R,,F,,,,R,,,,,,R,,,,,361-U1474A-6H-6-W 70/72-FORAM,f2d31a8f56950e415208edf5e129bba4
361,U1474,A,6,6-CC,H,CC,PAL,FORAM,0,5,53.27,53.32,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",F,,,F,,R,R,R,R,R,,,,,A,,,,,,,,,D,,,R,,,,,,,R,,R,R,R,P,,,,,,R,A,,,,R,,,,,,,,,,,361-U1474A-6H-CC-PAL-FORAM,4c40ff3e6a5d3a543d000d09e60e6098
361,U1474,A,7,7-2,H,2,W,70/72-FORAM,0,2,55.1,55.12,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,,,,,F,,R,R,R,,,,,F,F,,,,,,,,,,,,,,,,,,R,,F,R,R,,,,,,,,F,,F,,R,F,,R,,,,,,,,361-U1474A-7H-2-W 70/72-FORAM,5dacc7e16bccca2cda8a00f74ee86549
361,U1474,A,7,7-3,H,3,W,70/72-FORAM,0,2,56.6,56.62,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,,,R,R,F,,,R,R,,,,,F,R,,,,,,,,F,,,,,,,,,,R,,R,,F,R,,,,,,,F,F,R,,R,R,,P,,,,,,,,361-U1474A-7H-3-W 70/72-FORAM,62f9831169162ff2417d8cbae7d4d5a4
361,U1474,A,7,7-4,H,4,W,70/72-FORAM,0,2,58.1,58.12,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,,,,,,,,R,R,,,,,F,F,,,,,,,,,,,,,,,,,,R,,R,R,F,,,,,,,R,F,A,,,F,F,,P,,,,,,,,361-U1474A-7H-4-W 70/72-FORAM,ad95ecaaf98b110ec0e71ceb27a8b967
361,U1474,A,7,7-5,H,5,W,70/72-FORAM,0,2,59.6,59.62,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",F,,,,,F,,,,R,,,,,,R,,,,,,,,F,,,,,,,,,,,,R,R,R,R,,,,,,P,A,A,R,,R,,,P,,,,,,,,361-U1474A-7H-5-W 70/72-FORAM,7575af1c0391c7d5a9b14faf08f3a4fb
361,U1474,A,7,7-6,H,6,W,70/72-FORAM,0,2,61.1,61.12,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,P,,F,F,F,,R,R,R,,,,,R,R,,,,,,,,F,,,R,,,,,,,,,R,R,F,R,,,,P,,R,F,,F,,R,,,R,,,,,,,,361-U1474A-7H-6-W 70/72-FORAM,7cf0a9202c95840aff1ef60d76bea2eb
361,U1474,A,7,7-7,H,7,W,70/72-FORAM,0,2,62.6,62.62,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",F,,,,F,F,,,R,R,,,,,F,,,,,,,,,F,,,,,,,,,,,,R,R,F,,P,,,,,R,R,,R,,R,F,,P,,,,,,,,361-U1474A-7H-7-W 70/72-FORAM,571df0d61bb201bebcbfca6ca2d369b4
361,U1474,A,7,7-CC,H,CC,PAL,FORAM,0,5,62.96,63.01,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",F,,,R,R,,,,R,,,,,,F,R,,,,,,,,D,,,,,,,,,,R,,R,R,R,,P,,,,,R,F,,F,,F,,,R,,,,,,,,361-U1474A-7H-CC-PAL-FORAM,531d137d2afd7145f0668df6138d856b
361,U1474,A,8,8-2,H,2,W,85/87-FORAM,0,2,64.75,64.77,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,,,,R,F,,R,R,,,,,,F,R,,,,R,,,,A,,,R,,,,,,,,,R,R,R,,F,,,,,,F,,F,,F,F,,,,,,,,,,361-U1474A-8H-2-W 85/87-FORAM,2cf419ef00010b1ae1385cb743511861
361,U1474,A,8,8-3,H,3,W,70/72-FORAM,0,2,66.1,66.12,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",C,,,R,F,F,,R,R,R,,,,,F,R,,,,R,,,,F,,,R,,,,,,,,,R,R,F,R,,,,R,,R,A,,,,F,,,R,,,,,,,,361-U1474A-8H-3-W 70/72-FORAM,fc5492efb4015a235a18ed4c0e259aa1
361,U1474,A,8,8-4,H,4,W,75/77-FORAM,0,2,67.65,67.67,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",C,,,R,,R,,,,R,,P,,,,R,,,,,,,,F,,,R,,,,,,,R,,,R,,,,,,,,R,F,,F,,F,,,R,,,,,,,,361-U1474A-8H-4-W 75/77-FORAM,f92ff50dd1ea6a53e691a060acf1b907
361,U1474,A,8,8-5,H,5,W,70/72-FORAM,0,2,69.1,69.12,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",C,,,R,,R,,,,R,,R,,,F,F,,,,,,,,F,,,R,,,,,,,,,,,F,,,,,,,R,A,,,,R,F,,,,,,,,,,361-U1474A-8H-5-W 70/72-FORAM,0db0b5c02966e6faad5a9fadb5d5c893
361,U1474,A,8,8-6,H,6,W,70/72-FORAM,0,2,70.6,70.62,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",C,,,F,F,R,,,,R,,R,,,F,F,,,,,,,,F,,,R,,,,,,,,,,,F,,,,,,,R,A,,,,R,F,,,,,,,,,,361-U1474A-8H-6-W 70/72-FORAM,23c618f015e3a17c59b3dfe46d9a96e3
361,U1474,A,8,8-CC,H,CC,PAL,FORAM,0,5,72.23,72.28,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",A,,,,,R,P,,,R,,R,,,F,F,,,,,,,,F,,,P,,,,,,,,,,R,F,,,,,,,R,A,,P,,R,F,,,,,,,,,,361-U1474A-8H-CC-PAL-FORAM,7749a0dd99e9e7b375aa933cd541b62f
361,U1474,A,9,9-1,H,1,W,70/72-FORAM,0,2,72.6,72.62,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",A,,,F,,F,,,F,F,,P,,,A,A,,,,,,,,A,,,F,,,,,,,P,,,F,,,,,,,,F,A,,,,F,P,,F,,,,,,,,361-U1474A-9H-1-W 70/72-FORAM,b575f895533244c52d56f44276fb3d61
361,U1474,A,9,9-2,H,2,W,70/72-FORAM,0,2,74.1,74.12,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",A,,,F,,F,,,,P,,P,,,A,A,,,,,,,,A,,,F,,,,,,P,P,,,F,,,,,,,,F,A,,,,F,F,P,,,,,,,,,361-U1474A-9H-2-W 70/72-FORAM,91bffecba432de58a87d0f546433e45c
361,U1474,A,9,9-3,H,3,W,70/72-FORAM,0,2,75.6,75.62,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",A,,,F,,,,,,,,,,,A,A,,,,P,,,,A,,,F,,,,,,,F,,R,,,,,,,,,P,A,,,,F,F,,F,,,,,,,,361-U1474A-9H-3-W 70/72-FORAM,c725106966da284f6966b54616f08dfa
361,U1474,A,9,9-4,H,4,W,70/72-FORAM,0,2,77.1,77.12,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",A,,,F,,F,,,F,F,,,,,A,A,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,F,F,A,,,,A,F,,P,,,,,,,,361-U1474A-9H-4-W 70/72-FORAM,bf8087d17308ccec302ad76dad9ab070
361,U1474,A,9,9-5,H,5,W,70/72-FORAM,0,2,78.6,78.62,,PL6,"PL6 - Globigerinoides fistulosus Highest-occurrence Zone (Atlantic) (Gradstein et al., 2012)",A,,,F,,F,,,R,F,,,,,A,A,,,,R,,,,,,,,,,,,,,P,,P,,,,F,,,,F,R,A,,,,F,F,R,R,,,,,,,,361-U1474A-9H-5-W 70/72-FORAM,2415d9a54213a234bd961643132d5d85
361,U1474,A,9,9-6,H,6,W,70/72-FORAM,0,2,80.1,80.12,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,F,,F,,,F,R,,,,,A,A,,,,,,,,A,,,F,,R,,,P,,F,,,,F,,,,,,,F,A,,,,F,F,,F,,,,,,,,361-U1474A-9H-6-W 70/72-FORAM,907021c8f02ae060965ac58f7637095c
361,U1474,A,9,9-CC,H,CC,PAL,FORAM,0,5,81.66,81.71,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,A,,A,,,R,P,,,,,A,A,,,,,,,,A,,,P,,,,,,,P,,,,,,,,,,,F,A,,F,,F,F,,P,,,,,,,,361-U1474A-9H-CC-PAL-FORAM,363f1c6e557b2d9efd0c3743bcfbc831
361,U1474,A,10,10-2,H,2,W,70/72-FORAM,0,2,83.6,83.62,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,361-U1474A-10H-2-W 70/72-FORAM,215f1637e75fe351d8654aad0da2f6cc
