Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],No. specimens/tray,Preservation,Comment,Argilloecia spp.,Bairdoppilata spp.,Blind trachyleberidids,Bradleya spp.,Cletocythereis rastromarginata,Cytheralison sp.,Cytherella sp.,Cytheropteron spp.,Dutoitella crassinodosa,Dutoitella suhmi,Glencoeleberis? sp.,Krithe spp.,Legitimocythere acanthoderma,Oertliella? sp.,Philoneptunus paragravezia,Philoneptunus cf. tricolonos,Poseidonamicus spp.,Pseudobosquetina mucronalata,Sighted trachyleberidids,Xestolebris spp.,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
371-U1507A-17H-CC-PAL-OSTRA,0,10,158.6,158.7,3.7,4,,,,,1,,,,,,,,1,,,,,1,,,,,,,371,U1507,A,17,H,CC,PAL,80f5b0a91fef38938c5a084e130fa7ce
371-U1507A-18H-CC-PAL-OSTRA,0,10,168.16,168.26,4.6,4,,,,,,,,,,,,,2,,,,,2,,,,,,,371,U1507,A,18,H,CC,PAL,4887dfa01c9992e38c400404b8457d99
371-U1507A-19H-CC-PAL-OSTRA,0,10,177.65,177.75,5.2,4,,,,,1,,,1,,,,,4,,,,,1,,,,,,,371,U1507,A,19,H,CC,PAL,1a80594f450059c39cf3a4cdc03000e4
371-U1507A-20H-CC-PAL-OSTRA,0,10,187.03,187.13,7,4,,,,,,,,,,,,,3,,,,,2,,,,,,,371,U1507,A,20,H,CC,PAL,6189bba61d690fd69c7eb67c5681c2b0
371-U1507A-21H-CC-PAL-OSTRA,0,10,196.28,196.38,0.6,4,,,,,,,,,1,,,,1,,,,,,,,,,,,371,U1507,A,21,H,CC,PAL,0f84ba8c46bb5f8492217ed0aa17298f
371-U1507A-22H-CC-PAL-OSTRA,0,10,205.54,205.64,1,4,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,22,H,CC,PAL,0a209f0734a6e26a7d0279d549b46ab3
371-U1507A-23H-CC-PAL-OSTRA,0,10,215.5,215.6,1.6,4,,,,,1,,,,,,,,2,,,,,1,,,,,,,371,U1507,A,23,H,CC,PAL,cde6399ea5b644364c87ae73c5dce27e
371-U1507A-24H-CC-PAL-OSTRA,0,10,224.73,224.83,3.6,4,,,,,,,,,,,,,3,,,,,1,,,,,,,371,U1507,A,24,H,CC,PAL,b3c8da980f5086fbf28a7c0e563b63c0
371-U1507A-25H-CC-PAL-OSTRA,0,10,234.22,234.32,2,4,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,25,H,CC,PAL,256e2dba3fd8faf512cec731acc4b5d2
371-U1507A-26H-CC-PAL-OSTRA,0,10,244.16,244.26,3.4,4,,,,,1,,,,,,,,1,,,,,2,,,,,,,371,U1507,A,26,H,CC,PAL,6c91228323ff047839d120fe1d6030a3
371-U1507A-27X-CC-PAL-OSTRA,0,10,249.59,249.69,1.2,4,,,,,2,,,,,,,,1,,,,,,,,,,,,371,U1507,A,27,X,CC,PAL,9237793fd270419fa18bd63ca39261ad
371-U1507A-28X-CC-PAL-OSTRA,0,10,258.39,258.49,3,4,,,,,,,,,,,,,1,,,,,,,,,,,,371,U1507,A,28,X,CC,PAL,fdc9d73bfb63f42cf4ceaf74109e4164
371-U1507A-29X-CC-PAL-OSTRA,0,10,263.61,263.71,0.5,5,,,,,,,,,,,,,1,,,,,,,,,,,,371,U1507,A,29,X,CC,PAL,59bbe7d0579fe7f5b2acf02a28332d9b
371-U1507A-30X-CC-PAL-OSTRA,0,10,279.59,279.69,0.6,5,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,30,X,CC,PAL,be392dcb5dd63ce621b87ed2cca9edd6
371-U1507A-31X-CC-PAL-OSTRA,0,3,284.34,284.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,31,X,CC,PAL,bc8814b7dc9e0756c41f191b9cd73235
371-U1507A-32X-CC-PAL-OSTRA,0,10,296.17,296.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,32,X,CC,PAL,bc143a02105b9edf93354b4e4d63accf
371-U1507A-35X-CC-PAL-OSTRA,0,10,327.57,327.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,35,X,CC,PAL,f7ceb73663ee27706e49f5a44fcfe474
371-U1507A-40X-CC-PAL-OSTRA,0,10,373.4,373.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,40,X,CC,PAL,b3563d08a577c842cc68f46eedcd16da
371-U1507A-45X-CC-PAL-OSTRA,0,10,412.36,412.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1507,A,45,X,CC,PAL,f2d25e62e87c94b4ff942303ac6e12b1
