Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Achnanthes brevipes,Achnanthes diapar,Achnanthes groenlandica,Achnanthes lanceolata,Actinocyclus curvatulus,Actinocyclus ellipticus,Actinocyclus ellipticus f. lanceolata,Actinocyclus ingens,Actinocyclus ingens var. nodus,Actinocyclus ochotensis,Actinocyclus octonarius,Actinocyclus octonarius var. tenellus,Actinocyclus oculatus,Actinocyclus radionovae,Actinocyclus spp.,Actinoptychus senarius,Actinoptychus splendens,Alveus marinus,Amphiprora sp.,Amphora ovalis,Amphora sp.,Asterolampra marylandica,Asteromphalus darwinii,Asteromphalus elegans,Asteromphalus flabellatus,Asteromphalus petterssonii,Asteromphalus robustus,Aulacoseira granulata,Aulacoseira spp.,Azpeitia africana,Azpeitia barronii,Azpeitia endoi,Azpeitia nodulifera,Azpeitia nodulifera fa. cyclopa,Azpeitia tabularis,Bacillaria paradoxa,Bacteriastrum spp.,Bacterosira fragilis,Baxteriopsis brunii,Biddulphia sinensis,Bogorovia veniamini,Brightwellia imperfecta,Calloneis bacillum,Cestodiscus peplum,Cestodiscus pulchellus,Cestodiscus pulchellus var. maculatus,Chaetoceros spp. and similar spores,Charcotia actinochilus,Cocconeis californica,Cocconeis costata,Cocconeis decipiens,Cocconeis disculus,Cocconeis fluminensis,Cocconeis pellucida,Cocconeis placentula,Cocconeis placentula var. euglypta,Cocconeis pseudomarginatus,Cocconeis scutellum,Cocconeis vitrea,Coscinodiscus elegans,Coscinodiscus lewisianus,Coscinodiscus marginatus,Coscinodiscus obscurus,Coscinodiscus oculus-iridis,Coscinodiscus radiatus,Coscinodiscus stellaris,Coscinodiscus subtilis,Coscinodiscus symbolophorus,Coscinodiscus vetustissimus,Cosmiodiscus insignis,Craspedodiscus elegans,Crucidenticula nicobarica,Crucidenticula punctata,Cyclotella antiqua,Cyclotella chaetoceras,Cyclotella comta,Cyclotella kutzingiana,Cyclotella striata,Cymatosira biharensis,Cymatosira debyi,Cymatotheca weissflogii,Cymbella sinensis,Cymbella tumida,Delphineis angustata,Delphineis ischaboensis,Delphineis kippae,Delphineis margalitalimbata,Delphineis simonsenii,Delphineis surirella,Denticulopsis crassa,Denticulopsis dimorpha,Denticulopsis hustedtii,Denticulopsis hustedtii (elliptical),Denticulopsis hyalina,Denticulopsis katayamae,Denticulopsis lauta,Denticulopsis lauta (miocenica type),Denticulopsis praedimorpha,Denticulopsis praehyalina,Denticulopsis praekatayamae,Denticulopsis praelauta,Diplomenora cocconeisformis,Diploneis bombus,Diploneis coffeiformis,Diploneis constricta,Diploneis elliptica,Diploneis fusca,Diploneis interrupta,Diploneis nitescens,Diploneis oculata,Diploneis ovalis,Diploneis smithii,Diploneis suborbicularis,Diploneis weissflogi,Entopyla spp.,Epithemia argus,Epithemia turgida,Ethmodiscus sp. fragments,Eunotia spp.,Fragilaria construens,Fragilaria leptostauron,Fragilariopsis doliolus,Gomphonema abbreviatum,Gomphonema angustatum,Gomphonema lanceolata,Gomphonema longiceps,Gomphonema olivacium,Gomphonema spp.,Gomphonema tergrstinum,Goniothecium tenue,Grammatophora spp.,Hemiaulus polymorphus,Hemiaulus sp.,Hemidiscus cuneiformis,Hyalodiscus scoticus,Kisseleviella carina,Leptocylindrus spp.,Lithodesmium spp.,Lithodesmium undulatum,Mastogloia capitata,Mediaria splendida,Melosira albicans,Melosira polaris,Melosira westii,Navicula directa,Navicula lyra,Navicula mutica,Navicula pygmaea,Navicula spp.,Neodenticula kamtschatica,Neodenticula koizumii,Neodenticula seminae,Nitzschia braarudii,Nitzschia cylindrica,Nitzschia extincta,Nitzschia fossilis,Nitzschia granulata,Nitzschia grunowii,Nitzschia interruptestriata,Nitzschia marina,Nitzschia miocenica,Nitzschia pliocena,Nitzschia porteri,Nitzschia punctata,Nitzschia reiholdii,Nitzschia reinholdii,Nitzschia sicula,Nitzschia sp. 1,Odontella aurita,Opephora martyi,Paralia clavigera,Paralia sulcata,Pinnularia alphina,Pinnularia appendiculata,Pinnularia borealis,Pinnularia molaris,Pinnularia spp.,Plagiogramma staurophorum,Planktoniella sol,Porosira glaciais,Proboscia curvirostris,Proboscia spp.,Pseudopodosira elegans,Pseudosolenia calcar-avis,Pyxilla spp.,Rhabdonema japonicum,Rhaphidodiscus marylandicus,Rhaphoneis amphiceros,Rhaphoneis elegans,Rhaphoneis fossile,Rhaphoneis miocenica,Rhizosolenia  semispina,Rhizosolenia alata,Rhizosolenia barboi,Rhizosolenia bergonii,Rhizosolenia curvirostris,Rhizosolenia hebetata,Rhizosolenia hebetata f. hiemalis,Rhizosolenia hebetata f. semispina,Rhizosolenia imbricata,Rhizosolenia miocenica,Rhizosolenia praebergonii,Rhizosolenia praebergonii var. robusta,Rhizosolenia setigera,Rhizosolenia styliformis,Rhopalodia gibberula,"Roperia tesselata (Roper) Grunow in Van Heurck, 1883",Rossiella paleacea,Rossiella tatsunokuchiensis,Rouxia californica,Shionodiscus oestrupii,Shionodiscus tetraoestrupii,Skeletonema costatum,Stephanodiscus astraea,Stephanogonia hanzawae,Stephanopyxis palmeriana,Stephanopyxis spp.,Stephanopyxis turris,Synedra jouseana,Synedra jouseana var.,Synedra ulna,Tetracyclus lacustris,Thalassionema bacillaris,Thalassionema frauenfeldii,Thalassionema hirosakiensis,Thalassionema nitzschioides,Thalassionema nitzschioides  var. parva,Thalassionema nitzschioides var. nitzschioides,Thalassionema schraderi,Thalassiosira antiqua,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. aspinosa,Thalassiosira convexa var. convexa,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira ferelineata,Thalassiosira gravida,Thalassiosira gravida spore,Thalassiosira hyalina,Thalassiosira jacksonii,Thalassiosira jouseae,Thalassiosira lacustris,Thalassiosira leptopus,Thalassiosira leptopus s. ampl.,Thalassiosira lineata,Thalassiosira manifesta,Thalassiosira nidulus,Thalassiosira nordenskioeldii,Thalassiosira pacifica,Thalassiosira plicata,Thalassiosira praeoestrupii,Thalassiosira sacketii,Thalassiosira singularis,Thalassiosira temperei,Thalassiosira trifulta,Thalassiosira yabei,Thalassiosira zabellinae,Thalassiothrix longissima,Trachyneis aspera,Triceratium spp.,Tryblionella spp.,Tryblioptichus spp.,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
353-U1445A-27X-5-W 93/93-DIAT,0,0,249.66,249.66,,,,M,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phytoliths rare,,,,353,U1445,A,27,X,5,W,2c8f966b190ac6cbfc6c0dcfa5db22df
353-U1445A-27X-7-W 70/70-DIAT,0,0,251.7,251.7,,,,G,A,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,27,X,7,W,0d6a037533b8a93f868edbd4f0e55236
353-U1445A-27X-CC-PAL-DIAT,0,5,252.63,252.68,NTD15 a/b,,,G,A,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,X,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,27,X,CC,PAL,810719095f3047ae14617ebe07b51d1b
353-U1445A-28X-2-W 75/75-DIAT,0,0,256.45,256.45,,,,M,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,X,X,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,28,X,2,W,1820a7025c0834355c7c658c64ccba0f
353-U1445A-28X-4-W 68/68-DIAT,0,0,258.6,258.6,NTD15 b/c,,,G,C,,,,,,,,,,,R,,,,,R,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phytoltihs present,,,,353,U1445,A,28,X,4,W,1519370773b0f3d3362574335d485b17
353-U1445A-28X-CC-PAL-DIAT,0,5,261.46,261.51,NTD15 b/c,,,G,F,,,,,R,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,28,X,CC,PAL,a3eac50950e8bc1873a31c97c5789676
353-U1445A-29X-2-W 77/77-DIAT,0,0,265.71,265.71,NTD14/NTD15,,,G,A,,,,,F,R,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,X,,R,,,X,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,R,,,,,,,X,,,,,,,,,,X,,,,,,,C,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,rich phytolith assemblage,,,,353,U1445,A,29,X,2,W,0eb801acf4e1e6e84fb2ab5db8f4282d
353-U1445A-29X-4-W 75/76-DIAT,0,1,268.67,268.68,NTD15 b/c,,,G,C,,,,,,,,,,,R,,,,,R,,R,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Actiniscus, phytoliths and radiolarians present",,,,353,U1445,A,29,X,4,W,f876d62128dc48a45d0e854a8c412fa6
353-U1445A-29X-CC-PAL-DIAT,0,5,271.18,271.23,,,,G,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,Phytoliths and radiolarians presents,,,,353,U1445,A,29,X,CC,PAL,c4a6280af429f55f2d054fb856ceec40
353-U1445A-30X-CC-PAL-DIAT,0,5,280.8,280.85,,,,G,C,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,30,X,CC,PAL,7eb0bc82758922a69f48da31a1b3313e
353-U1445A-31X-6-W 33/33-DIAT,0,0,288.56,288.56,NTD15 b/c,"NTD15 a/c (Barron, 1985)","LO Nitzschia jouseae (Mikkelsen, 1990)",G,A,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,X,,,,,,,,,,,,,,,,,,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,31,X,6,W,d5143720b8b8f84f062d1c25bd3ef06f
353-U1445A-31X-CC-PAL-DIAT,0,5,290.44,290.49,,,,G,D,,,,,F,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,F,,,,,,C,,,,,,,,,,,C,,,,,,,,,,,,,,,,,X,,,Actinocyclus octonarius var tenellus ( R). Phytoliths present. silicoflagellates present,,,,353,U1445,A,31,X,CC,PAL,0d4e8a47a0264c434225858fe308236c
353-U1445A-32X-2-W 75/75-DIAT,0,0,295.16,295.16,,,,G,C,,B,,,R,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,X,,,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,353,U1445,A,32,X,2,W,0a49e0ec2787bbe464c2db03ca56b14f
353-U1445A-32X-4-W 77/77-DIAT,0,0,297.92,297.92,,,,G,A,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,X,X,,,phytoliths present,,,,353,U1445,A,32,X,4,W,8129790078d9be9e5c4e632ecfea747e
353-U1445A-32X-CC-PAL-DIAT,0,4,300.83,300.87,,,,G,A,,,,,R,F,,,,,X,,,,F,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,C,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,Lithodesmium spp. (X),,,,353,U1445,A,32,X,CC,PAL,792e6322da4b20339c5ed0db094d8355
353-U1445A-33X-2-W 75/75-DIAT,0,0,304.68,304.68,NTD15 b/c,,,G,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,R,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phytoliths present,,,,353,U1445,A,33,X,2,W,eea8636b5183f4a087260f23c5d7e275
353-U1445A-33X-4-W 75/76-DIAT,0,1,307.65,307.66,NTD15 b/c,,,G,A,,,,,R,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,33,X,4,W,e759d0b7885d98e3d8e140ab77cbf62e
353-U1445A-33X-6-W 71/72-DIAT,0,1,310.49,310.5,,,,G,C,,,,,F,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,33,X,6,W,8cbe3da4a0995c52b0db7438899248f2
353-U1445A-33X-CC-PAL-DIAT,0,5,311.7,311.75,,,,G,D,,,,,,F,,,,,X,,,,F,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,F,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,X,,,,,,F,,,C,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,Asteromphalus heptaetis(X). Silico present. Phytolithes present.,,,,353,U1445,A,33,X,CC,PAL,7478a1d6e421d17ffbf06ef1953ae062
353-U1445A-34X-1-W 84/85-DIAT,0,1,311.54,311.55,NTD15 b/c,,,G,C,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,34,X,1,W,21010a341e57d1ef06d7f0f4b5efd0d8
353-U1445A-34X-2-W 48/49-DIAT,0,1,312.59,312.6,,,,M,C,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,353,U1445,A,34,X,2,W,990451b0df306f360315108b9fee462d
353-U1445A-34X-3-W 50/51-DIAT,0,1,314.07,314.08,NTD15 b/c,"NTD14/15 (Barron, 1985)","FO Rhizosolenia praebergonii (Barron, 1985c)",G,D,,,,,R,X,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,R,,,,,,,,,,,,,,,,A,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,phytoliths present,,,,353,U1445,A,34,X,3,W,8c99a5b58c33f953b714bfa84cbd62fa
353-U1445A-34X-4-W 74/75-DIAT,0,1,315.74,315.75,NTD15 b/c,,,M,C,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,353,U1445,A,34,X,4,W,d113594f86d6a7c5c1b255fb3ef0673e
353-U1445A-34X-5-W 63/64-DIAT,0,1,317.13,317.14,NTD15 b/c,,,M,C,,,,,R,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,X,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,X,,,,,,,,,,,F,,,,,R,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,phytoliths prsent,,,,353,U1445,A,34,X,5,W,c47852d90aca81ef1e2668d615a68f27
353-U1445A-34X-6-W 47/48-DIAT,0,1,318.33,318.34,NTD15 b/c,,,G,D,,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,353,U1445,A,34,X,6,W,9aff42472ee6ae0516e7b26a476eeaea
353-U1445A-34X-CC-PAL-DIAT,0,5,319.52,319.57,NTD15,,,G,A,,,,,F,F,,,,,,,,,,R,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,C,,,,,,,R,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,34,X,CC,PAL,2db633bf3db382f16b39ab19ab530279
353-U1445A-35X-1-W 82/83-DIAT,0,1,319.52,319.53,NTD15 a/b,,,G,A,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,35,X,1,W,97d73fef693ce382d44e2515e5f4755d
353-U1445A-35X-1-W 82/83-DIAT,0,1,319.52,319.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,35,X,1,W,d44878416c47004b310f002188000370
353-U1445A-35X-2-W 81/82-DIAT,0,1,321.01,321.02,,,,M,F,,,,,,F,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,F,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,35,X,2,W,8d8b65b9881357cc3a7aa1cc4c1e16c2
