Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1476,A,3,3-3,H,3,W,75/75-NANNO,0,0,18.95,18.95,"Tc Reticulofenestra asanoi (Gradstein et al., 2012)",Tc,0.91,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,F,F,C,C,C,,C,,,,,C,P,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,"Reworked- C. floridanus, R. pseudoumbilicus. Good photo of R. asanoi.",,,,361-U1476A-3H-3-W 75/75-NANNO,4a9588a2f36fe940013efc25e8a088c2
361,U1476,A,3,3-4,H,4,W,75/75-NANNO,0,0,20.45,20.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,F,F,C,F,C,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Common Pontosphaera and helicosphaera spp. Also with large C. leptoporus.,,,,361-U1476A-3H-4-W 75/75-NANNO,459924c66c0cfc5e9a460ed344c036fe
361,U1476,A,3,3-5,H,5,W,75/75-NANNO,0,0,21.95,21.95,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,F,F,C,F,F,,A,,,,,C,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Almost same assemblage composition as above.,,,,361-U1476A-3H-5-W 75/75-NANNO,6f5bc4512858084a6c14e4772f49e968
361,U1476,A,3,3-6,H,6,W,75/75-NANNO,0,0,23.45,23.45,"Br Gephyrocapsa (>4 ï¿½m) (Gradstein et al., 2012)",Br,1.04,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,R,,A,F,F,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Almost same assemblage composition as above,,,,361-U1476A-3H-6-W 75/75-NANNO,7c6f6aad37bb40d7fae05b1252c7631d
361,U1476,A,3,3-CC,H,CC,PAL,NANNO,0,5,24.96,25.01,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M [P41],C,,,,,C,,F,,C,,,A,,R,,,,,C,,,,,,,C,,,,,,,,C,,,C,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,361-U1476A-3H-CC-PAL-NANNO,609f7d62055744dd579b3b507e3059c1
361,U1476,A,4,4-1,H,1,W,75/75-NANNO,0,0,25.45,25.45,"Bc Reticulofenestra asanoi (Gradstein et al., 2012)",Bc,1.14,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,F,,C,F,,,C,,,,,C,F,,P,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Common Helicosphaera carteri and spp.,,,,361-U1476A-4H-1-W 75/75-NANNO,a33476de76304ca26efd286f37449059
361,U1476,A,4,4-2,H,2,W,75/75-NANNO,0,0,26.95,26.95,"T Gephyrocapsa (>5.5 ï¿½m) (Gradstein et al., 2012)",T,1.24,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,C,,A,C,C,C,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,"Degree of reliability of this datum, is high. Large geph is distinct.",,,,361-U1476A-4H-2-W 75/75-NANNO,6f17a8b218ef69dd1c66bf126b9633b0
361,U1476,A,4,4-3,H,3,W,75/75-NANNO,0,0,28.45,28.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,A,,F,A,C,C,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,"reworked species- C. nitescens, Sphenolithus, Discoaster fragments. Common Helicosphaera carteri and spp. Also pontosphaera spp.",,,,361-U1476A-4H-3-W 75/75-NANNO,897dde935af71c46807e74151ea6044b
361,U1476,A,4,4-4,H,4,W,75/75-NANNO,0,0,29.95,29.95,"T Helicosphaera sellii (Gradstein et al., 2012)",T,1.26,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,C,,,C,C,C,C,,,,,,R,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,reworked C. floridanus,,,,361-U1476A-4H-4-W 75/75-NANNO,9a8688e3a1760b0d0a58f959733f7d4d
361,U1476,A,4,4-5,H,5,W,75/75-NANNO,0,0,31.45,31.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,A,,,A,A,F,F,,,,,,,,,,,,,,,,,,C,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Common helicosphaerids,,,,361-U1476A-4H-5-W 75/75-NANNO,68e1257eb5ae8565056584e4c29cc46d
361,U1476,A,4,4-6,H,6,W,60/60-NANNO,0,0,32.8,32.8,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,A,,,A,A,F,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,361-U1476A-4H-6-W 60/60-NANNO,feb8b397f779ce17c8c5d1fded8e2c1b
361,U1476,A,4,4-CC,H,CC,PAL,NANNO,0,5,34.52,34.57,"T Calcidiscus macintyrei (Gradstein et al., 2012)",T,1.6,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,,,C,,C,F,C,,,,,,,P,,,C,F,,C,,,,C,F,,,,F,,F,F,,F,F,F,C,,F,F,F,F,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,A,,,P,small forms of C. leptoporus,,,,361-U1476A-4H-CC-PAL-NANNO,c36b10181731ef954cc965a54fe4f746
361,U1476,A,5,5-1,H,1,W,75/75-NANNO,0,0,34.95,34.95,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,C,,,C,C,P,C,,,,,,,,P,,,F,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Are the large gephs still here?,,,,361-U1476A-5H-1-W 75/75-NANNO,ac8334146316863fb12b605e323e788f
361,U1476,A,5,5-2,H,2,W,75/75-NANNO,0,0,36.45,36.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,F,,,F,C,,C,,,,,,,,,,,C,,,,,,,F,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,reworked discoasters and C. floridaus,,,,361-U1476A-5H-2-W 75/75-NANNO,44463982091769966e226ae3d26b3f85
361,U1476,A,5,5-3,H,3,W,75/75-NANNO,0,0,37.95,37.95,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,,,,,F,,C,,,,,,P,,,,,C,,,,,,,F,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1476A-5H-3-W 75/75-NANNO,2f776ef472269a39a32c65a4087af672
361,U1476,A,5,5-4,H,4,W,75/75-NANNO,0,0,39.45,39.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,,,,,R,,C,,,,,,,,F,,,F,,,,,,,C,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1476A-5H-4-W 75/75-NANNO,345b1a83dda72935a19c6911854de41e
361,U1476,A,5,5-5,H,5,W,75/75-NANNO,0,0,40.95,40.95,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,,,,,F,,C,,,,,,,,F,,,F,,,,,,,F,,,,,,,,,F,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Reworked discoasters,,,,361-U1476A-5H-5-W 75/75-NANNO,1f6f0b115b61c82a11fd58ee457ebb4f
361,U1476,A,5,5-6,H,6,W,75/75-NANNO,0,0,42.45,42.45,"B Gephyrocapsa (>4 ï¿½m) (Gradstein et al., 2012)",B,1.73,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,,,,,F,,C,,,,,,,,F,,,F,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1476A-5H-6-W 75/75-NANNO,254191bc8e6af96a6dadfa61fce497b1
361,U1476,A,5,5-CC,H,CC,PAL,NANNO,0,5,44.02,44.07,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G [P41],A,,,,,,,R,,C,,,C,A,,,,P,,,C,,C,,,,C,F,,,F,,,,C,,F,C,C,C,,,F,F,,F,,,P,P,,P,,,,,,,,,,,,P,,,,,,P,,,,,P,,,,,P,,,,,,A,,,C,,,,,361-U1476A-5H-CC-PAL-NANNO,2b71a3ae36dd1b6806b5ab9d7bcd1c74
361,U1476,A,6,6-2,H,2,W,75/75-NANNO,0,0,45.95,45.95,"T Discoaster brouweri (Gradstein et al., 2012)",T,1.93,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M [P41],A,,,,,,,,,F,,,,,,P,,F,,,F,,,,,,,C,,,,,,,,,F,,,,,,,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,change in assemblage composition. Abundant small reticulofenestra. Abundant helicosphaerids. reworking of older forms of ceratoliths,,,,361-U1476A-6H-2-W 75/75-NANNO,22d54909a8d7e765e6ccf0bd1d96c4d3
361,U1476,A,6,6-4,H,4,W,75/75-NANNO,0,0,48.95,48.95,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G [P41],A,,,,,,,,,F,,,,,,,,F,,,C,,,,,,,C,,,,,,,,,F,,,,,,,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Triradiatus is <3.,,,,361-U1476A-6H-4-W 75/75-NANNO,224d4523c10feb931a5762bf666d6cc5
361,U1476,A,6,6-6,H,6,W,60/60-NANNO,0,0,51.8,51.8,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G [P41],A,,,,,,,,,F,,,,,,,,F,,,C,,,,,,,C,,,,,,,,,F,,,,,,,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Ba of triradiatus,,,,361-U1476A-6H-6-W 60/60-NANNO,ca080d2154704cfc33ee99f52f8ff736
361,U1476,A,6,6-CC,H,CC,PAL,NANNO,0,5,53.44,53.49,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G [P41],A,,,,,,,,,C,,,C,A,,,,F,,C,F,,F,,,,C,F,,,F,F,,,C,,F,C,C,C,,F,,,F,C,,,P,P,,P,,,P,,,,,,,,,F,,,,,,F,,P,,,,,,,,,,,,,,A,,,F,reworked ceratoliths,,,,361-U1476A-6H-CC-PAL-NANNO,9c809fa4331214de94f4933c6c36b27f
361,U1476,A,7,7-2,H,2,W,75/75-NANNO,0,0,55.45,55.45,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G [P41],A,,,,,,,,,F,,,,,,,,,,,C,,,,,,,F,,,,,,,,,F,,,,,,,,,C,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,361-U1476A-7H-2-W 75/75-NANNO,b97044de3f1914823d137ddb192da959
361,U1476,A,7,7-4,H,4,W,75/75-NANNO,0,0,58.45,58.45,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G [P41],A,,,,,,,,,F,,,,,,,,C,,,C,,,,,,,C,,,,,,,,,F,,,,,,,,,C,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1476A-7H-4-W 75/75-NANNO,2131d1fd4ac81eaaacff326b39b1f08f
361,U1476,A,7,7-6,H,6,W,75/75-NANNO,0,0,61.45,61.45,"T Discoaster pentaradiatus (Gradstein et al., 2012)",T,2.39,NN17,"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",G [P41],A,,,,,,,,,F,,,,,,,,C,,,F,,,,,,,C,,,,,,,,,F,,,,,,,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,361-U1476A-7H-6-W 75/75-NANNO,0278582c4e5af062ee285b5393f23abf
361,U1476,A,7,7-CC,H,CC,PAL,NANNO,0,5,63.03,63.08,,,,NN17,"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",G [P41],A,,,,,,,,,C,,,C,A,,,,F,,C,C,F,C,,,,C,,F,,,C,F,,C,,R,C,C,C,,F,,F,F,C,,P,P,,,C,,,,,,,,,,,,,,,,P,,F,,,,,,,,,,,,,,,,A,,,F,,,,,361-U1476A-7H-CC-PAL-NANNO,bff3bdd6dc497cacbb2de550152aa190
361,U1476,A,8,8-1,H,1,W,75/75-NANNO,0,0,63.45,63.45,"T Discoaster surculus (Gradstein et al., 2012)",T,2.49,NN17,"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",G [P41],A,,,,,,,,,C,,A,A,A,,,,F,,,C,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,361-U1476A-8H-1-W 75/75-NANNO,0593dc9475c4302ea661d926ffdee4e9
361,U1476,A,8,8-2,H,2,W,75/75-NANNO,0,0,64.95,64.95,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A,,,,,,,,,,,C,A,A,,,,F,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,A,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,361-U1476A-8H-2-W 75/75-NANNO,81dcca00751530261bfd50d637a08255
361,U1476,A,8,8-3,H,3,W,75/75-NANNO,0,0,66.45,66.45,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A,,,,,,,,,,,C,C,A,,,,C,,,C,,,,,,,R,,,,,,,,,F,,,,,,,,,C,,R,,F,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,361-U1476A-8H-3-W 75/75-NANNO,bf8f9c3f804e18b6d9dbc1fab7f47b3c
361,U1476,A,8,8-4,H,4,W,75/75-NANNO,0,0,67.95,67.95,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A,,,,,,,,,,,,C,A,,,,R,,,C,,,,,,,F,,,,,,,,,R,,,,,,,,,A,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,361-U1476A-8H-4-W 75/75-NANNO,a51160b279193799d72118d1080c259e
361,U1476,A,8,8-5,H,5,W,75/75-NANNO,0,0,69.45,69.45,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A,,,,,,,,,,,,A,A,,,,C,,,C,,,,,,,,,,,,,,,,R,,,,,,,,,C,,P,P,C,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,361-U1476A-8H-5-W 75/75-NANNO,565d8e733492099b67fae18821c88324
361,U1476,A,8,8-6,H,6,W,75/75-NANNO,0,0,70.95,70.95,"T Discoaster tamalis (Gradstein et al., 2012)",T,2.8,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P41],A,,,,,,,,,,,,A,A,,,,C,,,C,,,,,,,F,,,,,,,,,C,,,,,,,,,A,,F,,C,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1476A-8H-6-W 75/75-NANNO,95e8879210f152908a338bcffaa6d8d9
361,U1476,A,8,8-CC,H,CC,NANNO,,0,5,72.26,72.31,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A,,,,,,,,,A,,,A,A,,R,,,,,C,F,F,,,,C,,,,,C,,,C,,F,C,A,C,,C,F,F,C,C,,C,,C,,C,,,,,,,,,P,,,C,,,,,,R,,,,,,,,,,,,,,,,A,,,,,,,,361-U1476A-8H-CC-NANNO,af2f91451dc3e5c9b18ce39fdbe5a474
361,U1476,A,9,9-1,H,1,W,75/75-NANNO,0,0,72.95,72.95,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P41],A,,,,,,,,,,F,,C,A,,,,F,,,F,,,,,,,F,,,,,,,,,R,,,,,,,,,C,,R,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1476A-9H-1-W 75/75-NANNO,1f410466432ecdb58a54498c97efb027
