Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,General comment,Percentage of nannos in total assemblage [%],Diatoms and siliceous plankton comment,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus pacificanus,Calcidiscus premacintyrei,Calcidiscus tropicus,Calciosolenia spp.,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus cristatus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus telesmus,Chiasmolithus altus,Chiasmolithus consuetus,Chiasmolithus eograndis,Chiasmolithus gigas,Chiasmolithus nitidus,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiasmolithus spp.,Clausicoccus obrutus,Clausicoccus subdistichus,Coccolithus eopelagicus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cryptococcolithus mediaperforatus,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10µm),Dictyococcites haqii,Dictyococcites hesslandii,Dictyococcites perplexus,Dictyococcites scrippsae,Dictyococcites spp. (<6 microns),Discoaster anartios,Discoaster asymmetricus,Discoaster aulakos,Discoaster barbadiensis,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster binodosus,Discoaster blackstockae,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster deflandrei,Discoaster diastypus,Discoaster druggii,Discoaster elegans,Discoaster exilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lenticularis,Discoaster lodoensis,Discoaster loeblichii,Discoaster mediosus,Discoaster musicus,Discoaster neohamatus,Discoaster neorectus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster salisburgensis,Discoaster surculus,Discoaster tamalis,Discoaster tanii,Discoaster tanii nodifer,Discoaster tanii ornatus,Discoaster triradiatus,Discoaster tristellifer,Discoaster variabilis,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia formosa,Florisphaera profunda,Florisphaera profunda var. elongata,Gephyrocapsa (small <4 microns),Gephyrocapsa aperta,Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Girgisia gammation,Hayaster perplexus,Hayella situliformis,Helicopontosphaera hyalina,Helicosphaera ampliaperta,Helicosphaera bramlettei,Helicosphaera carteri,Helicosphaera compacta,Helicosphaera euphratis,Helicosphaera granulata,Helicosphaera inversa,Helicosphaera recta,Helicosphaera sellii,Helicosphaera wallichii,Hughesius gizoensis,Isthmolithus recurvus,Markalius inversus,Minylitha convallis,Nannotetrina alata,Nannotetrina fulgens,Nannotetrina spp.,Neocrepidolithus spp.,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra dictyoda,Reticulofenestra gelida,Reticulofenestra hillae,Reticulofenestra lockeri,Reticulofenestra minuta,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra rotaria,Reticulofenestra samodurovii,Reticulofenestra spp. small,Reticulofenestra umbilicus (>14um),Rhabdosphaera clavigera,Rhabdosphaera gladius,Rhabdosphaera inflata,Rhomboaster cuspis,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conspicuus,Sphenolithus delphix,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus editus,Sphenolithus furcatolithoides,Sphenolithus heteromorphus,Sphenolithus intercalaris,Sphenolithus moriformis,Sphenolithus predistentus,Sphenolithus pseudoradians,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Syracosphaera pulchra,Tetralithoides symeonidesii,Thoracosphaera spp.,Toweius callosus,Toweius crassus,Toweius pertusus,Toweius spp.,Tranolithus orionatus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus digitalis,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbellosphaera tenuis,Umbilicosphaera hulburtiana,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Zygrhablithus bijugatus,Shore File Links,File Data,eodp_id
350-U1437E-15R-CC-PAL-NANNO,350,U1437,E,15,15-CC,R,CC,PAL,NANNO,0,5,1203.58,1203.63,,,,,,,,,,,,,,P,F,,,B,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,R,,F,,,,,,,,,,,,,,R,,,*,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,C,,,,,,,,,,VF,,,,,,,,,,,,,VF,,,,,F,,,,,,,,,,,,,,,,,,,,,,,7b741e02d123bae1e623dff7e6c3e1db
350-U1437E-16R-CC-PAL-NANNO,350,U1437,E,16,16-CC,R,CC,PAL,NANNO,0,6,1212.61,1212.67,,,,,,,,,,,,,,P,F,,,B,,,R,,R,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,VF,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,82ecc3cef2b0b13e93d79a10b51aa121
350-U1437E-17R-CC-PAL-NANNO,350,U1437,E,17,17-CC,R,CC,PAL,NANNO,0,5,1221.1,1221.15,,,,,,,,,,,,,,P,F,,,B,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,C,,,,,,,,,,VF,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c469397b87085acca53aa82b51a9e9c
350-U1437E-18R-CC-PAL-NANNO,350,U1437,E,18,18-CC,R,CC,PAL,NANNO,0,5,1230.25,1230.3,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c40aa0673cac48d4c49152bcb25346f
350-U1437E-19R-CC-PAL-NANNO,350,U1437,E,19,19-CC,R,CC,PAL,NANNO,0,5,1242.59,1242.64,,,,,,,,,,,,,,P,F,,,B,,,,,,,,F,R (2),,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,R*,,F,,VF,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,VF,,*?,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,R,,,,,,,,,,,VF,,,,,,,,,24ab29e0503625e24e719869d0560e92
350-U1437E-20R-CC-PAL-NANNO,350,U1437,E,20,20-CC,R,CC,PAL,NANNO,0,5,1246.69,1246.74,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,2377926698812795f28bbeba9ea67d46
350-U1437E-21R-CC-PAL-NANNO,350,U1437,E,21,21-CC,R,CC,PAL,NANNO,0,5,1260.93,1260.98,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ee62761d7fd35d5308a6b65039bdac1
350-U1437E-22R-CC-PAL-NANNO,350,U1437,E,22,22-CC,R,CC,PAL,NANNO,0,5,1271.58,1271.63,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a357bd5170a4574d4b2c407d0f8aeeb
350-U1437E-23R-CC-PAL-NANNO47,350,U1437,E,23,23-CC,R,CC,PAL,NANNO,0,5,1275.33,1275.38,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8afee71934a7c11417352729ff983c7
350-U1437E-24R-CC-PAL-NANNO,350,U1437,E,24,24-CC,R,CC,PAL,NANNO,0,5,1283.52,1283.57,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,*,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,275be453612dd974990f208bd33c4b20
350-U1437E-25R-CC-PAL-NANNO,350,U1437,E,25,25-CC,R,CC,PAL,NANNO,0,5,1296.34,1296.39,,,,,,,,,,,,,,P,F,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7f847db655127fdd95a33c513ca375b
350-U1437E-26R-CC-PAL-NANNO,350,U1437,E,26,26-CC,R,CC,PAL,NANNO,0,5,1306.36,1306.41,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,R,,F,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,VF,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,b8b2b88be8b0fd187ca9d4c426134436
350-U1437E-27R-CC-PAL-NANNO,350,U1437,E,27,27-CC,R,CC,PAL,NANNO,0,5,1312.36,1312.41,,,,,,,,,,,,,,P,B,"BARREN (just pieces, medium % calcite)",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483438b5e9b65404707f9d6352913e34
350-U1437E-28R-CC-PAL-NANNO,350,U1437,E,28,28-CC,R,CC,PAL,NANNO,0,5,1329.55,1329.6,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,VF,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3cda8783d8e1751f7e0d50949bb4d1b
350-U1437E-29R-CC-PAL-NANNO,350,U1437,E,29,29-CC,R,CC,PAL,NANNO,0,5,1336.62,1336.67,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbeebc8d783ce6469a492999bc911e0f
350-U1437E-30R-CC-PAL-NANNO,350,U1437,E,30,30-CC,R,CC,PAL,NANNO,0,5,1348.38,1348.43,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82d7300887ce05162f3a055a0d2eabd9
350-U1437E-31R-CC-PAL-NANNO,350,U1437,E,31,31-CC,R,CC,PAL,NANNO,0,4,1354.81,1354.85,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04ff892133c85e84e3d59e0e0ea947d8
350-U1437E-32R-CC-PAL-NANNO,350,U1437,E,32,32-CC,R,CC,PAL,NANNO,0,5,1368.02,1368.07,,,,,,,BARREN,,,,,,,P,B,BARREN (coarse fraction),,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75faac68327df3fb250e2ba8ae8a3514
350-U1437E-36R-CC-PAL-NANNO,350,U1437,E,36,36-CC,R,CC,PAL,NANNO,0,5,1402.81,1402.86,,,,,,,T C miopelagicus?,,,,,,,M,C,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,VF,F,,,,,,,,,VF,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,*,,VF,R,,*,,*,,,,,,,,,,,,,,,,,,VF,,,,,VF,,,R,,,,,,,,,,,,,,,,,,,,b439c0c908abbe719ae7985a21262b70
