Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],No. specimens/tray,Preservation,Comment,Argilloecia spp.,Bairdoppilata spp.,Blind trachyleberidids,Bradleya spp.,Cletocythereis rastromarginata,Cytheralison sp.,Cytherella sp.,Cytheropteron spp.,Dutoitella crassinodosa,Dutoitella suhmi,Glencoeleberis? sp.,Krithe spp.,Legitimocythere acanthoderma,Oertliella? sp.,Philoneptunus paragravezia,Philoneptunus cf. tricolonos,Poseidonamicus spp.,Pseudobosquetina mucronalata,Sighted trachyleberidids,Xestolebris spp.,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
371-U1509A-11R-CC-PAL-OSTRA,0,10,90.08,90.18,1.9,5,,0,,,2,,,0,1,,,,4,,,,,0,,,0,,,,371,U1509,A,11,R,CC,PAL,e2f347f5a18497ce8e08b8c3fe33f34e
371-U1509A-12R-CC-PAL-OSTRA,0,10,105.01,105.11,5.5,5,,2,,,1,,,0,2,,,,14,,,,,0,,,0,,,,371,U1509,A,12,R,CC,PAL,d93f980e5c83a387e0d8ac90b817bbff
371-U1509A-13R-CC-PAL-OSTRA,0,10,114.63,114.73,4.7,5,,0,,,1,,,0,0,,,,6,,,,,5,,,0,,,,371,U1509,A,13,R,CC,PAL,f53a2b8ffe4a747885901cc57e450797
371-U1509A-14R-CC-PAL-OSTRA,0,10,122.2,122.3,5,4,,0,,,0,,,0,0,,,,3,,,,,1,,,0,,,,371,U1509,A,14,R,CC,PAL,a22dabcdd3b967add64c7b5f33071ca7
371-U1509A-15R-CC-PAL-OSTRA,0,10,135.12,135.22,2,4,,0,,,0,,,1,0,,,,4,,,,,0,,,0,,,,371,U1509,A,15,R,CC,PAL,14c2ff1584676f9613540bdeb47153e4
371-U1509A-17R-CC-PAL-OSTRA,0,10,149.27,149.37,2.3,5,,0,,,0,,,0,0,,,,3,,,,,1,,,0,,,,371,U1509,A,17,R,CC,PAL,2c2cde41f5ccb4d94f14e80e01e3eb3e
371-U1509A-18R-CC-PAL-OSTRA,0,10,162.24,162.34,2,4,,0,,,0,,,0,0,,,,1,,,,,1,,,0,,,,371,U1509,A,18,R,CC,PAL,39f96bb50da5a0aeb2d72fc0e63d4086
371-U1509A-19R-CC-PAL-OSTRA,0,10,166.66,166.76,0.6,7,,0,,,0,,,0,0,,,,1,,,,,3,,,0,,,,371,U1509,A,19,R,CC,PAL,f24093a876b6f32c4db740acee4792b8
371-U1509A-20R-CC-PAL-OSTRA,0,10,178.45,178.55,4.7,6,,2,,,0,,,0,1,,,,4,,,,,5,,,0,,,,371,U1509,A,20,R,CC,PAL,778b88b7d8d973550bd78ccceb4ac56b
371-U1509A-22R-CC-PAL-OSTRA,0,10,196.43,196.53,0.2,6,,0,,,0,,,0,0,,,,1,,,,,0,,,0,,,,371,U1509,A,22,R,CC,PAL,9e28b63f40903fbf41fd945d1d3dcbf4
371-U1509A-23R-CC-PAL-OSTRA,0,10,205.11,205.21,0.8,6,,0,,,0,,,0,0,,,,1,,,,,2,,,0,,,,371,U1509,A,23,R,CC,PAL,56478bdb576fc300dd12231f06b66c54
371-U1509A-24R-CC-PAL-OSTRA,0,10,210.8,210.9,0.8,6,,0,,,0,,,0,0,,,,1,,,,,1,,,0,,,,371,U1509,A,24,R,CC,PAL,6968786035ba95ed12f63926922d7e19
371-U1509A-27R-CC-PAL-OSTRA,0,10,234.88,234.98,0.2,7,,0,,,0,,,0,0,,,,0,,,,,1,,,0,,,,371,U1509,A,27,R,CC,PAL,0ba5a943dbe1f9b9645f1557f5f5fcb7
371-U1509A-38R-CC-PAL-OSTRA,0,10,343.57,343.67,0.2,7,,0,,,0,,,0,0,,,,1,,,,,0,,,0,,,,371,U1509,A,38,R,CC,PAL,ca54b24c3c68e0f2fe69cfcf879110de
