Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Preservation,Group abundance,Percentage of radiolarians in total assemblage [%],Comment,Acrobotrys tritubus,Acrosphaera spinosa,Actinoma leptoderma,Amphirhopalum ypsilon,Anthocyrtidium angulare,Artophormis barbadensis,Artophormis gracilis,Bekoma bidartensis,Bekoma campechensis,Bekoma spp.,Botryostrobus miralestense,Buccinosphaera invaginata,Buryella clinata,Buryella pentadica,Buryella spp.,Buryella tetradica,Calocyclas bandyca,Calocyclas hispida,Calocyclas turris,Calocycletta caepa,Calocycletta cladara,Calocycletta costata,Calocycletta serrata,Calocycletta sp.,Calocycletta virginis,Calocycloma castum,Carpocanopsis bramlettei,Carpocanopsis cingulata,Carpocanopsis cristata,Carpocanopsis favosa,Centrobotrys gravida,Centrobotrys petrushevskayae,Centrobotrys thermophila,Collosphaera tuberosa,Corythospyris fiscella,Corythospyris jubata,Cryptocarpium azyx,Cycladophora campanula,Cycladophora robusta,Cyrtocapsa cornuta,Cyrtocapsella elongata,Cyrtocapsella japonica,Cyrtocapsella sp.,Cyrtocapsella tetrapera,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyoprora armadillo,Dictyoprora mongolfieri,Dictyoprora pirum,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris papilio,Dorcadospyris pseudopapilio,Eucyrtidium diaphanes,Eusyringium fistuligerum,Eusyringium lagena,Eusyringium striata striata,Flustrella sp.,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Lamptonium fabaeforme,Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lamptonium sanfilippoae,Liriospyris parkerae,Liriospyris stauropora,Lithocyclia angusta,Lithocyclia aristotelis,Lithocyclia crux,Lithocyclia ocellus,Lithopera bacca,Lithopera neotera,Lithopera renzae,Lithopera thornburgi,Lophocyrtis jacchia,Lychnocanoma amphitrite,Lychnocanoma bellum,Lychnocanoma trifolium,Lychnodictyum audax,Periphaena tripyramis triangula,Phomostichoartus corbula,Phormocyrtis cf. striata exquisita,Phormocyrtis cubensis,Phormocyrtis spp.,Phormocyrtis striata exquisita,Phormocyrtis striata striata,Phormostichoartus doliolum,Phormostichoartus fistula,Plannapus sp.,Podocyrtis  ampla,Podocyrtis  chalara,Podocyrtis acalles,Podocyrtis diamesa,Podocyrtis dorus,Podocyrtis fasciolata,Podocyrtis goetheana,Podocyrtis helenae,Podocyrtis mitra,Podocyrtis papalis,Podocyrtis phyxis,Podocyrtis sinuosa,Podocyrtis spp.,Podocyrtis trachodes,Pterocanium prismatium,Pterocodon (?) anteclinata,Pterocodon ampla,Pterocorys hertwigii,Rhopalocanium ornatum,Sethochytris triconiscus,Siphostichartus corona,Solenosphaera omnitubus,Spongaster berminghami,Spongaster pentas,Spongaster tetras tetras,Spongatractus balbis,Spongatractus pachystylus,Spongocore puella,Stichocorys delmontensis,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Theocorys anaclasta,Theocorythium trachelium trachelium,Theocorythium vetulum,Theocotyle ? spp.,Theocotyle conica,Theocotyle cryptocephala,Theocotyle ficus,Theocotyle nigrinae,Theocotyle nigriniae,Theocotyle venezuelensis,Theocotylisa alpha,Theocotylissa ficus,Theocotylissa spp.,Theocyrtis annosa,Theocyrtis tuberosa,Thyrsocyrtis bromia,Thyrsocyrtis hirsuta,Thyrsocyrtis lochites,Thyrsocyrtis rhizodon,Thyrsocyrtis robusta,Thyrsocyrtis tarsipes,Thyrsocyrtis tensa,Thyrsocyrtis tetracantha,Thyrsocyrtis triacantha,Trisolenia megalactis,Tristylospyris triceros,File Data,Shore File Links,eodp_id
351-U1438E-60R-1-W 104/106-RADS,351,U1438,E,60,60-1,R,1,W,104/106-RADS,0,2,1401.34,1401.36,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99f93e63c1124a257d9bbe74e686acb0
351-U1438E-60R-CC-PAL-RADS,351,U1438,E,60,60-CC,R,CC,PAL,RADS,0,11,1401.52,1401.63,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05c3c431db0e6229abb79ffd38ee07a7
351-U1438E-61R-3-W 49/51-RADS,351,U1438,E,61,61-3,R,3,W,49/51-RADS,0,2,1407.92,1407.94,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8bba7205abb8ae89670a4ed9858038a
351-U1438E-61R-CC-PAL-RADS,351,U1438,E,61,61-CC,R,CC,PAL,RADS,0,8,1408.32,1408.4,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6d05f1f3268340e23665ded6dd65460
351-U1438E-61R-CC-W 10/12-RADS,351,U1438,E,61,61-CC,R,CC,W,10/12-RADS,0,2,1408.22,1408.24,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5916758343456de25e183181ad555a99
351-U1438E-62R-1-W 10/12-RADS,351,U1438,E,62,62-1,R,1,W,10/12-RADS,0,2,1410.4,1410.42,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecec352f1f7063c759089472f025955d
351-U1438E-62R-1-W 49/51-RADS,351,U1438,E,62,62-1,R,1,W,49/51-RADS,0,2,1410.79,1410.81,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ea850905efef4b2632d1442dc1f1d9e
351-U1438E-62R-CC-PAL-RADS,351,U1438,E,62,62-CC,R,CC,PAL,RADS,0,3,1413.07,1413.1,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98f8064e8940a6906d71e27a6ba633f1
351-U1438E-63R-1-W 134/136-RADS,351,U1438,E,63,63-1,R,1,W,134/136-RADS,0,2,1420.84,1420.86,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0b969e92af6640e400638725c4d7b08
351-U1438E-63R-1-W 23/25-BAND,351,U1438,E,63,63-1,R,1,W,23/25-BAND,0,2,1419.73,1419.75,,,,RP08,Buryella clinata,50.05,53.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62d6218247fb4f254ad4ddaacfa23417
351-U1438E-63R-1-W 23/25-BAND,351,U1438,E,63,63-1,R,1,W,23/25-BAND,0,2,1419.73,1419.75,,,,,,,,M[P36],R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,f0fbdf6924d21699c332805cb6a819d2
351-U1438E-63R-1-W 78/81-RADS,351,U1438,E,63,63-1,R,1,W,78/81-RADS,0,3,1420.28,1420.31,,,,RN07,Didymocyrtis antepenultima,53.35,58.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eaa0eae50c3f0086e0d52f39a694841a
351-U1438E-63R-1-W 78/81-RADS,351,U1438,E,63,63-1,R,1,W,78/81-RADS,0,3,1420.28,1420.31,,,,RN08,Didymocyrtis penultima,50.05,53.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177769986a7ef703c72f995ba4135dd1
351-U1438E-63R-1-W 78/81-RADS,351,U1438,E,63,63-1,R,1,W,78/81-RADS,0,3,1420.28,1420.31,,,,RN09,Stichocorys peregrina,48.57,50.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a4eb98864027a1f2fbb3fa7ffb4ee7c
351-U1438E-63R-1-W 78/81-RADS,351,U1438,E,63,63-1,R,1,W,78/81-RADS,0,3,1420.28,1420.31,,,,,,,,M[P36],R,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,a1ea798332e2b4c65edd826ce539e254
351-U1438E-63R-CC-PAL-RADS,351,U1438,E,63,63-CC,R,CC,PAL,RADS,0,9,1422.28,1422.37,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e50ca5519fea88a67598cc352c9aba6a
351-U1438E-64R-4-PAL-RADS,351,U1438,E,64,64-4,R,4,PAL,RADS,0,6,1433.54,1433.6,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e3d904f495a741d161580293b9a12f7
351-U1438E-65R-CC-PAL-RADS,351,U1438,E,65,65-CC,R,CC,PAL,RADS,0,6,1440.49,1440.55,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35cfad211e427a8faf87fb98d2212d67
351-U1438E-66R-CC-PAL-RADS,351,U1438,E,66,66-CC,R,CC,PAL,RADS,0,3,1449.35,1449.38,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28190b1518cebfb2bab0855dd3b1b4ae
351-U1438E-67R-CC-PAL-RADS,351,U1438,E,67,67-CC,R,CC,PAL,RADS,0,3,1453.82,1453.85,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec52e8b25a829a4a4dced1f6ad92e636
351-U1438E-68R-CC-PAL-RADS,351,U1438,E,68,68-CC,R,CC,PAL,RADS,0,5,1459.29,1459.34,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb8ae4617b93c5f7487f08476031fd0f
351-U1438E-69R-1-W 7/8-RADS,351,U1438,E,69,69-1,R,1,W,7/8-RADS,0,1,1460.97,1460.98,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e936d63c028bd239475d6b5b04e4e64
351-U1438E-69R-CC-PAL-RADS,351,U1438,E,69,69-CC,R,CC,PAL,RADS,0,4,1462.65,1462.69,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787fbc7b905dfcc137e4f49bb07b8988
