Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Amphistegina sp.,Bathysiphon sp.,Cibicidoides eocenicus,Cibicidoides grimsdalei,Cibicidoides havanensis,Cibicidoides laurisae,Cibicidoides pachyderma,Cibicidoides sp.,Cibicioides mundulus,Cribrostomoides subglobosus,Dorothia brevis,Eggerella bradyi,Fursenkoina complanata,Glandulina sp.,Globocassidulina moluccensis,Globocassidulina subglobosa,Gyroidina sp.,Haplophragmoides sp.,Karrerulina sp.,Lagena sulcata,Lepidocyclina sp.,Melonis barleeanum,Nodosaria longiscata,Nodosaria sp.,Nonionella sp.,Nuttalides sp.,Oridorsalis umbonatus,Planulina weullerstorfi,Pleurostomella cylindrica,Pullenia sp.,Pullennia simplex,Pyrgo sp.,Quinqueloculina sp.,Reophax sp.,Rhabdammina sp.,Rhizammina sp.,Saccammina sp.,Sigmavirgulina tortuosa,Sphaeroidina bulloides,Stilostomella abyssorum,Stilostomella sp.,Trifarina sp.,Uvigerina hispida,Uvigerina peregrina,Uvigerina sp.,General comment,File Data,Shore File Links,eodp_id
351-U1438B-9H-CC-PAL-FORAM,351,U1438,B,9,9-CC,H,CC,PAL,FORAM,0,10,83.59,83.69,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5fc2a848e112caa8e117c3d77ba3160
351-U1438B-10H-CC-PAL-FORAM,351,U1438,B,10,10-CC,H,CC,PAL,FORAM,0,10,91.12,91.22,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e74ec2e2a6115f35da01d82f548ab9c
351-U1438B-11H-7-PAL-FORAM,351,U1438,B,11,11-7,H,7,PAL,FORAM,0,10,102.17,102.27,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2bfed1e16a18a9bde6c5dc27422c6f6
351-U1438B-12H-CC-PAL-FORAM,351,U1438,B,12,12-CC,H,CC,PAL,FORAM,0,10,111.97,112.07,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89e087ad87524877ca94fe57fc283f6a
351-U1438B-13H-CC-PAL-FORAM,351,U1438,B,13,13-CC,H,CC,PAL,FORAM,0,0,121.37,121.37,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f71371b5ddadb69a26278e4dc569b9f
351-U1438B-14H-CC-PAL-FORAM,351,U1438,B,14,14-CC,H,CC,PAL,FORAM,0,0,127.88,127.88,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4ddb14ebc5dab9c9639cc1340f72302
351-U1438B-15H-CC-PAL-FORAM,351,U1438,B,15,15-CC,H,CC,PAL,FORAM,0,0,139.64,139.64,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fe48c491a03a06086f71e6fc9faae21
351-U1438B-16H-CC-PAL-FORAM,351,U1438,B,16,16-CC,H,CC,PAL,FORAM,0,0,148.96,148.96,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f927612bc5b147ff859e55001b0fe8f8
351-U1438B-17H-CC-PAL-FORAM,351,U1438,B,17,17-CC,H,CC,PAL,FORAM,0,0,159.07,159.07,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc15f05f3ca648f6f0151155bc924749
351-U1438B-18H-CC-PAL-FORAM,351,U1438,B,18,18-CC,H,CC,PAL,FORAM,0,9,166.4,166.49,M [P02],R,,,,,,,,,,,,,,,,,R,,,,,,R,R,,,,,,R,,,,,,,,,,,,,,,,,,,c3b2b6287f8a0ccfbc7cb8760476126e
351-U1438B-19H-CC-PAL-FORAM,351,U1438,B,19,19-CC,H,CC,PAL,FORAM,0,9,168.79,168.88,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e781fd9898bd8de243ff2a032de19010
351-U1438B-20F-CC-PAL-FORAM,351,U1438,B,20,20-CC,F,CC,PAL,FORAM,0,10,173.64,173.74,M [P02],R,,,,,,,,R,,,,,,,P,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,b2eb5c13c68d22aeac9de261b000e895
351-U1438B-21F-CC-PAL-FORAM,351,U1438,B,21,21-CC,F,CC,PAL,FORAM,0,8,177.77,177.85,M [P02],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,7bc1676af8f36ab9336cac9e0d69c691
351-U1438B-22F-CC-PAL-FORAM,351,U1438,B,22,22-CC,F,CC,PAL,FORAM,0,2,180.65,180.67,M [P02],R,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,R,,,,,,,e42cc9baa8598eac93abacbb89fe0087
351-U1438B-23X-CC-PAL-FORAM,351,U1438,B,23,23-CC,X,CC,PAL,FORAM,0,8,189.44,189.52,M [P02],R,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,P,,,,,,,,,,,,R,,,,,,,,14e8627a3ba5b568d1cd08eb95e2e04d
351-U1438B-24X-CC-PAL-FORAM,351,U1438,B,24,24-CC,X,CC,PAL,FORAM,0,8,193.4,193.48,M [P02],C,,,,R,,,,R,R,R,,,,,F,,R,,,,,,,R,,,F,,R,,R,,,,,,,,R,,,,,,,,,,a2c462b00a8cee290240fb2e5db65fe6
351-U1438B-25X-CC-PAL-FORAM75,351,U1438,B,25,25-CC,X,CC,PAL,FORAM75,0,8,203.31,203.39,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b237bfe1df26b4287c24464daca8bb0e
351-U1438B-26X-CC-PAL-FORAM,351,U1438,B,26,26-CC,X,CC,PAL,FORAM,0,6,217.2,217.26,M [P02],R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ca115918c84c3118e40d030857bc9db
351-U1438B-27X-4-PAL-FORAM,351,U1438,B,27,27-4,X,4,PAL,FORAM,0,0,224.04,224.04,M [P02],C,,,,,,P,,,,,,,,,P,,R,,P,,,,,,,,,,,,,,,,P,,,,,R,R,,,,,,,,a3940edc8823e6355cfbd74039e4835d
351-U1438B-28X-CC-PAL-FORAM,351,U1438,B,28,28-CC,X,CC,PAL,FORAM,0,0,235.31,235.31,P [P02],A,,,,,R,,,F,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,1e11724e8c1fdb006e89c9bbd9f828cc
351-U1438B-29X-CC-PAL-FORAM,351,U1438,B,29,29-CC,X,CC,PAL,FORAM,0,0,245.6,245.6,M [P02],R,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d8d1cefc1bbbe05ec4e34a0baf04cf7
351-U1438B-30X-CC-PAL-FORAM,351,U1438,B,30,30-CC,X,CC,PAL,FORAM,0,0,257.08,257.08,M [P02],R,,,,R,,,,P,,,,,,,,,R,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,a92bc4cab2dc35b80fed7040be2e82b1
351-U1438B-30X-CC-A 16/17-FORAM,351,U1438,B,30,30-CC,X,CC,A,16/17-FORAM,0,1,257.0,257.01,M [P02],,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,b989465fa011a7d33ae2f40a76f9aded
