Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Theocorys semipolita,Theocorys robusta,Lychnocanoma conica,Eucyrtidium cheni,Lychnocanoma bellum,Stylosphaera radiosa,Eucyrtidium antiquum,Cycladophora cosma cosma,Theocorys saginata,Spongoplegma variabile,Prunopyle hayesi,Lamprocyclas matakohe,Eucyrtidium spinosum,Cenosphaera coronataformis,Cyrtocapsella tetrapera,Cenosphaera coronata,Eucyrtidium cienkowskii,Cycladophora golli regipileus,Sphaeropyle robusta,Cyrtocapsella japonica,Saturnalis circularis,Lychnocanoma nipponica nipponica,Anthocyrtidium ehrenbergi,Stichocorys peregrina,Stichocorys delmontensis,Ommatartus sp D,Druppatractus irregularis,Stylosphaera minor,Ommatartus sp C,Lithopera renzae,Cannartus sp. C,Cannartus sp. A,Thecosphaera japonica,Didymocyrtis antepenultima,Cycladophora sakaii,Lychnocanoma nipponica magnacornuta,Dictyophimus splendens,Botryostrobus auritus/australis,Axoprunum angelinum,Acrosphaera murrayana,Cycladophora spongothorax,Cycladophora humerus,Stylacontarium acquilonium,Phormostichoartus fistula,Haliommetta miocenica,Eucyrtidium biconicum,Amphymenium challengerae,Theocorythium vetulum,Stylatractus neptunus,Lychnocanoma grande,Lithelius nautiloides,Eucyrtidium teuscheri group,Carpocanistrum ob,Botryostrobus bramlettei pretumidulus,Sphaeropyle langii,Lamprocyrtis neoheteroporos,Cycladophora pliocenica,Botryostrobus bramlettei seriatus,Lipmanella deflandrei,Spongotrochus glacialis,Eucyrtidium teuscheri orthoporus,Desmospyris spongiosa,Cycladophora antiqua,Spongoplegma antarcticum,Saccospyris antarctica,Antarctissa sp. G,Actinomma popofskii,Spongoplegma haeckeli,Pterocanium charybdeum trilobum,Phormostichoartus multiseriatus,Lamprocyrtis heteroporos,Antarctissa strelkovi,Triceraspyris antarctica,Theocorythium trachelium trachelium,Cycladophora davisiana,Botryostrobus bramlettei tumidulus,Antarctissa denticulata,Spongoplegma churchii,Stylatractus universus,Lampromitra coronata,Sphaeropyle antarctica,Pseudocubus vema,Ceratospyris borealis,Eucyrtidium calvertense,Sphaeropyle boreale,Anthocyrtidium jenghisi,Spongoplegma medianum,Botryostrobus aquilonaris,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 45,X,CC,  30.00,    410.0500,rads     ,Radiolarians                                 ,C              ,G                 ,T                   ,R                ,F                  ,                 ,                   ,A                   ,                    ,T                       ,F                 ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 46,X,CC,  20.00,    421.8200,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,T                ,C                  ,                 ,                   ,C                   ,                    ,F                       ,T                 ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 47,X,CC,  10.00,    430.9500,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,T                ,R                  ,                 ,R                  ,C                   ,R                   ,R                       ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 48,X,CC,  26.00,    435.2600,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,T                ,R                  ,                 ,F                  ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 49,X,CC,  10.00,    450.2500,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,F                ,F                  ,T                ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 50,X,CC,  22.00,    456.8200,rads     ,Radiolarians                                 ,R              ,P                 ,                    ,                 ,F                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 51,X,CC,  33.00,    459.3300,rads     ,Radiolarians                                 ,C              ,M                 ,                    ,                 ,F                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 52,X,CC,  47.00,    464.2700,rads     ,Radiolarians                                 ,F              ,P                 ,T                   ,T                ,R                  ,R                ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
