Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Theocorys semipolita,Theocorys robusta,Lychnocanoma conica,Eucyrtidium cheni,Lychnocanoma bellum,Stylosphaera radiosa,Eucyrtidium antiquum,Cycladophora cosma cosma,Theocorys saginata,Spongoplegma variabile,Prunopyle hayesi,Lamprocyclas matakohe,Eucyrtidium spinosum,Cenosphaera coronataformis,Cyrtocapsella tetrapera,Cenosphaera coronata,Eucyrtidium cienkowskii,Cycladophora golli regipileus,Sphaeropyle robusta,Cyrtocapsella japonica,Saturnalis circularis,Lychnocanoma nipponica nipponica,Anthocyrtidium ehrenbergi,Stichocorys peregrina,Stichocorys delmontensis,Ommatartus sp D,Druppatractus irregularis,Stylosphaera minor,Ommatartus sp C,Lithopera renzae,Cannartus sp. C,Cannartus sp. A,Thecosphaera japonica,Didymocyrtis antepenultima,Cycladophora sakaii,Lychnocanoma nipponica magnacornuta,Dictyophimus splendens,Botryostrobus auritus/australis,Axoprunum angelinum,Acrosphaera murrayana,Cycladophora spongothorax,Cycladophora humerus,Stylacontarium acquilonium,Phormostichoartus fistula,Haliommetta miocenica,Eucyrtidium biconicum,Amphymenium challengerae,Theocorythium vetulum,Stylatractus neptunus,Lychnocanoma grande,Lithelius nautiloides,Eucyrtidium teuscheri group,Carpocanistrum ob,Botryostrobus bramlettei pretumidulus,Sphaeropyle langii,Lamprocyrtis neoheteroporos,Cycladophora pliocenica,Botryostrobus bramlettei seriatus,Lipmanella deflandrei,Spongotrochus glacialis,Eucyrtidium teuscheri orthoporus,Desmospyris spongiosa,Cycladophora antiqua,Spongoplegma antarcticum,Saccospyris antarctica,Antarctissa sp. G,Actinomma popofskii,Spongoplegma haeckeli,Pterocanium charybdeum trilobum,Phormostichoartus multiseriatus,Lamprocyrtis heteroporos,Antarctissa strelkovi,Triceraspyris antarctica,Theocorythium trachelium trachelium,Cycladophora davisiana,Botryostrobus bramlettei tumidulus,Antarctissa denticulata,Spongoplegma churchii,Stylatractus universus,Lampromitra coronata,Sphaeropyle antarctica,Pseudocubus vema,Ceratospyris borealis,Eucyrtidium calvertense,Sphaeropyle boreale,Anthocyrtidium jenghisi,Spongoplegma medianum,Botryostrobus aquilonaris,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A,  5,H,CC,   8.00,     39.4000,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,T              ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,T                              ,                   ,                     ,R                        ,                    ,R                         ,                         ,                     ,                     ,                        ,F                    ,R                    ,                   ,R                    ,R                          ,R                ,                                     ,F                 ,                           ,C                      ,T                                ,                     ,                       ,R                               ,                     ,T                   ,C                       ,                      ,R                ,                   ,                     ,T                              ,T                              ,R                       ,R                    ,R                       ,                                   ,R                     ,T                                 ,R                      ,                     ,                      ,R                   ,                      ,                ,                     ,R                      ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A,  6,H,CC,   8.00,     49.0300,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,F                              ,                   ,                     ,R                        ,T                   ,R                         ,                         ,                     ,F                    ,                        ,F                    ,R                    ,                   ,C                    ,                           ,                 ,                                     ,T                 ,                           ,R                      ,                                 ,                     ,                       ,R                               ,                     ,                    ,C                       ,                      ,R                ,                   ,                     ,T                              ,                               ,                        ,F                    ,R                       ,                                   ,R                     ,                                  ,F                      ,T                    ,                      ,R                   ,R                     ,T               ,T                    ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A,  7,H,CC,  10.00,     58.2500,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,F                              ,R                  ,                     ,R                        ,R                   ,R                         ,                         ,                     ,C                    ,                        ,F                    ,                     ,                   ,                     ,R                          ,                 ,                                     ,R                 ,R                          ,R                      ,                                 ,                     ,T                      ,R                               ,                     ,                    ,C                       ,                      ,                 ,T                  ,                     ,R                              ,                               ,R                       ,                     ,                        ,                                   ,R                     ,                                  ,                       ,                     ,T                     ,R                   ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A,  8,H,CC,  16.00,     68.0700,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,T                    ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,C                        ,F                   ,R                         ,                         ,                     ,R                    ,                        ,F                    ,R                    ,                   ,                     ,T                          ,                 ,T                                    ,F                 ,R                          ,F                      ,                                 ,T                    ,                       ,R                               ,F                    ,                    ,A                       ,                      ,                 ,F                  ,T                    ,R                              ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,R                      ,R                    ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A,  9,H,CC,  15.00,     77.8600,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,T                        ,T                    ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,T                              ,                   ,                     ,                         ,F                   ,R                         ,                         ,                     ,F                    ,                        ,F                    ,T                    ,                   ,R                    ,T                          ,T                ,                                     ,F                 ,                           ,F                      ,                                 ,                     ,                       ,R                               ,                     ,                    ,R                       ,                      ,F                ,R                  ,R                    ,T                              ,                               ,R                       ,                     ,R                       ,R                                  ,T                     ,T                                 ,R                      ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 10,H,CC,  12.00,     87.4800,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,F                              ,                   ,                     ,C                        ,R                   ,R                         ,                         ,                     ,C                    ,                        ,C                    ,R                    ,F                  ,                     ,R                          ,                 ,                                     ,                  ,R                          ,F                      ,                                 ,                     ,T                      ,                                ,                     ,                    ,C                       ,T                     ,R                ,F                  ,R                    ,R                              ,T                              ,R                       ,R                    ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,9/10 L. grande
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 11,H,CC,  12.00,     96.8800,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,T                    ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,R                  ,                     ,                         ,C                   ,R                         ,                         ,                     ,C                    ,                        ,R                    ,T                    ,                   ,                     ,R                          ,                 ,R                                    ,R                 ,R                          ,R                      ,                                 ,R                    ,R                      ,                                ,F                    ,                    ,C                       ,R                     ,R                ,F                  ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 12,H,CC,  10.00,    106.4500,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,T                    ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,R                     ,                               ,                   ,                     ,F                        ,                    ,R                         ,                         ,F                    ,C                    ,                        ,R                    ,C                    ,                   ,                     ,                           ,                 ,                                     ,R                 ,R                          ,                       ,                                 ,C                    ,T                      ,T                               ,R                    ,R                   ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,11/12 D splendeus . # of species decrease abruptly
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 13,H,CC,  12.00,    115.2400,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,C               ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,R                        ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,R                        ,                    ,C                         ,                         ,F                    ,F                    ,                        ,R                    ,C                    ,R                  ,T                    ,T                          ,T                ,R                                    ,R                 ,                           ,                       ,                                 ,T                    ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 14,H,CC,  11.00,    123.7300,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,                      ,                     ,                                ,                         ,T                    ,R                       ,               ,                         ,                  ,F              ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,T                   ,R                         ,                         ,F                    ,C                    ,                        ,R                    ,R                    ,                   ,                     ,                           ,R                ,                                     ,R                 ,R                          ,T                      ,R                                ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 15,H,CC,  12.00,    133.9400,rads     ,Radiolarians                                 ,C              ,VG                ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,                      ,                     ,                                ,                         ,C                    ,F                       ,               ,R                        ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,R                   ,R                         ,                         ,                     ,C                    ,                        ,R                    ,R                    ,                   ,                     ,                           ,R                ,                                     ,R                 ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,Non-antarctic taxa reappear
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 16,H,CC,  12.00,    143.7500,rads     ,Radiolarians                                 ,C              ,P                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,                      ,                     ,R                               ,                         ,R                    ,T                       ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,T                     ,                               ,                   ,                     ,                         ,                    ,R                         ,                         ,R                    ,F                    ,                        ,R                    ,C                    ,R                  ,R                    ,T                          ,R                ,R                                    ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 17,H,CC,  21.00,    153.5700,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,T                      ,                             ,                   ,R                     ,                     ,R                               ,                         ,F                    ,T                       ,R              ,R                        ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,R                     ,R                              ,                   ,                     ,                         ,                    ,R                         ,T                        ,R                    ,R                    ,F                       ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,16/17 LO A challengerae
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 18,H,CC,  23.00,    163.7000,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,                      ,R                    ,R                               ,                         ,F                    ,T                       ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,R                     ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,18 Abundant reworked Eocene radiolarians
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 19,X,CC,   3.00,    167.1300,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,                      ,                     ,R                               ,                         ,F                    ,T                       ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,F                                  ,R                     ,                               ,                   ,                     ,T                        ,T                   ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,18/19 LO L magnacornuta. Common reworking
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 20,X,CC,  21.00,    174.5400,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,                      ,                     ,F                               ,                         ,F                    ,T                       ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,T                                  ,R                     ,R                              ,R                  ,T                    ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,rare reworking
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
