Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygrhablithus bijugatus	Reticulofenestra umbilica	Reticulofenestra samodurovii	Reticulofenestra reticulata	Reticulofenestra daviesii	Reticulofenestra bisecta	Markalius inversus	Discoaster saipanensis	Coccolithus pelagicus	Chiasmolithus oamaruensis	Chiasmolithus altus	Blackites spinosus	Sphenolithus moriformis	Cyclicargolithus floridanus	Isthmolithus recurvus	Reticulofenestra onusta	Thoracosphaera spp.	Reticulofenestra oamaruensis	Coccolithus formosus	Discoaster spp.	Clausicoccus fenestratus	Reticulofenestra bisecta filewiczii	Neococcolithes dubius	Chiasmolithus expansus	Cyclicargolithus abisectus	Bicolumnus ovatus	Calcidiscus leptoporus	Reticulofenestra hesslandii	Reticulofenestra gelida	Sphenolithus abies	Calcidiscus macintyrei	Reticulofenestra producta	Reticulofenestra perplexa	Pseudoemiliania lacunosa	Comment
  SR	Late Miocene     	                 	CN5b              	CN10          	119	 744	A	  4	H	 3	  97.00	     27.1700	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	C                      	                  	                      	V                        	C                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Miocene     	                 	CN5b              	CN10          	119	 744	A	  4	H	CC	  20.00	     28.6400	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	R                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	R                     	                           	F                      	                  	                      	V                        	V                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Miocene     	                 	CN5b              	CN10          	119	 744	A	  5	H	 1	  91.00	     33.6100	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	C                      	                  	F                     	V                        	A                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Miocene     	                 	CN5b              	CN10          	119	 744	A	  5	H	 2	  91.00	     35.1100	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	V                      	                  	R                     	C                        	C                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Miocene     	                 	CN5b              	CN10          	119	 744	A	  5	H	 3	  91.00	     36.6100	Wei      	Nannofossils                                 	A              	M                 	                       	                         	                            	                           	                         	                        	                  	                      	C                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	F                      	                  	                      	A                        	A                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Miocene     	                 	CN5b              	CN10          	119	 744	A	  5	H	 4	  16.00	     37.3600	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	C                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	C                      	                  	                      	A                        	V                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Miocene     	                 	CN5b              	CN10          	119	 744	A	  5	H	CC	  18.00	     37.8400	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	C                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	C                      	                  	R                     	A                        	V                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Miocene     	                 	CN5b              	CN10          	119	 744	A	  6	H	 1	  92.00	     43.1200	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	C                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	F                     	A                        	V                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Miocene          	                 	CN5b              	CN10          	119	 744	A	  6	H	 2	  92.00	     44.6200	Wei      	Nannofossils                                 	V              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	F                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	R                     	A                        	V                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Miocene          	                 	CN5b              	CN10          	119	 744	A	  6	H	 3	  92.00	     46.1200	Wei      	Nannofossils                                 	V              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	C                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	A                        	V                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Miocene          	                 	CN5b              	CN10          	119	 744	A	  6	H	 4	  94.00	     47.6400	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	R                     	A                        	A                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Miocene          	                 	CN5b              	CN10          	119	 744	A	  6	H	CC	  16.00	     48.2800	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	R                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	R                      	                  	R                     	A                        	V                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN5b              	CN10          	119	 744	A	  7	H	 1	  92.00	     52.6200	Wei      	Nannofossils                                 	A              	G                 	rR                     	rR                       	rR                          	F                          	                         	R                       	                  	                      	A                    	                         	rF                 	                  	                       	                           	rR                   	                       	                   	                            	                    	R              	                        	                                   	                     	                      	                          	                 	F                     	                           	                       	                  	F                     	A                        	C                        	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  7	H	 2	  92.00	     54.1200	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	V                    	                         	rR                 	                  	                       	C                          	                     	                       	                   	                            	                    	R              	                        	                                   	                     	                      	                          	                 	F                     	                           	                       	                  	R                     	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  7	H	 3	  93.00	     55.6300	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	                            	                           	                         	                        	                  	                      	V                    	                         	                   	                  	                       	F                          	                     	                       	                   	                            	                    	R              	                        	                                   	R                    	R                     	                          	                 	F                     	F                          	                       	                  	F                     	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  7	H	 4	  93.00	     57.1300	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	                   	                  	                       	C                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	F                         	                 	R                     	A                          	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  7	H	 5	  93.00	     58.6300	Wei      	Nannofossils                                 	A              	G                 	                       	                         	rR                          	                           	                         	                        	                  	                      	A                    	                         	rR                 	                  	                       	C                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	F                         	                 	R                     	V                          	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  7	H	 6	  44.00	     59.1400	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	rR                 	                  	                       	F                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	F                         	                 	                      	V                          	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  7	H	CC	  13.00	     59.4000	Wei      	Nannofossils                                 	A              	M                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	rR                 	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	C                         	                 	                      	V                          	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  8	H	 1	  75.00	     61.9500	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	R                       	                  	                      	V                    	                         	rR                 	                  	                       	C                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	A                         	                 	R                     	F                          	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  8	H	 2	  75.00	     63.4500	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	V                    	                         	rR                 	                  	                       	C                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	F                         	                 	F                     	F                          	                       	                  	R                     	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  8	H	 3	  75.00	     64.9500	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	rR                          	                           	                         	                        	                  	                      	A                    	                         	rR                 	                  	                       	                           	                     	                       	                   	                            	                    	R              	                        	                                   	                     	                      	C                         	                 	F                     	C                          	                       	                  	R                     	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  8	H	 4	  75.00	     66.4500	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	rR                 	                  	                       	F                          	                     	                       	                   	                            	                    	R              	                        	                                   	                     	                      	                          	                 	R                     	A                          	                       	                  	F                     	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  8	H	CC	  17.00	     67.1200	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	rR                 	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	R                     	V                          	                       	R                 	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  9	H	 1	  80.00	     71.5000	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	rR                 	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	F                     	A                          	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	  9	H	CC	  20.00	     71.8500	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	F                        	                        	                  	                      	F                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	A                   	               	                        	                                   	                     	                      	                          	                 	F                     	                           	V                      	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 10	H	 1	  92.00	     81.1200	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	rR                 	                  	R                      	F                          	                     	                       	                   	                            	                    	F              	                        	                                   	                     	                      	                          	                 	                      	F                          	A                      	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 10	H	 2	  92.00	     82.6200	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	                   	                  	                       	                           	                     	                       	                   	                            	                    	F              	                        	                                   	                     	                      	                          	                 	                      	V                          	F                      	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 10	H	 3	  92.00	     84.1200	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	A                    	                         	                   	                  	R                      	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	V                          	F                      	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 10	H	 4	  92.00	     85.6200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	                            	                           	                         	                        	                  	                      	C                    	                         	rR                 	                  	                       	                           	                     	                       	                   	                            	                    	R              	                        	                                   	                     	                      	                          	                 	                      	V                          	F                      	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 10	H	 5	  92.00	     87.1200	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	C                    	                         	rR                 	                  	                       	                           	                     	                       	                   	                            	                    	R              	                        	                                   	                     	                      	                          	                 	                      	V                          	F                      	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 10	H	 6	  92.00	     88.6200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	                            	                           	                         	                        	                  	                      	F                    	                         	rR                 	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	V                          	C                      	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 10	H	CC	  17.00	     90.0100	Wei      	Nannofossils                                 	A              	M                 	                       	rR                       	rR                          	                           	                         	                        	                  	R                     	A                    	                         	rR                 	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	R                         	                 	                      	A                          	C                      	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 11	H	 1	  92.00	     90.6200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	rR                          	                           	                         	                        	                  	                      	V                    	                         	rR                 	                  	                       	C                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	F                          	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 11	H	 2	  92.00	     92.1200	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	V                    	                         	                   	                  	                       	R                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 11	H	 3	  92.00	     93.6200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	rR                          	                           	                         	                        	                  	                      	V                    	                         	rR                 	                  	                       	R                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 11	H	 4	  92.00	     95.1200	Wei      	Nannofossils                                 	A              	G                 	                       	                         	                            	                           	                         	                        	                  	                      	V                    	                         	                   	                  	R                      	R                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 11	H	 5	  92.00	     96.6200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	rR                          	                           	                         	                        	                  	                      	A                    	                         	                   	                  	R                      	A                          	                     	                       	                   	                            	                    	R              	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 11	H	 6	  92.00	     98.1200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	rR                          	                           	F                        	rR                      	                  	                      	A                    	                         	rR                 	                  	                       	V                          	rR                   	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Miocene    	Middle Miocene   	CN1               	CN5a          	119	 744	A	 11	H	CC	  10.00	     98.4100	Wei      	Nannofossils                                 	A              	G                 	rR                     	rR                       	rR                          	                           	A                        	rR                      	                  	                      	V                    	rR                       	rR                 	                  	                       	C                          	rR                   	                       	                   	                            	                    	               	                        	                                   	                     	rR                    	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 12	H	 1	  92.00	    100.1200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	rR                          	R                          	F                        	F                       	                  	                      	A                    	rR                       	rR                 	                  	                       	A                          	                     	                       	                   	                            	                    	R              	                        	R                                  	R                    	rR                    	F                         	                 	R                     	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 12	H	 2	  92.00	    101.6200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	                            	                           	F                        	F                       	                  	                      	A                    	                         	rR                 	                  	                       	V                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 12	H	 3	  92.00	    103.1200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	                            	                           	C                        	F                       	                  	                      	A                    	                         	                   	                  	                       	V                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	R                	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 12	H	 4	  92.00	    104.6200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	rR                          	                           	F                        	C                       	                  	                      	A                    	                         	                   	                  	                       	V                          	rR                   	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	R                	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 12	H	 5	  92.00	    106.1200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	rR                          	                           	A                        	C                       	                  	                      	A                    	                         	rF                 	                  	                       	F                          	rR                   	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 12	H	 6	  92.00	    107.6200	Wei      	Nannofossils                                 	A              	G                 	                       	rR                       	                            	                           	C                        	R                       	                  	                      	C                    	                         	A                  	                  	                       	A                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 12	H	CC	  15.00	    109.0500	Wei      	Nannofossils                                 	A              	M                 	R                      	                         	                            	                           	A                        	F                       	                  	                      	A                    	                         	A                  	                  	R                      	F                          	rR                   	                       	                   	                            	                    	               	                        	F                                  	                     	                      	F                         	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 13	H	 1	  75.00	    109.4500	Wei      	Nannofossils                                 	A              	M                 	                       	                         	                            	                           	A                        	R                       	                  	                      	C                    	                         	A                  	                  	                       	C                          	                     	                       	                   	                            	                    	R              	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 13	H	 2	  75.00	    110.9500	Wei      	Nannofossils                                 	A              	M                 	                       	                         	                            	                           	A                        	R                       	                  	                      	R                    	                         	A                  	                  	                       	A                          	                     	                       	                   	                            	                    	               	                        	R                                  	                     	                      	F                         	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 13	H	 3	  75.00	    112.4500	Wei      	Nannofossils                                 	A              	M                 	R                      	                         	rR                          	                           	V                        	F                       	                  	                      	C                    	                         	A                  	                  	                       	                           	rR                   	                       	                   	                            	                    	               	                        	R                                  	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 13	H	 5	  75.00	    115.4500	Wei      	Nannofossils                                 	A              	M                 	                       	rR                       	                            	                           	V                        	C                       	                  	                      	C                    	                         	A                  	                  	R                      	                           	                     	                       	                   	                            	                    	               	                        	R                                  	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 13	H	 6	  75.00	    116.9500	Wei      	Nannofossils                                 	A              	M                 	                       	                         	                            	                           	V                        	F                       	                  	                      	C                    	                         	A                  	                  	                       	F                          	                     	                       	                   	                            	                    	               	                        	R                                  	                     	                      	R                         	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 13	H	CC	  16.00	    118.3300	Wei      	Nannofossils                                 	A              	M                 	                       	rR                       	rR                          	                           	V                        	R                       	                  	                      	A                    	                         	A                  	                  	                       	C                          	                     	                       	                   	                            	                    	               	                        	R                                  	                     	                      	C                         	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 14	H	 1	  75.00	    118.9500	Wei      	Nannofossils                                 	A              	M                 	                       	                         	rR                          	                           	A                        	F                       	                  	                      	C                    	rR                       	A                  	                  	                       	C                          	                     	                       	                   	                            	                    	               	                        	F                                  	                     	                      	F                         	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Oligocene   	                 	CP17              	CP19          	119	 744	A	 14	H	 2	  75.00	    120.4500	Wei      	Nannofossils                                 	A              	M                 	                       	rR                       	                            	                           	A                        	C                       	                  	                      	C                    	                         	A                  	                  	                       	F                          	                     	                       	                   	                            	                    	               	                        	F                                  	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

