Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphaeroidinellopsis seminulina	Sphaeroidinellopsis kochi	Paragloborotalia mayeri	Orbulina universa	Menardella menardii (sinistral)	Hirsutella scitula	Globoturborotalita woodi	Globoturborotalita decoraperta	Globorotaloides variabilis	Globorotaloides hexagona	Globorotalia nepenthes	Globoquadrina venezuelana	Globoquadrina dehiscens	Globoquadrina baroemoenensis	Globigerinoides trilobus	Globigerinoides quadrilobatus	Globigerinoides obliquus	Globigerinita glutinata	Dentoglobigerina altispira	Streptochilus spp.	Globigerinoides sacculifer	Globigerinella aequilateralis	Menardella limbata (sinistral)	Globorotalia paralenguaensis	Globorotalia lenguaensis	Globigerinoides ruber	Neogloboquadrina continuosa	Neogloboquadrina acostaensis	Hirsutella juanai	Hirsutella cibaoensis	Globoturborotalita apertura	Globorotalia merotumida	Neogloboquadrina humerosa	Globorotalia plesiotumida	Globigerina falconensis	Candeina nitida	Neogloboquadrina dutertrei	Menardella exilis	Globigerinoides extremus	Globigerina bulloides	Menardella menardii (dextral)	Menardella limbata (dextral)	Globigerinoides conglobatus	Beella praedigitata	Sphaeroidinellopsis paenedehiscens	Hirsutella margaritae	Turborotalita humilis	Pulleniatina primalis (sin.)	Menardella multicamerata	Truncorotalia crassula	Truncorotalia crassaformis	Sphaeroidinella dehiscens	Menardella miocenica	Menardella pertenuis	Globoturborotalita rubescens	Globoconella puncticulata	Globigerinoides fistulosus	Truncorotalia tosaensis	Pulleniatina primalis (dex.)	Pulleniatina obliquiloculata	Globigerinella calida	Globorotalia ungulata	Globorotalia tumida	Globoconella triangula/inflata	Pulleniatina finalis	Globoturborotalita tenella	Beella digitata	Truncorotalia truncatulinoides (sin.)	Truncorotalia truncatulinoides (dex.)	Neogloboquadrina pachyderma	Globorotalia cavernula	Comment

  SR	Early Pleistocene	                 	N23               	              	154	 925	B	  5	H	 6	  65.00	     41.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	                              	                         	                       	R                	R                              	R                 	                        	                              	                          	R                       	                      	                         	                       	                            	R                       	R                            	R                       	R                      	                          	                  	F                         	R                            	                              	                            	                        	C                    	                           	                            	                 	                     	                           	                       	                         	                         	R                      	R              	R                         	                 	                        	                     	                             	                            	R                          	                   	                                  	                     	                     	                            	                        	                      	                          	R                        	                    	                    	R                           	                         	                          	R                      	R                           	R                           	R                    	R                    	R                  	                              	                    	                          	R              	R                                    	R                                    	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Early Pleistocene	                 	N23               	              	154	 925	B	  6	H	 5	  55.00	     49.0500	Chaisson 	Planktonic Foraminifers                      	               	                  	                              	                         	                       	R                	R                              	R                 	                        	                              	                          	                        	                      	                         	                       	                            	R                       	R                            	R                       	R                      	                          	R                 	R                         	R                            	                              	                            	                        	C                    	                           	R                           	                 	                     	R                          	                       	                         	                         	R                      	               	R                         	?                	R                       	                     	                             	                            	R                          	                   	                                  	                     	                     	                            	                        	                      	R                         	R                        	                    	                    	R                           	R                        	                          	                       	                            	R                           	                     	R                    	R                  	                              	R                   	R                         	R              	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Pliocene    	                 	N20               	N21           	154	 925	B	  7	H	 5	  65.00	     58.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	                              	                         	                       	R                	R                              	R                 	                        	R                             	                          	                        	                      	                         	                       	                            	R                       	F                            	R                       	R                      	                          	                  	F                         	R                            	                              	                            	                        	F                    	                           	R                           	                 	                     	                           	                       	                         	                         	R                      	               	R                         	?                	R                       	                     	                             	                            	R                          	                   	                                  	                     	                     	                            	                        	                      	R                         	R                        	                    	                    	R                           	                         	R                         	                       	R                           	R                           	                     	R                    	R                  	R                             	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Pliocene    	                 	N20               	N21           	154	 925	B	  8	H	 5	  65.00	     68.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	                              	                         	                       	R                	                               	R                 	                        	R                             	                          	R                       	                      	                         	                       	                            	R                       	F                            	                        	R                      	                          	                  	F                         	R                            	                              	                            	                        	F                    	                           	R                           	                 	                     	R                          	                       	                         	                         	R                      	R              	R                         	                 	R                       	                     	                             	                            	R                          	R                  	                                  	                     	                     	                            	                        	                      	R                         	R                        	                    	                    	R                           	                         	                          	R                      	R                           	R                           	R                    	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Middle Pliocene  	                 	N20               	N21           	154	 925	B	  9	H	 5	  65.00	     77.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	                              	                         	                       	R                	                               	R                 	R                       	                              	                          	                        	                      	                         	                       	                            	R                       	F                            	F                       	R                      	                          	                  	F                         	R                            	                              	                            	                        	F                    	                           	R                           	                 	                     	R                          	                       	R                        	                         	                       	               	F                         	R                	R                       	                     	R                            	                            	R                          	                   	                                  	                     	R                    	                            	                        	                      	R                         	R                        	R                   	R                   	R                           	R                        	R                         	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Middle Pliocene  	                 	N20               	N21           	154	 925	B	 10	H	 5	  65.00	     87.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	                              	                         	                       	R                	                               	R                 	R                       	R                             	                          	                        	                      	                         	                       	                            	R                       	F                            	R                       	R                      	                          	                  	F                         	F                            	                              	                            	                        	C                    	                           	R                           	                 	                     	R                          	                       	R                        	                         	R                      	R              	F                         	R                	R                       	                     	                             	                            	R                          	R                  	                                  	                     	R                    	                            	                        	                      	R                         	R                        	F                   	                    	R                           	R                        	R                         	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Middle Pliocene  	                 	N20               	N21           	154	 925	B	 11	H	 5	  65.00	     96.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	                         	                       	R                	                               	R                 	R                       	                              	                          	R                       	?                     	R                        	                       	R                           	R                       	R                            	R                       	R                      	F                         	                  	F                         	R                            	                              	                            	                        	F                    	                           	R                           	                 	R                    	R                          	                       	                         	                         	                       	R              	R                         	R                	F                       	                     	R                            	R                           	R                          	                   	                                  	                     	R                    	                            	R                       	                      	R                         	                         	R                   	R                   	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Middle Pliocene  	                 	N20               	N21           	154	 925	B	 12	H	 5	  65.00	    106.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	                         	                       	R                	                               	R                 	R                       	                              	                          	R                       	                      	R                        	                       	                            	R                       	F                            	R                       	R                      	F                         	                  	R                         	R                            	                              	                            	                        	R                    	                           	R                           	                 	                     	R                          	                       	R                        	                         	                       	R              	R                         	R                	R                       	                     	R                            	R                           	                           	                   	R                                 	                     	R                    	                            	R                       	                      	R                         	R                        	R                   	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Early Pliocene   	                 	N19               	              	154	 925	B	 13	H	 3	  60.00	    112.6000	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	                         	                       	R                	                               	R                 	R                       	R                             	                          	R                       	                      	R                        	                       	R                           	R                       	F                            	R                       	R                      	F                         	R                 	F                         	R                            	                              	                            	                        	R                    	                           	R                           	                 	                     	                           	                       	R                        	                         	                       	R              	R                         	                 	R                       	                     	R                            	R                           	R                          	                   	R                                 	R                    	R                    	                            	R                       	R                     	R                         	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Early Pliocene   	                 	N19               	              	154	 925	B	 14	H	 5	  65.00	    125.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	                         	                       	R                	                               	R                 	R                       	R                             	                          	R                       	                      	R                        	                       	                            	R                       	F                            	F                       	R                      	R                         	R                 	F                         	R                            	                              	                            	                        	R                    	                           	R                           	                 	R                    	R                          	                       	R                        	R                        	T                      	R              	R                         	                 	R                       	                     	R                            	R                           	R                          	                   	R                                 	R                    	R                    	R                           	R                       	R                     	R                         	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Early Pliocene   	                 	N19               	              	154	 925	B	 15	H	 5	  65.00	    134.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	                       	R                	                               	R                 	F                       	R                             	                          	R                       	R                     	                         	                       	                            	R                       	F                            	R                       	                       	F                         	R                 	R                         	R                            	                              	                            	                        	R                    	                           	R                           	                 	R                    	R                          	                       	                         	                         	                       	R              	R                         	                 	F                       	                     	                             	R                           	R                          	                   	                                  	R                    	                     	R                           	R                       	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Early Pliocene   	                 	N19               	              	154	 925	B	 16	H	 5	  65.00	    144.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	                       	R                	R                              	R                 	F                       	R                             	                          	R                       	R                     	R                        	                       	                            	R                       	F                            	R                       	R                      	R                         	                  	F                         	R                            	R                             	                            	                        	                     	                           	R                           	                 	R                    	R                          	                       	R                        	R                        	                       	R              	                          	                 	R                       	                     	R                            	R                           	R                          	                   	R                                 	R                    	                     	R                           	R                       	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Miocene     	                 	N18               	              	154	 925	B	 17	H	 5	  65.00	    153.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	                       	R                	F                              	R                 	F                       	R                             	                          	R                       	R                     	R                        	                       	                            	F                       	F                            	F                       	R                      	F                         	                  	F                         	R                            	R                             	                            	                        	R                    	                           	R                           	                 	R                    	R                          	                       	                         	R                        	R                      	R              	T                         	                 	R                       	                     	                             	R                           	R                          	                   	R                                 	R                    	R                    	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Miocene     	                 	N17               	              	154	 925	B	 18	H	 5	  66.00	    163.1600	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	                         	                       	R                	R                              	R                 	R                       	R                             	                          	                        	R                     	R                        	                       	                            	F                       	F                            	F                       	R                      	R                         	                  	F                         	R                            	R                             	                            	                        	                     	                           	R                           	R                	R                    	R                          	                       	                         	R                        	                       	R              	                          	                 	R                       	                     	R                            	R                           	R                          	T                  	R                                 	R                    	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Miocene     	                 	N17               	              	154	 925	B	 19	H	 5	  65.00	    172.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	                         	                       	R                	R                              	R                 	R                       	R                             	                          	                        	R                     	R                        	R                      	                            	R                       	F                            	F                       	R                      	R                         	R                 	F                         	R                            	R                             	                            	                        	T                    	                           	R                           	R                	R                    	R                          	                       	                         	R                        	                       	R              	                          	?                	R                       	                     	R                            	R                           	T                          	T                  	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Miocene     	                 	N17               	              	154	 925	B	 20	H	 5	  65.00	    182.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	                         	                       	F                	R                              	R                 	R                       	R                             	                          	R                       	R                     	R                        	R                      	                            	R                       	F                            	F                       	R                      	R                         	R                 	R                         	R                            	R                             	                            	                        	                     	                           	F                           	                 	R                    	R                          	T                      	R                        	R                        	                       	R              	?                         	                 	R                       	                     	                             	                            	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Miocene     	                 	N17               	              	154	 925	B	 21	H	 5	  65.00	    191.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	F                             	                         	                       	R                	R                              	R                 	R                       	                              	                          	R                       	R                     	R                        	R                      	                            	R                       	F                            	F                       	R                      	R                         	                  	R                         	R                            	R                             	                            	                        	R                    	                           	F                           	R                	                     	                           	                       	                         	R                        	                       	               	                          	                 	                        	                     	                             	                            	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Miocene     	                 	N17               	              	154	 925	B	 22	H	 5	  65.00	    201.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	                         	                       	R                	                               	R                 	R                       	R                             	                          	R                       	R                     	R                        	R                      	                            	R                       	F                            	F                       	R                      	R                         	                  	R                         	R                            	                              	                            	                        	T                    	                           	F                           	T                	R                    	R                          	R                      	                         	R                        	                       	R              	                          	?                	R                       	                     	R                            	R                           	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Miocene     	                 	N17               	              	154	 925	B	 23	H	 5	  65.00	    210.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	                       	R                	R                              	R                 	R                       	R                             	                          	R                       	R                     	R                        	                       	                            	R                       	F                            	F                       	R                      	R                         	R                 	F                         	R                            	                              	                            	R                       	T                    	                           	F                           	R                	                     	                           	R                      	                         	R                        	                       	R              	                          	                 	R                       	R                    	                             	                            	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Miocene     	                 	N17               	              	154	 925	B	 24	H	 5	  65.00	    220.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	                       	R                	R                              	R                 	R                       	                              	                          	R                       	R                     	R                        	                       	                            	R                       	F                            	F                       	R                      	C                         	R                 	F                         	R                            	R                             	                            	R                       	R                    	T                          	R                           	R                	R                    	R                          	R                      	                         	R                        	R                      	R              	?                         	?                	R                       	                     	                             	                            	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Miocene     	                 	N16               	              	154	 925	B	 25	H	 5	  65.00	    229.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	                       	R                	F                              	R                 	R                       	                              	R                         	R                       	R                     	R                        	R                      	R                           	R                       	F                            	F                       	R                      	F                         	R                 	F                         	R                            	R                             	R                           	R                       	T                    	T                          	R                           	                 	R                    	R                          	R                      	T                        	?                        	R                      	T              	                          	                 	                        	                     	                             	                            	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Late Miocene     	                 	N16               	              	154	 925	B	 26	H	 5	  65.00	    239.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	                       	R                	R                              	R                 	R                       	                              	                          	R                       	R                     	R                        	R                      	                            	R                       	F                            	F                       	R                      	R                         	R                 	F                         	R                            	R                             	R                           	R                       	                     	R                          	R                           	R                	R                    	R                          	R                      	                         	                         	                       	               	                          	                 	                        	                     	                             	                            	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Middle Miocene   	                 	N15               	              	154	 925	B	 27	H	 5	  65.00	    248.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	                       	R                	R                              	                  	R                       	R                             	R                         	R                       	R                     	R                        	R                      	                            	R                       	C                            	F                       	R                      	R                         	R                 	R                         	R                            	R                             	R                           	R                       	R                    	                           	                            	                 	                     	                           	                       	                         	                         	                       	               	                          	                 	                        	                     	                             	                            	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Middle Miocene   	                 	N15               	              	154	 925	B	 28	H	 5	  65.00	    258.1500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	                       	R                	R                              	R                 	R                       	                              	R                         	R                       	R                     	R                        	R                      	                            	R                       	F                            	C                       	R                      	R                         	R                 	R                         	R                            	R                             	                            	                        	                     	                           	                            	                 	                     	                           	                       	                         	                         	                       	               	                          	                 	                        	                     	                             	                            	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Middle Miocene   	                 	N14               	              	154	 925	B	 29	H	 5	  65.00	    267.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	C                      	                 	R                              	R                 	R                       	                              	                          	R                       	R                     	R                        	R                      	                            	R                       	F                            	F                       	R                      	R                         	R                 	R                         	R                            	                              	                            	                        	                     	                           	                            	                 	                     	                           	                       	                         	                         	                       	               	                          	                 	                        	                     	                             	                            	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

  SR	Middle Miocene   	                 	N13               	              	154	 925	B	 30	H	 4	  65.00	    275.6500	Chaisson 	Planktonic Foraminifers                      	               	                  	R                             	R                        	C                      	R                	R                              	R                 	R                       	R                             	R                         	R                       	R                     	R                        	R                      	R                           	R                       	F                            	R                       	R                      	R                         	                  	                          	                             	                              	                            	                        	                     	                           	                            	                 	                     	                           	                       	                         	                         	                       	               	                          	                 	                        	                     	                             	                            	                           	                   	                                  	                     	                     	                            	                        	                      	                          	                         	                    	                    	                            	                         	                          	                       	                            	                            	                     	                     	                   	                              	                    	                          	               	                                     	                                     	                           	                      	from Leg 154SR Ch 1 Appendix

