path,type,expedition,site
NOAA/Janus_core_data/123/765c/sed_lith_123_765c_delimited_pre-janus.csv,lithology,123,765c
NOAA/Janus_core_data/123/766a/sed_lith_123_766a_delimited_pre-janus.csv,lithology,123,766a
NOAA/Janus_core_data/124/767a/sed_lith_124_767a_delimited_pre-janus.csv,lithology,124,767a
NOAA/Janus_core_data/124/767b/sed_lith_124_767b_delimited_pre-janus.csv,lithology,124,767b
NOAA/Janus_core_data/124/767c/sed_lith_124_767c_delimited_pre-janus.csv,lithology,124,767c
NOAA/Janus_core_data/124/768c/sed_lith_124_768c_delimited_pre-janus.csv,lithology,124,768c
NOAA/Janus_core_data/124/769a/sed_lith_124_769a_delimited_pre-janus.csv,lithology,124,769a
NOAA/Janus_core_data/124/769b/sed_lith_124_769b_delimited_pre-janus.csv,lithology,124,769b
NOAA/Janus_core_data/124/769c/sed_lith_124_769c_delimited_pre-janus.csv,lithology,124,769c
NOAA/Janus_core_data/124/770a/sed_lith_124_770a_delimited_pre-janus.csv,lithology,124,770a
NOAA/Janus_core_data/124/770b/sed_lith_124_770b_delimited_pre-janus.csv,lithology,124,770b
NOAA/Janus_core_data/124/770c/sed_lith_124_770c_delimited_pre-janus.csv,lithology,124,770c
NOAA/Janus_core_data/124/771a/sed_lith_124_771a_delimited_pre-janus.csv,lithology,124,771a
NOAA/Janus_core_data/124e/772a/sed_lith_124e_772a_delimited_pre-janus.csv,lithology,124e,772a
NOAA/Janus_core_data/124e/773b/sed_lith_124e_773b_delimited_pre-janus.csv,lithology,124e,773b
NOAA/Janus_core_data/124e/777a/sed_lith_124e_777a_delimited_pre-janus.csv,lithology,124e,777a
NOAA/Janus_core_data/124e/777b/sed_lith_124e_777b_delimited_pre-janus.csv,lithology,124e,777b
NOAA/Janus_core_data/124e/777c/sed_lith_124e_777c_delimited_pre-janus.csv,lithology,124e,777c
NOAA/Janus_core_data/124e/777d/sed_lith_124e_777d_delimited_pre-janus.csv,lithology,124e,777d
NOAA/Janus_core_data/124e/777e/sed_lith_124e_777e_delimited_pre-janus.csv,lithology,124e,777e
NOAA/Janus_core_data/125/778a/sed_lith_125_778a_delimited_pre-janus.csv,lithology,125,778a
NOAA/Janus_core_data/125/779a/sed_lith_125_779a_delimited_pre-janus.csv,lithology,125,779a
NOAA/Janus_core_data/125/779b/sed_lith_125_779b_delimited_pre-janus.csv,lithology,125,779b
NOAA/Janus_core_data/125/780a/sed_lith_125_780a_delimited_pre-janus.csv,lithology,125,780a
NOAA/Janus_core_data/125/780b/sed_lith_125_780b_delimited_pre-janus.csv,lithology,125,780b
NOAA/Janus_core_data/125/780c/sed_lith_125_780c_delimited_pre-janus.csv,lithology,125,780c
NOAA/Janus_core_data/125/780d/sed_lith_125_780d_delimited_pre-janus.csv,lithology,125,780d
NOAA/Janus_core_data/125/781a/sed_lith_125_781a_delimited_pre-janus.csv,lithology,125,781a
NOAA/Janus_core_data/125/782a/sed_lith_125_782a_delimited_pre-janus.csv,lithology,125,782a
NOAA/Janus_core_data/125/782b/sed_lith_125_782b_delimited_pre-janus.csv,lithology,125,782b
NOAA/Janus_core_data/125/783a/sed_lith_125_783a_delimited_pre-janus.csv,lithology,125,783a
NOAA/Janus_core_data/125/784a/sed_lith_125_784a_delimited_pre-janus.csv,lithology,125,784a
NOAA/Janus_core_data/125/785a/sed_lith_125_785a_delimited_pre-janus.csv,lithology,125,785a
NOAA/Janus_core_data/125/786a/sed_lith_125_786a_delimited_pre-janus.csv,lithology,125,786a
NOAA/Janus_core_data/126/787a/sed_lith_126_787a_delimited_pre-janus.csv,lithology,126,787a
NOAA/Janus_core_data/126/787b/sed_lith_126_787b_delimited_pre-janus.csv,lithology,126,787b
NOAA/Janus_core_data/126/788a/sed_lith_126_788a_delimited_pre-janus.csv,lithology,126,788a
NOAA/Janus_core_data/126/788c/sed_lith_126_788c_delimited_pre-janus.csv,lithology,126,788c
NOAA/Janus_core_data/126/788d/sed_lith_126_788d_delimited_pre-janus.csv,lithology,126,788d
NOAA/Janus_core_data/126/790a/sed_lith_126_790a_delimited_pre-janus.csv,lithology,126,790a
NOAA/Janus_core_data/126/790b/sed_lith_126_790b_delimited_pre-janus.csv,lithology,126,790b
NOAA/Janus_core_data/126/790c/sed_lith_126_790c_delimited_pre-janus.csv,lithology,126,790c
NOAA/Janus_core_data/126/791a/sed_lith_126_791a_delimited_pre-janus.csv,lithology,126,791a
NOAA/Janus_core_data/126/791b/sed_lith_126_791b_delimited_pre-janus.csv,lithology,126,791b
NOAA/Janus_core_data/126/792a/sed_lith_126_792a_delimited_pre-janus.csv,lithology,126,792a
NOAA/Janus_core_data/126/792b/sed_lith_126_792b_delimited_pre-janus.csv,lithology,126,792b
NOAA/Janus_core_data/126/792c/sed_lith_126_792c_delimited_pre-janus.csv,lithology,126,792c
NOAA/Janus_core_data/126/792d/sed_lith_126_792d_delimited_pre-janus.csv,lithology,126,792d
NOAA/Janus_core_data/126/792e/sed_lith_126_792e_delimited_pre-janus.csv,lithology,126,792e
NOAA/Janus_core_data/126/793a/sed_lith_126_793a_delimited_pre-janus.csv,lithology,126,793a
NOAA/Janus_core_data/126/793b/sed_lith_126_793b_delimited_pre-janus.csv,lithology,126,793b
