Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Vaughanina cubensis	Sulcoperculina sp.	Sulcoperculina dickersoni	Pseudorbitoides trechmanni	Miliolids species	Asterorbis rooki	Rotaliid taxa	Nubecularia sp.	Marssonella sp.	Sulcoperculina globosa	Foraminifers (encrusting)	Foraminifers (agglutinated taxa)	Textulariid taxa	Sulcoperculina vermunti	Antalyna sp.	Sulcoperculina obesa	Foraminifers (planispiral taxa)	Vidalina sp. cf. V. hispanica	Aeolisaccus (?) sp.	Planorbulina sp.	Discorbid taxa	Montsechiana sp.	Nummoloculina sp.	Istriloculina sp.	Pseudocyclammina sp.	Comment
  SR	Maestrichtian    	                 	                  	              	144	 874	B	  2	R	 1	  67.00	     10.3700	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	F                        	                          	F                	C               	C            	               	               	F                     	                         	                                	                	C                      	            	                    	                               	                             	                   	                	C             	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  2	R	 1	  84.00	     10.5400	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	R                 	                         	                          	                 	                	C            	               	               	                      	                         	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  2	R	 1	 126.00	     10.9600	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	F                        	                          	                 	A               	R            	               	1              	F                     	A                        	                                	                	C                      	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  2	R	 2	   1.00	     11.1200	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	F                        	                          	R                	A               	             	               	               	F                     	C                        	                                	                	C                      	            	                    	                               	                             	                   	                	C             	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  2	R	 2	  76.00	     11.8700	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	                  	                         	                          	F                	                	             	               	               	                      	                         	                                	                	                       	            	                    	                               	                             	                   	                	VA            	                	                 	A                	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  3	R	 1	  51.00	     19.7100	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	F                        	                          	                 	A               	F            	               	               	C                     	F                        	                                	                	C                      	            	                    	                               	                             	                   	R               	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  3	R	 1	 114.00	     20.3400	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	F                 	                         	                          	                 	F               	             	               	               	                      	                         	                                	                	R                      	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  3	R	 2	  37.00	     21.0400	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	F                 	F                        	                          	                 	A               	R            	               	               	                      	R                        	                                	                	F                      	            	F                   	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  3	R	 2	 118.00	     21.8500	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	F                        	                          	                 	VA              	3            	               	               	C                     	C                        	                                	                	C                      	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  4	R	 1	  31.00	     29.0100	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	F                 	F                        	                          	VA               	R               	F            	               	               	F                     	                         	                                	                	F                      	            	F                   	                               	                             	                   	                	F             	                	R                	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  4	R	 1	  36.00	     29.0600	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	                  	                         	                          	C                	                	             	               	               	                      	                         	                                	                	                       	            	                    	                               	1                            	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  4	R	 1	  53.00	     29.2300	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	C                        	                          	                 	C               	             	               	               	F                     	                         	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  5	R	 1	   8.00	     38.1800	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	C                        	                          	F                	A               	             	               	               	C                     	                         	                                	                	C                      	            	                    	                               	                             	                   	                	              	                	                 	?                	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  5	R	 1	  84.00	     38.9400	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	F                        	                          	                 	C               	R            	               	F              	F                     	                         	                                	                	C                      	            	                    	                               	                             	                   	                	F             	3               	                 	?                	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  5	R	 1	 134.00	     39.4400	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	C                        	                          	F                	A               	F            	               	1              	F                     	                         	                                	                	F                      	            	                    	                               	F                            	                   	                	F             	1               	                 	F                	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  5	R	 2	  60.00	     40.2000	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	A                 	F                        	                          	                 	VA              	             	               	               	F                     	                         	                                	                	A                      	            	                    	                               	?                            	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  5	R	 2	 100.00	     40.6000	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	C                        	                          	F                	A               	             	               	               	F                     	R                        	                                	                	                       	            	                    	                               	                             	                   	                	R             	                	                 	1                	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  6	R	 1	   0.00	     47.6000	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	                  	                         	                          	                 	                	R            	               	               	                      	                         	                                	                	                       	            	                    	                               	                             	                   	                	R             	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  6	R	 1	   8.00	     47.6800	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	                  	                         	                          	R                	                	1            	               	               	                      	                         	                                	                	                       	            	                    	                               	                             	                   	                	A             	                	?                	A                	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  6	R	 1	 127.00	     48.8700	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	C                        	                          	                 	C               	R            	               	               	F                     	                         	                                	                	C                      	            	                    	                               	                             	                   	1               	2             	1               	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  6	R	 2	   1.00	     49.1100	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	                         	                          	R                	C               	R            	               	               	C                     	                         	                                	                	C                      	            	                    	                               	                             	                   	                	R             	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  7	R	 1	  55.00	     57.7500	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	VA                	F                        	                          	F                	C               	R            	               	               	F                     	                         	                                	                	C                      	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  8	R	 1	  11.00	     67.0100	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	A                 	C                        	                          	                 	C               	F            	               	               	C                     	                         	                                	                	                       	            	                    	                               	                             	                   	                	F             	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	  9	R	 1	  99.00	     77.5900	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	A                 	C                        	                          	                 	C               	R            	               	               	A                     	A                        	                                	                	C                      	            	C                   	                               	                             	                   	VR              	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	 10	R	 1	   5.00	     86.2500	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	F                 	                         	                          	R                	R               	             	               	F              	                      	                         	                                	F               	                       	            	                    	                               	3                            	F                  	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	 11	R	 1	   1.00	     91.2100	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	C                        	                          	                 	F               	R            	               	2              	C                     	                         	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	 16	R	 1	  10.00	    116.9000	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	                         	                          	                 	cf              	R            	               	               	                      	                         	                                	1               	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	 17	R	 1	  24.00	    126.6400	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	F                 	                         	                          	R                	R               	F            	               	1              	F                     	                         	                                	                	                       	            	                    	1                              	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	 17	R	 1	  27.00	    126.6700	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	R                        	                          	R                	F               	F            	               	               	F                     	                         	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	 18	R	 1	  17.00	    136.1700	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	F                        	F                         	F                	C               	F            	               	1              	F                     	                         	                                	                	F                      	            	F                   	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Maestrichtian    	                 	                  	              	144	 874	B	 18	R	 1	  52.00	    136.5200	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	F                 	F                        	                          	                 	F               	             	               	               	F                     	                         	                                	                	F                      	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	                 	                 	                  	              	144	 874	B	 18	R	 1	  70.00	    136.7000	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	F                 	                         	                          	F                	F               	1            	               	F              	F                     	                         	                                	F               	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	                 	                 	                  	              	144	 874	B	 19	R	 1	   7.00	    143.5700	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	C                 	                         	C                         	                 	F               	             	               	               	C                     	                         	R                               	                	C                      	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	                 	                 	                  	              	144	 874	B	 19	R	 1	  11.00	    143.6100	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	A                 	A                        	C                         	F                	C               	             	               	F              	C                     	                         	                                	F               	C                      	?           	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	                 	                 	                  	              	144	 874	B	 19	R	 1	  25.00	    143.7500	Premoli Silva	Benthic Foraminifers                         	               	                  	?                  	                  	                         	C                         	R                	                	             	R              	               	                      	                         	                                	F               	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Campanian        	                 	                  	              	144	 874	B	 19	R	 1	  34.00	    143.8400	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	                  	                         	F                         	                 	                	             	R              	               	                      	                         	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Campanian        	                 	                  	              	144	 874	B	 19	R	 1	  43.00	    143.9300	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	                  	                         	F                         	                 	                	F            	               	               	                      	F                        	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Campanian        	                 	                  	              	144	 874	B	 19	R	 1	  66.00	    144.1600	Premoli Silva	Benthic Foraminifers                         	               	                  	F                  	                  	                         	C                         	                 	                	F            	               	               	                      	VA                       	F                               	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Campanian        	                 	                  	              	144	 874	B	 19	R	 1	  70.00	    144.2000	Premoli Silva	Benthic Foraminifers                         	               	                  	?                  	                  	                         	C                         	R                	R               	R            	C              	F              	                      	                         	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Campanian        	                 	                  	              	144	 874	B	 19	R	 1	  79.00	    144.2900	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	                  	                         	C                         	                 	                	             	               	               	                      	A                        	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Campanian        	                 	                  	              	144	 874	B	 19	R	 1	  99.00	    144.4900	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	                  	                         	C                         	                 	                	1            	A              	1              	                      	                         	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Campanian        	                 	                  	              	144	 874	B	 19	R	 1	 120.00	    144.7000	Premoli Silva	Benthic Foraminifers                         	               	                  	VR                 	R                 	R                        	VA                        	                 	R               	C            	               	1              	R                     	R                        	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Campanian        	                 	                  	              	144	 874	B	 19	R	 1	 133.00	    144.8300	Premoli Silva	Benthic Foraminifers                         	               	                  	                   	R                 	R                        	C                         	                 	                	             	               	1              	R                     	                         	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Campanian        	                 	                  	              	144	 874	B	 20	R	 1	   6.00	    153.1600	Premoli Silva	Benthic Foraminifers                         	               	                  	R                  	F                 	F                        	VA                        	                 	?               	R            	F              	1              	                      	                         	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

  SR	Campanian        	                 	                  	              	144	 874	B	 20	R	 1	  16.00	    153.2600	Premoli Silva	Benthic Foraminifers                         	               	                  	?                  	R                 	F                        	C                         	F                	R               	             	               	               	                      	                         	                                	                	                       	            	                    	                               	                             	                   	                	              	                	                 	                 	                    	from ODP Leg 144 SR; Ch 9; Table 3; p 176

