Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Pseudoemiliania lacunosa,Helicosphaera wallichii,Helicosphaera sellii,Helicosphaera carteri,Gephyrocapsa spp. (small),Florisphaera profunda,Coccolithus pelagicus,Ceratolithus telesmus,Ceratolithus cristatus,Calcidiscus macintyrei,Calcidiscus leptoporus,Gephyrocapsa spp. (large),Gephyrocapsa sp. medium,Helicosphaera inversa,Reticulofenestra asanoi,Gephyrocapsa sp.3 medium,Gephyrocapsa omega,Pontosphaera spp.,Discoaster pentaradiatus,Emiliania huxleyi,Comment
  IR,                 ,                 ,                  ,              ,172,1056,B,  4,H,CC,  15.00,     32.5600,Raffi    ,Nannofossils                                 ,A              ,G                 ,1                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,                      ,                      ,                      ,                         ,A                      ,C                    ,                       ,                        ,                  ,                 ,                        ,                 ,> 0.26< 0.46 - prob close to 0.46 - lacunosa reworked???
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  5,H, 2,  15.00,     33.7500,Raffi    ,Nannofossils                                 ,A              ,G                 ,+                       ,C                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,+                    ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  5,H, 3,  39.00,     34.1900,Raffi    ,Nannofossils                                 ,A              ,G                 ,+                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,+                      ,+                    ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  5,H, 5,  39.00,     37.1900,Raffi    ,Nannofossils                                 ,A              ,G                 ,-                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,F                    ,                       ,                        ,                  ,+                ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  5,H, 7, 110.00,     40.9000,Raffi    ,Nannofossils                                 ,A              ,G                 ,-                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,+                    ,                       ,                        ,                  ,+                ,                        ,                 ,Gephyrocapsids dominate the assemblage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  5,H, 8,  39.00,     41.6900,Raffi    ,Nannofossils                                 ,A              ,G                 ,-                       ,C                      ,                    ,+                    ,A                        ,                     ,-                    ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,F                    ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B,  5,H,CC,  26.00,     42.4400,Raffi    ,Nannofossils                                 ,A              ,G                 ,R                       ,                       ,                    ,                     ,                         ,                     ,                     ,                     ,                      ,                      ,+                     ,                         ,                       ,R                    ,                       ,                        ,                  ,                 ,                        ,                 ,> 0.46< 0.96 - reworking (Cretaceous)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  6,H, 1,  39.00,     41.9900,Raffi    ,Nannofossils                                 ,A              ,G                 ,+                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,+                    ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  6,H, 1,  70.00,     42.3000,Raffi    ,Nannofossils                                 ,A              ,G                 ,+                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,+                    ,                       ,                        ,+                 ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  6,H, 1, 114.00,     42.7400,Raffi    ,Nannofossils                                 ,A              ,G                 ,-                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,+                    ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  6,H, 2,  39.00,     43.4900,Raffi    ,Nannofossils                                 ,A              ,G                 ,R                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,+                    ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  6,H, 2,  70.00,     43.8000,Raffi    ,Nannofossils                                 ,A              ,G                 ,R                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,+                    ,                       ,                        ,+                 ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  6,H, 2, 114.00,     44.2400,Raffi    ,Nannofossils                                 ,A              ,G                 ,R                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,+                    ,                       ,                        ,+                 ,                 ,r                       ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  6,H, 3,  39.00,     44.9900,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,+                    ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  6,H, 3,  70.00,     45.3000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,+                      ,                    ,+                    ,A                        ,                     ,+                    ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,                     ,                       ,                        ,                  ,+                ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B,  6,H, 3, 114.00,     45.7400,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,+                      ,                    ,                     ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,A                      ,R                    ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B,  6,H,CC,  28.00,     52.0100,Raffi    ,Nannofossils                                 ,A              ,G                 ,C                       ,                       ,                    ,                     ,                         ,                     ,                     ,                     ,                      ,                      ,                      ,                         ,                       ,                     ,                       ,                        ,+                 ,                 ,                        ,                 ,> 0.46< 0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B,  7,H,CC,  40.00,     61.5000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,                      ,                      ,                      ,                         ,A                      ,                     ,                       ,C                       ,                  ,                 ,                        ,                 ,> 0.46< 0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B,  8,H,CC,  40.00,     70.9500,Raffi    ,Nannofossils                                 ,C              ,G                 ,A                       ,                       ,                    ,                     ,                         ,                     ,                     ,                     ,                      ,                      ,                      ,A                        ,A                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,> 0.46< 0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B,  9,H,CC,  25.00,     80.3200,Raffi    ,Nannofossils                                 ,C              ,                  ,A                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,                      ,                      ,                      ,                         ,A                      ,                     ,                       ,C                       ,                  ,                 ,                        ,                 ,> 0.46< 0.96- siliceous stuff - Ascydiae
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 10,H, 8,  39.00,     89.3900,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,C                        ,A                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B, 10,H,CC,  28.00,     90.1600,Raffi    ,Nannofossils                                 ,C              ,                  ,A                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,                      ,                      ,                      ,                         ,A                      ,                     ,                       ,C                       ,                  ,                 ,                        ,                 ,> 0.46< 0.96 - thoracosphaera spp - F - some more siliceous frags - terrigenous input - C floridanus et al reworked - F
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 11,H, 6,  40.00,     96.3500,Raffi    ,Nannofossils                                 ,C              ,G                 ,A                       ,+                      ,                    ,                     ,A                        ,                     ,                     ,+                    ,+                     ,                      ,+                     ,                         ,-                      ,+                    ,                       ,                        ,C                 ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 11,H, 6, 114.00,     97.0900,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,                         ,A                      ,                     ,C                      ,C                       ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B, 11,H,CC,  24.00,    100.0500,Raffi    ,Nannofossils                                 ,C              ,G                 ,A                       ,+                      ,                    ,                     ,                         ,                     ,                     ,                     ,                      ,                      ,                      ,1                        ,A                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,> 0.46< 0.96- Terrigenous input and minerals - Thoracosphaera spp.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 12,H, 2,  59.00,     99.5500,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,                         ,-                      ,                     ,A                      ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 12,H, 3,  40.00,    100.8600,Raffi    ,Nannofossils                                 ,A              ,                  ,A                       ,                       ,                    ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,                         ,R                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 12,H, 5, 144.00,    104.9000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,                         ,-                      ,                     ,+                      ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 12,H, 8,   4.00,    108.0000,Raffi    ,Nannofossils                                 ,A              ,VG                ,A                       ,                       ,                    ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,                         ,-                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B, 12,H,CC,  37.00,    109.2200,Raffi    ,Nannofossils                                 ,C              ,                  ,A                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,                      ,                      ,                      ,                         ,-                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,> 0.96< 1.24 - Terrigenous clay input - S belemnos grp & C nitescens - F reworked
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B, 13,H,CC,  29.00,    118.8000,Raffi    ,Nannofossils                                 ,C              ,                  ,A                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,                      ,                      ,                      ,                         ,-                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,> 0.96< 1.24- D penteradiatus reworked
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 14,H, 1,  70.00,    118.3000,Raffi    ,Nannofossils                                 ,C              ,M                 ,C                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,                      ,                      ,A                     ,                         ,r                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,abundant terrigenous input
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 14,H, 2,  70.00,    119.8000,Raffi    ,Nannofossils                                 ,C              ,M                 ,A                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,                      ,                      ,                      ,                         ,-                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,abundant terrigenous input
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 14,H, 3,  70.00,    121.3000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,                         ,-                      ,                     ,+                      ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 14,H, 4,  65.00,    122.7500,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,                     ,A                        ,                     ,                     ,                     ,C                     ,+                     ,                      ,-                        ,-                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 14,H, 5,  70.00,    124.3000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,-                        ,-                      ,+                    ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 14,H, 6,  70.00,    125.8000,Raffi    ,Nannofossils                                 ,C              ,M                 ,C                       ,+                      ,                    ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,-                        ,-                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B, 14,H,CC,  36.00,    127.8500,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,C                    ,A                        ,                     ,F                    ,                     ,                      ,                      ,A                     ,-                        ,-                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,> 0.96< 1.24 - few diatom frags - trace reworked Discoaster spp.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 15,H, 1,  39.00,    127.4900,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,C                        ,R                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 15,H, 4,  39.00,    131.1700,Raffi    ,Nannofossils                                 ,C              ,G                 ,A                       ,                       ,                    ,                     ,                         ,                     ,                     ,                     ,+                     ,                      ,+                     ,C                        ,C                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,"siceous fragments, diatoms and rads"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 15,H, 5,  39.00,    132.6700,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,C                        ,C                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,abundant Diatoms
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 15,H, 6,  39.00,    134.1700,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,                    ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,C                        ,A                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 15,H, 6, 114.00,    134.9200,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,+                   ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,-                        ,A                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 15,H, 7,  39.00,    135.6700,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,C                   ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,C                        ,C                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B, 15,H,CC,  39.00,    137.9000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,R                      ,C                   ,F                    ,A                        ,                     ,                     ,                     ,                      ,                      ,C                     ,R                        ,C                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,> 1.25< 1.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 16,H, 2,  70.00,    137.8400,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,C                   ,C                    ,A                        ,                     ,C                    ,                     ,+                     ,                      ,+                     ,C                        ,A                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 16,H, 3,  70.00,    139.3400,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,A                   ,C                    ,A                        ,                     ,A                    ,                     ,+                     ,                      ,+                     ,C                        ,A                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 16,H, 6,  62.00,    143.7600,Raffi    ,Nannofossils                                 ,C              ,G                 ,A                       ,                       ,C                   ,C                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,F                        ,C                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 16,H, 7,  70.00,    145.3400,Raffi    ,Nannofossils                                 ,C              ,G                 ,A                       ,                       ,+                   ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,F                        ,C                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B, 16,H,CC,  41.00,    147.4200,Raffi    ,Nannofossils                                 ,               ,                  ,A                       ,R                      ,F                   ,F                    ,A                        ,                     ,+                    ,                     ,                      ,                      ,C                     ,-                        ,A                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,< 1.58> 1.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 17,H, 3,  61.00,    148.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,A                       ,                       ,A                   ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,-                        ,C                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 17,H, 4,  40.00,    149.8900,Raffi    ,Nannofossils                                 ,A              ,                  ,A                       ,                       ,C                   ,+                    ,A                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,C                        ,C                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,172,1056,B, 17,H, 5,  70.00,    151.6900,Raffi    ,Nannofossils                                 ,C              ,M                 ,C                       ,                       ,A                   ,+                    ,C                        ,                     ,                     ,                     ,+                     ,                      ,+                     ,-                        ,R                      ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,abundant terrigenous input
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1056,B, 17,H,CC,  41.00,    158.0200,Raffi    ,Nannofossils                                 ,               ,                  ,A                       ,F                      ,A                   ,C                    ,A                        ,A                    ,F                    ,F                    ,R                     ,-                     ,C                     ,                         ,                       ,                     ,                       ,                        ,                  ,                 ,                        ,                 ,"< 1.58> 1.67- rare diatom frags - reworked D. broweri (1), D variabilis (1), R umbilica/pseudoumbilica (round-12 um) (1)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
