Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tanyosphaeridium sp. A,Tanyosphaeridium boletus,Systematophora palmula,Systematophora areolata,Spiniferites spp.,Sentusidinium spp.,Senoniasphaera sp. cf. S. ptomatis,Scriniodinium (?) campanula,Scriniodinium attadalense,Rigaudella aemula,Prolixosphaeridium parvispinum,Pareodinia spp.,Oligosphaeridium cf. O. asterigerum,Meiourogonyaulax sp. B,Meiourogonyaulax maculata,Leptodinium spp.,Kleithriasphaeridium fasciatum,Kallosphaeridium norvickii,Hystrichosphaeridium pachydermum,Gonyaulacysta jurassica,Eyrea nebulosa,Egmontodinium torynum,Dissiliodinium spp.,Dinocyst sp. nov. A,Cometodinium whitei,Cleistosphaeridium spp.,Circulodinium colliveri,Chytroeisphaeridia chytroeides,Batiacasphaera subtilis,Batiacasphaera spp.,Avellodinium spp. ,Apteodinium granulatum,Aldorfia (?)  sp. A,Aldorfia deflandrei,Achomosphaera (?) neptuni,Yalkalpodinium scutum,Tubotuberella vlamingii,Prolixosphaeridium inequiornatum,Oligosphaeridium sp. cf. O. poculum,Occisucysta tenuiceras,Micrhystridium spp.,Meiourogonyaulax stoveri,Leptodinium (?) sp. B,Leptodinium pinnosum,Leptodinium eumorphum,Hystrichosphaeridium petilum,Hystrichodinium spp.,Gonyaulacysta helicoidea,Gardodinium sp. cf. G. attenuatum,Exochosphaeridium robustum,Druggidium spp.,Dollidinium sinuosum,Dissimulidinium lobispinosum,Dinocyst sp. C,Dinocyst sp. B,Dingodinium jurassicum,Dapsilidinium warrenii,Circulodinium deflandrei,Chlamydophorella nyei,Cassiculosphaeridia magna,Canninginopsis tabulata,Canningia reticulata,Broomea simplex,Belodinium dysculum,Batioladinium reticulatum,Batioladinium micropodum,Batiacasphaera sp. A,Aprobolocysta (?) galeata,Kaiwaradinium scrutillinum,Sirmiodinium grossii,Phoberocysta neocomica,Muderongia tetracantha,Muderongia australis,Epitricysta sp. A,Cribroperidinium aparsium,Batiacasphaera imperfecta,Pterospermella australiensis,Impagidinium phlyctaena,Exochosphaeridium phragmites,Exochosphaeridium arnace,Epitricysta vinckensis,Epelidosphaeridia colligata,Cribroperidinium muderongense,Cribroperidinium leedervillense,Apteodinium maculatum,Meiourogonyaulax (?) sp. A,Leptodinium simplex,Herendeenia postprojecta,Dingodinium cerviculum,Carpodinium granulatum,Leptodinium asymmetricum,Kiokansium polypes,Cymatiosphaera spp.,Cribroperidinium sp. cf. C. asarotum,Cribroperidinium sp. A,Rhombodella paucispina,Pyxidiella tumida,Coronifera oceanica,Cleistosphaeridium ancoriferum,Fibradinium variculum,Exiguisphaera phragma,Odontochitina operculata,Kleithriasphaeridium simplicispinum,Exochosphaeridium sp. A,Cassiculosphaeridia reticulata,Wallodinium luna,Veryhachium spp.,Pterospermella aureolata,Platycystidia eisenackii,Nummus spp.,Muderongia macwhaei,Fromea monilifera,Fromea amphora,Circulodinium hirtellum,Cernicysta helbyi,Batioladinium jaegeri,Oligosphaeridium anthophorum,Escharisphaeridia sp. A,Cassiculosphaeridia sp. A,Oligosphaeridium pulcherrimum,Oligosphaeridium complex,Lanterna (?) sp. A,Kallosphaeridium sp. A,Cribroperidinium sp. B,Leptodinium tunellum,Batioladinium longicornutum,Pyxidinopsis challengerensis,Batiacasphaera scrobiculata,Angustidinium acribes,Leptodinium (?) sp. A,Florentinia mantellii,Elytrocysta circulata,Dinocyst sp. A,Diconodinium davidii,Ascodinium sp. A,Prolixosphaeridium spp.,Trichodinium castanea,Pseudoceratium turneri,Palaeoperidinium cretaceum,Hystrichosphaeropsis sp. A,Hapsocysta peridictya,Cribroperidinium edwardsii,Codoniella campanulata,Chichaouadinium boydii,Canninginopsis intermedia,Callaoisphaeridium asymmetricum,Ascodinium (?) sp. A,Adnatosphaeridium tutulosum,Wallodinium krutzschii,Schizocystia laevigata,Protoellipsodinium densispinum,Heslertonia striata,Diconodinium pusillum,Systematophora placacantha,Polysphaeridium zoharyi,Impagidinium aculeatum,Batiacasphaera micropapillata,Operculodinium janduchenei,Impagidinium patulum,Impagidinium paradoxum,Spiniferites ramosus,Spiniferites hyperacanthus,Spiniferites bulloideus,Pyxidinopsis sp.,Operculodinium israelianum,Operculodinium centrocarpum,Impagidinium strialatum,Tectatodinium sp.,Nematosphaeropsis lemniscata,Spiniferites mirabilis,Impletosphaeridium spp.,Achomosphaera sp.,Spiniferites rubinus,Operculodinium echigoense,Hystrichokolpoma rigaudiae,Dapsilidinium pastielsii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 51,R,CC,  23.00,    832.7300,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,C              ,                  ,                      ,                        ,                      ,                       ,T                ,R                 ,                                  ,                           ,                         ,                 ,T                             ,               ,                                   ,                      ,                         ,T               ,                              ,                          ,                                ,                       ,              ,                     ,F                  ,                   ,                   ,                       ,                       ,                              ,T                      ,T                  ,                  ,T                     ,                   ,                   ,                         ,R                    ,                       ,                                ,                                   ,T                     ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,                          ,T              ,                    ,                            ,              ,              ,                      ,                      ,R                       ,T                    ,R                        ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,T                     ,T                   ,                 ,                         ,F                        ,                            ,                       ,T                           ,                        ,T                     ,                           ,T                            ,                               ,                     ,                          ,R                  ,T                       ,T                     ,T                     ,                        ,                  ,                   ,A                                   ,T                     ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 52,R, 1, 150.00,    836.0000,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,C              ,                  ,                      ,                        ,                      ,                       ,R                ,R                 ,                                  ,                           ,                         ,                 ,T                             ,               ,                                   ,                      ,                         ,T               ,                              ,T                         ,                                ,                       ,              ,                     ,A                  ,                   ,                   ,T                      ,                       ,                              ,R                      ,T                  ,                  ,                      ,                   ,                   ,                         ,T                    ,                       ,                                ,                                   ,T                     ,                   ,                        ,                     ,                    ,                     ,                            ,T                   ,                        ,                                 ,T                         ,T              ,                    ,                            ,              ,              ,                      ,                      ,T                       ,R                    ,T                        ,                       ,                    ,               ,R                  ,                         ,T                       ,                    ,T                        ,                          ,                    ,                      ,R                     ,T                   ,                 ,                         ,F                        ,                            ,T                      ,                            ,T                       ,T                     ,                           ,                             ,                               ,                     ,T                         ,F                  ,R                       ,T                     ,F                     ,T                       ,T                 ,T                  ,A                                   ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,Phoberocysta neocomica presence uncertain; from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 52,R, 2,  36.00,    836.3600,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,                  ,                      ,T                       ,                      ,                       ,F                ,                  ,                                  ,                           ,                         ,                 ,T                             ,               ,T                                  ,                      ,                         ,T               ,                              ,                          ,                                ,                       ,              ,                     ,F                  ,                   ,T                  ,R                      ,                       ,                              ,R                      ,T                  ,                  ,T                     ,                   ,                   ,                         ,T                    ,                       ,                                ,                                   ,T                     ,                   ,                        ,                     ,                    ,                     ,R                           ,T                   ,                        ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,R                       ,T                    ,R                        ,                       ,                    ,               ,T                  ,                         ,                        ,                    ,T                        ,                          ,                    ,                      ,T                     ,R                   ,                 ,A                        ,R                        ,                            ,T                      ,R                           ,                        ,                      ,                           ,                             ,                               ,T                    ,T                         ,R                  ,R                       ,T                     ,R                     ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,Druggidium spp.presence uncertain from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 54,R, 4,  49.00,    858.4900,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,                  ,                      ,                        ,                      ,                       ,T                ,R                 ,                                  ,                           ,                         ,                 ,T                             ,               ,R                                  ,                      ,                         ,R               ,                              ,                          ,                                ,                       ,              ,                     ,                   ,                   ,                   ,                       ,T                      ,                              ,C                      ,T                  ,                  ,T                     ,                   ,                   ,                         ,T                    ,T                      ,F                               ,T                                  ,                      ,                   ,T                       ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,T                         ,               ,                    ,                            ,              ,              ,                      ,                      ,A                       ,                     ,C                        ,                       ,T                   ,               ,                   ,                         ,                        ,                    ,                         ,F                         ,T                   ,R                     ,T                     ,R                   ,R                ,F                        ,T                        ,T                           ,T                      ,T                           ,T                       ,T                     ,T                          ,R                            ,T                              ,T                    ,                          ,                   ,                        ,                      ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,Trace occurrences of reworked Triassic taxa; from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 54,R,CC,   0.00,    859.4100,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,                  ,                      ,                        ,                      ,                       ,                 ,                  ,                                  ,                           ,                         ,                 ,T                             ,               ,T                                  ,                      ,                         ,                ,                              ,                          ,                                ,                       ,              ,                     ,                   ,                   ,                   ,                       ,R                      ,                              ,C                      ,                   ,                  ,                      ,                   ,                   ,                         ,T                    ,                       ,R                               ,                                   ,                      ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,T                         ,               ,                    ,                            ,              ,              ,                      ,                      ,A                       ,                     ,F                        ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,C                         ,T                   ,R                     ,T                     ,T                   ,T                ,F                        ,C                        ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,                      ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,Trace occurrences of reworked Triassic taxa; from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 58,R, 2,  14.00,    892.8400,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,T              ,                  ,                      ,                        ,                      ,                       ,                 ,                  ,                                  ,                           ,                         ,                 ,                              ,               ,                                   ,                      ,                         ,                ,                              ,                          ,                                ,                       ,              ,                     ,                   ,                   ,                   ,                       ,                       ,                              ,                       ,                   ,                  ,                      ,                   ,                   ,                         ,                     ,                       ,                                ,                                   ,                      ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,                        ,R                    ,                         ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,F                         ,                    ,                      ,                      ,                    ,                 ,                         ,                         ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,                      ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 59,R, 4, 105.00,    903.4500,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,                  ,T                     ,T                       ,R                     ,T                      ,T                ,A                 ,T                                 ,T                          ,R                        ,T                ,T                             ,T              ,F                                  ,R                     ,                         ,T               ,T                             ,T                         ,T                               ,F                      ,              ,R                    ,T                  ,T                  ,T                  ,T                      ,R                      ,T                             ,F                      ,T                  ,F                 ,A                     ,F                  ,T                  ,T                        ,T                    ,T                      ,T                               ,T                                  ,T                     ,T                  ,T                       ,T                    ,T                   ,T                    ,T                           ,T                   ,T                       ,T                                ,R                         ,T              ,T                   ,T                           ,T             ,T             ,T                     ,T                     ,T                       ,T                    ,F                        ,T                      ,T                   ,T              ,T                  ,T                        ,T                       ,T                   ,T                        ,                          ,                    ,                      ,                      ,                    ,                 ,                         ,                         ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,                      ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,Fromea monilifera presence uncertain; Trace occurrences of reworked Triassic taxa; from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 59,R, 5,   8.00,    903.9800,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,                  ,T                     ,T                       ,F                     ,R                      ,T                ,F                 ,T                                 ,R                          ,R                        ,T                ,T                             ,R              ,F                                  ,T                     ,T                        ,T               ,T                             ,T                         ,F                               ,R                      ,T             ,R                    ,R                  ,T                  ,T                  ,T                      ,T                      ,T                             ,R                      ,T                  ,R                 ,A                     ,T                  ,T                  ,T                        ,                     ,                       ,                                ,                                   ,                      ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,                        ,                     ,                         ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,                      ,                    ,                 ,                         ,                         ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,                      ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
