Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus neoabies	Sphenolithus abies	Spenaster metula	Scyphosphaera globulata	Reticulofenestra pseudoumbilica	Reticulofenestra minutula/ R.haqii	Discoaster variabilis	Discoaster surculus	Discoaster stellulus	Discoaster quinqueramus	Discoaster intercalaris	Discoaster brouweri	Discoaster berggrenii	Coccolithus pelagicus	Calcidiscus macintyrei	Calcidiscus leptoporus	Angulolithina arca	Amaurolithus primus	Reticulofenestra minuta	Dictyococcites antarcticus	Amaurolithus amplificus	Helicosphaera carteri	Discoaster pseudovariabilis	Discoaster pentaradiatus	Dictyococcites productus	Neosphaera coccolithomorpha	Pseudoemiliania lacunosa	Amaurolithus delicatus	Discoaster triradiatus	Amaurolithus tricorniculatus	Helicosphaera sellii	Coccolithus streckerii	Ceratolithus rugosus	Ceratolithus acutus	Discoaster asymmetricus	Gephyrocapsa spp.	Discoaster tamalis	Pontosphaera scutellum	Pontosphaera japonica	Pontosphaera discopora	Umbilicosphaera sibogae	Ceratolithus telesmus	Umbellosphaera spp.	Rhabdosphaera clavigera	Thoracosphaera spp.	Ceratolithus cristatus	Helicosphaera neogranulata	Gephyrocapsa oceanica	Emiliania huxleyi	Comment

  SR	Pleistocene      	                 	NN19              	              	111	 677	A	  5	H	CC	   9.00	     44.1800	Houghton 	Nannofossils                                 	C              	M                 	                     	                  	                	                       	                               	                                  	                     	                   	                    	                       	                       	                   	                     	                     	                      	A                     	                  	                   	                       	                          	                       	R                    	                           	                        	                        	                           	C                       	                      	                      	                            	                    	                      	                    	                   	                       	C                	                  	                      	R                    	R                     	R                      	                     	                   	                       	                   	R                     	R                         	C                    	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Pleistocene      	                 	NN19              	              	111	 677	A	  6	H	 3	  10.00	     47.3000	Houghton 	Nannofossils                                 	F              	P                 	                     	                  	                	                       	                               	F                                 	                     	                   	                    	                       	                       	                   	                     	                     	                      	C                     	                  	                   	                       	                          	                       	F                    	                           	                        	R                       	R                          	A                       	                      	                      	                            	                    	                      	                    	                   	                       	C                	                  	                      	                     	                      	                       	R                    	                   	                       	                   	R                     	                          	R                    	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Pleistocene      	                 	NN19              	              	111	 677	A	  6	H	 6	  78.00	     52.4800	Houghton 	Nannofossils                                 	F              	M                 	                     	                  	                	                       	                               	F                                 	                     	                   	                    	                       	                       	                   	                     	                     	                      	C                     	                  	                   	                       	                          	                       	R                    	                           	                        	R                       	                           	A                       	                      	                      	                            	R                   	R                     	R                   	                   	                       	C                	                  	                      	R                    	R                     	                       	                     	                   	                       	                   	R                     	                          	C                    	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Pleistocene      	                 	NN19              	              	111	 677	A	  6	H	CC	  23.00	     54.0900	Houghton 	Nannofossils                                 	C              	M                 	                     	                  	                	                       	                               	R                                 	                     	                   	                    	                       	                       	                   	                     	R                    	                      	F                     	                  	                   	                       	                          	                       	R                    	                           	                        	R                       	R                          	A                       	                      	                      	                            	F                   	                      	                    	                   	                       	C                	                  	R                     	                     	R                     	R                      	                     	                   	R                      	                   	                      	R                         	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Pleistocene      	                 	NN19              	              	111	 677	A	  7	H	 3	  45.00	     57.1500	Houghton 	Nannofossils                                 	F              	M                 	                     	                  	                	R                      	                               	R                                 	                     	                   	                    	                       	                       	                   	                     	F                    	                      	C                     	                  	                   	                       	                          	                       	R                    	                           	                        	                        	R                          	A                       	                      	                      	                            	R                   	R                     	                    	                   	                       	C                	                  	                      	                     	                      	                       	                     	                   	                       	                   	R                     	R                         	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Pleistocene      	                 	NN19              	              	111	 677	A	  7	H	 6	  84.00	     62.0400	Houghton 	Nannofossils                                 	F              	M                 	                     	                  	                	                       	                               	F                                 	                     	                   	                    	                       	                       	                   	                     	C                    	R                     	C                     	                  	                   	                       	                          	                       	F                    	                           	                        	F                       	                           	C                       	                      	                      	                            	R                   	                      	R                   	                   	                       	C                	                  	                      	R                    	                      	R                      	                     	                   	                       	                   	                      	R                         	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Pleistocene      	                 	NN19              	              	111	 677	A	  7	H	CC	  16.00	     63.4000	Houghton 	Nannofossils                                 	C              	G                 	                     	                  	                	R                      	                               	F                                 	                     	                   	                    	                       	                       	                   	                     	R                    	F                     	F                     	                  	                   	                       	                          	                       	R                    	                           	                        	R                       	R                          	A                       	                      	                      	                            	F                   	                      	R                   	                   	                       	A                	                  	R                     	R                    	R                     	R                      	R                    	R                  	                       	R                  	                      	R                         	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Pleistocene      	                 	NN19              	              	111	 677	A	  8	H	CC	  36.00	     72.9800	Houghton 	Nannofossils                                 	F              	M                 	                     	                  	                	                       	                               	F                                 	                     	                   	                    	                       	                       	                   	                     	C                    	R                     	R                     	                  	                   	F                      	                          	                       	R                    	                           	                        	R                       	                           	A                       	                      	                      	                            	C                   	                      	                    	                   	                       	A                	                  	R                     	R                    	R                     	                       	                     	                   	                       	                   	R                     	R                         	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN19              	              	111	 677	A	  9	H	CC	  17.00	     81.8400	Houghton 	Nannofossils                                 	F              	M                 	                     	                  	                	R                      	                               	F                                 	                     	                   	                    	                       	                       	                   	                     	C                    	F                     	F                     	                  	                   	F                      	                          	                       	R                    	                           	                        	R                       	                           	A                       	                      	                      	                            	F                   	                      	                    	                   	                       	A                	                  	                      	R                    	                      	                       	                     	R                  	                       	                   	                      	R                         	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN19              	              	111	 677	A	 10	H	 1	  95.00	     83.1500	Houghton 	Nannofossils                                 	F              	M                 	                     	                  	                	                       	                               	F                                 	                     	                   	                    	                       	                       	                   	                     	C                    	F                     	R                     	                  	                   	C                      	                          	                       	                     	                           	                        	F                       	                           	C                       	                      	                      	                            	F                   	R                     	                    	                   	                       	A                	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	R                         	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN18              	              	111	 677	A	 10	H	 4	  75.00	     87.4500	Houghton 	Nannofossils                                 	F              	M                 	                     	                  	                	R                      	                               	C                                 	                     	                   	                    	                       	                       	R                  	                     	F                    	R                     	R                     	                  	                   	A                      	                          	                       	                     	                           	                        	                        	                           	C                       	                      	                      	                            	F                   	                      	                    	                   	                       	C                	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	R                         	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN18              	              	111	 677	A	 10	H	CC	  23.00	     91.9600	Houghton 	Nannofossils                                 	C              	M                 	                     	                  	                	R                      	                               	A                                 	                     	                   	                    	                       	                       	F                  	                     	C                    	C                     	F                     	R                 	                   	A                      	                          	                       	R                    	                           	                        	C                       	                           	A                       	                      	                      	                            	F                   	                      	                    	                   	                       	C                	                  	R                     	                     	R                     	R                      	                     	                   	                       	R                  	R                     	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN18              	              	111	 677	A	 11	H	CC	  33.00	    101.6700	Houghton 	Nannofossils                                 	C              	M                 	                     	                  	                	R                      	                               	C                                 	                     	                   	                    	                       	                       	F                  	                     	F                    	F                     	R                     	R                 	                   	F                      	                          	                       	                     	                           	                        	R                       	                           	A                       	                      	R                     	                            	C                   	                      	                    	                   	                       	F                	                  	                      	R                    	R                     	R                      	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN18              	              	111	 677	A	 12	H	 3	  95.00	    105.1500	Houghton 	Nannofossils                                 	F              	M                 	                     	                  	                	                       	                               	C                                 	                     	                   	                    	                       	                       	F                  	                     	C                    	F                     	F                     	R                 	                   	C                      	                          	                       	R                    	                           	                        	F                       	                           	C                       	                      	                      	                            	F                   	                      	R                   	                   	                       	F                	                  	                      	                     	                      	                       	R                    	                   	R                      	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN17              	              	111	 677	A	 12	H	CC	  22.00	    111.0600	Houghton 	Nannofossils                                 	C              	M                 	                     	                  	                	R                      	                               	A                                 	                     	                   	                    	                       	                       	C                  	                     	C                    	F                     	F                     	                  	                   	A                      	                          	                       	R                    	                           	R                       	F                       	                           	A                       	                      	                      	                            	C                   	                      	R                   	                   	R                      	F                	                  	                      	F                    	R                     	                       	                     	R                  	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN16              	              	111	 677	A	 13	H	CC	  23.00	    120.6500	Houghton 	Nannofossils                                 	C              	G                 	                     	                  	                	R                      	                               	A                                 	                     	R                  	                    	                       	                       	C                  	                     	C                    	R                     	F                     	R                 	                   	A                      	                          	                       	F                    	                           	R                       	R                       	R                          	C                       	                      	R                     	                            	F                   	                      	R                   	                   	R                      	R                	                  	                      	F                    	R                     	R                      	R                    	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN16              	              	111	 677	A	 14	H	CC	  19.00	    130.0100	Houghton 	Nannofossils                                 	C              	G                 	                     	                  	                	R                      	                               	A                                 	                     	R                  	                    	                       	                       	C                  	                     	C                    	C                     	C                     	R                 	                   	A                      	                          	                       	                     	                           	F                       	F                       	R                          	A                       	                      	                      	                            	C                   	                      	R                   	                   	R                      	R                	R                 	                      	                     	                      	R                      	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN16              	              	111	 677	A	 15	H	CC	  23.00	    139.6900	Houghton 	Nannofossils                                 	C              	G                 	                     	                  	                	                       	                               	A                                 	F                    	F                  	                    	                       	                       	C                  	                     	C                    	C                     	C                     	R                 	                   	A                      	                          	                       	                     	                           	F                       	C                       	                           	A                       	                      	                      	                            	F                   	                      	                    	                   	R                      	R                	R                 	                      	R                    	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Pliocene    	                 	NN16              	              	111	 677	A	 16	X	CC	   8.00	    148.6700	Houghton 	Nannofossils                                 	C              	G                 	                     	                  	                	R                      	                               	A                                 	                     	R                  	                    	                       	                       	F                  	                     	R                    	R                     	C                     	R                 	                   	A                      	                          	                       	R                    	                           	R                       	R                       	                           	A                       	                      	                      	                            	R                   	                      	R                   	                   	F                      	                 	R                 	R                     	R                    	R                     	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Early Pliocene   	                 	NN14              	NN15          	111	 677	A	 17	X	CC	  27.00	    151.8400	Houghton 	Nannofossils                                 	C              	G                 	F                    	R                 	R               	R                      	R                              	C                                 	R                    	R                  	                    	                       	                       	F                  	                     	R                    	C                     	C                     	R                 	                   	A                      	                          	                       	F                    	                           	F                       	C                       	                           	C                       	                      	R                     	R                           	F                   	R                     	R                   	                   	R                      	R                	R                 	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Early Pliocene   	                 	NN14              	NN15          	111	 677	A	 18	X	 2	  95.00	    156.2500	Houghton 	Nannofossils                                 	C              	G                 	F                    	F                 	F               	R                      	R                              	A                                 	R                    	R                  	                    	                       	R                      	R                  	                     	R                    	C                     	C                     	R                 	                   	A                      	                          	                       	R                    	                           	F                       	C                       	                           	A                       	                      	R                     	                            	                    	                      	R                   	                   	R                      	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Early Pliocene   	                 	NN14              	NN15          	111	 677	A	 18	X	CC	   0.00	    159.8000	Houghton 	Nannofossils                                 	C              	M                 	R                    	F                 	F               	R                      	C                              	A                                 	R                    	R                  	                    	                       	F                      	F                  	                     	R                    	F                     	C                     	R                 	                   	A                      	                          	                       	F                    	                           	R                       	F                       	R                          	C                       	                      	                      	                            	                    	                      	R                   	                   	R                      	R                	R                 	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Early Pliocene   	                 	NN14              	NN15          	111	 677	A	 19	X	 6	 144.00	    172.4400	Houghton 	Nannofossils                                 	C              	M                 	C                    	C                 	R               	R                      	C                              	C                                 	F                    	R                  	                    	                       	R                      	F                  	                     	R                    	F                     	C                     	R                 	                   	A                      	R                         	                       	F                    	                           	R                       	F                       	                           	F                       	                      	                      	                            	R                   	                      	R                   	                   	R                      	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Early Pliocene   	                 	NN14              	NN15          	111	 677	A	 20	X	CC	  26.00	    180.9300	Houghton 	Nannofossils                                 	A              	G                 	C                    	C                 	C               	R                      	C                              	C                                 	                     	R                  	                    	                       	R                      	C                  	                     	F                    	F                     	F                     	R                 	                   	A                      	                          	                       	                     	                           	R                       	F                       	                           	F                       	R                     	R                     	R                           	                    	                      	R                   	R                  	F                      	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Early Pliocene   	                 	NN13              	              	111	 677	A	 21	X	CC	  15.00	    185.7200	Houghton 	Nannofossils                                 	C              	G                 	C                    	C                 	C               	R                      	A                              	A                                 	F                    	R                  	                    	                       	F                      	R                  	                     	R                    	F                     	F                     	R                 	R                  	A                      	                          	R                      	R                    	R                          	                        	F                       	                           	F                       	R                     	R                     	R                           	                    	                      	R                   	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Early Pliocene   	                 	NN13              	              	111	 677	A	 22	X	CC	  30.00	    199.7100	Houghton 	Nannofossils                                 	C              	M                 	R                    	C                 	C               	R                      	F                              	A                                 	                     	R                  	                    	                       	                       	R                  	                     	R                    	F                     	R                     	R                 	                   	A                      	                          	                       	R                    	                           	F                       	F                       	                           	F                       	                      	R                     	                            	                    	                      	R                   	R                  	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Early Pliocene   	                 	NN12              	              	111	 677	A	 23	X	 3	  76.00	    205.8600	Houghton 	Nannofossils                                 	C              	G                 	R                    	F                 	F               	R                      	C                              	A                                 	                     	R                  	                    	                       	                       	R                  	                     	R                    	R                     	F                     	R                 	R                  	A                      	                          	                       	R                    	                           	                        	R                       	                           	F                       	R                     	R                     	                            	R                   	                      	                    	R                  	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Early Pliocene   	                 	NN12              	              	111	 677	A	 23	X	CC	  30.00	    209.1600	Houghton 	Nannofossils                                 	A              	G                 	F                    	C                 	F               	R                      	C                              	A                                 	                     	R                  	                    	                       	F                      	R                  	                     	R                    	F                     	R                     	R                 	                   	A                      	                          	                       	R                    	R                          	R                       	F                       	                           	F                       	                      	R                     	                            	F                   	                      	                    	R                  	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN12              	              	111	 677	A	 24	X	 3	  65.00	    215.3500	Houghton 	Nannofossils                                 	C              	M                 	F                    	R                 	C               	F                      	C                              	A                                 	F                    	R                  	                    	                       	                       	R                  	                     	R                    	C                     	F                     	R                 	                   	A                      	                          	                       	R                    	                           	R                       	R                       	                           	F                       	                      	                      	                            	                    	                      	R                   	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN12              	              	111	 677	A	 24	X	CC	  22.00	    221.2700	Houghton 	Nannofossils                                 	C              	M                 	R                    	R                 	F               	R                      	C                              	A                                 	R                    	R                  	                    	                       	                       	R                  	                     	C                    	F                     	R                     	R                 	R                  	A                      	R                         	R                      	R                    	R                          	R                       	F                       	R                          	F                       	R                     	                      	                            	R                   	                      	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN11              	              	111	 677	A	 25	X	CC	  35.00	    229.0600	Houghton 	Nannofossils                                 	C              	P                 	F                    	R                 	C               	R                      	C                              	A                                 	                     	R                  	F                   	F                      	                       	R                  	R                    	C                    	R                     	R                     	R                 	R                  	A                      	F                         	                       	                     	R                          	R                       	C                       	R                          	F                       	                      	                      	                            	                    	R                     	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN11              	              	111	 677	A	 26	X	CC	   5.00	    239.8000	Houghton 	Nannofossils                                 	A              	M                 	C                    	C                 	C               	R                      	C                              	A                                 	                     	F                  	F                   	C                      	                       	                   	R                    	C                    	R                     	R                     	R                 	R                  	A                      	F                         	                       	R                    	                           	R                       	R                       	                           	F                       	R                     	R                     	                            	                    	                      	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN11              	              	111	 677	A	 27	X	CC	  31.00	    249.2200	Houghton 	Nannofossils                                 	C              	M                 	F                    	C                 	C               	R                      	C                              	A                                 	R                    	F                  	F                   	R                      	                       	                   	R                    	C                    	F                     	R                     	R                 	                   	A                      	F                         	                       	R                    	F                          	F                       	R                       	                           	F                       	                      	R                     	                            	F                   	                      	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN11              	              	111	 677	A	 28	X	CC	  38.00	    256.7800	Houghton 	Nannofossils                                 	C              	M                 	C                    	C                 	C               	R                      	C                              	A                                 	                     	R                  	F                   	C                      	                       	F                  	R                    	C                    	F                     	R                     	R                 	                   	C                      	F                         	                       	R                    	R                          	F                       	                        	R                          	                        	                      	R                     	R                           	                    	                      	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN11              	              	111	 677	A	 29	X	CC	  26.00	    265.5200	Houghton 	Nannofossils                                 	C              	M                 	C                    	C                 	C               	R                      	C                              	A                                 	R                    	R                  	C                   	F                      	R                      	F                  	F                    	F                    	F                     	R                     	R                 	R                  	A                      	C                         	R                      	R                    	R                          	R                       	R                       	R                          	R                       	R                     	                      	                            	                    	                      	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN11              	              	111	 677	A	 30	X	CC	  29.00	    275.7700	Houghton 	Nannofossils                                 	C              	M                 	C                    	C                 	C               	R                      	C                              	A                                 	F                    	R                  	                    	R                      	F                      	F                  	                     	                     	R                     	                      	R                 	                   	C                      	F                         	                       	R                    	                           	R                       	                        	R                          	                        	                      	                      	                            	                    	                      	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN11              	              	111	 677	A	 31	X	CC	  29.00	    288.9700	Houghton 	Nannofossils                                 	C              	M                 	C                    	C                 	C               	R                      	C                              	A                                 	F                    	R                  	                    	C                      	F                      	                   	F                    	A                    	C                     	F                     	                  	R                  	C                      	F                         	                       	R                    	F                          	F                       	F                       	                           	                        	                      	                      	                            	                    	                      	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN11              	              	111	 677	A	 32	X	CC	  32.00	    297.0900	Houghton 	Nannofossils                                 	F              	M                 	R                    	C                 	F               	R                      	A                              	C                                 	                     	R                  	F                   	R                      	                       	F                  	                     	F                    	R                     	F                     	R                 	                   	F                      	R                         	                       	R                    	                           	                        	                        	                           	                        	                      	                      	                            	                    	                      	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN11              	              	111	 677	A	 33	X	CC	  31.00	    306.5400	Houghton 	Nannofossils                                 	C              	P                 	C                    	C                 	C               	R                      	A                              	C                                 	                     	F                  	R                   	C                      	                       	                   	C                    	F                    	F                     	F                     	R                 	R                  	R                      	F                         	R                      	                     	                           	                        	                        	                           	                        	                      	                      	                            	                    	                      	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

  SR	Late Miocene     	                 	NN11              	              	111	 677	A	 34	X	CC	  44.00	    309.1000	Houghton 	Nannofossils                                 	C              	P                 	F                    	F                 	C               	R                      	A                              	C                                 	F                    	F                  	F                   	F                      	F                      	F                  	F                    	F                    	F                     	F                     	R                 	R                  	                       	                          	                       	                     	                           	                        	                        	                           	                        	                      	                      	                            	                    	                      	                    	                   	                       	                 	                  	                      	                     	                      	                       	                     	                   	                       	                   	                      	                          	                     	                 	from 111 SR. Chapter 23. Table 2. page 279.

