Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments,eodp_id
,,Eponides,,,,abuillotensis,,,,Eponides abuillotensis,benthic_forams,Eponides abuillotensis,,,,,NOAA-1-96:612
,,Eponides,,,,bollii,,,,Eponides bollii,benthic_forams,Eponides bollii,,,,,NOAA-1-96:613
,?,Eponides,,,,bollii,,,,? Eponides bollii,benthic_forams,Eponides bollii (q),,,,,NOAA-1-96:614
,,Eponides,,,,bradyi,,,,Eponides bradyi,benthic_forams,Eponides bradyi,,,,,NOAA-1-96:615
,,Eponides,,,,frigidus,,,,Eponides frigidus,benthic_forams,Eponides frigidus,,,,,NOAA-1-96:616
,,Eponides,,,,hillebrandti,,,,Eponides hillebrandti,benthic_forams,Eponides hillebrandti,,,,,NOAA-1-96:617
,,Eponides,,,,lotus,,,,Eponides lotus,benthic_forams,Eponides lotus,,,,,NOAA-1-96:618
,?,Eponides,,,,petricosa,,,,? Eponides petricosa,benthic_forams,Eponides petricosa (q),,,,,NOAA-1-96:619
,?,Eponides,,,,plummerae,,,,? Eponides plummerae,benthic_forams,Eponides plummerae (q),,,,,NOAA-1-96:620
,,Eponides,,,,polius,,,,Eponides polius,benthic_forams,Eponides polius,,,,,NOAA-1-96:621
,,Eponides,,,,pusillus,,,,Eponides pusillus,benthic_forams,Eponides pusillus,,,,,NOAA-1-96:622
,,Eponides,,,,subcandidulus,,,,Eponides subcandidulus,benthic_forams,Eponides subcandidulus,,,,,NOAA-1-96:623
,,Eponides,,,,tumidulus,,,,Eponides tumidulus,benthic_forams,Eponides tumidulus,,,,,NOAA-1-96:624
,?,Eponides,,,,tumidulus,,,,? Eponides tumidulus,benthic_forams,Eponides tumidulus (q),,,,,NOAA-1-96:625
,,Eponides,,,,umbonatus,,,,Eponides umbonatus,benthic_forams,Eponides umbonatus,,,,,NOAA-1-96:626
,,Eponides,,,,wedellensis,,,,Eponides wedellensis,benthic_forams,Eponides wedellensis,,,,,NOAA-1-96:627
,,Eulepidina,,,,ephippioides,,,,Eulepidina ephippioides,benthic_forams,Eulepidina ephippioides,,,,,NOAA-1-96:628
,,Euuvigerina,,,,notohispida,,,,Euuvigerina notohispida,benthic_forams,Euuvigerina notohispida,,,,,NOAA-1-96:629
,,Fabiania,,,,sp.,,,,Fabiania sp.,benthic_forams,Fabiana sp.,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:630
,?,Fasciolites,,,,sp.,,,,? Fasciolites sp.,benthic_forams,Fasciolites sp. (q),,,,,NOAA-1-96:631
,,Favocassidulina,,,,australis,,,,Favocassidulina australis,benthic_forams,Favocassidulina australis,,,,,NOAA-1-96:632
,?,Favocassidulina,,,,costata,,,,? Favocassidulina costata,benthic_forams,Favocossidulina costata (q),,"misspelled genus, ET","JAS: need help, could be a mispelling of FavocAssidulina, but WoRMS doesn't have F. costata AF(summer21): I think you're probably right, but w/ species oddness, check.  From ET (Sept 2021): yes, must be Favocassidulina. There are few taxa generally inclkuded in this genus - many have been put back into Cassidulina. I do not know a costata, but there is a Cassidulina costatula that at times has been put in Favocassidulina. This may be DSDP shipboard, Leg 17, by Bob Douglas, who did out it is as sp. cf costulata in the publication.",,NOAA-1-96:633
,,Fissurina,,,,agassizi,,,,Fissurina agassizi,benthic_forams,Fissurina agassizi,,,,,NOAA-1-96:634
,?,Fissurina,,,,agassizi,,,,? Fissurina agassizi,benthic_forams,Fissurina agassizi (q),,,,,NOAA-1-96:635
,?,Fissurina,,,,anectus,,,,? Fissurina anectus,benthic_forams,Fissurina anectus (q),,,,,NOAA-1-96:636
,,Fissurina,,,,annectens,,,,Fissurina annectens,benthic_forams,Fissurina annectens,,,,,NOAA-1-96:637
,,Fissurina,,,,bisulcata,,,,Fissurina bisulcata,benthic_forams,Fissurina bisulcata,,,,,NOAA-1-96:638
,,Fissurina,,,,capillosa,,,,Fissurina capillosa,benthic_forams,Fissurina capillosa,,,,,NOAA-1-96:639
,,Fissurina,,,,carteri,,,,Fissurina carteri,benthic_forams,Fissurina carteri,,,,,NOAA-1-96:640
,,Fissurina,,,,comata,,,,Fissurina comata,benthic_forams,Fissurina comata,,,,,NOAA-1-96:641
,,Fissurina,,,,danica,,,,Fissurina danica,benthic_forams,Fissurina danica,,,,,NOAA-1-96:642
,,Fissurina,,,,dominicana,,,,Fissurina dominicana,benthic_forams,Fissurina dominicana,,,,,NOAA-1-96:643
,,Fissurina,,,,fimbriata,,,,Fissurina fimbriata,benthic_forams,Fissurina fimbriata,,,,,NOAA-1-96:644
,?,Fissurina,,,,fimbriata,,,,? Fissurina fimbriata,benthic_forams,Fissurina fimbriata (q),,,,,NOAA-1-96:645
,,Fissurina,,,,flintiana,,,,Fissurina flintiana,benthic_forams,Fissurina flintiana,,,,,NOAA-1-96:646
,,Fissurina,,,,globosa,,spinulosa,,Fissurina globosa spinulosa,benthic_forams,Fissurina globosa spinulosa,,,,,NOAA-1-96:647
,,Fissurina,,,,kerguelensis,,,,Fissurina kerguelensis,benthic_forams,Fissurina kerguelensis,,,,,NOAA-1-96:648
,?,Fissurina,,,,kugleri,,,,? Fissurina kugleri,benthic_forams,Fissurina kugleri (q),,,,,NOAA-1-96:649
,,Fissurina,,,,laevigata,,,,Fissurina laevigata,benthic_forams,Fissurina laevigata,,,,,NOAA-1-96:650
,,Fissurina,,,,solida,,,,Fissurina solida,benthic_forams,Fissurina solida,,,,,NOAA-1-96:651
,,Fissurina,,,,spinosa,,,,Fissurina spinosa,benthic_forams,Fissurina spinosa,,,,,NOAA-1-96:652
,,Fissurina,,,,staphylleraria,,,,Fissurina staphylleraria,benthic_forams,Fissurina staphylleraria,,,,,NOAA-1-96:653
,,Fissurina,,,,subformosa,,,,Fissurina subformosa,benthic_forams,Fissurina subformosa,,,,,NOAA-1-96:654
,?,Fissurina,,,,subformosa,,,,? Fissurina subformosa,benthic_forams,Fissurina subformosa (q),,,,,NOAA-1-96:655
,,Fissurina,,,,trigonomarginata,,,,Fissurina trigonomarginata,benthic_forams,Fissurina trigonomarginata,,,,,NOAA-1-96:656
,,Fissurina,,,,ventricosa,,,,Fissurina ventricosa,benthic_forams,Fissurina ventricosa,,,,,NOAA-1-96:657
,,Flintina,,,,droogeri,,,,Flintina droogeri,benthic_forams,Flintina droogeri,,,,,NOAA-1-96:658
,,Florilus,,,,elongatum,,,,Florilus elongatum,benthic_forams,Florilus elongatum,,,,,NOAA-1-96:659
,,Florilus,,,,labradoricum,,,,Florilus labradoricum,benthic_forams,Florilus labradoricum,,,,,NOAA-1-96:660
,,Florilus,,,,sp.,,,,Florilus sp.,benthic_forams,Florilus sp.,,,,,NOAA-1-96:661
,,Francesita,,,,advena,,,,Francesita advena,benthic_forams,Francesita advena,,,,,NOAA-1-96:662
,?,Frondicularia,,,,archiacana,,,,? Frondicularia archiacana,benthic_forams,Frondicularia archiacana (q),,,,,NOAA-1-96:663
,,Frondicularia,,,,inaequalis,,,,Frondicularia inaequalis,benthic_forams,Frondicularia inaequalis,,,,,NOAA-1-96:664
,,Frondicularia,,,,midwayensis,,,,Frondicularia midwayensis,benthic_forams,Frondicularia midwayensis,,,,,NOAA-1-96:665
,,Frondicularia,,,,mucronata,,,,Frondicularia mucronata,benthic_forams,Frondicularia mucronata,,,,,NOAA-1-96:666
,,Frondicularia,,,,nacheolensis,,,,Frondicularia nacheolensis,benthic_forams,Frondicularia nacheolensis,,,,,NOAA-1-96:667
,,Frondicularia,,,,zeuria,,,,Frondicularia zeuria,benthic_forams,Frondicularia zeuria,,,,,NOAA-1-96:668
,,Fursenkoina,,,,bramletti,,,,Fursenkoina bramletti,benthic_forams,Fursenkoina bramletti,,,,,NOAA-1-96:669
,,Fursenkoina,,,,californiensis,,,,Fursenkoina californiensis,benthic_forams,Fursenkoina californiensis,,,,,NOAA-1-96:670
,,Fursenkoina,,,,ciperana,,,,Fursenkoina ciperana,benthic_forams,Fursenkoina ciperana,,,,,NOAA-1-96:671
,,Fursenkoina,,,,cornuta,,,,Fursenkoina cornuta,benthic_forams,Fursenkoina cornuta,,,,,NOAA-1-96:672
,,Fursenkoina,,,,davisi-complanata,,,,Fursenkoina davisi-complanata,benthic_forams,Fursenkoina davisi-complanata,,,intergrade? AF(summer21): Yes!,,NOAA-1-96:673
,,Fursenkoina,,,,dibollensis,,,,Fursenkoina dibollensis,benthic_forams,Fursenkoina dibollensis,,,,,NOAA-1-96:674
,,Fursenkoina,,,,punctata,,,,Fursenkoina punctata,benthic_forams,Fursenkoina punctata,,,,,NOAA-1-96:675
,,Fursenkoina,,,,rotundata,,,,Fursenkoina rotundata,benthic_forams,Fursenkoina rotundata,,,,,NOAA-1-96:676
,,Fursenkoina,,,,sandiegoensis,,,,Fursenkoina sandiegoensis,benthic_forams,Fursenkoina sandiegoensis,,,,,NOAA-1-96:677
,,Fursenkoina,,,,squammosa,,,,Fursenkoina squammosa,benthic_forams,Fursenkoina squammosa,,,,,NOAA-1-96:678
,,Gaudryina,,,,aisanna,,,,Gaudryina aisanna,benthic_forams,Gaudryina aisanna,,,,,NOAA-1-96:679
,,Gaudryina,,,,arenaria,,,,Gaudryina arenaria,benthic_forams,Gaudryina arenaria,,,,,NOAA-1-96:680
,,Gaudryina,,,,atlantica,,,,Gaudryina atlantica,benthic_forams,Gaudryina atlantica,,,,,NOAA-1-96:681
,?,Gaudryina,,,,bentonensis,,,,? Gaudryina bentonensis,benthic_forams,Gaudryina bentonensis (q),,,,,NOAA-1-96:682
,,Gaudryina,,,,dividens,,,,Gaudryina dividens,benthic_forams,Gaudryina dividens,,,,,NOAA-1-96:683
,,Gaudryina,,,,hiltermanni,,,,Gaudryina hiltermanni,benthic_forams,Gaudryina hiltermanni,,,,,NOAA-1-96:684
,,Gaudryina,,,,inflata,,,,Gaudryina inflata,benthic_forams,Gaudryina inflata,,,,,NOAA-1-96:685
,,Gaudryina,,,,jacksonensis,,,,Gaudryina jacksonensis,benthic_forams,Gaudryina jacksonensis,,,,,NOAA-1-96:686
,,Gaudryina,,,,laevigata,,,,Gaudryina laevigata,benthic_forams,Gaudryina laevigata,,,,,NOAA-1-96:687
,?,Gaudryina,,,,laevigata,,,,? Gaudryina laevigata,benthic_forams,Gaudryina laevigata (q),,,,,NOAA-1-96:688
,,Gaudryina,,,,pseudocollinsi,,,,Gaudryina pseudocollinsi,benthic_forams,Gaudryina pseudocollinsi,,,,,NOAA-1-96:689
,,Gaudryina,,,,retusa,,,,Gaudryina retusa,benthic_forams,Gaudryina retusa,,,,,NOAA-1-96:690
,,Gaudryina,,,,reusii,,,,Gaudryina reusii,benthic_forams,Gaudryina reusii,,,,,NOAA-1-96:691
,,Gaudryina,,,,solida,,,,Gaudryina solida,benthic_forams,Gaudryina solida,,,,,NOAA-1-96:692
,,Gavelinella,,,,barremiana,,,,Gavelinella barremiana,benthic_forams,Gavelinella barremiana,,,,,NOAA-1-96:693
,,Gavelinella,,,,beccariiformis,,,,Gavelinella beccariiformis,benthic_forams,Gavelinella beccariiformis,,,,,NOAA-1-96:694
,,Gavelinella,,,,capitata,,,,Gavelinella capitata,benthic_forams,Gavelinella capitata,,,,,NOAA-1-96:695
,,Gavelinella,,,,danica,,,,Gavelinella danica,benthic_forams,Gavelinella danica,,,,,NOAA-1-96:696
,?,Gavelinella,,,,danica,,,,? Gavelinella danica,benthic_forams,Gavelinella danica (q),,,,,NOAA-1-96:697
,,Gavelinella,,,,dayi,,,,Gavelinella dayi,benthic_forams,Gavelinella dayi,,,,,NOAA-1-96:698
,,Gavelinella,,,,intermedia,,,,Gavelinella intermedia,benthic_forams,Gavelinella intermedia,,,,,NOAA-1-96:699
,,Gavelinella,,,,micra,,,,Gavelinella micra,benthic_forams,Gavelinella micra,,,,,NOAA-1-96:700
,,Gavelinella,,,,rubiginosa,,,,Gavelinella rubiginosa,benthic_forams,Gavelinella rubiginosa,,,,,NOAA-1-96:701
,,Gavelinella,,,,semicribrata,,,,Gavelinella semicribrata,benthic_forams,Gavelinella semicribrata,,,,,NOAA-1-96:702
,,Gavelinella,,,,velascoensis,,,,Gavelinella velascoensis,benthic_forams,Gavelinella velascoensis,,,,,NOAA-1-96:703
,?,Gavelinella,,,,venezuelana,,,,? Gavelinella venezuelana,benthic_forams,Gavelinella venezuelana (q),,,,,NOAA-1-96:704
,,Gavelinopsis,,,,lobatus,,,,Gavelinopsis lobatus,benthic_forams,Gavelinopsis lobatus,,,,,NOAA-1-96:705
,,Gavelinopsis,,,,translucens,,,,Gavelinopsis translucens,benthic_forams,Gavelinopsis translucens,,,,,NOAA-1-96:706
,,Gavelinopsis,,,,avalonensis,,,,Gavelinopsis avalonensis,benthic_forams,Gaverinopsis avalonensis,,genus misspelled; ET,"JAS: I *think* this is a misspelling of GaveLinopsis, along with generic name changes; worth asking Ellen http://www.marinespecies.org/foraminifera/aphia.php?p=taxdetails&id=111948&allchildren=1.  From ET (Sept 2021): yes, this must be a typo for Gavelinopsis. But that is indeed a very tricky genus, so maybe this is actually Ammonia avalonensis (Natland) - that was originally Rotalia and that genus is easily mixed in with Gavelinopsis.",,NOAA-1-96:707
,?,Glabratella,,,,kartvelica,,,,? Glabratella kartvelica,benthic_forams,Glabratella kartvelica (q),,,,,NOAA-1-96:708
,,Glabratella,,,,sp.,,,,Glabratella sp.,benthic_forams,Glabratella sp.,,,,,NOAA-1-96:709
,,Glabratella,,,,wrightii,,,,Glabratella wrightii,benthic_forams,Glabratella wrightii,,,,,NOAA-1-96:710
,,Globobulimina,,,,barbata,,,,Globobulimina barbata,benthic_forams,Globobulimina barbata,,,,,NOAA-1-96:711
,,Globobulimina,,,,hoeglundi,,,,Globobulimina hoeglundi,benthic_forams,Globobulimina hoeglundi,,,,,NOAA-1-96:712
,,Globobulimina,,,,ovula,,,,Globobulimina ovula,benthic_forams,Globobulimina ovula,,,,,NOAA-1-96:713
,,Globobulimina,,,,pyrula,,,,Globobulimina pyrula,benthic_forams,Globobulimina pyrula,,,,,NOAA-1-96:714
,,Globobulimina,,,,spinifera,,,,Globobulimina spinifera,benthic_forams,Globobulimina spinifera,,,,,NOAA-1-96:715
,,Globobulimina,,,,subglobosa,,,,Globobulimina subglobosa,benthic_forams,Globobulimina subglobosa,,,,,NOAA-1-96:716
,,Globocassidulina,,,,bicornis,,,,Globocassidulina bicornis,benthic_forams,Globocassidulina bicornis,,,,,NOAA-1-96:717
,,Globocassidulina,,,,crass,,,,Globocassidulina crass,benthic_forams,Globocassidulina crass,,,,,NOAA-1-96:718
,,Globocassidulina,,,,ornata,,,,Globocassidulina ornata,benthic_forams,Globocassidulina ornata,,,,,NOAA-1-96:719
,,Globocassidulina,,,,rossensis,,,,Globocassidulina rossensis,benthic_forams,Globocassidulina rossensis,,,,,NOAA-1-96:720
,,Globotextularia,,,,sp.,,,,Globotextularia sp.,benthic_forams,Globotextularia sp.,,,"in PBDB, so it will be classified correctly",,NOAA-1-96:721
,,Globulina,,,,lacrima,,,,Globulina lacrima,benthic_forams,Globulina lacrima,,,,,NOAA-1-96:722
,,Goesella,,,,flintii,,,,Goesella flintii,benthic_forams,Gosella flintii,,misspelled genus; WoRMS (JAS),,,NOAA-1-96:723
,,Goesella,,,,guraboensis,,,,Goesella guraboensis,benthic_forams,Gosella guraboensis,,misspelled genus; WoRMS (JAS),,,NOAA-1-96:724
,,Guttulina,,,,adhaerens,,,,Guttulina adhaerens,benthic_forams,Guttulina adhaerens,,,,,NOAA-1-96:725
,,Guttulina,,,,caudita,,,,Guttulina caudita,benthic_forams,Guttulina caudita,,,,,NOAA-1-96:726
,,Guttulina,,,,hantkeni,,,,Guttulina hantkeni,benthic_forams,Guttulina hantkeni,,,,,NOAA-1-96:727
,,Guttulina,,,,irregularis,,,,Guttulina irregularis,benthic_forams,Guttulina irregularis,,,,,NOAA-1-96:728
,,Guttulina,,,,sororia,,,,Guttulina sororia,benthic_forams,Guttulina sororia,,,,,NOAA-1-96:729
,,Guttulina,,,,trigonula,,,,Guttulina trigonula,benthic_forams,Guttulina trigonula,,,,,NOAA-1-96:730
,,Gyroidina,,,,acuta,,,,Gyroidina acuta,benthic_forams,Gyroidina acuta,,,,,NOAA-1-96:731
,,Gyroidina,,,,altiformis,,,,Gyroidina altiformis,benthic_forams,Gyroidina altiformis,,,,,NOAA-1-96:732
,,Gyroidina,,,,altispira,,,,Gyroidina altispira,benthic_forams,Gyroidina altispira,,,,,NOAA-1-96:733
,,Gyroidina,,,,angustiumbilicata,,,,Gyroidina angustiumbilicata,benthic_forams,Gyroidina angustiumbilicata,,,,,NOAA-1-96:734
,,Gyroidina,,,,broeckhiana,,,,Gyroidina broeckhiana,benthic_forams,Gyroidina broeckhiana,,,,,NOAA-1-96:735
,,Gyroidina,,,,complanata,,,,Gyroidina complanata,benthic_forams,Gyroidina complanata,,,,,NOAA-1-96:736
,,Gyroidina,,,,condoni,,,,Gyroidina condoni,benthic_forams,Gyroidina condoni,,,,,NOAA-1-96:737
,,Gyroidina,,,,delicata,,,,Gyroidina delicata,benthic_forams,Gyroidina delicata,,,,,NOAA-1-96:738
,,Gyroidina,,,,depressa,,,,Gyroidina depressa,benthic_forams,Gyroidina depressa,,,,,NOAA-1-96:739
,,Gyroidina,,,,florealis,,,,Gyroidina florealis,benthic_forams,Gyroidina florealis,,,,,NOAA-1-96:740
,,Gyroidina,,,,girardana,,,,Gyroidina girardana,benthic_forams,Gyroidina girardana,,,,,NOAA-1-96:741
,,Gyroidina,,,,globosa,,,,Gyroidina globosa,benthic_forams,Gyroidina globosa,,,,,NOAA-1-96:742
,,Gyroidina,,,,io,,,,Gyroidina io,benthic_forams,Gyroidina io,,,,,NOAA-1-96:743
,,Gyroidina,,,,lamarckiana,,,,Gyroidina lamarckiana,benthic_forams,Gyroidina lamarckiana,,,,,NOAA-1-96:744
,?,Gyroidina,,,,lamarckiana,,,,? Gyroidina lamarckiana,benthic_forams,Gyroidina lamarckiana (q),,,,,NOAA-1-96:745
,,Gyroidina,,,,multilocula,,,,Gyroidina multilocula,benthic_forams,Gyroidina multilocula,,,,,NOAA-1-96:746
,?,Gyroidina,,,,multilocula,,,,? Gyroidina multilocula,benthic_forams,Gyroidina multilocula (q),,,,,NOAA-1-96:747
,,Gyroidina,,,,nipponicua,,,,Gyroidina nipponicua,benthic_forams,Gyroidina nipponicua,,,,,NOAA-1-96:748
,,Gyroidina,,,,nitida,,,,Gyroidina nitida,benthic_forams,Gyroidina nitida,,,,,NOAA-1-96:749
,,Gyroidina,,,,nitidula,,,,Gyroidina nitidula,benthic_forams,Gyroidina nitidula,,,,,NOAA-1-96:750
,,Gyroidina,,,,orbicularis,,planata,,Gyroidina orbicularis planata,benthic_forams,Gyroidina orbicularis planata,,,,,NOAA-1-96:751
,,Gyroidina,,,,parva,,,,Gyroidina parva,benthic_forams,Gyroidina parva,,,,,NOAA-1-96:752
,?,Gyroidina,,,,parva,,,,? Gyroidina parva,benthic_forams,Gyroidina parva (q),,,,,NOAA-1-96:753
,,Gyroidina,,,,perampla,,,,Gyroidina perampla,benthic_forams,Gyroidina perampla,,,,,NOAA-1-96:754
,,Gyroidina,,,,planata,,,,Gyroidina planata,benthic_forams,Gyroidina planata,,,,,NOAA-1-96:755
,,Gyroidina,,,,planulata,,,,Gyroidina planulata,benthic_forams,Gyroidina planulata,,,,,NOAA-1-96:756
,?,Gyroidina,,,,planulata,,,,? Gyroidina planulata,benthic_forams,Gyroidina planulata (q),,,,,NOAA-1-96:757
,,Gyroidina,,,,prominula,,,,Gyroidina prominula,benthic_forams,Gyroidina prominula,,,,,NOAA-1-96:758
,,Gyroidina,,,,quinqueloba,,,,Gyroidina quinqueloba,benthic_forams,Gyroidina quinqueloba,,,,,NOAA-1-96:759
,?,Gyroidina,,,,quinqueloba,,,,? Gyroidina quinqueloba,benthic_forams,Gyroidina quinqueloba (q),,,,,NOAA-1-96:760
,?,Gyroidina,,,,rothwelli,,,,? Gyroidina rothwelli,benthic_forams,Gyroidina rothwelli (q),,,,,NOAA-1-96:761
,,Gyroidina,,,,rotundimargo,,,,Gyroidina rotundimargo,benthic_forams,Gyroidina rotundimargo,,,,,NOAA-1-96:762
,,Gyroidina,,,,soldani,,,,Gyroidina soldani,benthic_forams,Gyroidina soldani,,,,,NOAA-1-96:763
,,Gyroidina,,,,solida,,,,Gyroidina solida,benthic_forams,Gyroidina solida,,,,,NOAA-1-96:764
,,Gyroidina,,,,subtener,,,,Gyroidina subtener,benthic_forams,Gyroidina subtener,,,,,NOAA-1-96:765
,,Gyroidina,,,,tenera,,,,Gyroidina tenera,benthic_forams,Gyroidina tenera,,,,,NOAA-1-96:766
,,Gyroidina,,,,umbonata,,,,Gyroidina umbonata,benthic_forams,Gyroidina umbonata,,,,,NOAA-1-96:767
,,Gyroidinoides,,,,complanata,,,,Gyroidinoides complanata,benthic_forams,Gyroidinoides complanata,,,,,NOAA-1-96:768
,?,Gyroidinoides,,,,girardana,,,,? Gyroidinoides girardana,benthic_forams,Gyroidinoides girardana (q),,,,,NOAA-1-96:769
,,Gyroidinoides,,,,girardena,,,,Gyroidinoides girardena,benthic_forams,Gyroidinoides girardena,,,,,NOAA-1-96:770
,,Gyroidinoides,,,,jarvisi,,,,Gyroidinoides jarvisi,benthic_forams,Gyroidinoides jarvisi,,,,,NOAA-1-96:771
,,Gyroidinoides,,,,octacameratus,,,,Gyroidinoides octacameratus,benthic_forams,Gyroidinoides octacameratus,,,,,NOAA-1-96:772
,,Gyroidinoides,,,,peramplus,,,,Gyroidinoides peramplus,benthic_forams,Gyroidinoides peramplus,,,,,NOAA-1-96:773
,,Gyroidinoides,,,,pleautata,,,,Gyroidinoides pleautata,benthic_forams,Gyroidinoides pleautata,,,,,NOAA-1-96:774
,,Gyroidinoides,,,,quadratus,,,,Gyroidinoides quadratus,benthic_forams,Gyroidinoides quadratus,,,,,NOAA-1-96:775
,,Hofkeruva,,,,zeacuminata,,,,Hofkeruva zeacuminata,benthic_forams,Hafkeruva zeacuminata,,misspelled genus; WoRMS (JAS),,,NOAA-1-96:776
,,Hanzawaia,,,,basiloba,,,,Hanzawaia basiloba,benthic_forams,Hanzawaia basiloba,,,,,NOAA-1-96:777
,,Hanzawaia,,,,boueana,,,,Hanzawaia boueana,benthic_forams,Hanzawaia boueana,,,,,NOAA-1-96:778
,,Hanzawaia,,,,cushmani,,,,Hanzawaia cushmani,benthic_forams,Hanzawaia cushmani,,,,,NOAA-1-96:779
,?,Hanzawaia,,,,cushmani,,,,? Hanzawaia cushmani,benthic_forams,Hanzawaia cushmani (q),,,,,NOAA-1-96:780
,,Hanzawaia,,,,elegans,,,,Hanzawaia elegans,benthic_forams,Hanzawaia elegans,,,,,NOAA-1-96:781
,,Hanzawaia,,,,illingi,,,,Hanzawaia illingi,benthic_forams,Hanzawaia illingi,,,,,NOAA-1-96:782
,?,Hanzawaia,,,,illingi,,,,? Hanzawaia illingi,benthic_forams,Hanzawaia illingi (q),,,,,NOAA-1-96:783
,,Hanzawaia,,,,isidroensis,,,,Hanzawaia isidroensis,benthic_forams,Hanzawaia isidroensis,,,,,NOAA-1-96:784
,,Hanzawaia,,,,mexicana,,,,Hanzawaia mexicana,benthic_forams,Hanzawaia mexicana,,,,,NOAA-1-96:785
,,Hanzawaia,,,,nitidula,,,,Hanzawaia nitidula,benthic_forams,Hanzawaia nitidula,,,,,NOAA-1-96:786
,,Hanzawaia,,,,simplex,,,,Hanzawaia simplex,benthic_forams,Hanzawaia simplex,,,,,NOAA-1-96:787
,,Haplophragmoides,,,,bradyi,,,,Haplophragmoides bradyi,benthic_forams,Haplophragmoides bradyi,,,,,NOAA-1-96:788
,,Haplophragmoides,,,,carinatus,,,,Haplophragmoides carinatus,benthic_forams,Haplophragmoides carinatus,,,,,NOAA-1-96:789
,,Haplophragmoides,,,,eggeri,,,,Haplophragmoides eggeri,benthic_forams,Haplophragmoides eggeri,,,,,NOAA-1-96:790
,?,Haplophragmoides,,,,foliaceous,,,,? Haplophragmoides foliaceous,benthic_forams,Haplophragmoides foliaceous (q),,,,,NOAA-1-96:791
,,Haplophragmoides,,,,indentatus,,,,Haplophragmoides indentatus,benthic_forams,Haplophragmoides indentatus,,,,,NOAA-1-96:792
,?,Haplophragmoides,,,,scitulus,,,,? Haplophragmoides scitulus,benthic_forams,Haplophragmoides scitulus (q),,,,,NOAA-1-96:793
,,Hyalinea,,,,balthica,,,,Hyalinea balthica,benthic_forams,Haylinea balthica,,misspelled genus; WoRMS (JAS),,,NOAA-1-96:794
,,Helenina,,,,anderseni,,,,Helenina anderseni,benthic_forams,Helenina anderseni,,,"in PBDB, so it will be classified correctly",,NOAA-1-96:795
,,Helicolepidina,,,,paucispira,,,,Helicolepidina paucispira,benthic_forams,Helicolepidina paucispira,,,,,NOAA-1-96:796
,,Heronallenia,,,,sp.,,,,Heronallenia sp.,benthic_forams,Heronallenia sp.,,,,,NOAA-1-96:797
,,Heterolepa,,,,cicatricosus,,,,Heterolepa cicatricosus,benthic_forams,Heterolepa cicatricosus,,,,,NOAA-1-96:798
,,Heterolepa,,,,grimsdalei,,,,Heterolepa grimsdalei,benthic_forams,Heterolepa grimsdalei,,,,,NOAA-1-96:799
,,Heterolepa,,,,kullenbergi,,,,Heterolepa kullenbergi,benthic_forams,Heterolepa kullenbergi,,,,,NOAA-1-96:800
,,Heterolepa,,,,mexicana,,,,Heterolepa mexicana,benthic_forams,Heterolepa mexicana,,,,,NOAA-1-96:801
,?,Heterolepa,,,,pseudoungeriana,,,,? Heterolepa pseudoungeriana,benthic_forams,Heterolepa pseudoungeriana (q),,,,,NOAA-1-96:802
,,Heterolepa,,,,reussi,,,,Heterolepa reussi,benthic_forams,Heterolepa reussi,,,,,NOAA-1-96:803
,,Heterolepa,,,,rugosa,,,,Heterolepa rugosa,benthic_forams,Heterolepa rugosa,,,,,NOAA-1-96:804
,?,Heterolepa,,,,rugosa,,,,? Heterolepa rugosa,benthic_forams,Heterolepa rugosa (q),,,,,NOAA-1-96:805
,,Heterolepa,,,,subspirita,,,,Heterolepa subspirita,benthic_forams,Heterolepa subspirita,,,,,NOAA-1-96:806
,,Heterolepa,,,,trincherasensis,,,,Heterolepa trincherasensis,benthic_forams,Heterolepa trincherasensis,,,,,NOAA-1-96:807
,,Heterolepa,,,,ungeriana,,,,Heterolepa ungeriana,benthic_forams,Heterolepa ungeriana,,,,,NOAA-1-96:808
,,Heterostegina,,,,borneensis,,,,Heterostegina borneensis,benthic_forams,Heterostegina borneensis,,,,,NOAA-1-96:809
,,Heterostegina,,,,saipanensis,,,,Heterostegina saipanensis,benthic_forams,Heterostegina saipanensis,,,,,NOAA-1-96:810
,,Heterostegina,,,,suborbicularis,,,,Heterostegina suborbicularis,benthic_forams,Heterostegina suborbicularis,,,,,NOAA-1-96:811
,,Hoeglundina,,,,elegans,,,,Hoeglundina elegans,benthic_forams,Hoeglundia elegans,,misspelled genus; WoRMS (JAS),,,NOAA-1-96:812
,?,Hoeglundina,,,,elegans,,,,? Hoeglundina elegans,benthic_forams,Hoeglundia elegans (q),,misspelled genus; WoRMS (JAS),,,NOAA-1-96:813
,,Hoeglundina,,,,sp.,,,,Hoeglundina sp.,benthic_forams,Hoeglundia sp.,,misspelled genus; WoRMS (JAS),,,NOAA-1-96:814
,,Holmanella,,,,sp.,,,,Holmanella sp.,benthic_forams,Holmanella sp.,,,,,NOAA-1-96:815
,,Hopkinsina,,,,wakimotoensis,,,,Hopkinsina wakimotoensis,benthic_forams,Hopkinsina wakimotoensis,,,,,NOAA-1-96:816
