taxon_group,genus species,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name,species_taxon_id,species_taxon_name
benthic_forams,Brizalina macella,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina mantaensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina petterssoni,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina pisciformis,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina plicatella,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina pseudobeyrichi,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina pseudoplicata,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina punctata,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina seminuda,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina bradyi,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina acutula,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina gladius,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina jacksonensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina subreticulata,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina thalmanni,,,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina vescistriata,,,,,,,,,,,,,,,,,,,
benthic_forams,Broeckina discoidea,,,,,,,,,,,,,,,,,,,
benthic_forams,Bronnimannia hiliotis,,,,,,,,,,,,,,,,,,,
benthic_forams,Buccella arctica,,,,,,,,,,,,,,,,,,,
benthic_forams,Buccella kuromatsunaiensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Buccella nipponica,,,,,,,,,,,,,,,,,,,
benthic_forams,Buccella oregonensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Buccella peruviana,,,,,,,,,,,,,,,,,,,
benthic_forams,Buccicrenata hedgergi,,,,,,,,,,,,,,,,,,,
benthic_forams,Bucella peruviana,,,,,,,,,,,,,,,,,,,
benthic_forams,Budashevaella multicamerata,,,,,,,,,,,,,,,,,,,
benthic_forams,Bueningia creeki,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulbobaculites problematicus,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulbobaculites inconstans,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina alligata,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina ampliaperture,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina callahani,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina carteri,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina imamurai,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina inflata,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina mexicana,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina semicostata,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina thalmanni,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina tuxpamensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina chirana,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina clava,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina exilis,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina fijiensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina fossa,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina costata,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina hebespinata,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina jacksonensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina montereyana,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina navarroensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina nuda,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina ovula,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina palmerae,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina patagonica,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina peruviana,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina pulchella,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina pupoides,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina aculeata,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina stalacta,354868,Bulimina stalacta,species,1032,Bulimina,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Bulimina spinea,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina striata,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina subacuminata,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina subcalva,,,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina whitei,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella beaumonti,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella carseyae,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella curta,354859,Buliminella curta,species,1033,Buliminella,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Buliminella sculpturata,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella chirana,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella elegantissima,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella gracilis,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella latissima,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella mirifica,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella peruviana,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella gabonica,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminoides madagascariensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Buliminoides williamsonianus,,,,,,,,,,,,,,,,,,,
benthic_forams,Burseolina pacifica,,,,,,,,,,,,,,,,,,,
benthic_forams,Burseolina marshallana,,,,,,,,,,,,,,,,,,,
benthic_forams,Buzasina pacifica,,,,,,,,,,,,,,,,,,,
benthic_forams,Calcarina spengleri,,,,,,,,,,,,,,,,,,,
benthic_forams,Campanellula capuensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cancris communis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cancris nuttalli,,,,,,,,,,,,,,,,,,,
benthic_forams,Caribeanella ogiensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Caribeanella polystoma,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidelina complanata,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidelina nodosa,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina auka,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina carapitana,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina havanense,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina japonica,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina lobatula,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina detierraensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina globosa,355093,Cassidulina globosa,species,1064,Cassidulina,103771,Cassidulinidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Cassidulina ornata,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina pulchella,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina modeloensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina spinifera,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina subtumida,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina? perumbonata,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulinoides cornuta,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulinoides parkerae,,,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulinoides sasaokaensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Caudammina crassa,,,,,,,,,,,,,,,,,,,
benthic_forams,Caudammina gigantea,,,,,,,,,,,,,,,,,,,
benthic_forams,Caudammina ovuloides,,,,,,,,,,,,,,,,,,,
benthic_forams,Centropyxis aculeata,,,,,,,,,,,,,,,,,,,
benthic_forams,Ceratobolivina pacifica,,,,,,,,,,,,,,,,,,,
benthic_forams,Ceratobulimina cretacea,,,,,,,,,,,,,,,,,,,
benthic_forams,Ceratobulimina pacifica,,,,,,,,,,,,,,,,,,,
benthic_forams,Charltonina australis,,,,,,,,,,,,,,,,,,,
benthic_forams,Charltonina acutimarginata,,,,,,,,,,,,,,,,,,,
benthic_forams,Charltonina ripleyensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Chilostomella argentae,,,,,,,,,,,,,,,,,,,
benthic_forams,Chilostomella czizeki,,,,,,,,,,,,,,,,,,,
benthic_forams,Chilostomella serrata,,,,,,,,,,,,,,,,,,,
benthic_forams,Chilostomellina fimbriata,,,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium breviloculum,,,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium tenuiscostatum,,,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium laeve,,,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium vicksburgense,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides boueana,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides asanoi,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides beaumontianus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides C.,355117,Cibicides cushmani,species,1107,Cibicides,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Cibicides aknerianus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides refulgens,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides ribbingi,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides corpulentus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides excavata,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides grossus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides mayori,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides notocenicus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides perlucida,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides pseudowuellerstorfi,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides martinezensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides tenuimargo,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides wuellerstorfi,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidina basiloba,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidina walli,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides pachyderma,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides alazanensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides havanensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides hemingwayi,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides perlucidus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides ungerianus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides bradyi,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides mundulus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides pseudoperlucidus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides pseudoungerianus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides velascoensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides compressus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides crebbsi,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides dayi,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides dutemplei,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides grosseperforatus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides haitensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides herricki,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides hitchcockae,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides italicus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides kullenbergi,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides martinezensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides matanzaensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides mediocris,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides mexicanus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides omatus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides grimsdalei,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides voltziana,,,,,,,,,,,,,,,,,,,
benthic_forams,Cibicorbis herricki,,,,,,,,,,,,,,,,,,,
benthic_forams,Citharina petila,,,,,,,,,,,,,,,,,,,
benthic_forams,Clavulina gabonica,,,,,,,,,,,,,,,,,,,
benthic_forams,Clavulinoides paleocenica,,,,,,,,,,,,,,,,,,,
benthic_forams,Clavulinoides whitei,,,,,,,,,,,,,,,,,,,
benthic_forams,Clinapertina complanata,,,,,,,,,,,,,,,,,,,
benthic_forams,Coleiconus elongatus,,,,,,,,,,,,,,,,,,,
benthic_forams,Conorbinoides hillebrandti,,,,,,,,,,,,,,,,,,,
benthic_forams,Conorotalites aptiensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Conorotalites michelinianus,,,,,,,,,,,,,,,,,,,
benthic_forams,Conotrochammina whangai,,,,,,,,,,,,,,,,,,,
benthic_forams,Cornuspira foliacea,,,,,,,,,,,,,,,,,,,
benthic_forams,Coryphostoma clippertonensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Coryphostoma incrassata,,,,,,,,,,,,,,,,,,,
benthic_forams,Cribrobulimina serpens,,,,,,,,,,,,,,,,,,,
benthic_forams,Cribroelphidium foraminosum,,,,,,,,,,,,,,,,,,,
benthic_forams,Cribroelphidium subarcticum,,,,,,,,,,,,,,,,,,,
benthic_forams,Cribromiliolinella subvalvularis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cribrostomoides crassimargo,,,,,,,,,,,,,,,,,,,
benthic_forams,Cribrostomoides trinitatensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cuneolina parva,,,,,,,,,,,,,,,,,,,
benthic_forams,Cuneolina sliteri,,,,,,,,,,,,,,,,,,,
benthic_forams,Cuneolina pavonia,,,,,,,,,,,,,,,,,,,
benthic_forams,Cuneus ludbrookae,,,,,,,,,,,,,,,,,,,
benthic_forams,Cyclammina amplectans,,,,,,,,,,,,,,,,,,,
benthic_forams,Cyclammina tani,412550,Cyclammina tani,species,1218,Cyclammina,103760,Lituolidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Cyclammina japonica,,,,,,,,,,,,,,,,,,,
benthic_forams,Cyclammina trullissata,,,,,,,,,,,,,,,,,,,
benthic_forams,Cyclammina ezoensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cyclammina orbicularis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cyclammina placenta,,,,,,,,,,,,,,,,,,,
benthic_forams,Cyclammina simiensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cyclindroclavulina rudis,,,,,,,,,,,,,,,,,,,
benthic_forams,Cycloclypeus carpenteri,,,,,,,,,,,,,,,,,,,
benthic_forams,Cycloclypeus annulatus,,,,,,,,,,,,,,,,,,,
benthic_forams,Cymbaloporetta bradyi,,,,,,,,,,,,,,,,,,,
benthic_forams,Debarina hahounerensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Decussoloculina mirceai,,,,,,,,,,,,,,,,,,,
benthic_forams,Dendrophrya excelsa,,,,,,,,,,,,,,,,,,,
benthic_forams,Dendrophrya latissima/excelsa,,,,,,,,,,,,,,,,,,,
benthic_forams,Dendrophyra latissima,,,,,,,,,,,,,,,,,,,
benthic_forams,Dendrophyra robusta,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina consobrina,352079,Dentalina consobrina,species,1260,Dentalina,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Dentalina legumen,352084,Dentalina legumen,species,1260,Dentalina,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Dentalina alternata,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina basitorta,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina hircicornua,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina inornata,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina sororia,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina confluens,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina debilis,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina cooperensis,352080,Dentalina cooperensis,species,1260,Dentalina,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,71228,Foraminifera,87643,Chromista,,,352080,Dentalina cooperensis
benthic_forams,Dentalina gracilis,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina guttifera,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina insecta,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina ittai,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina lorneiana,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina luma,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina marcki,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina multilineata,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina nana,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina obliquata,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina pulchrella,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina reflexa,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina setanaensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina stephensoni,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina stimulea,,,,,,,,,,,,,,,,,,,
benthic_forams,Dentalina vertebralis,,,,,,,,,,,,,,,,,,,
benthic_forams,Dictyoconus floridanus,,,,,,,,,,,,,,,,,,,
benthic_forams,Dicyclina schlumbergeri,402666,Dicyclina schlumbergeri,species,1275,Dicyclina,155893,Dicyclinidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Dimorphina tuberosa,,,,,,,,,,,,,,,,,,,
benthic_forams,Discammina compressa,,,,,,,,,,,,,,,,,,,
benthic_forams,Discanomalina semipunctata,,,,,,,,,,,,,,,,,,,
benthic_forams,Discocyclina douvillei,,,,,,,,,,,,,,,,,,,
benthic_forams,Discocyclina omphala,,,,,,,,,,,,,,,,,,,
benthic_forams,Discocyclina sella,,,,,,,,,,,,,,,,,,,
benthic_forams,Discocyclina barkeri,,,,,,,,,,,,,,,,,,,
benthic_forams,Discogypsina discus,,,,,,,,,,,,,,,,,,,
benthic_forams,Discogypsina howchini,,,,,,,,,,,,,,,,,,,
benthic_forams,Discorbinella biconcavus,,,,,,,,,,,,,,,,,,,
benthic_forams,Discorbinella complanata,,,,,,,,,,,,,,,,,,,
benthic_forams,Discorbinella convexa,,,,,,,,,,,,,,,,,,,
benthic_forams,Discorbinella subbertheloti,,,,,,,,,,,,,,,,,,,
benthic_forams,Discorbis mira,,,,,,,,,,,,,,,,,,,
benthic_forams,Discorbis sub-vilardeboanus,,,,,,,,,,,,,,,,,,,
benthic_forams,Discorbis villardeboanus,,,,,,,,,,,,,,,,,,,
benthic_forams,Discorotalia tenuissima,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia asiphonia,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia bulletta,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia brevis,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia oxycona,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia confraga,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia conicula,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia conula,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia filiformis,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia praeoxycona,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia pupa,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia retusa,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia siegliei,,,,,,,,,,,,,,,,,,,
benthic_forams,Dorothia zedlerae,,,,,,,,,,,,,,,,,,,
benthic_forams,Dyocibicides perforatus,,,,,,,,,,,,,,,,,,,
benthic_forams,Eggerella palmerae,,,,,,,,,,,,,,,,,,,
benthic_forams,Eggerella parkerae,,,,,,,,,,,,,,,,,,,
benthic_forams,Eggerella trochoides,351896,Eggerella trochoides,species,1324,Eggerella,103762,Valvulinidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Eggerellina mariae,,,,,,,,,,,,,,,,,,,
benthic_forams,Ehrenbergina albatrossi,,,,,,,,,,,,,,,,,,,
benthic_forams,Ellipsoglandulina multicostata,,,,,,,,,,,,,,,,,,,
benthic_forams,Ellipsoglandulina labiata,,,,,,,,,,,,,,,,,,,
benthic_forams,Ellipsoglandulina manifesta,,,,,,,,,,,,,,,,,,,
benthic_forams,Ellipsoidella cuneata,,,,,,,,,,,,,,,,,,,
benthic_forams,Ellipsoidella gracillima,,,,,,,,,,,,,,,,,,,
benthic_forams,Ellipsoidella solida,,,,,,,,,,,,,,,,,,,
benthic_forams,Ellipsoidina abbreviata,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidiella hannai,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidiella oregonense,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium albiumbilicatum,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium articulatum,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium hughesi,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium bartletti,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium perforatum,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium complanatum,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium discoidale,241521,Elphidium discoidale,species,1342,Elphidium,82206,Elphidiidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Elphidium excavatum,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium galvestonense,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium gunteri,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium hanzawai,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium jenseni,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium poeyanum,82252,Elphidium poeyanum,species,1342,Elphidium,82206,Elphidiidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Elphidium schmitti,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium simplex,241527,Elphidium simplex,species,1342,Elphidium,82206,Elphidiidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Elphidium advena,,,,,,,,,,,,,,,,,,,
benthic_forams,Elphidium crispum,,,,,,,,,,,,,,,,,,,
benthic_forams,Eoguttulina liassica,,,,,,,,,,,,,,,,,,,
benthic_forams,Eouvigerina americana,,,,,,,,,,,,,,,,,,,
benthic_forams,Eouvigerina hispida,,,,,,,,,,,,,,,,,,,
benthic_forams,Eouvigerina sculptura,,,,,,,,,,,,,,,,,,,
benthic_forams,Eouvigerina subsculptura,,,,,,,,,,,,,,,,,,,
benthic_forams,Epistomaria milletti,,,,,,,,,,,,,,,,,,,
benthic_forams,Epistomina caracolla,,,,,,,,,,,,,,,,,,,
benthic_forams,Epistomina uhligi,,,,,,,,,,,,,,,,,,,
benthic_forams,Epistominella afueraensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Epistominella vitrea,,,,,,,,,,,,,,,,,,,
benthic_forams,Epistominella exigua,,,,,,,,,,,,,,,,,,,
benthic_forams,Epistominella umbonifera,,,,,,,,,,,,,,,,,,,
benthic_forams,Epistominella takayanagii,,,,,,,,,,,,,,,,,,,
benthic_forams,Eponides beiselli,,,,,,,,,,,,,,,,,,,
benthic_forams,Eponides weddellensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Eponides ecuadorana,,,,,,,,,,,,,,,,,,,
benthic_forams,Eponides healdi,,,,,,,,,,,,,,,,,,,
benthic_forams,Eponides minima,,,,,,,,,,,,,,,,,,,
benthic_forams,Eponides plummerae,,,,,,,,,,,,,,,,,,,
benthic_forams,Eponides simplex,,,,,,,,,,,,,,,,,,,
benthic_forams,Eponides tenera,,,,,,,,,,,,,,,,,,,
benthic_forams,Eponides turgida,,,,,,,,,,,,,,,,,,,
benthic_forams,Evolvocassidulina brevis,,,,,,,,,,,,,,,,,,,
benthic_forams,Evolvocassidulina kuwanoi,,,,,,,,,,,,,,,,,,,
benthic_forams,Favreina prusensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Fijiella simplex,,,,,,,,,,,,,,,,,,,
benthic_forams,Fischerina carinata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina auriculata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina circulo-costa,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina exculpta,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina orbignyana,478023,Fissurina orbignyana,species,1439,Fissurina,103766,Buliminidae,,,,,71228,Foraminifera,87643,Chromista,,,478023,Fissurina orbignyana
benthic_forams,Fissurina semimarginata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina submarginata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina wallerina,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina clathrata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina crebra,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina cucurbitasema,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina echigoensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina fimbriata,202124,Fissurina fimbriata,species,1439,Fissurina,155901,Ellipsolagenidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
benthic_forams,Fissurina kerguelenensis,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina lacunata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina lagenoides,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina marginata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina marginatoperforata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina multicostulata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina palliolata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina quinquelatera,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina radiata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina trigonomarginata,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina formosa,,,,,,,,,,,,,,,,,,,
benthic_forams,Fissurina sublagenoides,,,,,,,,,,,,,,,,,,,
benthic_forams,Florilus boueanus,413814,Florilus boueanus,species,82212,Florilus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
