Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotalia opima nana/continuosa transition,Globorotalia mayeri,Globigerina ciperoensis ciperoensis,Globigerina ciperoensis angulisuturalis,Catapsydrax dissimilis,Globorotaloides suteri,Globorotaloides spp.,Globorotalia opima nana,Globoquadrina venezuelana,Globigerina spp.,Globigerina ciperoensis angustiumbilicata,Globigerina praebulloides,Catapsydrax unicavus,Globigerina ciperoensis,Globigerina sellii,Catapsydrax spp.,Globoquadrina dehiscens dehiscens,Globoquadrina dehiscens praedehiscens,Globigerinoides trilobus/immaturus,Globigerinita naparimaensis,Catapsydrax stainforthi,Globorotalia fohsi peripheroronda,Globorotalia continuosa,Globoquadrina dehiscens,Globigerinoides spp.,Globigerinoides primordius,Cassigerinella chipolensis,Globorotalia acrostoma,Globoquadrina altispira altispira,Globigerina tripartita,Marginotruncana spp.,Globorotalia siakensis,Globoquadrina spp.,Globoquadrina baroemoenensis,Globigerinoides sacculifer,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis disjuncta,Globorotalia praescitula,Praeorbulina transitoria,Globorotalia spp.,Globorotalia miozea,Globigerinoides subquadratus,Globigerina woodi woodi,Globigerina druryi,Globigerina bulloides,Praeorbulina sicana,Globorotalia obesa,Globoquadrina altispira globosa,Globoquadrina altispira,Globigerinoides altiaperturus,Globorotalia scitula,Orbulina suturalis,Hedbergella spp.,Globorotalia scitula s.l.,Globigerina megastoma cariacoensis,Globorotalia mayeri (small),Globorotalia inflata,Globigerinoides ruber (white),Globigerina nepenthes (small),Globigerina falconensis,Globigerina decoraperta,Orbulina universa,Orbulina bilobata,Neogloboquadrina pachyderma,Neogloboquadrina dutertrei,Neogloboquadrina atlantica,Hastigerina siphonifera,Hastigerina aequilateralis,Globorotalia truncatulinoides,Globorotalia triangula,Globorotalia tosaensis,Globigerinoides obliquus obliquus,Globigerinoides elongatus/obliquus extremus,Beella digitata,Sphaeroidinella dehiscens,Neogloboquadrina acostaensis,Globigerinoides conglobatus,Globigerina calida,Beella praedigitata,Globorotalia crassaformis ronda,Globorotalia crassaformis crassaformis,Globorotalia crassaformis,Globorotalia tumida,Globorotalia menardii,Globigerina bermudezi,Pulleniatina primalis,Neogloboquadrina humerosa,Globorotalia cf. Gr. hirsuta,Globorotalia crassaformis hessi,Pulleniatina obliquiloculata,Pulleniatina finalis,Pulleniatina obliquiloculata/inflata transition,Globorotalia hirsuta,Globigerinoides ruber (pink),Globigerinoides elongatus,Comment
  SR,Middle Miocene   ,                 ,N9                ,N11           ,149, 898,A, 19,X,CC,  25.00,    177.4500,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,R                             ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,R                   ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,N7                ,N8            ,149, 898,A, 20,X, 1,  75.00,    178.1500,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,                                             ,                   ,                                   ,                                       ,                      ,R                     ,R                   ,                       ,R                        ,                ,                                         ,R                        ,                    ,                       ,                  ,                ,F                                ,                                     ,R                                 ,R                          ,                       ,                                 ,                       ,                       ,R                   ,                          ,                          ,                      ,R                                ,                      ,                    ,                      ,                  ,R                           ,                          ,                              ,                             ,R                       ,                        ,                 ,F                  ,R                           ,                       ,R                 ,                     ,R                  ,R                 ,R                              ,R                      ,R                            ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,N7                ,N8            ,149, 898,A, 20,X, 3,  46.00,    180.8600,Gervais  ,Planktonic Foraminifers                      ,F              ,P                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,F                                ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,N7                ,N8            ,149, 898,A, 21,X, 1,  96.00,    187.9600,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,                                             ,R                  ,                                   ,                                       ,                      ,?                     ,                    ,                       ,                         ,                ,R                                        ,                         ,                    ,                       ,                  ,                ,R                                ,                                     ,R                                 ,                           ,                       ,R                                ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,R                     ,                  ,                            ,                          ,                              ,                             ,R                       ,R                       ,R                ,?                  ,R                           ,R                      ,R                 ,R                    ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,149, 898,A, 21,X, 3,  99.00,    190.9900,Gervais  ,Planktonic Foraminifers                      ,F              ,P                 ,                                             ,F                  ,                                   ,                                       ,                      ,R                     ,                    ,                       ,R                        ,                ,                                         ,R                        ,                    ,                       ,                  ,                ,R                                ,                                     ,                                  ,R                          ,                       ,?                                ,R                      ,                       ,                    ,                          ,                          ,R                     ,                                 ,                      ,                    ,                      ,R                 ,                            ,                          ,                              ,                             ,R                       ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,149, 898,A, 21,X,CC,  25.00,    192.9000,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,                                             ,R                  ,                                   ,                                       ,                      ,                      ,R                   ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,R                          ,                       ,                                 ,R                      ,                       ,                    ,                          ,R                         ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,R                             ,R                            ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,149, 898,A, 22,X, 2,  71.00,    198.9100,Gervais  ,Planktonic Foraminifers                      ,F              ,P                 ,                                             ,R                  ,                                   ,                                       ,                      ,                      ,R                   ,r                      ,                         ,                ,R                                        ,R                        ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,?                      ,                                 ,R                      ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N7                ,              ,149, 898,A, 22,X, 4, 115.00,    202.3500,Gervais  ,Planktonic Foraminifers                      ,C              ,M                 ,                                             ,C                  ,r                                  ,                                       ,                      ,                      ,R                   ,                       ,R                        ,                ,R                                        ,C                        ,                    ,                       ,                  ,                ,F                                ,                                     ,F                                 ,F                          ,                       ,R                                ,R                      ,                       ,                    ,                          ,                          ,                      ,R                                ,                      ,                    ,R                     ,F                 ,?                           ,?                         ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,N6            ,149, 898,A, 23,X, 4,  94.00,    211.8600,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                            ,R                  ,                                   ,                                       ,R                     ,R                     ,R                   ,                       ,R                        ,R               ,                                         ,                         ,R                   ,                       ,                  ,R               ,                                 ,                                     ,                                  ,R                          ,R                      ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,r                   ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,N6            ,149, 898,A, 24,X, 2,  20.00,    218.1000,Gervais  ,Planktonic Foraminifers                      ,R              ,M                 ,R                                            ,R                  ,                                   ,                                       ,R                     ,                      ,                    ,                       ,R                        ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,R                     ,R                                ,r                     ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,N6            ,149, 898,A, 24,X, 3,   6.00,    219.4600,Gervais  ,Planktonic Foraminifers                      ,R              ,P                 ,R                                            ,                   ,                                   ,                                       ,                      ,R                     ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,R                                 ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,N6            ,149, 898,A, 25,X, 2,  78.00,    227.9000,Gervais  ,Planktonic Foraminifers                      ,R              ,M                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,R                        ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,N6            ,149, 898,A, 25,X, 3,  36.00,    228.9900,Gervais  ,Planktonic Foraminifers                      ,R              ,P                 ,                                             ,                   ,                                   ,                                       ,R                     ,                      ,                    ,                       ,                         ,                ,                                         ,R                        ,                    ,                       ,                  ,R               ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,N6            ,149, 898,A, 26,X, 1, 104.00,    236.2400,Gervais  ,Planktonic Foraminifers                      ,R              ,M                 ,R                                            ,R                  ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,R                        ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,R                         ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,Early Miocene    ,N4                ,N5            ,149, 898,A, 26,X, 2,  22.00,    236.9200,Gervais  ,Planktonic Foraminifers                      ,C              ,M                 ,R                                            ,C                  ,                                   ,                                       ,F                     ,R                     ,F                   ,                       ,R                        ,F               ,                                         ,F                        ,R                   ,                       ,                  ,                ,F                                ,                                     ,R                                 ,R                          ,                       ,F                                ,R                      ,R                      ,R                   ,R                         ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,Early Miocene    ,N4                ,N5            ,149, 898,A, 27,X, 4, 108.00,    250.4000,Gervais  ,Planktonic Foraminifers                      ,R              ,M                 ,                                             ,R                  ,                                   ,                                       ,R                     ,?                     ,                    ,                       ,                         ,                ,                                         ,R                        ,                    ,                       ,                  ,R               ,                                 ,                                     ,                                  ,R                          ,R                      ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,Early Miocene    ,N4                ,N5            ,149, 898,A, 28,X, 2,  52.00,    256.5200,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                            ,R                  ,                                   ,                                       ,                      ,R                     ,                    ,                       ,                         ,F               ,                                         ,R                        ,                    ,                       ,                  ,                ,                                 ,R                                    ,R                                 ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,149, 898,A, 28,X,CC,  40.00,    261.4900,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                            ,R                  ,                                   ,                                       ,R                     ,                      ,                    ,                       ,R                        ,                ,R                                        ,                         ,                    ,                       ,                  ,                ,R                                ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,149, 898,A, 29,X, 4,  73.00,    269.4300,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                            ,R                  ,                                   ,                                       ,?                     ,                      ,                    ,                       ,                         ,R               ,R                                        ,R                        ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,149, 898,A, 30,X, 2,  11.00,    275.4100,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                            ,R                  ,                                   ,R                                      ,                      ,                      ,                    ,                       ,R                        ,R               ,R                                        ,R                        ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
