Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus abies	Reticulofenestra minutula	Reticulofenestra gelida	Discoaster variabilis	Coccolithus pelagicus	Calcidiscus leptoporus	Reticulofenestra pseudoumbilicus	Discoaster quinqueramus	Catinaster coalitus	Catinaster calyculus	Calcidiscus macintyrei	Helicosphaera sellii	Sphenolithus verensis	Reticulofenestra haqii	Discoaster pentaradiatus	Discoaster exilis	Discoaster bellus	Discoaster braarudii	Minylitha convallis	Discoaster berggrenii	Helicosphaera kamptneri	Discoaster bergenii	Dictyococcites antarcticus	Discoaster neohamatus	Discoaster intercalaris	Amaurolithus tricorniculatus	Discoaster triradiatus	Discoaster brouweri	Amaurolithus amplificus	Sphenolithus moriformis	Pontosphaera multipora	Comment
  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	B	  9	R	CC	  24.00	    781.4700	Li       	Nannofossils                                 	R              	P                 	                  	                         	                       	                     	                     	                      	R                               	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	F                         	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	B	 10	R	CC	  12.00	    791.0400	Li       	Nannofossils                                 	R              	P                 	                  	                         	R                      	R                    	                     	R                     	R                               	                       	                   	                    	R                     	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	B	 13	R	CC	   0.00	    819.7800	Li       	Nannofossils                                 	R              	P                 	                  	R                        	                       	R                    	                     	                      	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 14	R	CC	  20.00	    830.4800	Li       	Nannofossils                                 	C              	M                 	                  	F                        	F                      	F                    	R                    	F                     	C                               	R                      	                   	                    	F                     	                    	R                    	                      	F                       	                 	                 	                    	                   	R                    	                       	                   	                          	                     	F                      	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 15	R	CC	  21.00	    837.1500	Li       	Nannofossils                                 	C              	M                 	R                 	F                        	C                      	R                    	F                    	R                     	R                               	F                      	                   	                    	F                     	R                   	F                    	F                     	                        	                 	                 	                    	                   	R                    	                       	                   	                          	                     	R                      	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 16	R	CC	  15.00	    852.2200	Li       	Nannofossils                                 	F              	P                 	                  	                         	R                      	R                    	F                    	R                     	                                	                       	                   	                    	                      	R                   	R                    	                      	                        	                 	                 	                    	                   	R                    	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 17	R	CC	   0.00	    859.5300	Li       	Nannofossils                                 	C              	P                 	                  	F                        	C                      	F                    	F                    	                      	                                	                       	                   	                    	F                     	                    	                     	F                     	                        	                 	                 	                    	                   	F                    	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 18	R	CC	  16.00	    868.0800	Li       	Nannofossils                                 	               	G                 	                  	D                        	F                      	C                    	C                    	C                     	C                               	                       	                   	                    	F                     	F                   	C                    	D                     	                        	                 	                 	                    	                   	C                    	F                      	                   	                          	                     	F                      	                            	                      	                   	                       	F                      	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 19	R	CC	  19.00	    877.5300	Li       	Nannofossils                                 	C              	M                 	                  	R                        	F                      	C                    	R                    	F                     	F                               	F                      	                   	                    	F                     	F                   	F                    	R                     	                        	                 	                 	                    	                   	F                    	                       	                   	                          	                     	                       	                            	                      	                   	R                      	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 20	R	CC	  15.00	    893.0200	Li       	Nannofossils                                 	C              	M                 	                  	A                        	A                      	F                    	F                    	F                     	C                               	F                      	                   	                    	F                     	F                   	F                    	A                     	                        	                 	                 	                    	                   	C                    	F                      	                   	                          	                     	                       	                            	                      	R                  	R                      	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 21	R	CC	   0.00	    898.3200	Li       	Nannofossils                                 	F              	P                 	                  	                         	                       	F                    	R                    	F                     	F                               	                       	                   	                    	F                     	                    	                     	                      	                        	                 	                 	                    	                   	R                    	R                      	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 22	R	CC	  13.00	    910.6700	Li       	Nannofossils                                 	C              	M                 	                  	C                        	A                      	F                    	C                    	F                     	C                               	                       	                   	                    	F                     	                    	F                    	A                     	                        	                 	                 	                    	                   	F                    	R                      	                   	                          	                     	                       	                            	R                     	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 23	R	CC	  20.00	    919.7300	Li       	Nannofossils                                 	C              	M                 	                  	A                        	A                      	F                    	C                    	F                     	                                	R                      	                   	                    	F                     	                    	F                    	A                     	                        	                 	                 	                    	                   	R                    	                       	                   	                          	                     	                       	R                           	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 24	R	CC	   0.00	    923.4600	Li       	Nannofossils                                 	               	M                 	R                 	A                        	A                      	F                    	F                    	C                     	F                               	                       	                   	                    	F                     	F                   	F                    	C                     	                        	                 	                 	                    	                   	R                    	                       	R                  	                          	                     	R                      	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 25	R	CC	   0.00	    939.0700	Li       	Nannofossils                                 	B              	P                 	                  	A                        	A                      	F                    	F                    	                      	                                	                       	                   	                    	F                     	                    	                     	A                     	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	R                      	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 26	R	 5	 146.00	    948.0000	Li       	Nannofossils                                 	R              	P                 	                  	                         	R                      	                     	                     	                      	                                	                       	                   	                    	R                     	                    	R                    	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	R                      	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 27	R	CC	   0.00	    957.3100	Li       	Nannofossils                                 	F              	P                 	                  	                         	                       	F                    	R                    	                      	F                               	                       	                   	                    	F                     	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 28	R	CC	  23.00	    968.8300	Li       	Nannofossils                                 	R              	P                 	                  	R                        	                       	                     	                     	                      	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	R                    	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 29	R	CC	  21.00	    978.0200	Li       	Nannofossils                                 	R              	P                 	                  	R                        	                       	                     	                     	                      	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	R                    	                       	R                  	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 31	R	CC	  14.00	    992.3100	Li       	Nannofossils                                 	R              	P                 	                  	F                        	                       	                     	                     	R                     	                                	                       	                   	                    	R                     	                    	R                    	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 33	R	CC	  20.00	   1009.4700	Li       	Nannofossils                                 	R              	P                 	R                 	R                        	F                      	R                    	                     	                      	                                	                       	                   	                    	                      	                    	R                    	                      	                        	                 	                 	                    	                   	R                    	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 34	R	CC	  12.00	   1019.9900	Li       	Nannofossils                                 	F              	P                 	R                 	F                        	F                      	                     	F                    	R                     	                                	                       	R                  	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 36	R	CC	  20.00	   1044.7300	Li       	Nannofossils                                 	C              	M                 	F                 	C                        	C                      	F                    	C                    	                      	F                               	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	F                    	F                      	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 37	R	CC	  24.00	   1050.5100	Li       	Nannofossils                                 	C              	M                 	F                 	C                        	C                      	C                    	C                    	                      	                                	                       	                   	                    	F                     	                    	F                    	F                     	                        	                 	                 	                    	                   	C                    	                       	                   	                          	R                    	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 38	R	CC	  19.00	   1058.5601	Li       	Nannofossils                                 	R              	P                 	                  	                         	                       	R                    	                     	                      	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	R                    	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 39	R	CC	  20.00	   1070.8000	Li       	Nannofossils                                 	R              	P                 	R                 	R                        	R                      	R                    	R                    	F                     	                                	                       	                   	                    	R                     	                    	R                    	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 40	R	 3	   8.00	   1078.5400	Li       	Nannofossils                                 	R              	P                 	                  	                         	                       	                     	                     	                      	                                	                       	                   	                    	                      	                    	                     	R                     	                        	                 	                 	                    	C                  	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 41	R	 1	  10.00	   1085.4000	Li       	Nannofossils                                 	F              	P                 	                  	F                        	F                      	R                    	R                    	R                     	                                	                       	                   	                    	                      	                    	                     	F                     	                        	                 	                 	                    	C                  	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 41	R	 3	  14.00	   1088.3300	Li       	Nannofossils                                 	F              	P                 	                  	F                        	F                      	F                    	R                    	R                     	                                	                       	D                  	                    	                      	                    	                     	F                     	                        	                 	                 	                    	F                  	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 41	R	 5	   8.00	   1091.2700	Li       	Nannofossils                                 	F              	P                 	                  	F                        	F                      	F                    	R                    	F                     	                                	                       	                   	                    	                      	                    	                     	F                     	                        	                 	                 	                    	F                  	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 41	R	CC	  28.00	   1094.4700	Li       	Nannofossils                                 	R              	P                 	                  	R                        	                       	R                    	rR                   	                      	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	F                      	                   	R                         	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 42	R	 1	   9.00	   1094.9900	Li       	Nannofossils                                 	B              	P                 	                  	                         	                       	                     	                     	                      	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	D                  	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	always owergrown

  IR	                 	                 	                  	              	186	1150	B	 42	R	 3	  13.00	   1098.0400	Li       	Nannofossils                                 	C              	P                 	                  	                         	C                      	F                    	R                    	                      	                                	                       	                   	                    	                      	                    	F                    	C                     	                        	                 	                 	                    	F                  	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN9           	186	1150	B	 42	R	CC	  21.00	   1103.8700	Li       	Nannofossils                                 	C              	P                 	R                 	F                        	C                      	C                    	F                    	                      	F                               	                       	                   	                    	F                     	F                   	rR                   	F                     	                        	                 	                 	                    	                   	R                    	R                      	F                  	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 43	R	 1	   0.00	   1104.6000	Li       	Nannofossils                                 	C              	P                 	                  	                         	                       	F                    	                     	                      	                                	                       	                   	                    	                      	                    	F                    	                      	                        	                 	                 	                    	                   	R                    	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 43	R	 1	  14.00	   1104.7400	Li       	Nannofossils                                 	F              	P                 	                  	F                        	C                      	R                    	F                    	                      	                                	                       	                   	                    	                      	                    	F                    	F                     	                        	                 	                 	                    	C                  	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 43	R	 3	   4.00	   1107.5900	Li       	Nannofossils                                 	F              	P                 	                  	                         	F                      	F                    	                     	                      	                                	                       	                   	                    	                      	                    	                     	R                     	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 43	R	 5	  12.00	   1110.6700	Li       	Nannofossils                                 	R              	P                 	                  	                         	R                      	                     	                     	                      	                                	                       	                   	                    	                      	                    	                     	R                     	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN8           	186	1150	B	 43	R	CC	  18.00	   1111.2800	Li       	Nannofossils                                 	R              	P                 	                  	                         	                       	R                    	                     	                      	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 44	R	 1	   5.00	   1114.2500	Li       	Nannofossils                                 	F              	M                 	                  	                         	C                      	C                    	                     	                      	F                               	                       	                   	                    	                      	                    	F                    	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN8           	186	1150	B	 44	R	CC	  15.00	   1115.7600	Li       	Nannofossils                                 	R              	P                 	R                 	                         	F                      	R                    	R                    	                      	                                	                       	R                  	                    	                      	                    	R                    	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 45	R	 1	  10.00	   1124.0000	Li       	Nannofossils                                 	R              	P                 	                  	                         	R                      	                     	                     	                      	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN8           	186	1150	B	 45	R	CC	  21.00	   1129.8500	Li       	Nannofossils                                 	R              	P                 	                  	                         	R                      	R                    	R                    	R                     	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 46	R	 1	   6.00	   1133.5601	Li       	Nannofossils                                 	C              	P                 	                  	                         	C                      	F                    	F                    	                      	                                	                       	                   	                    	                      	                    	R                    	C                     	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 46	R	 3	  11.00	   1136.4500	Li       	Nannofossils                                 	C              	M                 	                  	F                        	A                      	F                    	F                    	                      	R                               	                       	                   	                    	                      	                    	                     	C                     	                        	                 	                 	R                   	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 47	R	 1	  10.00	   1143.2000	Li       	Nannofossils                                 	C              	M                 	                  	A                        	A                      	F                    	F                    	                      	F                               	                       	                   	                    	                      	F                   	                     	F                     	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 47	R	 3	  10.00	   1146.1300	Li       	Nannofossils                                 	B              	P                 	                  	A                        	A                      	F                    	F                    	                      	R                               	                       	                   	                    	                      	F                   	                     	F                     	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN8           	186	1150	B	 47	R	CC	  22.00	   1147.3600	Li       	Nannofossils                                 	F              	P                 	                  	                         	R                      	R                    	F                    	                      	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 48	R	 1	   6.00	   1152.8600	Li       	Nannofossils                                 	R              	M                 	                  	R                        	R                      	R                    	                     	R                     	R                               	                       	R                  	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 48	R	 3	  15.00	   1155.8800	Li       	Nannofossils                                 	R              	M                 	                  	R                        	R                      	R                    	                     	R                     	R                               	                       	R                  	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	Late Miocene     	                  	CN8           	186	1150	B	 48	R	CC	  20.00	   1157.7100	Li       	Nannofossils                                 	C              	P                 	R                 	C                        	                       	                     	C                    	F                     	                                	                       	R                  	                    	                      	                    	R                    	C                     	R                       	F                	R                	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 49	R	 1	  10.00	   1162.5000	Li       	Nannofossils                                 	C              	M                 	                  	                         	C                      	F                    	F                    	                      	C                               	                       	C                  	                    	                      	D                   	R                    	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 49	R	 3	  12.00	   1165.3900	Li       	Nannofossils                                 	C              	M                 	                  	                         	C                      	F                    	F                    	                      	C                               	                       	F                  	                    	                      	R                   	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 49	R	 5	   8.00	   1168.3500	Li       	Nannofossils                                 	               	M                 	                  	                         	C                      	F                    	F                    	                      	A                               	                       	F                  	                    	F                     	R                   	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	R. psedo big 14U, gelida smaller

  IR	                 	Late Miocene     	                  	CN8           	186	1150	B	 49	R	CC	  15.00	   1170.5699	Li       	Nannofossils                                 	C              	M                 	F                 	cC                       	C                      	F                    	F                    	C                     	                                	                       	F                  	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 50	R	 1	  10.00	   1172.1000	Li       	Nannofossils                                 	C              	P                 	                  	                         	F                      	cC                   	F                    	                      	A                               	R                      	C                  	                    	C                     	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	reworked c. umbrella or c. coalithus

  IR	                 	                 	                  	              	186	1150	B	 50	R	 3	  10.00	   1175.1000	Li       	Nannofossils                                 	R              	P                 	                  	                         	R                      	                     	R                    	                      	R                               	R                      	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

  IR	                 	                 	                  	              	186	1150	B	 50	R	 5	  10.00	   1178.1000	Li       	Nannofossils                                 	               	P                 	                  	rR                       	F                      	C                    	R                    	                      	R                               	R                      	R                  	cC                  	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	overgrown

  IR	                 	Late Miocene     	                  	CN8           	186	1150	B	 50	R	CC	  10.00	   1180.2300	Li       	Nannofossils                                 	F              	M                 	R                 	F                        	F                      	F                    	F                    	F                     	                                	                       	                   	                    	                      	                    	                     	                      	                        	                 	                 	                    	                   	                     	                       	                   	                          	                     	                       	                            	                      	                   	                       	                       	                      	       

