Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeugrhabdotus erectus,Zeugrhabdotus embergeri,Zeugrhabdotus acanthus,Watznaueria supracretacea,Watznaueria ovata,Watznaueria britannica,Watznaueria biporta,Watznaueria barnesae,Vagalapilla stradneri,Stephanolithion coronatum,Scapholithus fossilis,Rhagodiscus asper,Rhagodiscus angustus,Reinhardtites fenestratus,Radiolithus planus,Prediscosphaera spinosa,Prediscosphaera columnata,Parhabdolithus achylostaurion,Nannoconus truitti,Nannoconus regularis,Nannoconus quadriangulus,Manivitella pemmatoidea,Lithraphidites pseudoquadratus,Lithraphidites carniolensis,Grantarhabdus coronadventis,Glaukolithus diplogrammus,Flabellites biforaminis,Eprolithus floralis,Cyclagelosphaera margerelii,Cyclagelosphaera deflandrei,Cruciellipsis chiasta,Cribrosphaerella ehrenbergii,Cretarhabdus loriei,Cretarhabdus crenulatus,Corollithion achylosum,Chiastozygus litterarius,Braarudosphaera hockwoldensis,Braarudosphaera africana,Biscutum constans,Bidiscus ignotus,Tranolithus gabalus,Nannoconus elongatus,Haqius circumradiatus,Braarudosphaera regularis,Zygodiscus elegans,Tegumentum stradneri,Hayesites albiensis,Axopodorhabdus albianus,Tranolithus phacelosus,Eiffellithus sp. 3,Eiffellithus sp. 2,Crucicribium sp.,Corollithion signum,Axopodorhabdus dietzmannii,Helicolithus trabeculatus,Tetrapodorhabdus coptensis,Sollasites barringtonensis,Lithraphidites alatus,Zeugrhabdotus theta,Gartnerago nanum,Broinsonia dentata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 10,R, 1,  40.00,     80.6000,Watkins  ,Nannofossils                                 ,C              ,G                 ,A                    ,F                      ,R                     ,F                        ,R                ,                      ,F                  ,A                   ,R                    ,R                        ,R                    ,R                ,R                   ,F                        ,                  ,R                      ,F                        ,C                            ,F                 ,                    ,                        ,F                      ,                              ,C                          ,R                          ,F                        ,R                      ,R                  ,                           ,R                          ,                     ,F                           ,F                  ,F                      ,R                     ,F                       ,                             ,                        ,A                ,F               ,R                  ,                    ,                     ,                         ,F                 ,                    ,                   ,R                      ,F                     ,C                 ,F                 ,R               ,R                  ,R                         ,R                        ,R                         ,R                         ,R                    ,R                  ,R               ,R                 ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 10,R, 2,  71.00,     82.3100,Watkins  ,Nannofossils                                 ,A              ,G                 ,C                    ,R                      ,F                     ,F                        ,F                ,R                     ,F                  ,C                   ,F                    ,R                        ,                     ,F                ,F                   ,F                        ,R                 ,R                      ,C                        ,C                            ,R                 ,                    ,                        ,F                      ,                              ,C                          ,R                          ,C                        ,F                      ,R                  ,                           ,R                          ,R                    ,F                           ,R                  ,F                      ,                      ,F                       ,                             ,                        ,C                ,F               ,R                  ,                    ,R                    ,                         ,                  ,                    ,                   ,F                      ,R                     ,C                 ,F                 ,R               ,R                  ,R                         ,                         ,R                         ,R                         ,R                    ,R                  ,                ,R                 ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 10,R,CC,  17.00,     84.3200,Watkins  ,Nannofossils                                 ,F              ,                  ,A                    ,F                      ,R                     ,F                        ,R                ,                      ,F                  ,A                   ,R                    ,                         ,                     ,R                ,F                   ,R                        ,                  ,R                      ,F                        ,C                            ,F                 ,                    ,                        ,F                      ,                              ,C                          ,R                          ,C                        ,R                      ,R                  ,                           ,F                          ,                     ,F                           ,R                  ,F                      ,R                     ,F                       ,                             ,                        ,A                ,F               ,                   ,R                   ,                     ,                         ,F                 ,R                   ,                   ,                       ,R                     ,F                 ,F                 ,                ,                   ,                          ,R                        ,R                         ,R                         ,                     ,                   ,R               ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 11,R, 1,  86.00,     90.4600,Watkins  ,Nannofossils                                 ,C              ,                  ,C                    ,R                      ,F                     ,R                        ,R                ,                      ,F                  ,C                   ,R                    ,                         ,                     ,F                ,R                   ,R                        ,                  ,R                      ,F                        ,C                            ,                  ,                    ,                        ,F                      ,                              ,C                          ,R                          ,C                        ,F                      ,R                  ,                           ,                           ,                     ,F                           ,R                  ,F                      ,                      ,F                       ,                             ,                        ,C                ,F               ,                   ,                    ,                     ,                         ,                  ,                    ,                   ,R                      ,R                     ,C                 ,F                 ,                ,                   ,                          ,                         ,                          ,                          ,                     ,                   ,                ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 11,R, 2,  26.00,     91.3600,Watkins  ,Nannofossils                                 ,C              ,                  ,C                    ,F                      ,F                     ,F                        ,F                ,                      ,F                  ,C                   ,F                    ,                         ,                     ,F                ,R                   ,R                        ,                  ,R                      ,F                        ,F                            ,                  ,                    ,                        ,F                      ,                              ,C                          ,                           ,C                        ,F                      ,R                  ,                           ,?                          ,R                    ,F                           ,R                  ,F                      ,                      ,F                       ,                             ,                        ,C                ,F               ,                   ,                    ,                     ,                         ,                  ,                    ,                   ,R                      ,F                     ,F                 ,F                 ,                ,                   ,R                         ,                         ,R                         ,                          ,                     ,R                  ,                ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 11,R, 3,   7.00,     92.6700,Watkins  ,Nannofossils                                 ,C              ,                  ,C                    ,R                      ,F                     ,R                        ,R                ,R                     ,R                  ,C                   ,                     ,                         ,                     ,R                ,R                   ,R                        ,                  ,R                      ,F                        ,F                            ,                  ,                    ,                        ,F                      ,                              ,C                          ,R                          ,C                        ,R                      ,R                  ,                           ,R                          ,                     ,F                           ,R                  ,F                      ,                      ,F                       ,                             ,                        ,C                ,F               ,                   ,                    ,                     ,                         ,R                 ,                    ,                   ,R                      ,R                     ,F                 ,C                 ,R               ,                   ,R                         ,                         ,                          ,                          ,                     ,R                  ,                ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 11,R,CC,  17.00,     93.0500,Watkins  ,Nannofossils                                 ,C              ,                  ,A                    ,F                      ,F                     ,F                        ,                 ,                      ,C                  ,A                   ,R                    ,R                        ,                     ,R                ,F                   ,F                        ,                  ,R                      ,F                        ,C                            ,F                 ,                    ,                        ,F                      ,                              ,A                          ,R                          ,C                        ,F                      ,R                  ,                           ,F                          ,                     ,R                           ,R                  ,C                      ,                      ,F                       ,                             ,                        ,A                ,R               ,R                  ,                    ,                     ,                         ,F                 ,                    ,                   ,R                      ,F                     ,C                 ,F                 ,                ,                   ,                          ,R                        ,R                         ,R                         ,R                    ,                   ,                ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 12,R, 1, 109.00,    100.1900,Watkins  ,Nannofossils                                 ,C              ,                  ,C                    ,                       ,R                     ,R                        ,R                ,R                     ,F                  ,C                   ,F                    ,                         ,R                    ,F                ,R                   ,F                        ,                  ,R                      ,F                        ,F                            ,F                 ,                    ,                        ,F                      ,                              ,C                          ,                           ,C                        ,R                      ,                   ,                           ,F                          ,R                    ,F                           ,R                  ,F                      ,                      ,F                       ,                             ,                        ,C                ,F               ,                   ,                    ,                     ,                         ,                  ,                    ,                   ,R                      ,R                     ,F                 ,F                 ,                ,                   ,                          ,R                        ,                          ,                          ,                     ,                   ,                ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 12,R, 2,  70.00,    101.3000,Watkins  ,Nannofossils                                 ,A              ,G                 ,C                    ,R                      ,R                     ,R                        ,R                ,                      ,R                  ,C                   ,F                    ,                         ,R                    ,R                ,F                   ,R                        ,R                 ,F                      ,F                        ,F                            ,C                 ,                    ,                        ,F                      ,                              ,C                          ,R                          ,F                        ,R                      ,R                  ,                           ,F                          ,F                    ,                            ,R                  ,F                      ,R                     ,R                       ,                             ,                        ,C                ,R               ,                   ,R                   ,                     ,                         ,F                 ,                    ,R                  ,R                      ,R                     ,F                 ,F                 ,R               ,R                  ,R                         ,                         ,                          ,                          ,                     ,                   ,                ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 13,R, 2,  77.00,    110.5700,Watkins  ,Nannofossils                                 ,C              ,                  ,C                    ,F                      ,F                     ,R                        ,R                ,                      ,F                  ,C                   ,F                    ,R                        ,R                    ,R                ,R                   ,R                        ,R                 ,                       ,C                        ,F                            ,C                 ,                    ,R                       ,F                      ,                              ,C                          ,R                          ,F                        ,R                      ,R                  ,R                          ,                           ,                     ,                            ,R                  ,F                      ,R                     ,R                       ,R                            ,F                       ,C                ,F               ,                   ,F                   ,                     ,R                        ,R                 ,R                   ,R                  ,R                      ,                      ,                  ,                  ,                ,                   ,                          ,                         ,                          ,                          ,                     ,                   ,                ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 14,R, 3, 100.00,    116.4200,Watkins  ,Nannofossils                                 ,C              ,G                 ,C                    ,F                      ,                      ,R                        ,                 ,R                     ,R                  ,C                   ,R                    ,F                        ,                     ,F                ,F                   ,R                        ,                  ,                       ,                         ,                             ,C                 ,F                   ,F                       ,R                      ,                              ,F                          ,                           ,F                        ,F                      ,                   ,                           ,R                          ,R                    ,                            ,                   ,R                      ,R                     ,                        ,R                            ,                        ,C                ,                ,R                  ,F                   ,R                    ,F                        ,                  ,                    ,                   ,                       ,                      ,                  ,                  ,                ,                   ,                          ,                         ,                          ,                          ,                     ,                   ,                ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 14,R, 3, 148.00,    116.9000,Watkins  ,Nannofossils                                 ,C              ,G                 ,C                    ,R                      ,                      ,R                        ,                 ,                      ,F                  ,C                   ,F                    ,R                        ,R                    ,R                ,F                   ,R                        ,R                 ,                       ,F                        ,F                            ,C                 ,                    ,F                       ,F                      ,                              ,F                          ,                           ,F                        ,R                      ,R                  ,F                          ,R                          ,R                    ,                            ,                   ,R                      ,R                     ,F                       ,F                            ,R                       ,C                ,                ,                   ,                    ,                     ,                         ,                  ,                    ,                   ,                       ,                      ,                  ,                  ,                ,                   ,                          ,                         ,                          ,                          ,                     ,                   ,                ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC11              ,              ,101, 635,B, 14,R,CC,  19.00,    117.1100,Watkins  ,Nannofossils                                 ,A              ,G                 ,A                    ,R                      ,F                     ,R                        ,F                ,R                     ,F                  ,A                   ,F                    ,R                        ,R                    ,F                ,F                   ,F                        ,R                 ,R                      ,F                        ,C                            ,F                 ,R                   ,?                       ,F                      ,R                             ,A                          ,R                          ,C                        ,F                      ,F                  ,F                          ,F                          ,F                    ,F                           ,R                  ,F                      ,F                     ,F                       ,R                            ,R                       ,A                ,F               ,                   ,                    ,                     ,                         ,                  ,                    ,                   ,                       ,                      ,                  ,                  ,                ,                   ,                          ,                         ,                          ,                          ,                     ,                   ,                ,                  ,from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 3 p 80-81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
