Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Theocorys saginata	Theocorys robusta	Sethocytris cavipodis	Lychnocanoma conica	Buryella aff. kaikoura	Axoprunum irregularis	Lychnocanoma bellum	Cenosphaera coronataformis	Cyrtocapsella aff. tetrapera	Cenosphaera coronata	Cyrtocapsella tetrapera	Cyclampterium(?) milowi	Eucyrtidium cienkowskii	Lamprocyclas matakohe	Lychnocanoma nipponica nipponica	Lithopera renzae	Stichocorys peregrina	Stichocorys delmontensis	Cyrtocapsella japonica	Eucyrtidium biconicum	Lychnocanoma grande	Stichocorys spp. group	Ommatartus sp C	Ommatartus didymus	Dictyophimus splendens	Cannartus sp. C	Stylatractus universus	Stylacontarium acquilonium	Spongoplegma antarcticum	Desmospyris spongiosa	Pseudocubus vema	Antarctissa strelkovi	Cycladophora pliocenica	Antarctissa sp. G	Antarctissa denticulata	Comment
  IR	                 	                 	                  	              	189	1171	C	  7	H	CC	  23.00	     67.1300	rads     	Radiolarians                                 	C              	G                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	                       	                       	T                      	                     	                                	                	A                    	T                       	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	6/7 RD S. peregrina, LCO S delmontensis

  IR	                 	                 	                  	              	189	1171	C	  8	H	CC	   0.00	     75.3300	rads     	Radiolarians                                 	C              	G                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	                       	                       	T                      	                     	                                	                	A                    	T                       	                      	R                    	T                  	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	  9	H	CC	  12.00	     85.6400	rads     	Radiolarians                                 	C              	G                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	                       	                       	F                      	                     	                                	                	F                    	F                       	T                     	F                    	T                  	R                     	R              	T                 	T                     	T              	                      	                          	                        	                     	                	                     	                       	                 	                       	8/9 RI S. peregrina

  IR	                 	                 	                  	              	189	1171	C	 10	H	CC	  14.00	     94.4000	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	                       	                       	R                      	                     	                                	                	                     	                        	R                     	R                    	R                  	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 11	H	CC	   0.00	    104.1200	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	                       	                       	F                      	                     	R                               	                	T                    	R                       	F                     	R                    	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 12	X	CC	  11.00	    109.9200	rads     	Radiolarians                                 	C              	G                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	                       	                       	T                      	                     	R                               	                	                     	                        	A                     	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	11/12 RD C. japonica

  IR	                 	                 	                  	              	189	1171	C	 13	X	CC	  13.00	    115.7200	rads     	Radiolarians                                 	C              	G                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	                       	                       	T                      	                     	                                	                	                     	                        	A                     	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 14	X	CC	  13.00	    123.4900	rads     	Radiolarians                                 	C              	G                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	                       	                       	T                      	                     	                                	                	                     	                        	A                     	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 15	X	CC	  13.00	    134.4500	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	A                      	                       	R                      	                     	T                               	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	14/15 RD C. tetrapera

  IR	                 	                 	                  	              	189	1171	C	 16	X	CC	  17.00	    139.6600	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	R                      	                       	F                      	                     	R                               	                	R                    	R                       	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 17	X	CC	  11.00	    150.1800	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	                   	                      	                     	                   	                          	                            	                    	C                      	                       	R                      	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 18	X	CC	  16.00	    162.9300	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	R                  	                      	                     	R                  	                          	                            	                    	R                      	                       	F                      	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 19	X	CC	  12.00	    172.7600	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	C                  	                      	                     	                   	                          	                            	                    	F                      	                       	F                      	                     	R                               	T               	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 20	X	CC	  16.00	    181.1000	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	C                  	                      	T                    	                   	                          	                            	                    	C                      	R                      	R                      	R                    	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 21	X	CC	  18.00	    190.1100	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	R                  	                      	                     	                   	                          	                            	                    	F                      	R                      	F                      	F                    	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 22	X	CC	  16.00	    198.9300	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	F                  	                      	                     	                   	                          	                            	                    	C                      	R                      	R                      	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 23	X	CC	  18.00	    210.1200	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	                   	                      	                     	                   	R                         	                            	C                   	C                      	                       	                       	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	22/23 LO C. coronata

  IR	                 	                 	                  	              	189	1171	C	 24	X	CC	  23.00	    219.7400	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	                   	                      	                     	                   	F                         	                            	C                   	A                      	                       	                       	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 25	X	CC	  19.00	    228.4800	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	T                  	                      	                     	T                  	                          	                            	C                   	C                      	C                      	                       	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 26	X	CC	  14.00	    237.5600	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	                   	                      	                     	                   	R                         	T                           	A                   	                       	                       	                       	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	25/26 FO. C. tetrapera

  IR	                 	                 	                  	              	189	1171	C	 27	X	CC	  36.00	    247.3300	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	R                  	                      	T                    	F                  	                          	A                           	R                   	                       	                       	                       	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 28	X	CC	  29.00	    253.7900	rads     	Radiolarians                                 	C              	M                 	                  	R                	R                    	                   	F                     	                     	R                  	A                         	                            	                    	                       	                       	                       	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 29	X	CC	  35.00	    264.8300	rads     	Radiolarians                                 	C              	M                 	                  	                 	                     	R                  	                      	                     	R                  	                          	                            	                    	                       	                       	                       	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

  IR	                 	                 	                  	              	189	1171	C	 30	X	CC	  13.00	    272.8700	rads     	Radiolarians                                 	C              	M                 	T                 	R                	R                    	R                  	T                     	T                    	                   	                          	                            	                    	                       	                       	                       	                     	                                	                	                     	                        	                      	                     	                   	                      	               	                  	                      	               	                      	                          	                        	                     	                	                     	                       	                 	                       	       

