leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
7,65,,2,1,50.0,52.0,10.00,10.51, 1,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0050,Spongaster tetras,RARE,  ,1,732675a883399e14e75852cb9718f5a0
7,65,,3,5,25.0,27.0,19.00,25.26, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0030,Ommatartus avitus,RARE,  ,1,91ace6801aee7fcc0a252dcb94c81458
7,65,,3,5,25.0,27.0,19.00,25.26, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0070,Ommatartus tetrathalamus,PRESENT,  ,1,9a722eda7c1f8e124016b9a25a2d502d
7,65,,3,5,25.0,27.0,19.00,25.26, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0070,Stichocorys peregrina,COMMON,  ,1,06678d639d979f241f6f04a265493a64
7,65,,3,CC,0.0,0.0,19.00,28.10, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0050,Ommatartus penultimus,FEW,  ,1,aaee92e68c37e3d613a7e9643ce79179
7,65,,3,CC,0.0,0.0,19.00,28.10, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0070,Stichocorys peregrina,COMMON,  ,1,32bce1b5256359e8b7a747165cedba9d
7,65,,4,2,25.0,27.0,28.00,29.76,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTS0010,Artostrobium auritum,RARE,  ,1,5318a68526590780f20bf38d4ad63002
7,65,,4,2,25.0,27.0,28.00,29.76,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0060,Cyclampterium neatum,RARE,  ,1,5864e5ccd307a5231e2d6865c41850c6
7,65,,4,2,25.0,27.0,28.00,29.76,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITX0010,Lithopera bacca,RARE,  ,1,301384a3c15ac4a3dde8e2445ad5b710
7,65,,4,2,25.0,27.0,28.00,29.76,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0030,Ommatartus avitus,RARE,  ,1,49536b5d6d39513e88eb7b8c2366f7de
7,65,,4,2,25.0,27.0,28.00,29.76,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0040,Ommatartus hughesi,PRESENT,  ,1,264ff9d0cbb03d3002ff190a727c4ce0
7,65,,4,2,25.0,27.0,28.00,29.76,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0070,Ommatartus tetrathalamus,PRESENT,  ,1,7198b7d88b1fb00d30b62d2b234f54e5
7,65,,4,2,25.0,27.0,28.00,29.76,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSIPA0020,Siphocampe corbula,PRESENT,  ,1,8d73017e5c6b002130b2738509040426
7,65,,4,2,25.0,27.0,28.00,29.76,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0030,Spongaster klingi,RARE,  ,1,8debc00963755198b6174923b81cc995
7,65,,4,2,25.0,27.0,28.00,29.76,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0040,Spongaster pentas,PRESENT,  ,1,9914ce383abe5ec79ca10e284b0f9c14
7,65,,4,2,25.0,27.0,28.00,29.76,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0070,Stichocorys peregrina,COMMON,  ,1,5057d22e0aa6db6ac544651bd3f0ed28
7,65,,4,5,125.0,127.0,28.00,35.26, 1,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0070,Stichocorys peregrina,COMMON,  ,1,bfa1b396fd79556e11c5a6bf79440cc7
7,65,,4,CC,0.0,0.0,28.00,37.10, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RACRO0040,Acrobotrys tritubus,RARE,  ,1,d07026889005534e1ad3acd30976f17e
7,65,,4,CC,0.0,0.0,28.00,37.10, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0050,Ommatartus penultimus,FEW,  ,1,c1741025cd003ddc8fa7dbaf0244dc60
7,65,,4,CC,0.0,0.0,28.00,37.10, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0070,Stichocorys peregrina,COMMON,  ,1,95669a253182ab51e248b0cbfbee59ff
7,65,,5,2,25.0,27.0,37.00,38.76, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARP0010,Carpocanarium sp.,PRESENT,  ,1,23dea4f405e3ea29219e7e9e716dffd6
7,65,,5,2,25.0,27.0,37.00,38.76, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0060,Cyclampterium neatum,RARE,  ,1,8c662040f92fd9202c91b32b78e7c0b3
7,65,,5,2,25.0,27.0,37.00,38.76, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0030,Spongaster klingi,RARE,  ,1,ddf93c6964c61e31d8078f96794cc418
7,65,,5,2,25.0,27.0,37.00,38.76, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0040,Spongaster pentas,PRESENT,  ,1,356e559d9523bed23ff45ee7bca99ed6
7,65,,5,2,25.0,27.0,37.00,38.76, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0070,Stichocorys peregrina,FEW,  ,1,61564f2f9858091c9ea27002d0e79357
7,65,,5,4,25.0,27.0,37.00,41.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0060,Cyclampterium neatum,RARE,  ,1,46c87955f56eb4629155ab489a2b2432
7,65,,5,4,25.0,27.0,37.00,41.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSOLE0015,Solenospheara omnitubus,FEW,  ,1,39b7dc9987725159a93a7e4543a69a8f
7,65,,5,4,25.0,27.0,37.00,41.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0030,Spongaster klingi,RARE,  ,1,1e93ceb47975215d1fd52a74965fdd03
7,65,,5,4,25.0,27.0,37.00,41.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0070,Stichocorys peregrina,FEW,  ,1,6c6368ae4643b12df970063d485784db
7,65,,5,6,25.0,27.0,37.00,44.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RACRO0040,Acrobotrys tritubus,RARE,  ,1,98f58b066a0f7e58fd76c035a50219d0
7,65,,5,6,25.0,27.0,37.00,44.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0050,Ommatartus penultimus,FEW,  ,1,8af831112c2b96ad9c8e4268d98dff94
7,65,,5,6,25.0,27.0,37.00,44.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSOLE0015,Solenospheara omnitubus,RARE,  ,1,521c9ff47dbb2a8612a0b6dcbb4415ad
7,65,,5,6,25.0,27.0,37.00,44.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0030,Spongaster klingi,PRESENT,  ,1,17186f3a8c57f5ec74f9f00f9c7836c5
7,65,,5,CC,0.0,0.0,37.00,46.10, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0020,Ommatartus antepenultimus,FEW,  ,1,8144fcde3c178dcbfa02adcc581c88f5
7,65,,5,CC,0.0,0.0,37.00,46.10, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0040,Ommatartus hughesi,FEW,  ,1,55850c57f29a3ed7bf376f88d3056f5e
7,65,,5,CC,0.0,0.0,37.00,46.10, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1,53af8df7db949d70f9538a22f0cdb607
7,65,,6,2,25.0,27.0,46.00,47.76, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RACRO0040,Acrobotrys tritubus,RARE,  ,1,89b2a669659f90ec878489de45aa8038
7,65,,6,2,25.0,27.0,46.00,47.76, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARP0010,Carpocanarium sp.,PRESENT,  ,1,5575f2e777775ee5f5567ffde48965e3
7,65,,6,2,25.0,27.0,46.00,47.76, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0060,Cyclampterium neatum,PRESENT,  ,1,dc3676fc36f3dc23de88364a6b76d241
7,65,,6,2,25.0,27.0,46.00,47.76, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITX0010,Lithopera bacca,RARE,  ,1,b0554e67ed3215fa38707e4946c13ad7
7,65,,6,2,25.0,27.0,46.00,47.76, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0020,Ommatartus antepenultimus,FEW,  ,1,b2a756beded786373c050afb22f615e1
7,65,,6,2,25.0,27.0,46.00,47.76, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0030,Spongaster klingi,PRESENT,  ,1,fddc77ffc575312724ab5431cf933e94
7,65,,6,CC,0.0,0.0,46.00,55.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RACRO0040,Acrobotrys tritubus,PRESENT,  ,1,a7e0b7bd05cf056ad2bf6f84e6324123
7,65,,6,CC,0.0,0.0,46.00,55.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0100,Liriospyris parkerae,PRESENT,  ,1,89024e383fcfc29c09cf31b84eceb23c
7,65,,6,CC,0.0,0.0,46.00,55.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0120,Liriospyris stauropora,PRESENT,  ,1,84abc2d5f96b0e6dd4c74832a5445949
7,65,,6,CC,0.0,0.0,46.00,55.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0020,Ommatartus antepenultimus,FEW,  ,1,e7739fdc9d9f25da5b759f2caeff6cb5
7,65,,6,CC,0.0,0.0,46.00,55.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0040,Ommatartus hughesi,FEW,  ,1,2aa0608ca1f0135ff5128fceca0807b2
7,65,,6,CC,0.0,0.0,46.00,55.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1,af353a90888db9c163e87c8362c54e5f
7,65,,7,2,25.0,27.0,55.00,56.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0060,Cyclampterium neatum,PRESENT,  ,1,5557741d3c87e1e1e9b820509e3004a3
7,65,,7,2,25.0,27.0,55.00,56.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDICX0010,Dictyocoryne ontongensis,PRESENT,  ,1,759c6349835500914228bb603ec2fe0c
7,65,,7,2,25.0,27.0,55.00,56.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0020,Ommatartus antepenultimus,FEW,  ,1,8b62b7ee3330e7a5ccbd25184b0fe7ec
7,65,,7,2,25.0,27.0,55.00,56.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,ROMMA0040,Ommatartus hughesi,RARE,  ,1,f1203868baf0319067c9d8ea32647f23
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTS0010,Artostrobium auritum,RARE,  ,1,f6d203fba0529b5bbde70837f8db78fb
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTS0020,Artostrobium doliolum,RARE,  ,1,cb19ecfaca64e487f5cc5159b7c17e3d
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0040,Cannartus laticonus,FEW,  ,1,ba5469fbde6af5d8114945a1ee7d3cc8
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0062,Cannartus petterssoni (q),FEW,  ,1,fbf7a3ead67777669c625bbd47e01cc5
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARN0030,Carpocanopsis cristatatum,FEW,  ,1,8a3111137aea1797b7caf9c08f2c958c
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0020,Cyclampterium brachythorax,RARE,  ,1,9cf5324675840286bc3eabaa49b402f6
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDICX0010,Dictyocoryne ontongensis,PRESENT,  ,1,228ad3185f319be73babf9bba4ec4039
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0040,Liriospyris elevata,RARE,  ,1,8137203dad692d6e30a356a1a9cda30a
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0100,Liriospyris parkerae,RARE,  ,1,b2a4474c0b2e57f8f94b0fe8e21cb1cf
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0120,Liriospyris stauropora,RARE,  ,1,cbbcca97e7ba0c50c9d8bdccb9589cb7
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITX0030,Lithopera neotera,RARE,  ,2,abb2c4b037220991a6a89d1b55b49b32
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITX0040,Lithopera renzae,PRESENT,  ,2,7bb4c2a823caa919deefcaacf5ad8e57
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSIPA0020,Siphocampe corbula,RARE,  ,2,77c0baad65fa7102fd57364e6536b1c2
7,65,,7,4,25.0,27.0,55.00,59.76,14,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0050,Stichocorys delmontensis,COMMON,  ,2,f7413c40a6d084a0a68b72081e825a67
7,65,,7,CC,0.0,0.0,55.00,62.60, 7,"REIDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0040,Cannartus laticonus,FEW,  ,1,a0c7254ec686795a181dfe55966d1385
7,65,,7,CC,0.0,0.0,55.00,62.60, 7,"REIDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0080,Cyclampterium tanythorax,PRESENT,  ,1,cf0ee34f1acc23a3aaf5fcbf1c7182c4
7,65,,7,CC,0.0,0.0,55.00,62.60, 7,"REIDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0010,Dorcadospyris alata,PRESENT,  ,1,ad0ccaab28dbe23329fd246c2bb65bc8
7,65,,7,CC,0.0,0.0,55.00,62.60, 7,"REIDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0040,Liriospyris elevata,PRESENT,  ,1,2b7c437eb161f204f3bbb669911b7bbc
7,65,,7,CC,0.0,0.0,55.00,62.60, 7,"REIDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0100,Liriospyris parkerae,PRESENT,  ,1,ccbf67437465527e2b137b423f154d71
7,65,,7,CC,0.0,0.0,55.00,62.60, 7,"REIDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0120,Liriospyris stauropora,PRESENT,  ,1,9961491df40be29e34b8314b47d44b37
7,65,,7,CC,0.0,0.0,55.00,62.60, 7,"REIDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1,b6376d148fcee508304c7912773aa718
7,65,,8,1,25.0,27.0,64.00,64.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0050,Calocycletta costata,COMMON,  ,1,8c25cd1929fa350e3f022f0a5402cb63
7,65,,8,1,25.0,27.0,64.00,64.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,FEW,  ,1,7cc2ce3ad981913eba331cd7f1035b77
7,65,,8,1,25.0,27.0,64.00,64.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0050,Cannartus mammifer,FEW,  ,1,d8a575cea62ff70929758aa80f303153
7,65,,8,1,25.0,27.0,64.00,64.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0030,Cyclampterium leptetrum,FEW,  ,1,76a660ab36e50487165824f22e652834
