leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
7,65,,2,1,50.0,52.0,10.00,10.51, 1,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0050,Spongaster tetras,RARE,  ,1,732675a883399e14e75852cb9718f5a0
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYRC0070,Cyrtocapsella tetrapera,FEW,  ,2,ae814298dc3f3db3c62c064bff620ef3
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0030,Dorcadospyris ateuchus,PRESENT,  ,2,fff63222e92d7aff6f9673110cf2fa65
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0100,Dorcadospyris forcipata,RARE,  ,2,58ebe865d2cbdf8c3900d534eb8773aa
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLYCN0040,Lychnocanium bipes,FEW,  ,2,6c71964954d3a917b6590864cd41af3c
7,65,,11,CC,0.0,0.0,92.00,101.10, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,RARE,  ,1,fd34709af5d5ba065e3f752233751a2e
7,65,,11,CC,0.0,0.0,92.00,101.10, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYRC0070,Cyrtocapsella tetrapera,COMMON,  ,1,541b476fad7b0740adb95cc36dd61d2f
7,65,,12,1,25.0,27.0,101.00,101.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RACRO0010,Acrobotrys sp.,PRESENT,  ,1,81519d6d0d54cf0aef528265402518e0
7,65,,12,1,25.0,27.0,101.00,101.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RBOTL0010,Botryopyle sp.,PRESENT,  ,1,08a352ea139873ebfa2bd69e079b34ea
7,65,,12,1,25.0,27.0,101.00,101.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,RARE,  ,1,6efb35fbd4397441e3501f2d7cd49c02
7,65,,12,1,25.0,27.0,101.00,101.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RBOTO0010,Botryocyrtis sp.,PRESENT,  ,1,c51382397728cfca9b2ee664f6d294cd
7,65,,12,1,25.0,27.0,101.00,101.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCANN0070,Cannartus prismaticus,RARE,  ,1,19468a248f2ad154d0d8624c00fe9e55
7,65,,12,1,25.0,27.0,101.00,101.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCENR0025,Centrobotrys sp.,FEW,  ,1,0a9e94c431915be888cc745191702aeb
7,65,,12,1,25.0,27.0,101.00,101.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCENR0030,Centrobotrys thermophila,RARE,  ,1,db023ee6a226bb2451875dcd0cfe6ec9
7,65,,12,1,25.0,27.0,101.00,101.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCYCA0070,Cyclampterium pegetrum,RARE,  ,1,d0ee9cb00e9169b9aa0d4b84c1b35c98
7,65,,12,1,25.0,27.0,101.00,101.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RLYCN0040,Lychnocanium bipes,FEW,  ,1,80d09148a22edf3cdc2620239241d0f5
7,65,,12,3,25.0,27.0,101.00,104.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RBOTL0010,Botryopyle sp.,PRESENT,  ,1,81e27af79619387a658f6d4da32f7cf5
7,65,,12,3,25.0,27.0,101.00,104.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,FEW,  ,1,aedcbed08e0de0a340c88ec288a58d78
7,65,,12,3,25.0,27.0,101.00,104.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCANN0070,Cannartus prismaticus,RARE,  ,1,9eed0c4c991b82db155c1e08fb2cbe80
7,65,,12,3,25.0,27.0,101.00,104.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCENR0025,Centrobotrys sp.,FEW,  ,1,2179db71d5486ef38995b87d5ad53ca8
7,65,,12,3,25.0,27.0,101.00,104.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCENR0030,Centrobotrys thermophila,RARE,  ,1,90820858d2475d5e099c3053bb1bc773
7,65,,12,3,25.0,27.0,101.00,104.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCYCA0070,Cyclampterium pegetrum,RARE,  ,1,1dae4c00ba6b8124d59f18e5d85587f2
7,65,,12,3,25.0,27.0,101.00,104.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RLYCN0040,Lychnocanium bipes,RARE,  ,1,139cbeccaf09e52d3dae5db3c346a31a
7,65,,12,3,25.0,27.0,101.00,104.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RPSYC0030,Psychospyris parva,PRESENT,  ,1,0ec7169ad9e5d9b2aacae78812e533c3
7,65,,12,3,25.0,27.0,101.00,104.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RTHER0090,Theocorys spongoconus,PRESENT,  ,1,239470eccc1161195ef09e8d951a2af2
7,65,,12,4,25.0,27.0,101.00,105.76, 1,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RLYCN0040,Lychnocanium bipes,RARE,  ,1,2a09419c6671b68ec440cdc7552e1d3f
7,65,,12,5,25.0,27.0,101.00,107.26, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,RARE,  ,1,2805727655da51fa77e90260a3039792
7,65,,12,5,25.0,27.0,101.00,107.26, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0070,Cannartus prismaticus,RARE,  ,1,e545b4757e4e137724da70d564d6c426
7,65,,12,5,25.0,27.0,101.00,107.26, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0025,Centrobotrys sp.,FEW,  ,1,834cadf6686e486be1aa987cec05d47d
7,65,,12,5,25.0,27.0,101.00,107.26, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0030,Centrobotrys thermophila,RARE,  ,1,3f8931ce38cbf2d401adf68591590c7f
7,65,,12,5,25.0,27.0,101.00,107.26, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0050,Cyclampterium milowi,RARE,  ,1,e441bdd472f12dc8c80fd03d5bcd7b35
7,65,,12,5,25.0,27.0,101.00,107.26, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0030,Dorcadospyris ateuchus,FEW,  ,1,01c1a7e67c8abe1197a406f8b11a4607
7,65,,12,5,25.0,27.0,101.00,107.26, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0010,Theocyrtis annosa,FEW,  ,1,312f50058c963cb1bfad9b71319a2f37
7,65,,12,5,125.0,127.0,101.00,108.26, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RDORC0030,Dorcadospyris ateuchus,PRESENT,  ,1,e803672f0d35895ed6b882540cc6548f
7,65,,12,5,125.0,127.0,101.00,108.26, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RDORC0100,Dorcadospyris forcipata,RARE,  ,1,11e7119bf6b2be74f4a112a0539aaa93
7,65,,12,5,125.0,127.0,101.00,108.26, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RTRIT0020,Tristylospyris triceros,RARE,  ,1,cb2c10feae461b7cdba0516b09db246a
7,65,,12,6,25.0,27.0,101.00,108.76, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RLYCN0031,Lychnocanium bellum (q),PRESENT,  ,1,c3b237dde43b2f3e2d1c565bcdb17ac7
7,65,,12,6,25.0,27.0,101.00,108.76, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RTHYR0100,Thyrsocyrtis tetracantha,FEW,  ,1,c68f891448d9c69944b10ba64fca0924
7,65,,12,6,125.0,127.0,101.00,109.76, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0030,Dorcadospyris ateuchus,RARE,  ,1,3ffe6c983ccb7793d77ff1639b83d220
7,65,,12,6,125.0,127.0,101.00,109.76, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTRIT0020,Tristylospyris triceros,RARE,  ,1,dd3a36d7e1343ccf03b2bdb200a030c7
7,65,,12,CC,0.0,0.0,101.00,110.10, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0070,Cannartus prismaticus,RARE,  ,1,8b519417bf0d699ef523c14b06bf1b1d
7,65,,12,CC,0.0,0.0,101.00,110.10, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0050,Cyclampterium milowi,RARE,  ,1,93d1026732db1dd4c2970ed598383a08
7,65,,12,CC,0.0,0.0,101.00,110.10, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0070,Cyclampterium pegetrum,RARE,  ,1,2e7bd1a4d38b04346768459acee50d2a
7,65,,12,CC,0.0,0.0,101.00,110.10, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0010,Theocyrtis annosa,FEW,  ,1,24a21f91d84ef1de8a52e1e8f9847e0c
7,65,,12,CC,0.0,0.0,101.00,110.10, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0040,Theocyrtis tuberosa,FEW,  ,1,b80d51382bdc1d11cf3130ab16707bae
7,65,,13,1,40.0,42.0,110.00,110.41, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0070,Cannartus prismaticus,PRESENT,  ,1,9dec2c9fa12e628318c3e6d512b3bb6c
7,65,,13,1,40.0,42.0,110.00,110.41, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0030,Dorcadospyris ateuchus,PRESENT,  ,1,bab60a724c449d9a6c1cf34f85591b13
7,65,,13,1,40.0,42.0,110.00,110.41, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0010,Theocyrtis annosa,RARE,  ,1,c5125d7d560fd0b7961bc3c925b5d019
7,65,,13,2,25.0,27.0,110.00,111.76, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0030,Dorcadospyris ateuchus,PRESENT,  ,1,8d432f80809cf076c8a3dda0b8b3f453
7,65,,13,2,25.0,27.0,110.00,111.76, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTRIT0020,Tristylospyris triceros,RARE,  ,1,c6898e60241f252427ad595be11819c8
7,65,,13,2,125.0,127.0,110.00,112.76, 1,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0030,Dorcadospyris ateuchus,PRESENT,  ,1,c9c9bbaa0ebeed3e8500ed54d55357ed
7,65,,13,3,25.0,27.0,110.00,113.26,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0020,Artophormis dominasinensis,RARE,  ,1,98af49f7a03d574a03ab451664f4bf3c
7,65,,13,3,25.0,27.0,110.00,113.26,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0030,Artophormis gracilis,RARE,  ,1,a13d23ccdcc5c857a2686b8b75091b66
7,65,,13,3,25.0,27.0,110.00,113.26,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,RARE,  ,1,9a1ed128b401d3ff8ff78cf8cc11a6d3
7,65,,13,3,25.0,27.0,110.00,113.26,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0070,Cannartus prismaticus,PRESENT,  ,1,595222502dad5e6059f9ef8e53e380cb
7,65,,13,3,25.0,27.0,110.00,113.26,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0025,Centrobotrys sp.,FEW,  ,1,35a2f2374d81c70d7668fee0d9ee43fc
7,65,,13,3,25.0,27.0,110.00,113.26,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0030,Centrobotrys thermophila,RARE,  ,1,e621722b1b25e06b796bbc90c2e80504
7,65,,13,3,25.0,27.0,110.00,113.26,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0050,Cyclampterium milowi,RARE,  ,1,bd88d312c4c1cd00165a90b6420fc6eb
7,65,,13,3,25.0,27.0,110.00,113.26,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0070,Cyclampterium pegetrum,RARE,  ,1,13b12b94a588bb082a2ba22e6c4b829f
7,65,,13,3,25.0,27.0,110.00,113.26,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0010,Theocyrtis annosa,RARE,  ,1,4c196b498b2569412f7593fcf4d45133
7,65,,13,3,25.0,27.0,110.00,113.26,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0040,Theocyrtis tuberosa,FEW,  ,1,c348b36aa1782b9be05f233a63970c42
7,65,,13,3,125.0,127.0,110.00,114.26, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0100,Dorcadospyris forcipata,PRESENT,  ,1,37953efbc327082c0fccea7e828bb678
7,65,,13,3,125.0,127.0,110.00,114.26, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITL0010,Lithocyclia sp.,PRESENT,  ,1,d8235a716ebd38a4b32a50910c3dca3d
7,65,,13,5,25.0,27.0,110.00,116.26, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0030,Artophormis gracilis,FEW,  ,1,35a647ebd12435042878434454609241
7,65,,13,5,25.0,27.0,110.00,116.26, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0050,Cyclampterium milowi,RARE,  ,1,1e5fb27e7b7a4d48d1ff06bd205c9ac3
7,65,,13,5,25.0,27.0,110.00,116.26, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0100,Dorcadospyris forcipata,PRESENT,  ,1,524a5ce3993a26fbcb819f2085484293
7,65,,13,5,25.0,27.0,110.00,116.26, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0010,Theocyrtis annosa,FEW,  ,1,6bf2fe989dea14be01e790e235690e4c
7,65,,13,5,25.0,27.0,110.00,116.26, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0040,Theocyrtis tuberosa,FEW,  ,1,3d978be0fd1fa5371f5e0571a2353f4d
7,65,,13,5,25.0,27.0,110.00,116.26, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTRIT0020,Tristylospyris triceros,RARE,  ,1,995eb8d86f6cfc7d0320eefcc4086244
7,65,,13,CC,0.0,0.0,110.00,119.10, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0050,Cyclampterium milowi,FEW,  ,1,f1f892bfabf268ebd4f8580ff1476ac7
7,65,,13,CC,0.0,0.0,110.00,119.10, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITL0010,Lithocyclia sp.,RARE,  ,1,ae57a0c573c9f80fe1b8e115f55e1f2d
7,65,,13,CC,0.0,0.0,110.00,119.10, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0040,Theocyrtis tuberosa,FEW,  ,1,4118d11a9644dd6ce8c8bfd20d91a3f9
7,65,,14,1,25.0,27.0,119.00,119.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0020,Artophormis dominasinensis,PRESENT,  ,1,5158d6326e46e6d9a37bd080dbd9dd96
7,65,,14,1,25.0,27.0,119.00,119.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0030,Artophormis gracilis,FEW,  ,1,b384a4ddb24604c9b91ef9acc552e2b6
7,65,,14,1,25.0,27.0,119.00,119.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,FEW,  ,1,e56adfe681ab6102db407dd41d212df6
7,65,,14,1,25.0,27.0,119.00,119.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0025,Centrobotrys sp.,RARE,  ,1,d8ea29ae32a8fbc4a8c5578f7e81adca
7,65,,14,1,25.0,27.0,119.00,119.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0030,Centrobotrys thermophila,PRESENT,  ,1,11d0b9b4d8c18f520b71ae5d93f17a58
7,65,,14,1,25.0,27.0,119.00,119.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0050,Cyclampterium milowi,FEW,  ,1,747ba0e1b44ddafe27ae53fe50a8f152
7,65,,14,1,25.0,27.0,119.00,119.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITL0010,Lithocyclia sp.,RARE,  ,1,7e6eb9427d1c20fb1ae45e238f569784
7,65,,14,1,25.0,27.0,119.00,119.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLOPY0030,Lophocyrtis jacchia,PRESENT,  ,1,fee528540ab8738acdb77ccc03bf00ab
7,65,,14,1,25.0,27.0,119.00,119.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0040,Theocyrtis tuberosa,FEW,  ,1,c3f71fa69d43e630ccab5e103bad0fb8
7,65,,14,3,25.0,27.0,119.00,122.26, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0030,Artophormis gracilis,RARE,  ,1,f2a7b1adcd74fbbb06b6e3660b52345c
7,65,,14,3,25.0,27.0,119.00,122.26, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0110,Dorcadospyris papilio,PRESENT,  ,1,7b8f6d55bea76bf8a2413e9594c76103
7,65,,14,3,25.0,27.0,119.00,122.26, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITL0010,Lithocyclia sp.,PRESENT,  ,1,0d41402f6d5616fc82f33c156a03ee98
7,65,,14,3,25.0,27.0,119.00,122.26, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0040,Theocyrtis tuberosa,FEW,  ,1,16cb755f027f8fae2f5ff93a21622315
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0010,Artophormis barbadensis,PRESENT,  ,1,0ddd786c5064ccac3b3ffe6a6e1a9c32
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0030,Artophormis gracilis,RARE,  ,1,ff0f60cd634f33d51767699df846d2b1
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,FEW,  ,1,d585eb276532f5628f92403a063aa051
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARO0010,Carpocanistrum sp.,FEW,  ,1,732d05177a2d761435964b2d54988d76
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0025,Centrobotrys sp.,FEW,  ,1,d7429b0741bec8120c6ee866098ba9de
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0050,Cyclampterium milowi,FEW,  ,1,3ea88399b7fc0144918d9a9cf23b61a9
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0100,Dorcadospyris forcipata,PRESENT,  ,1,4518be7e3d168b40353655c7c4d65128
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0110,Dorcadospyris papilio,RARE,  ,1,9dfdb72e1802704ea25869b5a0520166
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITL0010,Lithocyclia sp.,PRESENT,  ,1,6995cda068bc8dc1e3fbd8d701f85ad9
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLOPY0030,Lophocyrtis jacchia,RARE,  ,1,219a2f8b92e18a87ee68f3eb7cff9d8c
