Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thoracosphaera spp.	Triquetrorhabdulus carinatus	Sphenolithus dissimilis	Sphenolithus conicus	Sphenolith (unspecified taxon or taxa)	Helicosphaera recta	Helicosphaera euphratis	Helicosphaera carteri	Geminilithella rotula	Discoaster woodringii	Discoaster extensus	Discoaster deflandrei	Discoaster adamanteus	Dictyococcites spp.	Cyclicargolithus floridanus	Cyclicargolithus abisectus (< 10 microns)	Coronocyclus nitescens	Coccolithus radiatus	Coccolithus pelagicus	Reticulofenestrid taxa	Pontosphaera spp.	Helicosphaera perch-nielseniae	Helicosphaera intermedia	Discoaster druggii	Calcidiscus leptoporus	Sphenolithus dissimilis/belemnos	Helicosphaera obliqua	Triquetrorhabdulus milowii	Sphenolithus capricornutus	Reticulofenestra daviesii	Helicosphaera ampliaperta	Discoaster aff. druggii	Reticulofenestra aff. pseudoumbilicus	Triquetrorhabdulus serratus	Sphenolithus belemnos	Sphenolithus pseudoheteromorphus	Sphenolithus multispinatus	Discoaster variabilis	Syracosphaera spp.	Sphenolithus heteromorphus	Discoaster moorei	Scyphosphaera spp.	Triquetrorhabdulus backmanii	Coccolithus miopelagicus	Solidopons petrae	Triquetrorhabdulus curvus	Sphenolithus milanettii	Discoaster formosus	Discoaster exilis	Helicosphaera mediterranea	Hayella aperta	Calcidiscus premacintyrei	Discoaster signus-tuberi	Discoaster musicus	Comment

  SR	                 	                 	CN4               	              	115	 715	A	  6	R	 5	  90.00	     53.7000	Rio      	Nannofossils                                 	A              	M                 	                   	                            	                       	                    	C                                     	                   	                       	C                    	F                    	                     	C                  	                     	R                    	C                  	C                          	                                         	F                     	C                   	C                    	C                     	R                	                              	R                       	                  	F                     	                                	R                    	                          	                          	                         	                         	                       	                                     	                           	                     	                                	                          	F                    	                  	A                         	R                	F                 	                            	R                       	                 	                         	                       	                   	F                	                          	F             	F                        	C                       	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN4               	              	115	 715	A	  6	R	 6	  90.00	     55.2000	Rio      	Nannofossils                                 	A              	M                 	R                  	                            	                       	                    	C                                     	                   	                       	C                    	F                    	                     	C                  	F                    	R                    	C                  	A                          	                                         	C                     	C                   	C                    	C                     	                 	                              	                        	                  	C                     	                                	                     	F                         	                          	                         	                         	                       	                                     	                           	                     	                                	                          	C                    	                  	C                         	F                	F                 	                            	F                       	                 	                         	                       	                   	cf               	                          	C             	                         	C                       	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN4               	              	115	 715	A	  7	R	 1	 130.00	     57.8000	Rio      	Nannofossils                                 	A              	M                 	                   	                            	                       	                    	C                                     	                   	                       	C                    	F                    	                     	C                  	C                    	F                    	C                  	A                          	                                         	F                     	C                   	C                    	D                     	                 	                              	cf                      	                  	F                     	                                	R                    	                          	                          	                         	                         	                       	                                     	F                          	                     	                                	                          	F                    	                  	A                         	F                	R                 	                            	R                       	                 	                         	                       	                   	F                	                          	F             	R                        	F                       	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN4               	              	115	 715	A	  7	R	 2	 130.00	     59.3000	Rio      	Nannofossils                                 	A              	M                 	                   	                            	                       	                    	C                                     	                   	                       	C                    	F                    	                     	C                  	C                    	F                    	F                  	A                          	                                         	F                     	C                   	C                    	A                     	                 	                              	                        	                  	R                     	                                	                     	F                         	                          	                         	                         	                       	                                     	                           	                     	                                	                          	F                    	                  	A                         	                 	R                 	                            	R                       	                 	                         	                       	                   	cf               	                          	F             	R                        	C                       	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN4               	              	115	 715	A	  7	R	 3	 130.00	     60.8000	Rio      	Nannofossils                                 	A              	M                 	                   	                            	                       	R                   	C                                     	                   	R                      	C                    	F                    	                     	F                  	C                    	R                    	A                  	C                          	                                         	R                     	C                   	C                    	D                     	                 	                              	                        	                  	R                     	                                	                     	R                         	                          	                         	                         	                       	                                     	F                          	                     	                                	                          	F                    	                  	C                         	                 	                  	                            	                        	                 	                         	                       	                   	cf               	                          	F             	F                        	C                       	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN4               	              	115	 715	A	  7	R	 4	 130.00	     62.3000	Rio      	Nannofossils                                 	A              	P                 	                   	                            	                       	                    	C                                     	                   	                       	C                    	F                    	                     	C                  	C                    	R                    	A                  	C                          	                                         	R                     	C                   	C                    	D                     	                 	                              	                        	                  	R                     	                                	                     	R                         	                          	                         	                         	                       	                                     	                           	                     	                                	                          	F                    	                  	A                         	cf               	R                 	                            	                        	                 	                         	                       	                   	cf               	                          	              	R                        	C                       	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN4               	              	115	 715	A	  7	R	 5	 130.00	     63.8000	Rio      	Nannofossils                                 	A              	P                 	                   	                            	                       	                    	C                                     	                   	                       	C                    	F                    	                     	C                  	C                    	                     	A                  	C                          	                                         	R                     	C                   	C                    	A                     	                 	                              	                        	                  	R                     	                                	R                    	F                         	                          	                         	                         	                       	                                     	                           	                     	                                	                          	F                    	                  	A                         	                 	R                 	                            	                        	                 	                         	                       	                   	F                	                          	              	R                        	C                       	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  7	R	 6	 130.00	     65.3000	Rio      	Nannofossils                                 	A              	P                 	                   	                            	                       	                    	C                                     	                   	                       	C                    	F                    	R                    	C                  	C                    	F                    	C                  	C                          	                                         	R                     	C                   	C                    	A                     	                 	                              	                        	                  	C                     	                                	cf                   	R                         	                          	                         	R                        	                       	                                     	                           	                     	                                	                          	F                    	                  	A                         	F                	                  	                            	F                       	                 	                         	                       	                   	F                	                          	              	R                        	F                       	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  7	R	CC	   9.00	     65.9200	Rio      	Nannofossils                                 	A              	P                 	                   	                            	                       	                    	C                                     	                   	                       	C                    	                     	R                    	C                  	C                    	F                    	A                  	C                          	                                         	R                     	C                   	C                    	A                     	                 	R                             	R                       	                  	F                     	                                	R                    	R                         	                          	                         	                         	                       	                                     	                           	                     	                                	                          	cf                   	                  	A                         	                 	R                 	                            	R                       	                 	                         	                       	                   	F                	R                         	              	                         	cf                      	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  8	R	 1	 130.00	     67.4000	Rio      	Nannofossils                                 	A              	M                 	F                  	                            	                       	                    	C                                     	                   	R                      	C                    	R                    	F                    	C                  	A                    	F                    	F                  	A                          	                                         	F                     	C                   	C                    	C                     	R                	                              	R                       	                  	R                     	                                	                     	R                         	                          	                         	R                        	                       	                                     	                           	                     	                                	                          	cf                   	                  	A                         	                 	                  	                            	R                       	                 	                         	                       	F                  	                 	R                         	F             	R                        	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  8	R	 2	 130.00	     68.9000	Rio      	Nannofossils                                 	A              	M                 	F                  	                            	                       	                    	C                                     	cf                 	R                      	C                    	                     	R                    	C                  	A                    	R                    	F                  	C                          	                                         	C                     	F                   	C                    	C                     	C                	                              	R                       	                  	R                     	                                	                     	R                         	                          	                         	R                        	                       	                                     	                           	                     	                                	                          	cf                   	R                 	A                         	                 	                  	                            	R                       	                 	                         	                       	F                  	cf               	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  8	R	 3	 130.00	     70.4000	Rio      	Nannofossils                                 	A              	P                 	C                  	                            	                       	                    	C                                     	R                  	R                      	C                    	                     	F                    	F                  	A                    	R                    	                   	A                          	                                         	F                     	C                   	C                    	F                     	R                	                              	R                       	                  	F                     	                                	R                    	R                         	                          	                         	R                        	                       	                                     	                           	                     	                                	                          	cf                   	                  	A                         	cf               	R                 	                            	R                       	                 	                         	                       	F                  	                 	                          	cf            	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  8	R	 4	 130.00	     71.9000	Rio      	Nannofossils                                 	A              	M                 	F                  	cf                          	                       	                    	C                                     	                   	R                      	C                    	F                    	R                    	C                  	A                    	R                    	F                  	A                          	                                         	F                     	F                   	C                    	F                     	                 	R                             	                        	                  	R                     	                                	R                    	R                         	                          	                         	R                        	                       	R                                    	                           	                     	                                	                          	                     	                  	A                         	R                	                  	                            	R                       	                 	R                        	A                      	R                  	cf               	R                         	R             	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  8	R	 5	 130.00	     73.4000	Rio      	Nannofossils                                 	A              	M                 	C                  	                            	                       	                    	C                                     	                   	R                      	C                    	                     	R                    	C                  	A                    	                     	                   	A                          	                                         	F                     	C                   	C                    	C                     	                 	R                             	R                       	                  	                      	                                	                     	F                         	                          	                         	F                        	                       	F                                    	                           	                     	                                	                          	                     	                  	A                         	cf               	                  	                            	F                       	                 	R                        	                       	F                  	R                	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  8	R	 6	 130.00	     74.9000	Rio      	Nannofossils                                 	A              	M                 	C                  	                            	                       	                    	C                                     	cf                 	R                      	C                    	R                    	R                    	C                  	A                    	F                    	                   	A                          	R                                        	R                     	C                   	C                    	C                     	                 	R                             	R                       	                  	F                     	                                	R                    	F                         	                          	                         	R                        	                       	R                                    	                           	                     	                                	                          	cf                   	                  	A                         	cf               	R                 	                            	R                       	                 	F                        	C                      	R                  	cf               	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  8	R	CC	  10.00	     75.1300	Rio      	Nannofossils                                 	A              	M                 	C                  	                            	                       	                    	C                                     	R                  	                       	C                    	F                    	R                    	C                  	A                    	F                    	                   	A                          	                                         	F                     	F                   	C                    	C                     	                 	                              	R                       	                  	F                     	                                	R                    	R                         	                          	                         	R                        	R                      	R                                    	R                          	                     	                                	                          	cf                   	                  	A                         	cf               	                  	                            	R                       	                 	R                        	F                      	R                  	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  9	R	 1	 130.00	     77.0000	Rio      	Nannofossils                                 	A              	M                 	C                  	                            	                       	                    	C                                     	cf                 	cf                     	C                    	                     	F                    	F                  	A                    	R                    	                   	A                          	                                         	R                     	C                   	C                    	C                     	F                	                              	                        	                  	R                     	                                	F                    	R                         	                          	                         	C                        	                       	R                                    	R                          	                     	                                	                          	cf                   	                  	A                         	                 	                  	                            	R                       	R                	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  9	R	 2	 130.00	     78.5000	Rio      	Nannofossils                                 	A              	M                 	C                  	R                           	                       	                    	C                                     	                   	                       	C                    	                     	F                    	R                  	A                    	F                    	                   	C                          	                                         	R                     	C                   	C                    	C                     	F                	                              	                        	                  	F                     	                                	                     	R                         	                          	                         	F                        	                       	                                     	                           	                     	                                	                          	                     	                  	A                         	                 	                  	R                           	R                       	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  9	R	 3	 130.00	     80.0000	Rio      	Nannofossils                                 	A              	M                 	C                  	                            	                       	                    	C                                     	                   	                       	C                    	                     	F                    	C                  	A                    	R                    	                   	A                          	                                         	F                     	                    	C                    	C                     	F                	                              	                        	                  	                      	                                	                     	F                         	                          	                         	C                        	R                      	                                     	F                          	                     	                                	                          	                     	                  	C                         	cf               	                  	F                           	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  9	R	 4	 125.00	     81.4500	Rio      	Nannofossils                                 	A              	M                 	F                  	                            	                       	                    	C                                     	                   	R                      	C                    	                     	F                    	R                  	A                    	R                    	                   	A                          	                                         	F                     	                    	C                    	C                     	                 	                              	                        	                  	F                     	                                	R                    	R                         	                          	                         	F                        	R                      	                                     	R                          	                     	                                	                          	                     	F                 	A                         	                 	                  	R                           	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  9	R	 5	 130.00	     83.0000	Rio      	Nannofossils                                 	A              	M                 	F                  	                            	                       	                    	C                                     	                   	                       	C                    	                     	F                    	R                  	A                    	R                    	                   	A                          	                                         	C                     	F                   	C                    	C                     	F                	                              	R                       	                  	                      	                                	R                    	C                         	                          	                         	C                        	                       	                                     	                           	                     	                                	                          	                     	                  	A                         	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	  9	R	 6	 130.00	     84.5000	Rio      	Nannofossils                                 	A              	M                 	C                  	                            	                       	                    	C                                     	                   	C                      	C                    	                     	F                    	R                  	A                    	F                    	F                  	A                          	F                                        	C                     	F                   	                     	C                     	F                	                              	                        	                  	                      	                                	                     	F                         	                          	C                        	                         	                       	                                     	                           	                     	                                	                          	                     	                  	A                         	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	 10	R	 1	 130.00	     86.6000	Rio      	Nannofossils                                 	A              	P                 	F                  	                            	                       	R                   	C                                     	                   	R                      	C                    	F                    	F                    	F                  	A                    	F                    	C                  	C                          	F                                        	C                     	C                   	C                    	C                     	F                	                              	                        	                  	F                     	                                	                     	F                         	                          	F                        	                         	                       	                                     	F                          	                     	                                	                          	cf                   	F                 	C                         	cf               	F                 	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN3               	              	115	 715	A	 10	R	 2	 130.00	     88.1000	Rio      	Nannofossils                                 	A              	M                 	F                  	R                           	F                      	                    	C                                     	                   	                       	C                    	F                    	C                    	                   	A                    	F                    	F                  	A                          	F                                        	C                     	                    	C                    	F                     	                 	                              	                        	                  	                      	                                	                     	R                         	R                         	                         	                         	R                      	                                     	                           	                     	                                	R                         	                     	                  	C                         	cf               	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN2               	              	115	 715	A	 10	R	 3	 130.00	     89.6000	Rio      	Nannofossils                                 	A              	M                 	C                  	R                           	F                      	                    	C                                     	                   	                       	C                    	                     	C                    	                   	A                    	F                    	                   	A                          	                                         	C                     	                    	C                    	C                     	F                	                              	                        	                  	                      	                                	                     	F                         	R                         	F                        	                         	R                      	                                     	                           	                     	                                	C                         	                     	F                 	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN2               	              	115	 715	A	 10	R	 4	 130.00	     91.1000	Rio      	Nannofossils                                 	A              	M                 	F                  	R                           	                       	                    	A                                     	                   	R                      	C                    	F                    	F                    	                   	A                    	F                    	R                  	A                          	                                         	C                     	F                   	C                    	F                     	                 	                              	                        	                  	                      	                                	F                    	F                         	R                         	F                        	                         	                       	                                     	F                          	R                    	                                	R                         	cf                   	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN2               	              	115	 715	A	 10	R	 5	 130.00	     92.6000	Rio      	Nannofossils                                 	A              	P                 	C                  	cf                          	F                      	R                   	A                                     	R                  	F                      	C                    	                     	F                    	F                  	A                    	F                    	R                  	C                          	                                         	C                     	F                   	C                    	C                     	                 	                              	                        	                  	F                     	                                	                     	F                         	                          	R                        	F                        	R                      	                                     	cf                         	F                    	                                	F                         	cf                   	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN2               	              	115	 715	A	 10	R	 6	 130.00	     94.1000	Rio      	Nannofossils                                 	A              	M                 	C                  	F                           	R                      	R                   	A                                     	R                  	                       	C                    	                     	F                    	F                  	A                    	F                    	R                  	A                          	F                                        	C                     	C                   	C                    	F                     	                 	                              	F                       	R                 	F                     	                                	                     	F                         	                          	                         	R                        	R                      	                                     	R                          	C                    	                                	                          	                     	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN2               	              	115	 715	A	 10	R	CC	   0.00	     94.7300	Rio      	Nannofossils                                 	A              	M                 	C                  	F                           	R                      	R                   	A                                     	                   	R                      	C                    	cf                   	F                    	R                  	A                    	F                    	F                  	C                          	C                                        	C                     	C                   	C                    	R                     	                 	R                             	                        	                  	F                     	                                	                     	R                         	                          	                         	                         	                       	                                     	                           	C                    	R                               	                          	                     	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN2               	              	115	 715	A	 11	R	 1	 130.00	     96.2000	Rio      	Nannofossils                                 	A              	M                 	F                  	C                           	R                      	                    	A                                     	                   	C                      	A                    	                     	R                    	R                  	C                    	F                    	C                  	D                          	C                                        	F                     	R                   	C                    	F                     	F                	F                             	                        	R                 	R                     	R                               	                     	                          	                          	                         	                         	R                      	                                     	C                          	C                    	R                               	                          	                     	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN2               	              	115	 715	A	 11	R	 2	 130.00	     97.7000	Rio      	Nannofossils                                 	A              	M                 	F                  	C                           	R                      	                    	A                                     	                   	C                      	C                    	                     	R                    	R                  	A                    	F                    	C                  	A                          	C                                        	C                     	C                   	C                    	C                     	                 	                              	                        	F                 	F                     	R                               	F                    	                          	                          	                         	                         	                       	                                     	R                          	C                    	                                	                          	                     	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN1               	              	115	 715	A	 11	R	 3	 130.00	     99.2000	Rio      	Nannofossils                                 	A              	P                 	F                  	C                           	F                      	R                   	A                                     	                   	C                      	C                    	F                    	F                    	R                  	A                    	F                    	C                  	C                          	R                                        	F                     	C                   	C                    	A                     	C                	R                             	R                       	                  	F                     	                                	C                    	                          	                          	                         	F                        	                       	cf                                   	                           	                     	                                	                          	                     	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN1               	              	115	 715	A	 11	R	 4	 130.00	    100.7000	Rio      	Nannofossils                                 	A              	M                 	R                  	C                           	F                      	F                   	C                                     	                   	C                      	C                    	                     	R                    	R                  	A                    	F                    	C                  	A                          	F                                        	C                     	C                   	C                    	A                     	F                	R                             	R                       	                  	                      	R                               	R                    	R                         	R                         	R                        	cf                       	R                      	                                     	                           	                     	                                	                          	                     	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN1               	              	115	 715	A	 11	R	 5	 130.00	    102.2000	Rio      	Nannofossils                                 	A              	M                 	F                  	F                           	F                      	F                   	C                                     	                   	F                      	C                    	cf                   	F                    	                   	A                    	                     	C                  	A                          	F                                        	C                     	F                   	C                    	A                     	F                	R                             	R                       	                  	                      	R                               	R                    	                          	                          	                         	                         	                       	                                     	                           	                     	                                	                          	                     	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN1               	              	115	 715	A	 11	R	 6	 130.00	    103.7000	Rio      	Nannofossils                                 	A              	P                 	F                  	R                           	F                      	F                   	C                                     	R                  	C                      	C                    	                     	R                    	R                  	A                    	F                    	C                  	A                          	F                                        	F                     	C                   	C                    	C                     	F                	F                             	cf                      	cf                	R                     	                                	                     	                          	                          	                         	                         	                       	                                     	                           	                     	                                	                          	                     	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	CN1               	              	115	 715	A	 11	R	CC	   5.00	    104.2800	Rio      	Nannofossils                                 	A              	M                 	                   	F                           	F                      	F                   	C                                     	R                  	C                      	F                    	F                    	R                    	R                  	A                    	R                    	C                  	A                          	F                                        	C                     	F                   	C                    	                      	                 	                              	                        	                  	                      	                                	                     	                          	                          	                         	                         	                       	                                     	                           	                     	                                	                          	                     	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

  SR	                 	                 	                  	              	115	 715	A	 12	R	CC	  24.00	    106.0500	Rio      	Nannofossils                                 	B              	                  	F                  	                            	                       	                    	                                      	                   	                       	                     	                     	                     	                   	                     	                     	                   	                           	                                         	                      	                    	                     	                      	                 	                              	                        	                  	                      	                                	                     	                          	                          	                         	                         	                       	                                     	                           	                     	                                	                          	                     	                  	                          	                 	                  	                            	                        	                 	                         	                       	                   	                 	                          	              	                         	                        	                  	from 115 SR. Chapter 15. Table 28. microfiche in back pocket.

