Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sp. A,Triquetrorhabdulus rugosus,Sphenolithus grandis,Sphenolithus abies,Rhabdosphaera clavigera,Reticulofenestra pseudoumbilica,Reticulofenestra minutula,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra gelida,Pontosphaera multipora,Neosphaera coccolithomorpha,Minylitha convallis,Helicosphaera euphratis,Helicosphaera carteri,Florisphaera profunda,Discoaster variabilis,Discoaster triradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster intercalaris,Discoaster challengeri,Discoaster brouweri,Discoaster berggrenii,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Umbilicosphaera sibogae var. foliosa,Sphenolithus neoabies,Reticulofenestra producta,Reticulofenestra bisecta,Pontosphaera spp.,Discoaster braarudii,Helicosphaera granulata,Discoaster neohamatus,Cyclicargolithus floridanus,Syracosphaera spp.,Schyphosphaera sp.,Discoaster bellus,Braarudosphaera bigelowii,Sphenolithus moriformis,Discoaster tamalis,Prediscosphaera cretacea,Pontosphaera japonica,Discoaster loeblichii,Ericsonia formosa,Discoaster blackstockae,Discoaster surculus,Discoaster asymmetricus,Watznaueria barnesae,Pseudoemiliania lacunosa,Helicosphaera sellii,Gephyrocapsa spp. medium,Gephyrocapsa spp. (small),Reticulofenestra asanoi,Eiffellithus turriseiffelii,Reinhardtites anthophorus,Pontosphaera discopora,Oolithotus fragilis,Gephyrocapsa oceanica ss,Gephyrocapsa margerelii/muellerae,Gephyrocapsa caribbeanica,Umbilicosphaera sibogae var. sibogae,Calciosolenia murrayi,Ceratolithus cristatus,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,CN14a             ,              ,164, 992,A,  2,H, 2,   2.00,      4.3200,Okada    ,Nannofossils                                 ,A              ,M                 ,                     ,                          ,                    ,                  ,R                      ,                               ,                         ,A                      ,                      ,                       ,R                     ,                           ,                   ,                       ,C                    ,A                    ,                     ,                      ,                       ,                        ,                       ,                      ,                   ,                     ,R                    ,                      ,F                     ,F                                   ,                     ,                         ,                        ,                 ,                    ,                       ,                     ,                           ,C                 ,R                 ,                 ,                         ,                       ,                  ,                        ,                     ,                     ,                 ,                       ,                   ,                       ,                    ,A                       ,                    ,A                       ,A                        ,R                      ,                           ,                         ,R                     ,                   ,C                       ,C                                ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,CN14a             ,              ,164, 992,A,  2,H, 3,   2.00,      5.8200,Okada    ,Nannofossils                                 ,A              ,G                 ,                     ,                          ,                    ,                  ,F                      ,                               ,                         ,A                      ,                      ,                       ,                      ,R                          ,                   ,                       ,F                    ,A                    ,                     ,                      ,                       ,                        ,                       ,                      ,                   ,                     ,R                    ,                      ,F                     ,F                                   ,                     ,F                        ,                        ,                 ,                    ,                       ,                     ,                           ,C                 ,                  ,                 ,                         ,                       ,                  ,rR                      ,R                    ,                     ,                 ,                       ,                   ,                       ,                    ,A                       ,                    ,A                       ,A                        ,R                      ,                           ,rR                       ,R                     ,R                  ,F                       ,F                                ,R                        ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,CN14a             ,              ,164, 992,A,  2,H, 4,   2.00,      7.3200,Okada    ,Nannofossils                                 ,A              ,G                 ,                     ,                          ,                    ,                  ,                       ,                               ,C                        ,A                      ,                      ,                       ,R                     ,                           ,                   ,                       ,F                    ,A                    ,                     ,                      ,                       ,                        ,                       ,                      ,                   ,                     ,                     ,                      ,F                     ,F                                   ,                     ,                         ,                        ,                 ,                    ,                       ,                     ,                           ,F                 ,                  ,                 ,                         ,                       ,                  ,                        ,R                    ,                     ,                 ,                       ,                   ,                       ,                    ,A                       ,                    ,R                       ,D                        ,R                      ,rR                         ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,CN13b             ,              ,164, 992,A,  2,H, 5,   2.00,      8.8200,Okada    ,Nannofossils                                 ,A              ,G                 ,                     ,                          ,                    ,rR                ,                       ,                               ,                         ,A                      ,                      ,rR                     ,                      ,                           ,                   ,                       ,F                    ,A                    ,                     ,                      ,                       ,rR                      ,                       ,                      ,                   ,                     ,R                    ,                      ,F                     ,                                    ,                     ,                         ,                        ,                 ,                    ,                       ,                     ,                           ,                  ,                  ,                 ,                         ,                       ,                  ,                        ,R                    ,                     ,                 ,                       ,                   ,                       ,                    ,A                       ,R                   ,C                       ,D                        ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9a              ,              ,164, 992,A,  2,H, 6,   2.00,     10.3200,Okada    ,Nannofossils                                 ,C              ,M                 ,                     ,                          ,R                   ,F                 ,                       ,                               ,F                        ,A                      ,                      ,                       ,                      ,R                          ,R                  ,                       ,                     ,A                    ,A                    ,F                     ,C                      ,F                       ,F                      ,F                     ,C                  ,F                    ,F                    ,F                     ,F                     ,                                    ,F                    ,F                        ,                        ,                 ,                    ,                       ,                     ,                           ,                  ,                  ,                 ,                         ,                       ,                  ,                        ,                     ,R                    ,                 ,R                      ,                   ,R                      ,rR                  ,                        ,                    ,                        ,                         ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9a              ,              ,164, 992,A,  2,H,CC,  25.00,     12.7000,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,                          ,R                   ,C                 ,                       ,R                              ,F                        ,A                      ,                      ,                       ,R                     ,R                          ,R                  ,                       ,C                    ,A                    ,C                    ,F                     ,C                      ,C                       ,F                      ,C                     ,C                  ,F                    ,C                    ,                      ,F                     ,                                    ,F                    ,F                        ,                        ,                 ,                    ,                       ,                     ,                           ,                  ,                  ,                 ,                         ,                       ,                  ,                        ,                     ,                     ,                 ,                       ,R                  ,R                      ,                    ,                        ,                    ,                        ,                         ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9a              ,              ,164, 992,A,  3,H, 3,  72.00,     16.0200,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,R                         ,R                   ,C                 ,R                      ,R                              ,C                        ,A                      ,A                     ,                       ,R                     ,F                          ,F                  ,R                      ,F                    ,A                    ,C                    ,                      ,F                      ,F                       ,F                      ,F                     ,F                  ,F                    ,F                    ,R                     ,F                     ,                                    ,F                    ,A                        ,                        ,R                ,                    ,F                      ,R                    ,                           ,                  ,                  ,                 ,                         ,                       ,                  ,                        ,R                    ,R                    ,rR               ,F                      ,                   ,                       ,                    ,                        ,                    ,                        ,                         ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9a              ,              ,164, 992,A,  3,H,CC,  28.00,     22.1300,Okada    ,Nannofossils                                 ,F              ,P                 ,C                    ,                          ,                    ,A                 ,                       ,F                              ,C                        ,C                      ,C                     ,A                      ,                      ,F                          ,F                  ,                       ,C                    ,A                    ,C                    ,                      ,C                      ,C                       ,                       ,                      ,F                  ,F                    ,C                    ,                      ,F                     ,                                    ,                     ,                         ,                        ,                 ,                    ,                       ,                     ,                           ,                  ,                  ,                 ,                         ,                       ,                  ,                        ,F                    ,R                    ,                 ,                       ,                   ,                       ,                    ,                        ,                    ,                        ,                         ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9a              ,              ,164, 992,A,  4,H, 3,  74.00,     25.5400,Okada    ,Nannofossils                                 ,C              ,M                 ,C                    ,                          ,R                   ,C                 ,                       ,                               ,A                        ,A                      ,                      ,                       ,R                     ,F                          ,F                  ,R                      ,F                    ,A                    ,C                    ,R                     ,A                      ,C                       ,F                      ,                      ,C                  ,C                    ,F                    ,                      ,F                     ,                                    ,C                    ,                         ,                        ,                 ,                    ,F                      ,                     ,                           ,F                 ,                  ,                 ,                         ,                       ,                  ,rR                      ,R                    ,                     ,                 ,                       ,                   ,                       ,                    ,                        ,                    ,                        ,                         ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9a              ,              ,164, 992,A,  4,H,CC,  15.00,     31.6800,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,                          ,R                   ,A                 ,F                      ,F                              ,A                        ,C                      ,C                     ,F                      ,R                     ,F                          ,R                  ,                       ,C                    ,A                    ,C                    ,                      ,C                      ,C                       ,F                      ,C                     ,C                  ,C                    ,C                    ,F                     ,F                     ,                                    ,C                    ,F                        ,                        ,R                ,                    ,R                      ,                     ,                           ,R                 ,                  ,                 ,                         ,rR                     ,R                 ,                        ,                     ,                     ,                 ,                       ,                   ,                       ,                    ,                        ,                    ,                        ,                         ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9a              ,              ,164, 992,A,  5,H, 3,  74.00,     35.0400,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,                          ,R                   ,C                 ,                       ,F                              ,C                        ,A                      ,                      ,                       ,                      ,F                          ,R                  ,F                      ,C                    ,A                    ,C                    ,                      ,C                      ,C                       ,F                      ,C                     ,C                  ,F                    ,C                    ,F                     ,C                     ,                                    ,C                    ,C                        ,                        ,R                ,F                   ,                       ,                     ,                           ,R                 ,R                 ,R                ,R                        ,                       ,                  ,                        ,                     ,                     ,                 ,                       ,                   ,                       ,                    ,                        ,                    ,                        ,                         ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9a              ,              ,164, 992,A,  5,H,CC,  29.00,     41.2400,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,                          ,R                   ,C                 ,R                      ,F                              ,A                        ,F                      ,C                     ,F                      ,                      ,F                          ,R                  ,R                      ,F                    ,A                    ,C                    ,R                     ,A                      ,A                       ,F                      ,F                     ,C                  ,C                    ,F                    ,F                     ,F                     ,                                    ,                     ,                         ,rR                      ,                 ,F                   ,R                      ,R                    ,rR                         ,                  ,                  ,                 ,                         ,                       ,                  ,                        ,                     ,                     ,                 ,                       ,                   ,                       ,                    ,                        ,                    ,                        ,                         ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9a              ,              ,164, 992,A,  6,H, 3,  75.00,     44.5500,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,                          ,R                   ,A                 ,R                      ,F                              ,                         ,A                      ,                      ,C                      ,F                     ,F                          ,R                  ,R                      ,C                    ,A                    ,C                    ,                      ,C                      ,C                       ,C                      ,F                     ,C                  ,F                    ,C                    ,F                     ,F                     ,R                                   ,F                    ,C                        ,rR                      ,R                ,F                   ,                       ,                     ,                           ,                  ,                  ,                 ,                         ,                       ,                  ,                        ,                     ,                     ,                 ,                       ,                   ,                       ,                    ,                        ,                    ,                        ,                         ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9a              ,              ,164, 992,A,  6,H,CC,  30.00,     50.7400,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,R                         ,R                   ,C                 ,R                      ,C                              ,A                        ,A                      ,C                     ,F                      ,R                     ,F                          ,R                  ,R                      ,C                    ,A                    ,F                    ,R                     ,C                      ,C                       ,F                      ,F                     ,C                  ,R                    ,C                    ,F                     ,F                     ,                                    ,                     ,                         ,                        ,                 ,                    ,                       ,                     ,                           ,                  ,                  ,                 ,                         ,                       ,                  ,                        ,                     ,                     ,                 ,                       ,                   ,                       ,                    ,                        ,                    ,                        ,                         ,                       ,                           ,                         ,                      ,                   ,                        ,                                 ,                         ,                                    ,                     ,                      ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data992A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
