Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Globotruncanita stuartiformis	Globotruncanita elevata	Globotruncanita atlantica	Globotruncana orientalis	Globotruncana morozovae	Globotruncana mariei	Globotruncana linneiana	Globotruncana hilli	Globotruncana bulloides	Globotruncana arca	Contusotruncana patelliformis	Contusotruncana fornicata	Rugoglobigerina rugosa	Rugoglobigerina hexacamerata	Globotruncana ventricosa	Globotruncanita subspinosa	Globotruncanita calcarata	Globotruncana rosetta	Globotruncanella havanensis	Globigerinelloides prairiehillensis	Archaeoglobigerina cretacea	Globotruncana falsostuarti	Gorbachikella sp.	Globotruncanita stuarti	Gansserina wiedenmayeri	Marginotruncana marginata	Globotruncana aegyptiaca	Pseudotextularia nuttalli	Gansserina gansseri	Abathomphalus intermedius	Ventilabrella multicamerata	Globotruncanita pettersi	Gublerina cuvillieri	Pseudoguembelina costulata	Globotruncanella petaloidea	Racemiguembelina fructicosa	Pseudotextularia elegans	Pseudoguembelina excolata	Globigerinelloides subcarinatus	Contusotruncana walfischensis	Contusotruncana contusa	Rugoglobigerina rotundata	Rugoglobigerina milamensis	Pseudoguembelina hariaensis	Heterohelix rajagopalani	Abathomphalus mayaroensis	Schackoina cenomana	Heterohelix globulosa	Hedbergella holmdelensis	Guembelitria cretacea	Globigerinelloides multispinus	Woodringina hornerstownensis	Woodringina claytonensis	Parasubbotina pseudobulloides	Morozovella conicotruncata	Morozovella angulata	Igorina pusilla	Igorina albeari	Globanomalina ehrenbergi	Morozovella velascoensis	Morozovella occlusa	Morozovella acuta	Globanomalina pseudomenardii	Acarinina subsphaerica	Morozovella subbotinae	Morozovella pasionensis	Morozovella aequa	Igorina tadjikistanensis	Acarinina soldadoensis	Morozovella gracilis	Morozovella formosa	Acarinina primitiva	Morozovella aragonensis	Igorina broedermanni	Morozovella caucasica	Globigerinatheka senni	Acarinina quetra	Acarinina pentacamerata	Hantkenina mexicana	Guembelitrioides higginsi	Globigerinatheka subconglobata	Globigerinatheka mexicana	Acarinina bullbrooki	Globigerinatheka index	Pseudohastigerina naguewichiensis	Globigerina euapertura	Catapsydrax unicavus	Catapsydrax dissimilis	Cassigerinella chipolensis	Sphaeroidinellopsis seminulina	Sphaeroidinellopsis disjuncta	Paragloborotalia mayeri	Orbulina universa	Globoquadrina dehiscens	Globoquadrina baroemoenensis	Globigerinoides trilobus	Globigerinoides sacculifer	Globigerinoides mitra	Globigerina druryi	Fohsella peripheroronda	Fohsella peripheroacuta	Dentoglobigerina altispira	Globoturborotalita woodi	Globoturborotalita nepenthes	Globorotalia praemenardii	Globorotalia menardii	Globorotalia conoidea	Globoquadrina venezuelana	Neogloboquadrina pachyderma (dextral)	Globigerinoides obliquus	Pulleniatina spectabilis	Orbulina suturalis	Neogloboquadrina acostaensis	Globoturborotalita druryi	Sphaeroidinella dehiscens s.l.	Globorotalia margaritae	Globorotalia challengeri	Globoconella conomiozea	Globigerinoides extremus	Globigerina bulloides	Globorotalia tumida	Globorotalia plesiotumida	Globigerinoides conglobatus	Truncorotalia tosaensis	Neogloboquadrina dutertrei	Globorotalia scitula	Globorotalia puncticulata	Globorotalia crassula	Truncorotalia crassaformis	Neogloboquadrina humerosa	Globorotalia inflata	Globigerinoides ruber	Globigerinella aequilateralis	Truncorotalia truncatulinoides	Globorotalia hirsuta	Pulleniatina primalis	Comment

  IR	                 	Late Pliocene    	N21               	N21           	198	1210	B	  5	H	CC	  21.00	     47.3600	planks   	Planktonic Foraminifers                      	C              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	R                             	                             	                       	F                	                       	                            	F                       	F                         	                     	                  	                       	                       	R                         	                        	                            	                         	                     	                     	                         	F                                    	F                       	                        	                  	                            	                         	F                             	                       	                        	                       	F                       	A                    	F                  	                         	F                          	F                      	F                         	                    	P                        	F                    	F                         	F                        	                    	                     	                             	                              	                    	                     	rads

  IR	                 	Late Pliocene    	N21               	N21           	198	1210	B	  6	H	CC	  19.00	     57.1800	planks   	Planktonic Foraminifers                      	C              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	F                             	                             	                       	F                	                       	                            	                        	F                         	                     	                  	                       	                       	F                         	                        	                            	+                        	                     	                     	                         	                                     	                        	                        	                  	                            	                         	F                             	+                      	+                       	                       	F                       	F                    	F                  	R                        	F                          	P                      	R                         	F                   	R                        	F                    	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Early Pliocene   	N19-N20           	N19-N20       	198	1210	B	  7	H	CC	  25.00	     66.5100	planks   	Planktonic Foraminifers                      	C              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	F                             	                             	                       	F                	                       	                            	                        	F                         	                     	                  	                       	                       	R                         	                        	                            	                         	P                    	                     	                         	                                     	                        	                        	                  	                            	                         	F                             	R                      	R                       	F                      	F                       	R                    	F                  	F                        	F                          	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Early Pliocene   	N19-N20           	N19-N20       	198	1210	B	  8	H	CC	  31.00	     76.2800	planks   	Planktonic Foraminifers                      	F              	P                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	F                             	                             	                       	R                	                       	                            	                        	F                         	                     	                  	                       	                       	                          	                        	                            	                         	R                    	R                    	                         	                                     	                        	                        	                  	                            	                         	R                             	P                      	R                       	F                      	F                       	R                    	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	rads

  IR	                 	Late Miocene     	N19-N20           	N19-N20       	198	1210	B	  9	H	CC	  25.00	     85.7000	planks   	Planktonic Foraminifers                      	F              	P                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	F                             	                             	                       	F                	                       	                            	                        	F                         	                     	                  	                       	                       	                          	R                       	                            	                         	R                    	                     	                         	                                     	                        	F                       	R                 	F                           	R                        	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Late Miocene     	N17a              	N16           	198	1210	B	 10	H	CC	  34.00	     95.3100	planks   	Planktonic Foraminifers                      	F              	P                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	F                             	                             	                       	F                	                       	                            	R                       	                          	                     	                  	                       	                       	                          	F                       	F                           	                         	                     	F                    	F                        	R                                    	R                       	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	many foram fragments

  IR	                 	Middle Miocene   	N14               	N14           	198	1210	B	 11	H	CC	  14.00	    104.5900	planks   	Planktonic Foraminifers                      	R              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	F                             	                             	R                      	F                	A                      	                            	R                       	                          	                     	                  	                       	                       	                          	F                       	F                           	R                        	R                    	F                    	F                        	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	many foram fragments

  IR	                 	Middle Miocene   	N10               	N10           	198	1210	B	 12	H	CC	  23.00	    114.1300	planks   	Planktonic Foraminifers                      	R              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	F                             	F                            	R                      	F                	A                      	R                           	R                       	R                         	R                    	F                 	R                      	R                      	R                         	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Early Oligocene  	P18               	P18           	198	1210	B	 13	H	CC	  12.00	    123.4900	planks   	Planktonic Foraminifers                      	R              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	R                                	F                     	F                   	F                     	+                         	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	abund. foram fragments; few phillipsite crystals

  IR	Late Eocene      	Middle Eocene    	                  	              	198	1210	B	 14	H	CC	  16.00	    133.1000	planks   	Planktonic Foraminifers                      	T              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	F                     	                	                       	                   	                         	                              	F                        	                    	R                     	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	abund. foram fragments; few phillipsite crystals

  IR	                 	Middle Eocene    	P11               	P11           	198	1210	B	 15	H	CC	   9.00	    142.1300	planks   	Planktonic Foraminifers                      	C              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	F                  	R                      	                    	                     	F                     	                	F                      	R                  	F                        	F                             	F                        	F                   	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Early Eocene     	P9                	P9            	198	1210	B	 16	H	CC	  13.00	    151.9000	planks   	Planktonic Foraminifers                      	F              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	F                     	                    	                   	                   	F                      	F                   	F                    	F                     	F               	F                      	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Early Eocene     	P9                	P9            	198	1210	B	 17	H	CC	  10.00	    161.1500	planks   	Planktonic Foraminifers                      	F              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	F                     	                    	                   	                   	F                      	F                   	F                    	F                     	F               	F                      	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Early Eocene     	P7                	P7            	198	1210	B	 18	H	CC	  13.00	    170.9100	planks   	Planktonic Foraminifers                      	C              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	F                     	                       	                 	                        	F                     	                    	F                  	                   	F                      	F                   	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Early Eocene     	P6b               	P6b           	198	1210	B	 19	H	CC	  16.00	    180.3100	planks   	Planktonic Foraminifers                      	A              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	F                     	                       	F                	                        	F                     	F                   	F                  	F                  	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Late Paleocene   	P5                	P4c           	198	1210	B	 20	H	CC	  11.00	    190.0000	planks   	Planktonic Foraminifers                      	C              	G                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	F              	               	                        	F                       	F                  	                 	P                           	                      	F                     	F                      	F                	F                       	F                     	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

