Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zeugrhabdotus elegans	Watznaueria barnesae	Vekshinella stradnerii	Vekshinella angusta	Tranolithus phacelosus	Stradneria crenulata	Seribiscutum primitivum	Quadrum gartneri	Prediscosphaera spinosa	Prediscosphaera intercisa	Placozygus fibuliformis	Monomarginatus spp.	Kamptnerius magnificus	Glaukolithus compactus	Gartnerago obliquum	Eprolithus floralis	Eiffellithus turriseiffelii	Eiffellithus eximius	Cretarhabdus loriei	Cretarhabdus conicus	Chiastozygus litterarius	Broinsonia dentata	Biscutum constans	Ahmuellerella octoradiata	Zeugrhabdotus acanthus	Biscutum dissimilis	Rhagodiscus angustus	Prediscosphaera ponticula	Lithastrinus septenarius	Zeugrhabdotus pseudanthophorus	Reinhardtites anthophorus	Micula sp. cf. M. decussata	Micula decussata	Helicolithus trabeculatus	Broinsonia enormis	Sollasites lowei	Lucianorhabdus maleformis	Lucianorhabdus cayeuxii	Cribrosphaerella ehrenbergii	Repagalum parvidentatum	Micula concava	Calculites obscurus	Biscutum coronum	Lucianorhabdus arcuatus	Lithastrinus grillii	Aspidolithus parcus expansus	Lapideacassis mariae	Coccolith species B	Coccolith species A	Markalius inversus	Aspidolithus parcus parcus	Cretarhabdus sp. cf. C. conicus	Vekshinella sp. A	Reinhardtites levis	Prediscosphaera cretacea	Neocrepidolithus watkinsii	Chiastozygus garrisonii	Bidiscus rotatorius	Arkhangelskiella specillata	Monomarginatus quaternarius	Placozygus sigmoides	Monomarginatus pectinatus	Coccolith species C	Aspidolithus parcus constrictus	Misceomarginatus pleniporus	Biscutum notaculum	Prediscosphaera arkhangelskyi	Cylindralithus sp.	Biscutum magnum	Eiffellithus gorkae	Comment

  SR	Maestrichtian    	                 	                  	              	120	 750	B	  4	W	 1	 119.00	    460.7900	Watkins  	Nannofossils                                 	F              	M                 	                     	F                   	R                     	                   	                      	R                   	                       	                	R                      	F                        	                       	R                  	F                     	                      	F                  	                   	F                          	                    	                   	R                   	                        	                  	F                	F                        	                      	R                  	                    	                         	                        	                              	                         	                           	F               	                         	                  	                	                         	F                      	R                           	C                      	              	                   	F               	R                      	                    	                            	                    	                   	                   	                  	                          	R                              	                 	F                  	F                       	F                         	                       	                   	R                          	                           	R                   	F                        	                   	                               	F                          	                  	F                            	                  	F              	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Maestrichtian    	                 	                  	              	120	 750	B	  4	W	 2	   1.00	    461.1100	Watkins  	Nannofossils                                 	C              	M                 	                     	F                   	R                     	R                  	R                     	R                   	                       	                	F                      	F                        	                       	R                  	F                     	                      	F                  	                   	F                          	                    	R                  	R                   	F                       	                  	F                	F                        	                      	R                  	                    	                         	                        	                              	                         	                           	F               	                         	                  	                	                         	C                      	R                           	F                      	              	R                  	F               	R                      	                    	                            	                    	                   	                   	                  	                          	F                              	                 	F                  	F                       	F                         	                       	R                  	F                          	                           	R                   	F                        	                   	                               	F                          	                  	F                            	                  	F              	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Maestrichtian    	                 	                  	              	120	 750	B	  4	W	 2	 148.00	    462.5800	Watkins  	Nannofossils                                 	F              	M                 	                     	F                   	                      	                   	                      	                    	                       	                	R                      	F                        	                       	                   	F                     	R                     	F                  	                   	R                          	                    	                   	R                   	R                       	                  	F                	R                        	                      	R                  	                    	                         	                        	R                             	                         	                           	F               	                         	                  	                	                         	C                      	                            	F                      	              	F                  	F               	                       	                    	                            	                    	                   	                   	                  	                          	F                              	                 	C                  	F                       	F                         	                       	                   	R                          	                           	                    	R                        	                   	                               	                           	R                 	F                            	                  	F              	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Maestrichtian    	                 	                  	              	120	 750	B	  5	R	 1	  12.00	    479.0200	Watkins  	Nannofossils                                 	C              	M                 	                     	F                   	F                     	                   	                      	                    	                       	                	R                      	F                        	                       	F                  	F                     	                      	F                  	                   	F                          	                    	                   	                    	F                       	                  	F                	R                        	                      	R                  	                    	                         	                        	                              	                         	                           	F               	                         	                  	                	                         	A                      	R                           	C                      	              	                   	F               	F                      	                    	                            	                    	                   	                   	                  	                          	                               	                 	C                  	F                       	F                         	                       	                   	F                          	                           	F                   	                         	                   	                               	                           	                  	F                            	R                 	F              	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Maestrichtian    	                 	                  	              	120	 750	B	  5	R	 1	  29.00	    479.1900	Watkins  	Nannofossils                                 	C              	M                 	                     	F                   	F                     	                   	                      	                    	                       	                	R                      	F                        	                       	F                  	F                     	                      	F                  	                   	F                          	                    	                   	                    	F                       	                  	F                	F                        	                      	R                  	                    	                         	                        	                              	                         	                           	F               	R                        	                  	                	                         	C                      	R                           	C                      	              	F                  	F               	F                      	                    	                            	                    	                   	                   	                  	                          	F                              	                 	C                  	F                       	C                         	F                      	R                  	F                          	                           	F                   	R                        	                   	                               	                           	                  	F                            	R                 	F              	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Maestrichtian    	                 	                  	              	120	 750	B	  6	W	 1	   0.00	    488.5000	Watkins  	Nannofossils                                 	F              	M                 	                     	R                   	                      	                   	F                     	                    	                       	                	R                      	C                        	                       	R                  	F                     	                      	F                  	                   	F                          	                    	                   	                    	R                       	                  	F                	                         	                      	                   	                    	                         	                        	                              	                         	                           	F               	                         	                  	                	                         	F                      	R                           	F                      	              	                   	F               	F                      	                    	                            	                    	                   	                   	                  	                          	F                              	                 	C                  	F                       	F                         	                       	                   	F                          	                           	R                   	F                        	                   	                               	R                          	R                 	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Maestrichtian    	                 	                  	              	120	 750	B	  6	W	 1	  90.00	    489.4000	Watkins  	Nannofossils                                 	F              	M                 	                     	F                   	F                     	                   	F                     	R                   	                       	                	R                      	F                        	                       	F                  	F                     	R                     	F                  	                   	R                          	                    	                   	                    	F                       	F                 	F                	F                        	                      	                   	                    	                         	                        	                              	                         	                           	F               	R                        	R                 	                	                         	F                      	R                           	C                      	              	F                  	F               	                       	                    	F                           	                    	                   	                   	                  	F                         	F                              	                 	F                  	F                       	                          	                       	                   	                           	                           	R                   	R                        	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Maestrichtian    	                 	                  	              	120	 750	B	  6	W	 2	  30.00	    490.3000	Watkins  	Nannofossils                                 	C              	M-G               	                     	F                   	                      	                   	F                     	R                   	                       	                	F                      	F                        	                       	R                  	F                     	                      	F                  	                   	F                          	                    	                   	                    	F                       	                  	F                	F                        	                      	                   	                    	                         	                        	                              	F                        	                           	F               	                         	                  	                	                         	F                      	R                           	A                      	              	F                  	F               	                       	                    	F                           	                    	R                  	                   	                  	F                         	R                              	                 	F                  	R                       	F                         	F                      	R                  	F                          	                           	R                   	F                        	                   	R                              	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Maestrichtian    	                 	                  	              	120	 750	B	  7	W	 1	   0.00	    507.9000	Watkins  	Nannofossils                                 	C              	G                 	                     	R                   	F                     	                   	F                     	R                   	                       	                	F                      	F                        	                       	                   	                      	                      	F                  	                   	R                          	                    	                   	                    	                        	                  	F                	F                        	                      	                   	                    	                         	                        	                              	R                        	                           	R               	                         	                  	                	                         	F                      	R                           	A                      	              	R                  	F               	                       	                    	F                           	                    	R                  	R                  	                  	F                         	F                              	F                	F                  	F                       	                          	R                      	                   	F                          	                           	R                   	F                        	R                  	R                              	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Maestrichtian    	                 	                  	              	120	 750	B	  7	W	 1	  45.00	    508.3500	Watkins  	Nannofossils                                 	C              	M-G               	                     	F                   	                      	                   	F                     	R                   	                       	                	R                      	F                        	                       	R                  	F                     	                      	F                  	                   	F                          	R                   	                   	R                   	F                       	                  	F                	F                        	                      	                   	                    	                         	                        	                              	R                        	                           	                	                         	                  	                	                         	C                      	R                           	A                      	              	R                  	F               	                       	                    	C                           	R                   	F                  	R                  	                  	F                         	                               	                 	C                  	                        	                          	R                      	                   	F                          	F                          	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  7	W	 1	 138.00	    509.2800	Watkins  	Nannofossils                                 	C              	M                 	                     	F                   	F                     	                   	F                     	R                   	                       	                	R                      	F                        	                       	R                  	F                     	                      	F                  	                   	R                          	R                   	                   	R                   	F                       	                  	R                	R                        	R                     	R                  	                    	                         	                        	                              	F                        	                           	R               	                         	                  	                	                         	F                      	R                           	A                      	              	R                  	F               	R                      	                    	R                           	                    	R                  	R                  	                  	F                         	                               	R                	C                  	F                       	                          	R                      	                   	F                          	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  7	W	 2	  16.00	    509.5600	Watkins  	Nannofossils                                 	C              	M                 	                     	F                   	F                     	                   	F                     	R                   	                       	                	R                      	F                        	                       	F                  	F                     	                      	F                  	                   	R                          	F                   	                   	R                   	F                       	                  	F                	F                        	                      	R                  	                    	                         	                        	                              	F                        	                           	F               	                         	                  	R               	                         	F                      	R                           	A                      	              	R                  	F               	F                      	                    	F                           	                    	R                  	F                  	                  	R                         	                               	R                	C                  	R                       	R                         	R                      	R                  	F                          	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  8	W	 1	 115.00	    528.4500	Watkins  	Nannofossils                                 	C              	M                 	                     	F                   	                      	                   	R                     	R                   	F                      	                	R                      	R                        	                       	R                  	F                     	                      	F                  	                   	                           	R                   	                   	                    	R                       	R                 	R                	R                        	R                     	                   	                    	                         	                        	                              	F                        	                           	R               	                         	F                 	                	                         	F                      	                            	R                      	              	R                  	F               	                       	                    	R                           	                    	                   	R                  	                  	R                         	R                              	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  8	W	 2	   8.00	    528.8800	Watkins  	Nannofossils                                 	F              	M-P               	                     	F                   	R                     	                   	F                     	R                   	R                      	                	R                      	F                        	                       	F                  	F                     	                      	F                  	                   	R                          	F                   	                   	                    	                        	F                 	R                	R                        	                      	R                  	                    	                         	                        	                              	F                        	                           	F               	                         	F                 	                	                         	F                      	                            	                       	              	R                  	R               	                       	                    	R                           	                    	                   	R                  	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  8	W	 2	  10.00	    528.9000	Watkins  	Nannofossils                                 	F              	M                 	                     	R                   	R                     	                   	                      	                    	R                      	                	R                      	R                        	                       	R                  	F                     	                      	F                  	                   	R                          	F                   	                   	                    	R                       	R                 	R                	R                        	                      	R                  	                    	                         	                        	                              	A                        	                           	F               	R                        	F                 	                	                         	A                      	                            	                       	R             	F                  	F               	R                      	                    	F                           	                    	                   	R                  	R                 	R                         	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  9	W	 1	   8.00	    546.7800	Watkins  	Nannofossils                                 	F              	M-P               	                     	F                   	R                     	                   	F                     	R                   	R                      	                	R                      	F                        	                       	F                  	F                     	                      	F                  	                   	R                          	F                   	                   	                    	                        	F                 	R                	R                        	                      	R                  	                    	                         	                        	                              	F                        	                           	F               	                         	F                 	                	                         	F                      	                            	                       	              	R                  	R               	                       	                    	R                           	                    	                   	R                  	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  9	W	 1	  42.00	    547.1200	Watkins  	Nannofossils                                 	C              	M-G               	                     	C                   	R                     	                   	F                     	R                   	R                      	                	R                      	R                        	                       	R                  	F                     	                      	F                  	                   	F                          	F                   	                   	R                   	                        	F                 	R                	R                        	                      	R                  	                    	                         	                        	                              	A                        	                           	F               	                         	F                 	                	                         	F                      	R                           	                       	              	F                  	R               	R                      	                    	R                           	                    	                   	R                  	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  9	W	 1	 103.00	    547.7300	Watkins  	Nannofossils                                 	C              	M                 	                     	F                   	R                     	                   	F                     	                    	F                      	                	R                      	R                        	                       	F                  	F                     	                      	F                  	                   	F                          	F                   	                   	                    	R                       	F                 	R                	R                        	                      	R                  	                    	                         	                        	                              	F                        	                           	F               	                         	F                 	                	                         	F                      	                            	                       	              	                   	F               	                       	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  9	W	 1	 128.00	    547.9800	Watkins  	Nannofossils                                 	F              	P                 	                     	F                   	R                     	                   	                      	                    	F                      	                	                       	F                        	                       	R                  	F                     	                      	F                  	                   	                           	F                   	                   	R                   	R                       	F                 	F                	                         	                      	                   	                    	                         	                        	                              	F                        	                           	F               	                         	F                 	                	                         	F                      	                            	                       	              	                   	                	F                      	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  9	W	 2	   8.00	    548.2800	Watkins  	Nannofossils                                 	F              	M-P               	                     	F                   	R                     	                   	R                     	R                   	F                      	                	                       	R                        	                       	R                  	F                     	                      	F                  	                   	R                          	R                   	                   	                    	R                       	F                 	R                	R                        	                      	                   	                    	                         	                        	                              	F                        	                           	F               	                         	F                 	                	                         	F                      	R                           	                       	              	                   	R               	                       	                    	                            	R                   	R                  	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	  9	W	 2	  52.00	    548.7200	Watkins  	Nannofossils                                 	F              	M-P               	                     	F                   	                      	                   	R                     	                    	F                      	R               	                       	F                        	                       	R                  	F                     	                      	F                  	                   	R                          	F                   	                   	                    	R                       	F                 	R                	R                        	                      	R                  	                    	                         	                        	                              	C                        	                           	F               	                         	F                 	                	F                        	F                      	                            	                       	              	R                  	R               	R                      	R                   	F                           	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Campanian        	                 	                  	              	120	 750	B	 10	W	 1	  36.00	    566.3600	Watkins  	Nannofossils                                 	A              	G                 	                     	A                   	R                     	                   	C                     	                    	R                      	                	F                      	F                        	                       	F                  	C                     	F                     	C                  	                   	F                          	F                   	                   	R                   	R                       	F                 	F                	F                        	R                     	                   	                    	                         	                        	                              	F                        	                           	F               	A                        	F                 	                	R                        	                       	R                           	                       	F             	R                  	F               	                       	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Santonian        	                 	                  	              	120	 750	B	 10	W	 1	  48.00	    566.4800	Watkins  	Nannofossils                                 	A              	G                 	                     	A                   	R                     	                   	C                     	R                   	F                      	R               	F                      	F                        	R                      	                   	F                     	F                     	F                  	R                  	F                          	F                   	                   	R                   	R                       	F                 	F                	F                        	R                     	R                  	R                   	                         	                        	                              	F                        	F                          	F               	C                        	F                 	                	R                        	R                      	F                           	F                      	              	                   	                	                       	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Santonian        	                 	                  	              	120	 750	B	 10	W	 1	  80.00	    566.8000	Watkins  	Nannofossils                                 	A              	M                 	R                    	A                   	                      	                   	C                     	                    	F                      	F               	R                      	F                        	                       	F                  	                      	F                     	F                  	F                  	F                          	F                   	                   	                    	R                       	F                 	F                	                         	                      	                   	                    	                         	                        	                              	F                        	R                          	F               	C                        	F                 	R               	R                        	R                      	R                           	                       	              	                   	                	                       	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Santonian        	                 	                  	              	120	 750	B	 10	W	 1	 114.00	    567.1400	Watkins  	Nannofossils                                 	A              	G                 	                     	A                   	R                     	R                  	F                     	R                   	F                      	F               	                       	F                        	F                      	F                  	                      	F                     	C                  	F                  	F                          	                    	                   	R                   	R                       	F                 	R                	F                        	R                     	                   	R                   	                         	F                       	R                             	R                        	C                          	F               	F                        	R                 	                	                         	                       	                            	                       	              	                   	                	                       	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Coniacian        	                 	                  	              	120	 750	B	 11	W	 1	  63.00	    595.2300	Watkins  	Nannofossils                                 	F              	P                 	                     	C                   	R                     	R                  	R                     	                    	R                      	F               	                       	R                        	R                      	                   	R                     	                      	                   	F                  	R                          	                    	                   	R                   	F                       	                  	R                	R                        	                      	                   	                    	                         	R                       	                              	                         	                           	                	                         	                  	                	                         	                       	                            	                       	              	                   	                	                       	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Coniacian        	                 	                  	              	120	 750	B	 11	W	 2	   6.00	    596.1600	Watkins  	Nannofossils                                 	F              	P                 	                     	C                   	                      	R                  	F                     	R                   	R                      	                	                       	R                        	R                      	F                  	F                     	R                     	F                  	F                  	F                          	F                   	                   	                    	R                       	                  	R                	R                        	                      	                   	R                   	F                        	F                       	                              	                         	                           	                	                         	                  	                	                         	                       	                            	                       	              	                   	                	                       	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Turonian         	Coniacian        	                  	              	120	 750	B	 11	W	 2	  76.00	    596.8600	Watkins  	Nannofossils                                 	C              	M                 	R                    	C                   	R                     	R                  	F                     	F                   	F                      	R               	R                      	F                        	F                      	F                  	F                     	F                     	F                  	F                  	F                          	F                   	R                  	R                   	R                       	R                 	R                	R                        	R                     	                   	                    	                         	                        	                              	                         	                           	                	                         	                  	                	                         	                       	                            	                       	              	                   	                	                       	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Turonian         	Coniacian        	                  	              	120	 750	B	 11	W	 2	 128.00	    597.3800	Watkins  	Nannofossils                                 	A              	M-G               	F                    	A                   	R                     	R                  	C                     	R                   	C                      	R               	R                      	F                        	F                      	F                  	C                     	F                     	F                  	C                  	F                          	F                   	R                  	R                   	R                       	R                 	R                	R                        	R                     	R                  	                    	                         	                        	                              	                         	                           	                	                         	                  	                	                         	                       	                            	                       	              	                   	                	                       	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

  SR	Turonian         	Coniacian        	                  	              	120	 750	B	 11	W	 2	 136.00	    597.4600	Watkins  	Nannofossils                                 	A              	M-G               	F                    	A                   	R                     	F                  	C                     	F                   	F                      	R               	F                      	C                        	F                      	F                  	F                     	F                     	F                  	C                  	C                          	F                   	R                  	R                   	R                       	R                 	R                	R                        	                      	                   	                    	                         	                        	                              	                         	                           	                	                         	                  	                	                         	                       	                            	                       	              	                   	                	                       	                    	                            	                    	                   	                   	                  	                          	                               	                 	                   	                        	                          	                       	                   	                           	                           	                    	                         	                   	                               	                           	                  	                             	                  	               	                   	from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356

