Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Liriospyris stauropora,Eucyrtidium diaphanes,Dorcadospyris dentata,Didymocyrtis prismatica,Carpocanopsis cingulata,Carpocanopsis bramlettei,Calocycletta costata,Acrocubus octopylus,Stichocorys wolffii,Stichocorys delmontensis,Stichocorys armata,Siphostichartus corona,Lithopera renzae,Liriospyris parkerae,Giraffospyris toxaria,Dorcadospyris alata,Cyrtocapsella cornuta,Carpocanopsis cristata,Calocycletta robusta,Botryostrobus miralestensis,Calocycletta caepa,Lithopera thornburgi,Cyrtocapsella japonica,Diartus petterssoni,Stichocorys johnsoni,Diartus hughesi,Solenosphaera omnitubus omnitubus,Stichocorys peregrina,Theocorythium vetulum,Theocalyptra davisiana,Stylatractus universus,Spongaster tetras,Pterocanium prismatium,Phormostichoartus doliolum,Lamprocyrtis neoheteroporos,Lamprocyrtis heteroporos,Anthocyrtidium pliocenica,Anthocyrtidium jenghisi,Amphirhopalum ypsilon,Anthocyrtidium angulare,Theocorythium trachelium trachelium,Pterocorys minythorax,Lamprocyrtis nigriniae,Lychnodictyum audax,Didymocyrtis penultima,Collosphaera tuberosa,Comment
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 26,X,CC,  30.00,    243.0300,Moore    ,Radiolarians                                 ,A              ,G                 ,R                     ,R                    ,R                    ,                       ,                       ,R                       ,F                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 27,X,CC,  36.00,    243.2600,Moore    ,Radiolarians                                 ,A              ,G                 ,R                     ,R                    ,R                    ,                       ,                       ,R                       ,F                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 28,X,CC,  25.00,    261.6200,Moore    ,Radiolarians                                 ,A              ,G                 ,R                     ,R                    ,R                    ,                       ,                       ,-                       ,R                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 29,X, 3, 110.00,    266.0000,Moore    ,Radiolarians                                 ,A              ,M                 ,R                     ,R                    ,R                    ,                       ,-                      ,R                       ,F                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 29,X, 5, 109.00,    268.9900,Moore    ,Radiolarians                                 ,A              ,M                 ,R                     ,F                    ,R                    ,                       ,R                      ,R                       ,F                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 29,X,CC,  26.00,    271.7100,Moore    ,Radiolarians                                 ,C/A            ,M                 ,R                     ,R                    ,R                    ,                       ,R                      ,R                       ,-                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 30,X,CC,  35.00,    281.4400,Moore    ,Radiolarians                                 ,A              ,M                 ,R                     ,R                    ,-                    ,-                      ,-                      ,-                       ,R                   ,-                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 31,X, 5, 110.00,    288.3000,Moore    ,Radiolarians                                 ,C/A            ,M                 ,-                     ,R                    ,R                    ,R                      ,R                      ,R                       ,F                   ,-                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
