Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Liriospyris stauropora,Eucyrtidium diaphanes,Dorcadospyris dentata,Didymocyrtis prismatica,Carpocanopsis cingulata,Carpocanopsis bramlettei,Calocycletta costata,Acrocubus octopylus,Stichocorys wolffii,Stichocorys delmontensis,Stichocorys armata,Siphostichartus corona,Lithopera renzae,Liriospyris parkerae,Giraffospyris toxaria,Dorcadospyris alata,Cyrtocapsella cornuta,Carpocanopsis cristata,Calocycletta robusta,Botryostrobus miralestensis,Calocycletta caepa,Lithopera thornburgi,Cyrtocapsella japonica,Diartus petterssoni,Stichocorys johnsoni,Diartus hughesi,Solenosphaera omnitubus omnitubus,Stichocorys peregrina,Theocorythium vetulum,Theocalyptra davisiana,Stylatractus universus,Spongaster tetras,Pterocanium prismatium,Phormostichoartus doliolum,Lamprocyrtis neoheteroporos,Lamprocyrtis heteroporos,Anthocyrtidium pliocenica,Anthocyrtidium jenghisi,Amphirhopalum ypsilon,Anthocyrtidium angulare,Theocorythium trachelium trachelium,Pterocorys minythorax,Lamprocyrtis nigriniae,Lychnodictyum audax,Didymocyrtis penultima,Collosphaera tuberosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. angulare       ,              ,138, 844,B,  2,H,CC,  24.00,     14.4500,Moore    ,Radiolarians                                 ,C/A            ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,F                    ,R                     ,R                     ,R                ,-                     ,                          ,R                          ,-                       ,                         ,                       ,R                    ,R                      ,R                                  ,F                    ,-                     ,                   ,                      ,                     ,Reworked older fauna = Trace; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 844,B,  3,H, 3, 110.00,     18.1000,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,C                    ,R                     ,R                     ,R                ,R                     ,                          ,R                          ,R                       ,                         ,-                      ,-                    ,-                      ,-                                  ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Common; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 844,B,  3,H, 5, 110.00,     21.1000,Moore    ,Radiolarians                                 ,C              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,R                    ,C                    ,-                     ,R                     ,R                ,-                     ,-                         ,-                          ,R                       ,                         ,R                      ,R                    ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Common; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 844,B,  3,H,CC,  22.00,     24.0100,Moore    ,Radiolarians                                 ,C              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,-                    ,-                    ,-                     ,R                     ,-                ,-                     ,-                         ,-                          ,-                       ,-                        ,-                      ,-                    ,                       ,                                   ,                     ,                      ,-                  ,-                     ,                     ,Reworked older fauna = Common; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 844,B,  4,H, 3, 110.00,     27.6000,Moore    ,Radiolarians                                 ,C              ,P                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,F                    ,R                     ,R                     ,R                ,R                     ,                          ,R                          ,R                       ,                         ,                       ,R                    ,-                      ,-                                  ,-                    ,-                     ,                   ,                      ,                     ,Reworked older fauna = Few; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P prismat.(RN12)SWSR,              ,138, 844,B,  4,H, 5, 113.00,     30.6300,Moore    ,Radiolarians                                 ,C/A            ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,-                    ,C                    ,R                     ,R                     ,R                ,R                     ,                          ,-                          ,R                       ,                         ,R                      ,-                    ,-                      ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Common; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. jenghisi M95   ,              ,138, 844,B,  4,H,CC,  24.00,     33.4500,Moore    ,Radiolarians                                 ,C              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,F                    ,F                    ,-                     ,R                     ,R                ,R                     ,-                         ,-                          ,-                       ,R                        ,R                      ,R                    ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Few; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 844,B,  5,H, 3, 114.00,     37.1400,Moore    ,Radiolarians                                 ,C/A            ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,R                 ,                    ,                      ,                   ,R                   ,               ,R                                ,R                    ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Trace; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. penultima (RN8),              ,138, 844,B,  5,H, 5, 114.00,     40.1400,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,                      ,                    ,-                          ,R                 ,                    ,                      ,                   ,R                   ,-              ,-                                ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 844,B,  5,H,CC,  17.00,     42.8600,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,                      ,                    ,-                          ,F                 ,                    ,                      ,                   ,R                   ,C              ,-                                ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 844,B,  6,H, 3, 110.00,     46.6000,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,C                       ,                  ,-                     ,                ,                    ,                     ,                   ,                     ,                      ,                    ,R                          ,F                 ,                    ,                      ,-                  ,R                   ,C              ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 844,B,  6,H, 4, 149.00,     48.4900,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,                   ,C                       ,                  ,-                     ,                ,                    ,                     ,                   ,                     ,                      ,                    ,R                          ,F                 ,                    ,                      ,R                  ,R                   ,C              ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Trace; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. antepenultima RN7,              ,138, 844,B,  6,H, 5, 110.00,     49.6000,Moore    ,Radiolarians                                 ,C/A            ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,-                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,                      ,                    ,R                          ,F                 ,                    ,-                     ,R                  ,R                   ,C              ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Trace; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B,  6,H,CC,  27.00,     52.4900,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,R                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,                      ,                    ,R                          ,F                 ,-                   ,T                     ,C                  ,R                   ,-              ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Trace; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B,  7,H, 3, 110.00,     56.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,R                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,                      ,                    ,R                          ,F                 ,R                   ,T                     ,C                  ,-                   ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Trace; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B,  7,H, 5, 110.00,     59.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,-                     ,                    ,R                          ,F                 ,-                   ,T                     ,C                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Trace; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B,  7,H,CC,  23.00,     62.0300,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,-                     ,                    ,R                          ,F                 ,R                   ,F                     ,C                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Few; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B,  8,H, 3, 110.00,     65.6000,Moore    ,Radiolarians                                 ,C              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,R                     ,                    ,R                          ,F                 ,-                   ,F                     ,C                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Trace; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B,  8,H, 5, 110.00,     68.6200,Moore    ,Radiolarians                                 ,C/A            ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,R                     ,                    ,R                          ,R                 ,R                   ,F                     ,C                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Trace; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B,  8,H,CC,  19.00,     71.4300,Moore    ,Radiolarians                                 ,C              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,F                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,R                     ,                    ,R                          ,R                 ,-                   ,F                     ,R                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B,  9,H, 3, 123.00,     75.2300,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,R                     ,                    ,R                          ,F                 ,R                   ,F                     ,F                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Trace; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B,  9,H,CC,  26.00,     81.0600,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,R                     ,                    ,R                          ,F                 ,R                   ,F                     ,R                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B, 10,H, 3, 110.00,     84.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,-                     ,                    ,R                          ,F                 ,-                   ,C                     ,F                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B, 10,H, 5, 110.00,     87.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,-                     ,                ,                    ,                     ,                   ,                     ,R                     ,                    ,R                          ,C                 ,R                   ,C                     ,F                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B, 10,H,CC,  20.00,     90.2400,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,R                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,                     ,-                     ,                    ,R                          ,C                 ,R                   ,C                     ,R                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B, 11,H, 3, 110.00,     94.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,                ,                    ,                     ,                   ,-                    ,R                     ,                    ,R                          ,C                 ,R                   ,F                     ,R                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. petterssoni (RN6),              ,138, 844,B, 11,H, 5, 110.00,     97.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,R                  ,C                       ,                  ,R                     ,-               ,                    ,                     ,-                  ,R                    ,R                     ,                    ,R                          ,C                 ,-                   ,-                     ,R                  ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 11,H,CC,  18.00,     99.9500,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,R                  ,C                       ,                  ,R                     ,R               ,                    ,                     ,R                  ,R                    ,-                     ,                    ,R                          ,C                 ,-                   ,-                     ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 12,H, 3, 106.00,    103.5600,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,R               ,                    ,                     ,R                  ,C                    ,-                     ,                    ,R                          ,C                 ,R                   ,R                     ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
