Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Pulleniatina obliquiloculata,Orbulina universa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina dutertrei,Globorotalia tumida flexuosa,Globorotalia tumida (right),Globorotalia truncatulinoides,Globorotalia tosaensis,Globorotalia scitula,Globorotalia menardii,Globorotalia inflata,Globorotalia hexagonus,Globorotalia crassaformis,Globoquadrina conglomerata,Globigerinoides trilobus trilobus,Globigerinoides trilobus sacculifer,Globigerinoides ruber (white),Globigerinoides ruber (pink),Globigerinoides conglobatus,Globigerinita glutinata,Globigerina rubescens,Globigerina bulloides,Comment
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 933,A,  5,H,CC,  48.00,     44.2100,Showers  ,Planktonic Foraminifers                      ,R              ,P                 ,-                           ,-                ,-                                    ,A                         ,-                           ,-                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,-                                ,-                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 933,A,  6,H,CC,  16.00,     54.0500,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,-                           ,-                ,-                                    ,C                         ,-                           ,-                          ,C                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,C                                ,F                                  ,F                            ,-                           ,R                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 933,A,  7,H,CC,  22.00,     63.8000,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,-                ,-                                    ,C                         ,-                           ,-                          ,C                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,-                                ,C                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 933,A,  8,H,CC,  27.00,     73.2100,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                ,-                                    ,-                         ,-                           ,-                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 933,A,  9,H,CC,  74.00,     82.8300,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                ,-                                    ,-                         ,-                           ,-                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 933,A, 10,H,CC,  39.00,     90.7000,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                ,-                                    ,-                         ,-                           ,-                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,155, 933,A, 11,X,CC,  12.00,     97.6200,Showers  ,Planktonic Foraminifers                      ,R              ,P                 ,-                           ,-                ,-                                    ,C                         ,-                           ,-                          ,C                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,C                                ,C                                  ,R                            ,R                           ,R                          ,-                      ,R                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,R                 ,W             ,155, 933,A, 12,X,CC,  11.00,    103.8300,Showers  ,Planktonic Foraminifers                      ,C              ,M                 ,-                           ,-                ,-                                    ,-                         ,-                           ,-                          ,C                            ,-                     ,-                   ,-                    ,F                   ,R                     ,-                        ,-                         ,F                                ,C                                  ,F                            ,F                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,R                 ,W             ,155, 933,A, 13,X,CC,   2.00,    110.8100,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,-                ,-                                    ,C                         ,-                           ,-                          ,C                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,C                                ,-                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,R                 ,W             ,155, 933,A, 14,X,CC,  12.00,    123.0800,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,-                ,-                                    ,C                         ,-                           ,-                          ,F                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,F                                ,F                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,R                 ,W             ,155, 933,A, 15,X,CC,  15.00,    135.0300,Showers  ,Planktonic Foraminifers                      ,R              ,P                 ,C                           ,-                ,-                                    ,C                         ,-                           ,-                          ,C                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,C                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,R                 ,W             ,155, 933,A, 16,X,CC,  18.00,    141.9700,Showers  ,Planktonic Foraminifers                      ,C              ,M                 ,F                           ,R                ,-                                    ,F                         ,-                           ,R                          ,C                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,F                                ,F                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,R                 ,W             ,155, 933,A, 17,X,CC,  13.00,    151.2200,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,F                           ,R                ,-                                    ,C                         ,-                           ,C                          ,C                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,F                                ,-                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,R                 ,W             ,155, 933,A, 18,X,CC,  19.00,    160.7800,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,F                           ,R                ,-                                    ,F                         ,-                           ,C                          ,F                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,F                                ,-                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,R                 ,W             ,155, 933,A, 19,X, 1,   6.00,    167.2600,Showers  ,Planktonic Foraminifers                      ,C              ,G                 ,C                           ,R                ,-                                    ,C                         ,R                           ,C                          ,R                            ,R                     ,-                   ,C                    ,-                   ,R                     ,R                        ,-                         ,C                                ,F                                  ,C                            ,R                           ,R                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 19,X, 1,  11.00,    167.3100,Showers  ,Planktonic Foraminifers                      ,C              ,M                 ,C                           ,-                ,-                                    ,C                         ,-                           ,C                          ,R                            ,-                     ,-                   ,C                    ,-                   ,R                     ,R                        ,-                         ,C                                ,R                                  ,C                            ,R                           ,R                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 19,X, 1,  27.00,    167.4700,Showers  ,Planktonic Foraminifers                      ,C              ,G                 ,-                           ,R                ,-                                    ,A                         ,R                           ,C                          ,-                            ,-                     ,-                   ,F                    ,-                   ,R                     ,R                        ,-                         ,C                                ,F                                  ,C                            ,F                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 19,X,CC,  12.00,    169.6900,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,-                           ,F                ,-                                    ,F                         ,-                           ,C                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,R                         ,F                                ,-                                  ,F                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,155, 933,A, 20,X, 1,  28.00,    177.1800,Showers  ,Planktonic Foraminifers                      ,B              ,                  ,-                           ,-                ,-                                    ,-                         ,-                           ,-                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,-                                ,-                                  ,-                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 20,X,CC,  11.00,    184.9900,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,-                           ,R                ,-                                    ,F                         ,-                           ,C                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,R                         ,-                                ,-                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 21,X,CC,  10.00,    193.0500,Showers  ,Planktonic Foraminifers                      ,R              ,P                 ,-                           ,R                ,-                                    ,F                         ,-                           ,C                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,R                         ,-                                ,-                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 22,X,CC,  13.00,    202.9200,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,R                ,-                                    ,C                         ,-                           ,F                          ,-                            ,-                     ,-                   ,R                    ,-                   ,-                     ,-                        ,R                         ,-                                ,-                                  ,F                            ,-                           ,R                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 23,X,CC,  31.00,    208.3000,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,-                           ,R                ,-                                    ,F                         ,-                           ,C                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,R                                ,-                                  ,C                            ,-                           ,R                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 24,X,CC,  16.00,    221.0800,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,-                ,-                                    ,C                         ,-                           ,C                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,-                                ,-                                  ,C                            ,-                           ,-                          ,F                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 25,X,CC,  21.00,    226.9100,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,-                ,-                                    ,C                         ,-                           ,C                          ,-                            ,-                     ,-                   ,-                    ,-                   ,-                     ,-                        ,-                         ,C                                ,-                                  ,F                            ,F                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 26,X,CC,  31.00,    239.9900,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,R                ,-                                    ,C                         ,-                           ,C                          ,-                            ,-                     ,-                   ,F                    ,-                   ,-                     ,-                        ,-                         ,-                                ,-                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Pleistocene,                 ,                  ,              ,155, 933,A, 27,X,CC,   1.00,    249.6500,Showers  ,Planktonic Foraminifers                      ,R              ,G                 ,-                           ,-                ,-                                    ,-                         ,-                           ,C                          ,-                            ,-                     ,-                   ,C                    ,-                   ,-                     ,-                        ,-                         ,-                                ,-                                  ,C                            ,-                           ,-                          ,-                      ,-                    ,-                    ,from Leg 155IR  p. 214 Table 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
