Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Xestoleberis sp. 1,Tongacythere sp. 16,Krithe sp. 6,Krithe sp. 14,Eucytherura sp. 17,Cytheropteron sp. 54,Cytheralison sp. 1,Bradleya sp. 18,Bairdoppilata sp. 2,Eucythere sp. 23,Cytheropteron sp. 61,Bythocypris sp. 2,Krithe sp. 7,Typhlocythere sp. 23,Eucythere sp. 13,Bythocypris sp. 7,Cytheropteron sp. 50,Eucythere sp. 8,Eucythere sp. 25,Krithe sp. 15,Bradleya sp. 19,Bairdoppilata sp. 3,Cytheropteron sp. 16,Poseidonamicus sp. 28,Henryhowella sp. 30,Aversovalva sp. 18,Eucythere sp. 26,Bradleya sp. 26,Poseidonamicus sp. 29,Pennyella sp. 2,Krithe sp. 8,Krithe sp. 9,Bythocypris sp. 6,Cytheropteron sp. 62,Bradleya sp. 20,Eucythere sp. 24,Cytheropteron sp. 17,Krithe sp. 10,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N21               ,              ,144, 873,B,  1,H, 5,  36.00,      5.7700,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,               ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,                    ,               ,                ,             ,               ,-                  ,                    ,3                    ,1                  ,                  ,                ,               ,                     ,               ,-           ,4           ,1                ,3                   ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N21               ,              ,144, 873,B,  2,H, 1,  36.00,      6.8600,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,               ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,                    ,               ,                ,             ,               ,-                  ,                    ,6                    ,8                  ,                  ,                ,               ,                     ,               ,-           ,3           ,-                ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N19-N20           ,              ,144, 873,B,  2,H, 2,  96.00,      8.8800,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,               ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,                    ,               ,                ,             ,               ,-                  ,                    ,-                    ,3                  ,                  ,                ,               ,                     ,               ,-           ,2           ,2                ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N19-N20           ,              ,144, 873,B,  2,H, 3,  96.00,     10.3200,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,               ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,                    ,               ,                ,             ,               ,-                  ,                    ,-                    ,1                  ,                  ,                ,               ,1                    ,1              ,3           ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N19-N20           ,              ,144, 873,B,  2,H, 4,  96.00,     11.8200,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,               ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,1                   ,               ,                ,             ,               ,-                  ,                    ,-                    ,-                  ,                  ,                ,               ,-                    ,1              ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N19-N20           ,              ,144, 873,B,  2,H, 6,  43.00,     14.2800,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,               ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,-                   ,               ,                ,             ,               ,-                  ,                    ,-                    ,-                  ,                  ,                ,               ,1                    ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N19-N20           ,              ,144, 873,B,  3,H, 1,  94.00,     16.9400,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,               ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,-                   ,               ,                ,             ,               ,-                  ,                    ,-                    ,3                  ,                  ,                ,               ,1                    ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N19-N20           ,              ,144, 873,B,  3,H, 2,  94.00,     18.0000,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,2              ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,-                   ,               ,                ,             ,               ,-                  ,                    ,1                    ,2                  ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N19-N20           ,              ,144, 873,B,  3,H, 3,  36.00,     18.9200,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,-              ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,-                   ,               ,                ,             ,               ,-                  ,                    ,-                    ,2                  ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N19-N20           ,              ,144, 873,B,  3,H, 5,  36.00,     21.9200,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,-              ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,-                   ,               ,1               ,             ,               ,-                  ,                    ,-                    ,-                  ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N19-N20           ,              ,144, 873,B,  3,H, 6,  36.00,     23.4200,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,-              ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,-                   ,               ,-               ,             ,               ,-                  ,                    ,-                    ,1                  ,                  ,                ,1              ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N18               ,              ,144, 873,B,  3,H,CC,  31.00,     25.4600,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,                   ,            ,             ,                  ,                    ,                  ,-              ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,1                   ,               ,-               ,             ,               ,-                  ,1                   ,2                    ,4                  ,                  ,1               ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,zone assignment uncertain; from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,N13           ,144, 873,B,  4,H, 1,  96.00,     26.4600,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,1                  ,            ,             ,                  ,                    ,                  ,-              ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,1                   ,               ,3               ,             ,               ,-                  ,1                   ,9                    ,1                  ,1                 ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,N13           ,144, 873,B,  4,H, 2,  96.00,     27.6500,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,            ,             ,                  ,                    ,                  ,-              ,                   ,                ,                    ,                 ,?           ,                    ,                ,                 ,-                   ,               ,-               ,             ,               ,-                  ,-                   ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,N13           ,144, 873,B,  4,H, 4,  36.00,     29.8400,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,            ,             ,                  ,                    ,1                 ,1              ,                   ,                ,                    ,                 ,            ,                    ,                ,                 ,-                   ,               ,-               ,             ,               ,-                  ,1                   ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,N13           ,144, 873,B,  4,H, 5,  36.00,     31.3400,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,            ,             ,                  ,                    ,1                 ,-              ,                   ,1               ,                    ,                 ,2           ,                    ,                ,                 ,-                   ,               ,-               ,2            ,5              ,1                  ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,N13           ,144, 873,B,  5,H, 1,  36.00,     35.3600,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,            ,             ,                  ,                    ,-                 ,-              ,                   ,-               ,                    ,                 ,-           ,                    ,                ,                 ,-                   ,               ,-               ,             ,               ,                   ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,N13           ,144, 873,B,  5,H, 2,  99.00,     36.6200,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,            ,1            ,                  ,                    ,-                 ,-              ,                   ,-               ,                    ,                 ,-           ,                    ,                ,                 ,-                   ,               ,-               ,             ,               ,                   ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,N13           ,144, 873,B,  5,H, 4,  36.00,     38.5700,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,            ,1            ,                  ,                    ,-                 ,-              ,                   ,-               ,                    ,                 ,-           ,                    ,                ,                 ,-                   ,               ,-               ,             ,               ,                   ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,N13           ,144, 873,B,  5,H, 5,  36.00,     39.9700,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,            ,1            ,                  ,                    ,-                 ,-              ,1                  ,-               ,                    ,                 ,2           ,1                   ,                ,                 ,-                   ,               ,-               ,             ,               ,                   ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,N13           ,144, 873,B,  5,H,CC,  10.00,     41.9800,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,            ,1            ,                  ,                    ,-                 ,-              ,-                  ,-               ,                    ,3                ,1           ,-                   ,                ,                 ,-                   ,1              ,1               ,             ,               ,                   ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,              ,144, 873,B,  6,H, 1,  98.00,     45.4800,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,1           ,-            ,                  ,                    ,-                 ,-              ,-                  ,-               ,                    ,-                ,-           ,-                   ,                ,                 ,1                   ,               ,                ,             ,               ,                   ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,              ,144, 873,B,  6,H, 3,  36.00,     47.5100,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,1                  ,2           ,-            ,                  ,                    ,-                 ,3              ,2                  ,-               ,                    ,-                ,1           ,1                   ,1               ,1                ,                    ,               ,                ,             ,               ,                   ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,              ,144, 873,B,  6,H, 4,  36.00,     48.8900,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,-           ,-            ,                  ,                    ,-                 ,1              ,-                  ,-               ,                    ,3                ,2           ,                    ,                ,                 ,                    ,               ,                ,             ,               ,                   ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,              ,144, 873,B,  6,H, 6,  36.00,     51.7000,Whatley  ,Ostracodes                                   ,               ,                  ,                  ,-                  ,4           ,-            ,                  ,                    ,3                 ,5              ,-                  ,1               ,1                   ,2                ,            ,                    ,                ,                 ,                    ,               ,                ,             ,               ,                   ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N8                ,              ,144, 873,B,  6,H,CC,   7.00,     51.8700,Whatley  ,Ostracodes                                   ,               ,                  ,1                 ,5                  ,5           ,1            ,1                 ,1                   ,1                 ,4              ,1                  ,                ,                    ,                 ,            ,                    ,                ,                 ,                    ,               ,                ,             ,               ,                   ,                    ,                     ,                   ,                  ,                ,               ,                     ,               ,            ,            ,                 ,                    ,               ,                ,                    ,             ,from ODP Leg 144; Ch 4; Table 3; p. 94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
