Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thecosphaera japonica,Stylochlamidium  venustum,Spongodiscus spp.,Porodiscus spp.,Cornutella profunda,Larnacantha polyacantha,Lithomitra arachnea,Nephrospyris pervia (trellis-type),Stichocorys delmontensis,Dictyophimus bicornis,Anthocorys(?) akitaensis,Cycladophora davisiana cornutoides,Saccospyris sp.,Botryostrobus auritus/australis,Dictyophimus glacilipes,Cycladophora davisiana davisiana,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 21,X,CC,  32.00,    200.1200,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,                   ,R                                 ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 23,X,CC,  32.00,    221.2600,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 24,X,CC,  29.00,    229.9300,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 25,X,CC,  25.00,    237.3900,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,                        ,                                  ,R              ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 27,X,CC,  21.00,    258.2200,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,                        ,                                  ,R              ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 28,X,CC,  15.00,    268.8200,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,R                        ,                 ,               ,                   ,                       ,                   ,                                  ,                        ,R                    ,                        ,                                  ,               ,                               ,R                      ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 30,X,CC,  31.00,    286.0300,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,R                ,               ,                   ,                       ,                   ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 31,X,CC,  30.00,    296.7600,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 32,X,CC,  26.00,    305.6600,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,                   ,                                  ,                        ,                     ,                        ,R                                 ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 33,X,CC,  38.00,    315.3700,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,                   ,                                  ,                        ,                     ,                        ,                                  ,               ,R                              ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 35,X,CC,  27.00,    334.4500,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 36,X,CC,  14.00,    338.0800,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,R                                 ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 38,X,CC,  33.00,    362.5200,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,                   ,                                  ,                        ,                     ,                        ,                                  ,R              ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 39,X,CC,  37.00,    372.6900,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,                   ,                                  ,                        ,                     ,                        ,                                  ,R              ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 40,X,CC,  18.00,    379.7700,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 41,X, 7,  40.00,    391.9000,Ling     ,Radiolarians                                 ,F              ,M                 ,                     ,                         ,R                ,R              ,                   ,R                      ,R                  ,R                                 ,                        ,                     ,R                       ,R                                 ,R              ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 42,X, 1,  25.00,    392.7500,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,R                ,               ,                   ,R                      ,R                  ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 42,X, 3,  25.00,    394.7000,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,                   ,R                                 ,                        ,                     ,R                       ,                                  ,R              ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 42,X, 5,  45.00,    397.9000,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,R                      ,R                  ,                                  ,                        ,                     ,R                       ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 42,X, 7, 136.00,    401.8100,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,R                ,               ,                   ,                       ,                   ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 43,X, 1,  30.00,    402.5000,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,R                       ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 43,X, 5,  32.00,    408.5200,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,                   ,                                  ,                        ,                     ,R                       ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 43,X,CC,  31.00,    410.5800,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 44,X, 1,  30.00,    412.1000,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,R                ,               ,                   ,                       ,R                  ,R                                 ,                        ,                     ,R                       ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 44,X, 3,  30.00,    415.1000,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,R                ,               ,                   ,R                      ,                   ,                                  ,                        ,                     ,R                       ,R                                 ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 44,X, 6,  30.00,    418.4000,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,                   ,R                                 ,                        ,                     ,R                       ,R                                 ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 44,X, 7,  30.00,    419.4400,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,R                        ,R                ,               ,                   ,R                      ,R                  ,R                                 ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 44,X,CC,  48.00,    421.0300,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,R                ,               ,                   ,                       ,R                  ,R                                 ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 45,X, 1,  75.00,    422.2500,Ling     ,Radiolarians                                 ,F              ,M                 ,                     ,                         ,R                ,R              ,                   ,                       ,C                  ,                                  ,R                       ,R                    ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 45,X, 3,  74.00,    424.8900,Ling     ,Radiolarians                                 ,F              ,M                 ,                     ,R                        ,R                ,R              ,                   ,R                      ,C                  ,R                                 ,R                       ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 45,X, 5,  74.00,    427.4900,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,R                        ,                 ,               ,                   ,                       ,R                  ,R                                 ,R                       ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 45,X, 7,  74.00,    430.4900,Ling     ,Radiolarians                                 ,R              ,M                 ,R                    ,                         ,                 ,R              ,                   ,                       ,R                  ,R                                 ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 45,X, 9,   5.00,    432.8000,Ling     ,Radiolarians                                 ,R              ,M                 ,R                    ,                         ,                 ,               ,R                  ,                       ,R                  ,R                                 ,R                       ,R                    ,R                       ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 45,X,CC,  38.00,    433.7100,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,R                ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 46,X, 1,  37.00,    431.4700,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,R                        ,R                ,               ,                   ,                       ,R                  ,R                                 ,R                       ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 46,X, 3,  37.00,    433.7500,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,R                ,R              ,                   ,                       ,R                  ,                                  ,                        ,R                    ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 46,X, 5,  37.00,    436.7500,Ling     ,Radiolarians                                 ,F              ,M                 ,                     ,R                        ,F                ,R              ,                   ,                       ,F                  ,R                                 ,F                       ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 46,X,CC,  28.00,    440.2600,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,R                ,               ,                   ,                       ,R                  ,R                                 ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 47,X, 1,  28.00,    441.0800,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,                         ,                 ,               ,                   ,                       ,R                  ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 47,X, 3,  30.00,    442.9300,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,R                        ,                 ,               ,                   ,R                      ,                   ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 47,X, 5,  32.00,    445.9500,Ling     ,Radiolarians                                 ,R              ,M                 ,R                    ,R                        ,R                ,R              ,R                  ,                       ,                   ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 47,X, 8,  10.00,    450.2300,Ling     ,Radiolarians                                 ,R              ,M                 ,                     ,R                        ,R                ,R              ,                   ,                       ,                   ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 47,X,CC,  21.00,    450.4900,Ling     ,Radiolarians                                 ,R              ,M                 ,R                    ,                         ,                 ,               ,                   ,                       ,                   ,                                  ,                        ,                     ,                        ,                                  ,               ,                               ,                       ,                                ,from ODP Legs 127&128 SR Chapter 13 Table 2 p 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
